"age","disease_type2","riskfactor","V1","V2","V3"
75,"DIAB","dairy_tot",0,0,0
75,"HHD","dairy_tot",0,0,0
75,"HSTK","dairy_tot",0,0,0
75,"IHD","dairy_tot",0,0,0
75,"ISTK","dairy_tot",0,0,0
75,"OSTK","dairy_tot",0,0,0
75,"Other_CVD","dairy_tot",0,0,0
25,"Cancer","leg_tot",0.00722475647602365,0.00663579621069766,0.0066433385243528
25,"DIAB","leg_tot",0.0461047588284988,0.0714822508939658,0.064572411164004
25,"HHD","leg_tot",0.0460002665947849,0.0371236221570244,0.0288472330928078
25,"HSTK","leg_tot",0.130904801980718,0.136087000420447,0.158152380446792
25,"IHD","leg_tot",0.0646592466517661,0.0611621101133662,0.0615774621130606
25,"ISTK","leg_tot",0.150705942257473,0.115278634143824,0.191507890858944
25,"OSTK","leg_tot",0.16113658168602,0.127069930449246,0.116588789993108
25,"Other_CVD","leg_tot",0.0331786536647662,0.0293140150169845,0.025606150184635
35,"Cancer","leg_tot",0.00779319663457627,0.00999891959029326,0.00925534921915232
35,"DIAB","leg_tot",0.0720013821302393,0.0718586619416626,0.061518060506793
35,"HHD","leg_tot",0.0510963696729051,0.0389377008166892,0.018968590934556
35,"HSTK","leg_tot",0.115098084950289,0.138437624421223,0.123366123069396
35,"IHD","leg_tot",0.0530356317946536,0.065437590835482,0.0580403933145102
35,"ISTK","leg_tot",0.173870404957109,0.135059264113114,0.126594666887072
35,"OSTK","leg_tot",0.133493251180219,0.139565227239329,0.148550466654249
35,"Other_CVD","leg_tot",0.0251078024178055,0.026517825061582,0.0244751952663621
45,"Cancer","leg_tot",0.00983102444880221,0.0101166399943876,0.00866731607210439
45,"DIAB","leg_tot",0.0613831758571534,0.0654378833032938,0.0619696859666203
45,"HHD","leg_tot",0.0446941596876454,0.019607002647425,0.0297955211891232
45,"HSTK","leg_tot",0.105416067362912,0.101400864909959,0.113122272467273
45,"IHD","leg_tot",0.05013954149538,0.0502722867918554,0.0512431455759616
45,"ISTK","leg_tot",0.127577067539164,0.146174476216839,0.131386109773895
45,"OSTK","leg_tot",0.109011042028559,0.140483783317453,0.114682711125411
45,"Other_CVD","leg_tot",0.0235378281278897,0.0232130785817481,0.0190957595351246
55,"Cancer","leg_tot",0.00759105583915745,0.00786354752454296,0.00876061751508887
55,"DIAB","leg_tot",0.0366678256322342,0.0377369023954138,0.0432263141606762
55,"HHD","leg_tot",0.0282312410240173,0.0255717779721948,0.0355841977063991
55,"HSTK","leg_tot",0.0830549686084843,0.0655244641179561,0.0954449443825617
55,"IHD","leg_tot",0.0407529379925698,0.036818612853803,0.0459424717150916
55,"ISTK","leg_tot",0.100950039206576,0.0878770317267636,0.0864970794483397
55,"OSTK","leg_tot",0.0895786252440382,0.108396297896319,0.0986794888205314
55,"Other_CVD","leg_tot",0.0201846757998416,0.019105987679283,0.0155644217999172
65,"Cancer","leg_tot",0.00876365528575809,0.0074438008867324,0.00841364548185753
65,"DIAB","leg_tot",0.0388812164605408,0.0490025936399055,0.0340503253343242
65,"HHD","leg_tot",0.0398458174460183,0.0281682462858679,0.030705152943002
65,"HSTK","leg_tot",0.0778480006410918,0.0886723811405663,0.0556693951377207
65,"IHD","leg_tot",0.0390972459248164,0.045122731135855,0.0402277955804931
65,"ISTK","leg_tot",0.083769251028312,0.0823320992732249,0.0648256717408923
65,"OSTK","leg_tot",0.0922143305027505,0.0866418822668694,0.0972397008806074
65,"Other_CVD","leg_tot",0.0166928321583964,0.0151090390024911,0.0140168524038461
75,"Cancer","leg_tot",0.00661096095433014,0.00709970501710026,0.00595776107804605
75,"DIAB","leg_tot",0.0256839701056505,0.0235451516487208,0.0287670112250521
75,"HHD","leg_tot",0.0287671392024127,0.028166686917722,0.0198888983213972
75,"HSTK","leg_tot",0.0561278373666949,0.0543439216029688,0.0621895677681497
75,"IHD","leg_tot",0.0234633103194944,0.0181244654291138,0.0217034741033685
75,"ISTK","leg_tot",0.0435544282661869,0.0505249356784634,0.049435337709274
75,"OSTK","leg_tot",0.0479953402453389,0.0550304527617156,0.0461308822487077
75,"Other_CVD","leg_tot",0.00980919840773315,0.0124208947342457,0.0113184584330181
