"race","outcome","pathway","riskfactor","V1","V2","V3"
2,"OC","direct","dairy_tot",0,0,0
2,"OC","medBMI","dairy_tot",0,0,0
2,"OC","medSBP","dairy_tot",0,0,0
3,"OC","direct","dairy_tot",0,0,0
3,"OC","medBMI","dairy_tot",0,0,0
3,"OC","medSBP","dairy_tot",0,0,0
4,"OC","direct","dairy_tot",0,0,0
4,"OC","medBMI","dairy_tot",0,0,0
4,"OC","medSBP","dairy_tot",0,0,0
1,"OSTK","direct","dairy_tot",0,0,0
1,"OSTK","medBMI","dairy_tot",0,0,0
1,"OSTK","medSBP","dairy_tot",0,0,0
2,"OSTK","direct","dairy_tot",0,0,0
2,"OSTK","medBMI","dairy_tot",0,0,0
2,"OSTK","medSBP","dairy_tot",0,0,0
3,"OSTK","direct","dairy_tot",0,0,0
3,"OSTK","medBMI","dairy_tot",0,0,0
3,"OSTK","medSBP","dairy_tot",0,0,0
4,"OSTK","direct","dairy_tot",0,0,0
4,"OSTK","medBMI","dairy_tot",0,0,0
4,"OSTK","medSBP","dairy_tot",0,0,0
1,"OTH","direct","dairy_tot",0,0,0
1,"OTH","medBMI","dairy_tot",0,0,0
1,"OTH","medSBP","dairy_tot",0,0,0
2,"OTH","direct","dairy_tot",0,0,0
2,"OTH","medBMI","dairy_tot",0,0,0
2,"OTH","medSBP","dairy_tot",0,0,0
3,"OTH","direct","dairy_tot",0,0,0
3,"OTH","medBMI","dairy_tot",0,0,0
3,"OTH","medSBP","dairy_tot",0,0,0
4,"OTH","direct","dairy_tot",0,0,0
4,"OTH","medBMI","dairy_tot",0,0,0
4,"OTH","medSBP","dairy_tot",0,0,0
1,"PC","direct","dairy_tot",0,0,0
1,"PC","medBMI","dairy_tot",0,0,0
1,"PC","medSBP","dairy_tot",0,0,0
2,"PC","direct","dairy_tot",0,0,0
2,"PC","medBMI","dairy_tot",0,0,0
2,"PC","medSBP","dairy_tot",0,0,0
3,"PC","direct","dairy_tot",0,0,0
3,"PC","medBMI","dairy_tot",0,0,0
3,"PC","medSBP","dairy_tot",0,0,0
4,"PC","direct","dairy_tot",0,0,0
4,"PC","medBMI","dairy_tot",0,0,0
4,"PC","medSBP","dairy_tot",0,0,0
1,"PVD","direct","dairy_tot",0,0,0
1,"PVD","medBMI","dairy_tot",0,0,0
1,"PVD","medSBP","dairy_tot",0,0,0
2,"PVD","direct","dairy_tot",0,0,0
2,"PVD","medBMI","dairy_tot",0,0,0
2,"PVD","medSBP","dairy_tot",0,0,0
3,"PVD","direct","dairy_tot",0,0,0
3,"PVD","medBMI","dairy_tot",0,0,0
3,"PVD","medSBP","dairy_tot",0,0,0
4,"PVD","direct","dairy_tot",0,0,0
4,"PVD","medBMI","dairy_tot",0,0,0
4,"PVD","medSBP","dairy_tot",0,0,0
1,"RHD","direct","dairy_tot",0,0,0
1,"RHD","medBMI","dairy_tot",0,0,0
1,"RHD","medSBP","dairy_tot",0,0,0
2,"RHD","direct","dairy_tot",0,0,0
2,"RHD","medBMI","dairy_tot",0,0,0
2,"RHD","medSBP","dairy_tot",0,0,0
3,"RHD","direct","dairy_tot",0,0,0
3,"RHD","medBMI","dairy_tot",0,0,0
3,"RHD","medSBP","dairy_tot",0,0,0
4,"RHD","direct","dairy_tot",0,0,0
4,"RHD","medBMI","dairy_tot",0,0,0
4,"RHD","medSBP","dairy_tot",0,0,0
1,"SCC","direct","dairy_tot",0,0,0
1,"SCC","medBMI","dairy_tot",0,0,0
1,"SCC","medSBP","dairy_tot",0,0,0
2,"SCC","direct","dairy_tot",0,0,0
2,"SCC","medBMI","dairy_tot",0,0,0
2,"SCC","medSBP","dairy_tot",0,0,0
3,"SCC","direct","dairy_tot",0,0,0
3,"SCC","medBMI","dairy_tot",0,0,0
3,"SCC","medSBP","dairy_tot",0,0,0
4,"SCC","direct","dairy_tot",0,0,0
4,"SCC","medBMI","dairy_tot",0,0,0
4,"SCC","medSBP","dairy_tot",0,0,0
1,"SCNC","direct","dairy_tot",0,0,0
1,"SCNC","medBMI","dairy_tot",0,0,0
1,"SCNC","medSBP","dairy_tot",0,0,0
2,"SCNC","direct","dairy_tot",0,0,0
2,"SCNC","medBMI","dairy_tot",0,0,0
2,"SCNC","medSBP","dairy_tot",0,0,0
3,"SCNC","direct","dairy_tot",0,0,0
3,"SCNC","medBMI","dairy_tot",0,0,0
3,"SCNC","medSBP","dairy_tot",0,0,0
4,"SCNC","direct","dairy_tot",0,0,0
4,"SCNC","medBMI","dairy_tot",0,0,0
4,"SCNC","medSBP","dairy_tot",0,0,0
1,"TC","direct","dairy_tot",0,0,0
1,"TC","medBMI","dairy_tot",0,0,0
1,"TC","medSBP","dairy_tot",0,0,0
2,"TC","direct","dairy_tot",0,0,0
2,"TC","medBMI","dairy_tot",0,0,0
2,"TC","medSBP","dairy_tot",0,0,0
3,"TC","direct","dairy_tot",0,0,0
3,"TC","medBMI","dairy_tot",0,0,0
3,"TC","medSBP","dairy_tot",0,0,0
4,"TC","direct","dairy_tot",0,0,0
4,"TC","medBMI","dairy_tot",0,0,0
4,"TC","medSBP","dairy_tot",0,0,0
1,"UC","direct","dairy_tot",0,0,0
1,"UC","medBMI","dairy_tot",0,0,0
1,"UC","medSBP","dairy_tot",0,0,0
2,"UC","direct","dairy_tot",0,0,0
2,"UC","medBMI","dairy_tot",0,0,0
2,"UC","medSBP","dairy_tot",0,0,0
3,"UC","direct","dairy_tot",0,0,0
3,"UC","medBMI","dairy_tot",0,0,0
3,"UC","medSBP","dairy_tot",0,0,0
4,"UC","direct","dairy_tot",0,0,0
4,"UC","medBMI","dairy_tot",0,0,0
4,"UC","medSBP","dairy_tot",0,0,0
1,"AA","direct","leg_tot",0,0,0
1,"AA","medBMI","leg_tot",109.337039462438,110.317835104252,110.005275284725
1,"AA","medSBP","leg_tot",0,0,0
2,"AA","direct","leg_tot",0,0,0
2,"AA","medBMI","leg_tot",21.3251702425743,21.0835851251589,22.641691894354
2,"AA","medSBP","leg_tot",0,0,0
3,"AA","direct","leg_tot",0,0,0
3,"AA","medBMI","leg_tot",7.2346125604323,7.92752396808548,6.22881731337998
3,"AA","medSBP","leg_tot",0,0,0
4,"AA","direct","leg_tot",0,0,0
4,"AA","medBMI","leg_tot",4.59023365548932,5.90374862537999,5.17886460809878
4,"AA","medSBP","leg_tot",0,0,0
1,"AFF","direct","leg_tot",0,0,0
1,"AFF","medBMI","leg_tot",324.699232685107,280.352756432679,296.340869215717
1,"AFF","medSBP","leg_tot",0,0,0
2,"AFF","direct","leg_tot",0,0,0
2,"AFF","medBMI","leg_tot",19.4372768245232,13.6547113328091,19.3416686876553
2,"AFF","medSBP","leg_tot",0,0,0
3,"AFF","direct","leg_tot",0,0,0
3,"AFF","medBMI","leg_tot",11.1697716063806,10.660311428694,10.350314091374
3,"AFF","medSBP","leg_tot",0,0,0
4,"AFF","direct","leg_tot",0,0,0
4,"AFF","medBMI","leg_tot",6.22871621747131,7.74346543572074,7.45964801983579
4,"AFF","medSBP","leg_tot",0,0,0
1,"APCA","direct","leg_tot",0,0,0
1,"APCA","medBMI","leg_tot",42.2930299267568,53.7079534775592,76.7075254641879
1,"APCA","medSBP","leg_tot",0,0,0
2,"APCA","direct","leg_tot",0,0,0
2,"APCA","medBMI","leg_tot",24.0386293649232,32.3301455726197,18.2836625137563
2,"APCA","medSBP","leg_tot",0,0,0
3,"APCA","direct","leg_tot",0,0,0
3,"APCA","medBMI","leg_tot",15.0664608069623,9.46943852956232,10.226039421557
3,"APCA","medSBP","leg_tot",0,0,0
4,"APCA","direct","leg_tot",0,0,0
4,"APCA","medBMI","leg_tot",6.94225649960863,6.20368865734751,12.2652501817955
4,"APCA","medSBP","leg_tot",0,0,0
1,"BC","direct","leg_tot",0,0,0
1,"BC","medBMI","leg_tot",1141.34261010434,946.880449949203,1051.61468265898
1,"BC","medSBP","leg_tot",0,0,0
2,"BC","direct","leg_tot",0,0,0
2,"BC","medBMI","leg_tot",147.451549079369,166.297188886731,128.722770202483
2,"BC","medSBP","leg_tot",0,0,0
3,"BC","direct","leg_tot",0,0,0
3,"BC","medBMI","leg_tot",74.0111939235157,84.5689106271274,116.143304327588
3,"BC","medSBP","leg_tot",0,0,0
4,"BC","direct","leg_tot",0,0,0
4,"BC","medBMI","leg_tot",104.906960782396,76.4822908447828,71.6356887436778
4,"BC","medSBP","leg_tot",0,0,0
1,"CC","direct","leg_tot",0,0,0
1,"CC","medBMI","leg_tot",254.681227975588,257.449175294516,170.044153009978
1,"CC","medSBP","leg_tot",0,0,0
2,"CC","direct","leg_tot",0,0,0
2,"CC","medBMI","leg_tot",50.0795204981802,30.5562058246561,45.1803685267282
2,"CC","medSBP","leg_tot",0,0,0
3,"CC","direct","leg_tot",0,0,0
3,"CC","medBMI","leg_tot",34.5661126761413,33.0584297236403,21.7679655158613
3,"CC","medSBP","leg_tot",0,0,0
4,"CC","direct","leg_tot",0,0,0
4,"CC","medBMI","leg_tot",22.2101795330836,29.4410996567311,42.0482759400533
4,"CC","medSBP","leg_tot",0,0,0
1,"CM","direct","leg_tot",0,0,0
1,"CM","medBMI","leg_tot",198.933361391639,214.412081747032,185.045548311844
1,"CM","medSBP","leg_tot",0,0,0
2,"CM","direct","leg_tot",0,0,0
2,"CM","medBMI","leg_tot",72.0866557897614,69.2281176243541,58.8985691161307
2,"CM","medSBP","leg_tot",0,0,0
3,"CM","direct","leg_tot",0,0,0
3,"CM","medBMI","leg_tot",23.4322943008073,21.0566118365706,17.2459527133551
3,"CM","medSBP","leg_tot",0,0,0
4,"CM","direct","leg_tot",0,0,0
4,"CM","medBMI","leg_tot",8.76850120460425,11.833046624264,8.96289298081409
4,"CM","medSBP","leg_tot",0,0,0
1,"DIAB","direct","leg_tot",0,0,0
1,"DIAB","medBMI","leg_tot",1745.85749196942,1935.90800663624,1874.87161767817
1,"DIAB","medSBP","leg_tot",0,0,0
2,"DIAB","direct","leg_tot",0,0,0
2,"DIAB","medBMI","leg_tot",496.083818841521,476.115781912358,455.958588601977
2,"DIAB","medSBP","leg_tot",0,0,0
3,"DIAB","direct","leg_tot",0,0,0
3,"DIAB","medBMI","leg_tot",227.60845146041,225.728679157168,227.726771804569
3,"DIAB","medSBP","leg_tot",0,0,0
4,"DIAB","direct","leg_tot",0,0,0
4,"DIAB","medBMI","leg_tot",104.558271398547,107.859050378446,88.4888426378164
4,"DIAB","medSBP","leg_tot",0,0,0
1,"ECA","direct","leg_tot",0,0,0
1,"ECA","medBMI","leg_tot",187.967052474559,220.817229013348,174.330640222308
1,"ECA","medSBP","leg_tot",0,0,0
2,"ECA","direct","leg_tot",0,0,0
2,"ECA","medBMI","leg_tot",4.74180736366504,5.84499710863332,5.94661951315799
2,"ECA","medSBP","leg_tot",0,0,0
3,"ECA","direct","leg_tot",0,0,0
3,"ECA","medBMI","leg_tot",12.1097824735816,8.38975978994866,10.2824222871491
3,"ECA","medSBP","leg_tot",0,0,0
4,"ECA","direct","leg_tot",0,0,0
4,"ECA","medBMI","leg_tot",3.25275139828948,4.28703487168655,4.10339327543894
4,"ECA","medSBP","leg_tot",0,0,0
1,"ENDO","direct","leg_tot",0,0,0
1,"ENDO","medBMI","leg_tot",25.7099949943116,24.7516820021388,23.0072382077546
1,"ENDO","medSBP","leg_tot",0,0,0
2,"ENDO","direct","leg_tot",0,0,0
2,"ENDO","medBMI","leg_tot",4.32846939541743,3.61223080431406,3.55600896862384
2,"ENDO","medSBP","leg_tot",0,0,0
3,"ENDO","direct","leg_tot",0,0,0
3,"ENDO","medBMI","leg_tot",2.11682023369089,2.35059077836043,2.10991591623643
3,"ENDO","medSBP","leg_tot",0,0,0
4,"ENDO","direct","leg_tot",0,0,0
4,"ENDO","medBMI","leg_tot",1.60781734754014,1.91912810926003,1.67819384787884
4,"ENDO","medSBP","leg_tot",0,0,0
1,"GC","direct","leg_tot",0,0,0
1,"GC","medBMI","leg_tot",26.5523750425852,26.6941229360604,28.2037714025331
1,"GC","medSBP","leg_tot",0,0,0
2,"GC","direct","leg_tot",0,0,0
2,"GC","medBMI","leg_tot",6.22519596709854,5.81165556614114,5.70608110652304
2,"GC","medSBP","leg_tot",0,0,0
3,"GC","direct","leg_tot",0,0,0
3,"GC","medBMI","leg_tot",5.44785634483068,6.59374651673386,6.89109965488349
3,"GC","medSBP","leg_tot",0,0,0
4,"GC","direct","leg_tot",0,0,0
4,"GC","medBMI","leg_tot",5.18706811607198,3.32111363072205,4.0973924847851
4,"GC","medSBP","leg_tot",0,0,0
1,"HHD","direct","leg_tot",0,0,0
1,"HHD","medBMI","leg_tot",1251.58862371425,1025.74371606413,876.978262341903
1,"HHD","medSBP","leg_tot",0,0,0
2,"HHD","direct","leg_tot",0,0,0
2,"HHD","medBMI","leg_tot",300.986551250289,256.101607627712,282.003185303004
2,"HHD","medSBP","leg_tot",0,0,0
3,"HHD","direct","leg_tot",0,0,0
3,"HHD","medBMI","leg_tot",86.8155711258087,98.4843614708503,89.5831680501448
3,"HHD","medSBP","leg_tot",0,0,0
4,"HHD","direct","leg_tot",0,0,0
4,"HHD","medBMI","leg_tot",30.0307640687677,31.8230452138804,31.7232597098998
4,"HHD","medSBP","leg_tot",0,0,0
1,"HSTK","direct","leg_tot",1384.08193023444,1293.25328884479,1364.73606371631
1,"HSTK","medBMI","leg_tot",335.281268329767,379.70078729245,331.932787636695
1,"HSTK","medSBP","leg_tot",0,0,0
2,"HSTK","direct","leg_tot",315.172848064881,319.845300308303,334.276761335796
2,"HSTK","medBMI","leg_tot",75.9249071387973,81.7533570529907,96.365222156557
2,"HSTK","medSBP","leg_tot",0,0,0
3,"HSTK","direct","leg_tot",142.313276025645,155.481918548336,204.863814868127
3,"HSTK","medBMI","leg_tot",37.6260575275684,39.1437366715588,40.9842049481349
3,"HSTK","medSBP","leg_tot",0,0,0
4,"HSTK","direct","leg_tot",95.4618836857702,107.391743203118,115.451879602189
4,"HSTK","medBMI","leg_tot",24.4080717688414,26.9207428603392,24.5055794623527
4,"HSTK","medSBP","leg_tot",0,0,0
1,"IHD","direct","leg_tot",4702.69387769467,4065.09623648894,4396.49287324089
1,"IHD","medBMI","leg_tot",4382.12502074889,4193.63229936125,4389.76813668071
1,"IHD","medSBP","leg_tot",0,0,0
2,"IHD","direct","leg_tot",672.784974918906,606.246804406843,862.895676506446
2,"IHD","medBMI","leg_tot",480.774736293945,578.851924753321,661.238479010386
2,"IHD","medSBP","leg_tot",0,0,0
3,"IHD","direct","leg_tot",367.43326011296,287.052659326216,279.983450309606
3,"IHD","medBMI","leg_tot",312.156362822519,309.453429600436,249.87887942854
3,"IHD","medSBP","leg_tot",0,0,0
4,"IHD","direct","leg_tot",155.74959098011,182.498723515174,209.135011728649
4,"IHD","medBMI","leg_tot",135.461499235375,145.459402818601,142.061359148578
4,"IHD","medSBP","leg_tot",0,0,0
1,"ISTK","direct","leg_tot",1316.53849898064,1598.93828519389,1360.8912180679
1,"ISTK","medBMI","leg_tot",518.831580223049,316.639320621264,384.723693457487
1,"ISTK","medSBP","leg_tot",0,0,0
2,"ISTK","direct","leg_tot",257.643248109241,269.205954716249,332.134124535002
2,"ISTK","medBMI","leg_tot",63.6664538286526,68.8660900824911,71.0272847377881
2,"ISTK","medSBP","leg_tot",0,0,0
3,"ISTK","direct","leg_tot",131.489534034005,179.495551969795,146.193594979034
3,"ISTK","medBMI","leg_tot",35.2784383409333,44.0483457945124,44.786153543085
3,"ISTK","medSBP","leg_tot",0,0,0
4,"ISTK","direct","leg_tot",60.7041975749686,66.8431198613828,77.1460843727411
4,"ISTK","medBMI","leg_tot",10.9308564039938,14.9033148028731,14.1556861945863
4,"ISTK","medSBP","leg_tot",0,0,0
1,"KC","direct","leg_tot",0,0,0
1,"KC","medBMI","leg_tot",681.678786555926,706.224451050079,706.549158318024
1,"KC","medSBP","leg_tot",0,0,0
2,"KC","direct","leg_tot",0,0,0
2,"KC","medBMI","leg_tot",74.4713062691974,104.15900767318,96.3579538280785
2,"KC","medSBP","leg_tot",0,0,0
3,"KC","direct","leg_tot",0,0,0
3,"KC","medBMI","leg_tot",92.4872163947049,68.6879602123314,72.7073804752449
3,"KC","medSBP","leg_tot",0,0,0
4,"KC","direct","leg_tot",0,0,0
4,"KC","medBMI","leg_tot",37.1183382452806,36.902011915538,41.2808151946593
4,"KC","medSBP","leg_tot",0,0,0
1,"LC","direct","leg_tot",0,0,0
1,"LC","medBMI","leg_tot",0,0,0
