"age","pathway","disease_type3","riskfactor","V1","V2","V3"
25,"medSBP","Other_CVD","leg_tot",0,0,0
35,"direct","Other_CVD","leg_tot",0,0,0
35,"medBMI","Other_CVD","leg_tot",67.9852937356698,72.0833258602199,62.9549655376555
35,"medSBP","Other_CVD","leg_tot",0,0,0
45,"direct","Other_CVD","leg_tot",0,0,0
45,"medBMI","Other_CVD","leg_tot",116.910660636195,117.698987661683,98.5460994343492
45,"medSBP","Other_CVD","leg_tot",0,0,0
55,"direct","Other_CVD","leg_tot",0,0,0
55,"medBMI","Other_CVD","leg_tot",224.628938959113,209.246728511097,172.635948494436
55,"medSBP","Other_CVD","leg_tot",0,0,0
65,"direct","Other_CVD","leg_tot",0,0,0
65,"medBMI","Other_CVD","leg_tot",293.111062545304,267.459290787666,247.305460741293
65,"medSBP","Other_CVD","leg_tot",0,0,0
75,"direct","Other_CVD","leg_tot",0,0,0
75,"medBMI","Other_CVD","leg_tot",707.982444777546,894.428013412713,815.971672099752
75,"medSBP","Other_CVD","leg_tot",0,0,0
25,"direct","Cancer","leg_tot",37.5189484173969,26.6491392875292,38.3362981483182
25,"medBMI","Cancer","leg_tot",72.6573596896783,78.0685571620636,61.3969197138565
25,"medSBP","Cancer","leg_tot",0,0,0
35,"direct","Cancer","leg_tot",61.7072598584988,94.6563438080975,68.3209424633192
35,"medBMI","Cancer","leg_tot",172.313857872059,195.905269731188,205.365091157965
35,"medSBP","Cancer","leg_tot",0,0,0
45,"direct","Cancer","leg_tot",297.287943830312,303.383756860762,241.883481944935
45,"medBMI","Cancer","leg_tot",657.165418734759,684.74785590491,590.541873706501
45,"medSBP","Cancer","leg_tot",0,0,0
55,"direct","Cancer","leg_tot",596.15078770841,707.606673811728,674.642708667392
55,"medBMI","Cancer","leg_tot",1670.31816895151,1626.01167424344,1927.08262811568
55,"medSBP","Cancer","leg_tot",0,0,0
65,"direct","Cancer","leg_tot",772.683927414754,795.650756812618,847.588742531067
65,"medBMI","Cancer","leg_tot",1910.52077429397,1484.76146423562,1750.63785011747
65,"medSBP","Cancer","leg_tot",0,0,0
75,"direct","Cancer","leg_tot",544.603303472623,546.343784035245,504.457068111238
75,"medBMI","Cancer","leg_tot",1208.98325818433,1340.28418153056,1072.20649751949
75,"medSBP","Cancer","leg_tot",0,0,0
25,"direct","DIAB","leg_tot",0,0,0
25,"medBMI","DIAB","leg_tot",39.6820107994332,58.0913978065713,49.4342698559864
25,"medSBP","DIAB","leg_tot",0,0,0
35,"direct","DIAB","leg_tot",0,0,0
35,"medBMI","DIAB","leg_tot",147.54444619355,146.790029094577,125.641679197307
35,"medSBP","DIAB","leg_tot",0,0,0
45,"direct","DIAB","leg_tot",0,0,0
45,"medBMI","DIAB","leg_tot",344.868250299254,371.457982220363,351.594636665672
45,"medSBP","DIAB","leg_tot",0,0,0
55,"direct","DIAB","leg_tot",0,0,0
55,"medBMI","DIAB","leg_tot",486.551860443708,495.065973138424,561.516098732364
55,"medSBP","DIAB","leg_tot",0,0,0
65,"direct","DIAB","leg_tot",0,0,0
65,"medBMI","DIAB","leg_tot",721.696969687378,916.564690206192,634.738510969767
65,"medSBP","DIAB","leg_tot",0,0,0
75,"direct","DIAB","leg_tot",0,0,0
75,"medBMI","DIAB","leg_tot",833.764496246574,757.641445618088,924.120625301437
75,"medSBP","DIAB","leg_tot",0,0,0
25,"direct","All_HD","leg_tot",32.950085718345,38.6340592025972,34.7224881831175
25,"medBMI","All_HD","leg_tot",59.9772806051649,46.4930802308949,40.7423255542134
25,"medSBP","All_HD","leg_tot",0,0,0
35,"direct","All_HD","leg_tot",138.940087892148,178.690646307594,149.250233745282
35,"medBMI","All_HD","leg_tot",180.124595541643,182.058047830695,141.69841276819
35,"medSBP","All_HD","leg_tot",0,0,0
45,"direct","All_HD","leg_tot",512.716637068899,523.012324874119,531.138939323134
45,"medBMI","All_HD","leg_tot",596.117442191402,474.545721355722,533.510810634786
45,"medSBP","All_HD","leg_tot",0,0,0
55,"direct","All_HD","leg_tot",915.925868382226,951.424616216793,1443.24264632253
55,"medBMI","All_HD","leg_tot",1346.96509257226,1091.13451645415,1127.67281257541
55,"medSBP","All_HD","leg_tot",0,0,0
65,"direct","All_HD","leg_tot",1598.5393979626,2066.61316130134,1584.08336293258
65,"medBMI","All_HD","leg_tot",1623.67952434718,1496.22704076415,1636.89393952473
65,"medSBP","All_HD","leg_tot",0,0,0
75,"direct","All_HD","leg_tot",2699.58962668243,1382.51961583472,2006.06934127894
75,"medBMI","All_HD","leg_tot",3173.0751940022,3349.09138027457,3242.71642861583
75,"medSBP","All_HD","leg_tot",0,0,0
25,"direct","All_STK","leg_tot",56.7304134237436,49.1986732218158,63.0296492302744
25,"medBMI","All_STK","leg_tot",16.2971025206955,14.6663983379749,14.708580173203
25,"medSBP","All_STK","leg_tot",0,0,0
35,"direct","All_STK","leg_tot",171.297663392644,187.205331146593,177.286964546419
35,"medBMI","All_STK","leg_tot",48.3003075970754,50.1789923127544,46.0713376873938
35,"medSBP","All_STK","leg_tot",0,0,0
45,"direct","All_STK","leg_tot",443.338295789768,512.490129014001,475.558573517535
45,"medBMI","All_STK","leg_tot",123.125983265709,111.62337445343,122.951096731958
45,"medSBP","All_STK","leg_tot",0,0,0
55,"direct","All_STK","leg_tot",884.866681750557,908.939359214081,996.48039505526
55,"medBMI","All_STK","leg_tot",249.188220669876,217.789039619132,231.324798043381
55,"medSBP","All_STK","leg_tot",0,0,0
65,"direct","All_STK","leg_tot",1639.76444523725,1627.56060890709,1448.17265410425
65,"medBMI","All_STK","leg_tot",367.152631493016,391.173447377092,362.820589398288
65,"medSBP","All_STK","leg_tot",0,0,0
75,"direct","All_STK","leg_tot",3828.42941653515,4503.28686142793,4116.36785162348
75,"medBMI","All_STK","leg_tot",1138.86067798183,1050.01417323019,1126.88881170421
75,"medSBP","All_STK","leg_tot",0,0,0
