"age","pathway","disease_type3","riskfactor","V1","V2","V3"
25,"medSBP","Other_CVD","leg_tot",0,0,0
35,"direct","All_HD","leg_tot",0.0228585724030835,0.0287597263628836,0.024088258433556
35,"direct","All_STK","leg_tot",0.100825758350974,0.108876204424223,0.102351879392938
35,"direct","Cancer","leg_tot",0.00205492912144732,0.00325735102761726,0.00231043642641491
35,"direct","DIAB","leg_tot",0,0,0
35,"direct","Other_CVD","leg_tot",0,0,0
35,"medBMI","All_HD","leg_tot",0.0296342918104448,0.0293016995906911,0.022869431428899
35,"medBMI","All_STK","leg_tot",0.0284295479903758,0.0291834542925857,0.0265980525444488
35,"medBMI","Cancer","leg_tot",0.00573826751312895,0.006741568562676,0.00694491279273741
35,"medBMI","DIAB","leg_tot",0.0720013821302393,0.0718586619416626,0.061518060506793
35,"medBMI","Other_CVD","leg_tot",0.0251078024178055,0.026517825061582,0.0244751952663621
35,"medSBP","All_HD","leg_tot",0,0,0
35,"medSBP","All_STK","leg_tot",0,0,0
35,"medSBP","Cancer","leg_tot",0,0,0
35,"medSBP","DIAB","leg_tot",0,0,0
35,"medSBP","Other_CVD","leg_tot",0,0,0
45,"direct","All_HD","leg_tot",0.0226982038583339,0.0233604909030558,0.0234984145593127
45,"direct","All_STK","leg_tot",0.0865388793095644,0.0986388193417369,0.0928480933937317
45,"direct","Cancer","leg_tot",0.00306211404219416,0.00310608850952022,0.00251852082160238
45,"direct","DIAB","leg_tot",0,0,0
45,"direct","Other_CVD","leg_tot",0,0,0
45,"medBMI","All_HD","leg_tot",0.026390396269803,0.021195716581789,0.0236033498431644
45,"medBMI","All_STK","leg_tot",0.0240339819656712,0.0214841169491601,0.0240049818212554
45,"medBMI","Cancer","leg_tot",0.00676891040660805,0.00701055148486734,0.00614879525050201
45,"medBMI","DIAB","leg_tot",0.0613831758571534,0.0654378833032938,0.0619696859666203
45,"medBMI","Other_CVD","leg_tot",0.0235378281278897,0.0232130785817481,0.0190957595351246
45,"medSBP","All_HD","leg_tot",0,0,0
45,"medSBP","All_STK","leg_tot",0,0,0
45,"medSBP","Cancer","leg_tot",0,0,0
45,"medSBP","DIAB","leg_tot",0,0,0
45,"medSBP","Other_CVD","leg_tot",0,0,0
55,"direct","All_HD","leg_tot",0.0157857963080543,0.0164090681064927,0.0249590293128648
55,"direct","All_STK","leg_tot",0.0699208709650077,0.0704895714969351,0.0769211916656052
55,"direct","Cancer","leg_tot",0.00199668030076234,0.00238440819289905,0.0022716797374493
55,"direct","DIAB","leg_tot",0,0,0
55,"direct","Other_CVD","leg_tot",0,0,0
55,"medBMI","All_HD","leg_tot",0.023214669788682,0.0188186223991512,0.0195016540400237
55,"medBMI","All_STK","leg_tot",0.0196904887287528,0.0168898573088041,0.0178566274014007
55,"medBMI","Cancer","leg_tot",0.00559437553839511,0.00547913933164391,0.00648893777763958
55,"medBMI","DIAB","leg_tot",0.0366678256322342,0.0377369023954138,0.0432263141606762
55,"medBMI","Other_CVD","leg_tot",0.0201846757998416,0.019105987679283,0.0155644217999172
55,"medSBP","All_HD","leg_tot",0,0,0
55,"medSBP","All_STK","leg_tot",0,0,0
55,"medSBP","Cancer","leg_tot",0,0,0
55,"medSBP","DIAB","leg_tot",0,0,0
55,"medSBP","Other_CVD","leg_tot",0,0,0
65,"direct","All_HD","leg_tot",0.0194345554288454,0.0251606058506035,0.0193061023724038
65,"direct","All_STK","leg_tot",0.0702360855659396,0.0694801754903596,0.0617371052812162
65,"direct","Cancer","leg_tot",0.00252367461207725,0.00259719087383622,0.00274468409115943
65,"direct","DIAB","leg_tot",0,0,0
65,"direct","Other_CVD","leg_tot",0,0,0
65,"medBMI","All_HD","leg_tot",0.019740201433149,0.0182162678243933,0.0199497341546014
65,"medBMI","All_STK","leg_tot",0.0157262609981596,0.0166991014787338,0.0154674187931894
65,"medBMI","Cancer","leg_tot",0.00623998067368084,0.00484661001289617,0.00566896139069809
65,"medBMI","DIAB","leg_tot",0.0388812164605408,0.0490025936399055,0.0340503253343242
65,"medBMI","Other_CVD","leg_tot",0.0166928321583964,0.0151090390024911,0.0140168524038461
65,"medSBP","All_HD","leg_tot",0,0,0
65,"medSBP","All_STK","leg_tot",0,0,0
65,"medSBP","Cancer","leg_tot",0,0,0
65,"medSBP","DIAB","leg_tot",0,0,0
65,"medSBP","Other_CVD","leg_tot",0,0,0
75,"direct","All_HD","leg_tot",0.0110613227212874,0.00563197801159063,0.0082166079458013
75,"direct","All_STK","leg_tot",0.0370274529033181,0.0433771155564067,0.0392559320339501
75,"direct","Cancer","leg_tot",0.00205313570118534,0.00205598548064206,0.00190619911023064
75,"direct","DIAB","leg_tot",0,0,0
75,"direct","Other_CVD","leg_tot",0,0,0
75,"medBMI","All_HD","leg_tot",0.013001386726657,0.0136432125783082,0.0132817590225264
75,"medBMI","All_STK","leg_tot",0.0110147283727585,0.0101140761247505,0.0107466271714838
75,"medBMI","Cancer","leg_tot",0.00455782525314481,0.0050437195364582,0.00405156196781541
75,"medBMI","DIAB","leg_tot",0.0256839701056505,0.0235451516487208,0.0287670112250521
75,"medBMI","Other_CVD","leg_tot",0.00980919840773315,0.0124208947342457,0.0113184584330181
75,"medSBP","All_HD","leg_tot",0,0,0
75,"medSBP","All_STK","leg_tot",0,0,0
75,"medSBP","Cancer","leg_tot",0,0,0
75,"medSBP","DIAB","leg_tot",0,0,0
75,"medSBP","Other_CVD","leg_tot",0,0,0
