"age","race","pathway","disease_type","riskfactor","V1","V2","V3"
55,2,"direct","Cancer","dairy_tot",453.969238914188,483.442637059957,628.165731980129
55,2,"medBMI","Cancer","dairy_tot",0,0,0
55,2,"medSBP","Cancer","dairy_tot",0,0,0
55,3,"direct","Cancer","dairy_tot",336.582059743875,279.014981361789,361.843080711314
55,3,"medBMI","Cancer","dairy_tot",0,0,0
55,3,"medSBP","Cancer","dairy_tot",0,0,0
55,4,"direct","Cancer","dairy_tot",350.938387125017,324.571173614527,368.636859792448
55,4,"medBMI","Cancer","dairy_tot",0,0,0
55,4,"medSBP","Cancer","dairy_tot",0,0,0
65,1,"direct","Cancer","dairy_tot",2097.47277622012,1866.67555493393,2158.56028002283
65,1,"medBMI","Cancer","dairy_tot",0,0,0
65,1,"medSBP","Cancer","dairy_tot",0,0,0
65,2,"direct","Cancer","dairy_tot",309.801589048292,435.973554438793,395.926917516029
65,2,"medBMI","Cancer","dairy_tot",0,0,0
65,2,"medSBP","Cancer","dairy_tot",0,0,0
65,3,"direct","Cancer","dairy_tot",214.873720453834,265.103437572867,257.530109249606
65,3,"medBMI","Cancer","dairy_tot",0,0,0
65,3,"medSBP","Cancer","dairy_tot",0,0,0
65,4,"direct","Cancer","dairy_tot",175.798508512504,196.936512496521,217.192682157573
65,4,"medBMI","Cancer","dairy_tot",0,0,0
65,4,"medSBP","Cancer","dairy_tot",0,0,0
75,1,"direct","Cancer","dairy_tot",2567.21777386538,1919.75172664986,1983.36720649417
75,1,"medBMI","Cancer","dairy_tot",0,0,0
75,1,"medSBP","Cancer","dairy_tot",0,0,0
75,2,"direct","Cancer","dairy_tot",515.243564079917,369.942153321379,387.609752404613
75,2,"medBMI","Cancer","dairy_tot",0,0,0
75,2,"medSBP","Cancer","dairy_tot",0,0,0
75,3,"direct","Cancer","dairy_tot",161.607637770323,173.686647877104,174.226762334244
75,3,"medBMI","Cancer","dairy_tot",0,0,0
75,3,"medSBP","Cancer","dairy_tot",0,0,0
75,4,"direct","Cancer","dairy_tot",203.524507435138,209.07748931466,174.462437819872
75,4,"medBMI","Cancer","dairy_tot",0,0,0
75,4,"medSBP","Cancer","dairy_tot",0,0,0
25,1,"direct","CMD","leg_tot",43.5405145023679,44.7848416437554,47.8096383088181
25,1,"medBMI","CMD","leg_tot",80.8058122623975,94.8421580844143,77.1062752236384
25,1,"medSBP","CMD","leg_tot",0,0,0
25,2,"direct","CMD","leg_tot",25.4684099764297,23.3730607752172,28.336156757499
25,2,"medBMI","CMD","leg_tot",62.8830665440595,47.0905853882794,46.8006814913248
25,2,"medSBP","CMD","leg_tot",0,0,0
25,3,"direct","CMD","leg_tot",16.4687515263598,12.9304693503165,13.9858313091932
25,3,"medBMI","CMD","leg_tot",18.6765491177826,20.3136456425522,17.7736862733414
25,3,"medSBP","CMD","leg_tot",0,0,0
25,4,"direct","CMD","leg_tot",4.20282313693122,6.7443606551239,7.6205110378815
25,4,"medBMI","CMD","leg_tot",7.75293533803991,7.59566837713103,7.44384916826206
25,4,"medSBP","CMD","leg_tot",0,0,0
35,1,"direct","CMD","leg_tot",142.360923684383,227.747315521795,190.195868923465
35,1,"medBMI","CMD","leg_tot",237.709567053693,239.837212549466,201.83304181232
35,1,"medSBP","CMD","leg_tot",0,0,0
35,2,"direct","CMD","leg_tot",109.307307493015,78.4120302893837,74.3847102005756
35,2,"medBMI","CMD","leg_tot",149.410860555561,148.340404527288,108.642567809758
35,2,"medSBP","CMD","leg_tot",0,0,0
35,3,"direct","CMD","leg_tot",39.9459023759497,45.6378550689894,49.3650468544601
35,3,"medBMI","CMD","leg_tot",41.0960718949997,40.1565259334337,46.4265289392426
35,3,"medSBP","CMD","leg_tot",0,0,0
35,4,"direct","CMD","leg_tot",18.6236177314441,14.0987765740189,12.5915723131997
35,4,"medBMI","CMD","leg_tot",15.7381435636846,22.7762520880592,19.4642566292262
35,4,"medSBP","CMD","leg_tot",0,0,0
45,1,"direct","CMD","leg_tot",540.541406898188,681.179263980668,669.655707381886
45,1,"medBMI","CMD","leg_tot",747.616024154822,696.078159775387,723.567670544585
45,1,"medSBP","CMD","leg_tot",0,0,0
45,2,"direct","CMD","leg_tot",274.0971150113,226.274607231351,197.326682178476
45,2,"medBMI","CMD","leg_tot",279.493812955627,247.430838509498,229.636883154697
45,2,"medSBP","CMD","leg_tot",0,0,0
45,3,"direct","CMD","leg_tot",93.0343980982225,65.1145272803886,80.5836033207569
45,3,"medBMI","CMD","leg_tot",108.423914961963,78.161927267606,105.808210785477
45,3,"medSBP","CMD","leg_tot",0,0,0
45,4,"direct","CMD","leg_tot",48.3820128509568,62.9340553957126,59.1315199595496
45,4,"medBMI","CMD","leg_tot",45.4885843201483,53.6551401387085,47.5898789820074
45,4,"medSBP","CMD","leg_tot",0,0,0
55,1,"direct","CMD","leg_tot",1239.19962235938,1178.8907954465,1728.86988569218
55,1,"medBMI","CMD","leg_tot",1610.88219395708,1368.55429490326,1359.18321348664
55,1,"medSBP","CMD","leg_tot",0,0,0
55,2,"direct","CMD","leg_tot",348.565288731978,453.365311506378,430.489884476178
55,2,"medBMI","CMD","leg_tot",449.26899227017,393.520515685975,509.419082644232
55,2,"medSBP","CMD","leg_tot",0,0,0
55,3,"direct","CMD","leg_tot",141.080930302216,145.719483082192,177.430786312002
55,3,"medBMI","CMD","leg_tot",181.984334963233,186.282565979128,162.902002032726
55,3,"medSBP","CMD","leg_tot",0,0,0
55,4,"direct","CMD","leg_tot",71.9467087392049,82.388385395809,102.932484897433
55,4,"medBMI","CMD","leg_tot",65.1985914544806,64.8788811544378,61.6453596819924
55,4,"medSBP","CMD","leg_tot",0,0,0
65,1,"direct","CMD","leg_tot",2523.17263321604,3016.64526626647,2204.45841698413
65,1,"medBMI","CMD","leg_tot",2392.39623987844,2440.52802440093,2278.21669783121
65,1,"medSBP","CMD","leg_tot",0,0,0
65,2,"direct","CMD","leg_tot",453.180197947819,436.742933619938,564.129667893686
65,2,"medBMI","CMD","leg_tot",402.625127553379,433.946572719881,360.54120170587
65,2,"medSBP","CMD","leg_tot",0,0,0
65,3,"direct","CMD","leg_tot",171.696452220261,165.438880054482,181.769914570484
65,3,"medBMI","CMD","leg_tot",128.535691991726,122.620210924632,177.50825494621
65,3,"medSBP","CMD","leg_tot",0,0,0
65,4,"direct","CMD","leg_tot",90.2545598157352,75.3466902675439,81.8980175885359
65,4,"medBMI","CMD","leg_tot",82.0831286493334,74.3296610896561,65.492346150786
65,4,"medSBP","CMD","leg_tot",0,0,0
75,1,"direct","CMD","leg_tot",5587.05631611065,4844.43061005735,4779.46212104459
75,1,"medBMI","CMD","leg_tot",4973.97141021878,4975.05427759274,5054.67595493107
75,1,"medSBP","CMD","leg_tot",0,0,0
75,2,"direct","CMD","leg_tot",440.307157590087,464.892115307457,786.00296522262
75,2,"medBMI","CMD","leg_tot",395.324209267312,500.076478085137,617.47591656292
75,2,"medSBP","CMD","leg_tot",0,0,0
75,3,"direct","CMD","leg_tot",328.727916337827,356.881649707017,293.18780044458
75,3,"medBMI","CMD","leg_tot",337.703977320983,396.777655534374,267.495966943303
75,3,"medSBP","CMD","leg_tot",0,0,0
75,4,"direct","CMD","leg_tot",171.927653179009,219.602102190822,263.784306190633
75,4,"medBMI","CMD","leg_tot",146.683216201063,179.266601323312,170.049699283936
75,4,"medSBP","CMD","leg_tot",0,0,0
25,1,"direct","Cancer","leg_tot",21.8743468326416,12.1948427292358,21.0001298931709
25,1,"medBMI","Cancer","leg_tot",41.7337183683948,48.9493435169775,32.8396073165276
25,1,"medSBP","Cancer","leg_tot",0,0,0
25,2,"direct","Cancer","leg_tot",3.79050729023398,4.40452088093724,3.13300232568082
25,2,"medBMI","Cancer","leg_tot",8.3691660777953,5.79842724577062,6.52734494702835
25,2,"medSBP","Cancer","leg_tot",0,0,0
25,3,"direct","Cancer","leg_tot",4.48061426700993,3.71913877222571,4.89810283029169
25,3,"medBMI","Cancer","leg_tot",15.8691114401561,14.9675900976289,13.3521353757063
25,3,"medSBP","Cancer","leg_tot",0,0,0
25,4,"direct","Cancer","leg_tot",7.37348002751136,6.33063690513046,9.30506309917485
25,4,"medBMI","Cancer","leg_tot",6.68536380333219,8.35319630168656,8.67783207459425
25,4,"medSBP","Cancer","leg_tot",0,0,0
35,1,"direct","Cancer","leg_tot",37.2200577611662,58.5080480918442,42.8246115259693
35,1,"medBMI","Cancer","leg_tot",76.2498017998504,96.6812877051617,117.325463450367
35,1,"medSBP","Cancer","leg_tot",0,0,0
35,2,"direct","Cancer","leg_tot",10.4366272836834,14.353093529457,10.1665421087335
35,2,"medBMI","Cancer","leg_tot",30.0015739129226,27.4173199410479,30.8792530699772
35,2,"medSBP","Cancer","leg_tot",0,0,0
35,3,"direct","Cancer","leg_tot",5.47837972255642,8.5266775176724,6.4413036974131
35,3,"medBMI","Cancer","leg_tot",40.212891571938,41.9696000104573,31.5485578909568
35,3,"medSBP","Cancer","leg_tot",0,0,0
35,4,"direct","Cancer","leg_tot",8.57219509109275,13.2685246691239,8.88848513120329
35,4,"medBMI","Cancer","leg_tot",25.8495905873483,29.8370620745212,25.6118167466644
35,4,"medSBP","Cancer","leg_tot",0,0,0
45,1,"direct","Cancer","leg_tot",220.902450856815,214.006582790942,158.665423324932
45,1,"medBMI","Cancer","leg_tot",446.016093970258,480.573293461685,376.556216663167
45,1,"medSBP","Cancer","leg_tot",0,0,0
45,2,"direct","Cancer","leg_tot",30.7044264291284,41.1139407981733,31.0501177606045
45,2,"medBMI","Cancer","leg_tot",79.1105232104771,76.3385202154121,70.2179652778494
45,2,"medSBP","Cancer","leg_tot",0,0,0
45,3,"direct","Cancer","leg_tot",17.3301671101918,11.927980432123,18.8396465781425
45,3,"medBMI","Cancer","leg_tot",86.5107935162511,66.5987106609268,78.2705116795435
45,3,"medSBP","Cancer","leg_tot",0,0,0
45,4,"direct","Cancer","leg_tot",28.3508994341776,36.3352528395247,33.3282942812557
45,4,"medBMI","Cancer","leg_tot",45.5280080377723,61.2373315668863,65.4971800859409
45,4,"medSBP","Cancer","leg_tot",0,0,0
55,1,"direct","Cancer","leg_tot",452.680045065511,545.569742154787,525.902340546378
55,1,"medBMI","Cancer","leg_tot",1186.85400870368,1114.79760261641,1373.65204926983
55,1,"medSBP","Cancer","leg_tot",0,0,0
55,2,"direct","Cancer","leg_tot",55.8423899705269,79.4758176467298,63.4504615967691
55,2,"medBMI","Cancer","leg_tot",194.019847724466,224.287974616323,238.008758454243
55,2,"medSBP","Cancer","leg_tot",0,0,0
55,3,"direct","Cancer","leg_tot",31.317868445303,46.2539812849646,46.1863593981452
55,3,"medBMI","Cancer","leg_tot",148.751467307925,159.478970844985,178.417695915046
55,3,"medSBP","Cancer","leg_tot",0,0,0
55,4,"direct","Cancer","leg_tot",56.3104842270693,36.3071327252461,39.1035471260993
55,4,"medBMI","Cancer","leg_tot",140.692845215439,127.447126165724,137.004124476557
55,4,"medSBP","Cancer","leg_tot",0,0,0
65,1,"direct","Cancer","leg_tot",676.811289939043,675.015293235018,723.840050626873
65,1,"medBMI","Cancer","leg_tot",1498.24266268839,1128.98194839701,1444.34749291356
65,1,"medSBP","Cancer","leg_tot",0,0,0
65,2,"direct","Cancer","leg_tot",47.7108977085284,70.7396103246691,70.7171070649185
65,2,"medBMI","Cancer","leg_tot",210.797254219673,176.448355015256,121.627234495941
65,2,"medSBP","Cancer","leg_tot",0,0,0
65,3,"direct","Cancer","leg_tot",20.5802383055818,30.808733389389,29.6874651876482
65,3,"medBMI","Cancer","leg_tot",112.541868321208,107.375257521524,89.5357642085534
65,3,"medSBP","Cancer","leg_tot",0,0,0
65,4,"direct","Cancer","leg_tot",27.5815014616004,19.0871198635423,23.344119651627
65,4,"medBMI","Cancer","leg_tot",88.9389890647041,71.9559033018247,95.1273584994161
65,4,"medSBP","Cancer","leg_tot",0,0,0
75,1,"direct","Cancer","leg_tot",479.884002281297,483.601031563595,443.223741867566
75,1,"medBMI","Cancer","leg_tot",1019.10421112883,1121.71422434771,856.273329894055
75,1,"medSBP","Cancer","leg_tot",0,0,0
75,2,"direct","Cancer","leg_tot",26.913079888981,24.0734750842401,14.3810900723941
75,2,"medBMI","Cancer","leg_tot",86.0760350617291,104.237740645493,115.102021145321
75,2,"medSBP","Cancer","leg_tot",0,0,0
75,3,"direct","Cancer","leg_tot",20.0863234148788,20.9551803640752,17.7668456305891
75,3,"medBMI","Cancer","leg_tot",58.5052032813281,67.1508791911692,49.9274985373755
75,3,"medSBP","Cancer","leg_tot",0,0,0
75,4,"direct","Cancer","leg_tot",17.7198978874663,17.7140970233347,29.0853905406888
75,4,"medBMI","Cancer","leg_tot",45.2978087124385,47.1813373461934,50.9036479427382
75,4,"medSBP","Cancer","leg_tot",0,0,0
