"female","race","disease_type2","riskfactor","V1","V2","V3"
1,2,"ISTK","dairy_tot",0,0,0
1,2,"OSTK","dairy_tot",0,0,0
1,2,"Other_CVD","dairy_tot",0,0,0
1,3,"Cancer","dairy_tot",0.00849388314467542,0.00892961979633933,0.0100469153736302
1,3,"DIAB","dairy_tot",0,0,0
1,3,"HHD","dairy_tot",0,0,0
1,3,"HSTK","dairy_tot",0,0,0
1,3,"IHD","dairy_tot",0,0,0
1,3,"ISTK","dairy_tot",0,0,0
1,3,"OSTK","dairy_tot",0,0,0
1,3,"Other_CVD","dairy_tot",0,0,0
1,4,"Cancer","dairy_tot",0.0105294647117555,0.00916922184754946,0.00923787044435506
1,4,"DIAB","dairy_tot",0,0,0
1,4,"HHD","dairy_tot",0,0,0
1,4,"HSTK","dairy_tot",0,0,0
1,4,"IHD","dairy_tot",0,0,0
1,4,"ISTK","dairy_tot",0,0,0
1,4,"OSTK","dairy_tot",0,0,0
1,4,"Other_CVD","dairy_tot",0,0,0
0,1,"Cancer","leg_tot",0.00821646135398561,0.00946342889825231,0.00827439621380453
0,1,"DIAB","leg_tot",0.0366833631819454,0.0451644383310297,0.0352575696244776
0,1,"HHD","leg_tot",0.0356512439612012,0.029878820904917,0.0318302755134377
0,1,"HSTK","leg_tot",0.0631186317169749,0.0576955470217285,0.0518736052225244
0,1,"IHD","leg_tot",0.0338840945781427,0.0328949811452205,0.0312235141532867
0,1,"ISTK","leg_tot",0.0672390392965186,0.0511369117027248,0.059105957379086
0,1,"OSTK","leg_tot",0.0604148119912119,0.0784045226334896,0.070005755516719
0,1,"Other_CVD","leg_tot",0.0143511732045238,0.014243889977656,0.0137933678859846
0,2,"Cancer","leg_tot",0.0071699063969644,0.00799310895069964,0.00675983275738524
0,2,"DIAB","leg_tot",0.0410928607194356,0.0346500219194244,0.0321081706388594
0,2,"HHD","leg_tot",0.0369029794164116,0.0268113549571622,0.0239534654760425
0,2,"HSTK","leg_tot",0.0881128216264502,0.0738763745658031,0.100856748679495
0,2,"IHD","leg_tot",0.0330420745850028,0.0282867178858222,0.0365724434781992
0,2,"ISTK","leg_tot",0.0725390419584965,0.063408645813131,0.0674668373423964
0,2,"OSTK","leg_tot",0.0706692563706642,0.0749128933659817,0.0735355955902015
0,2,"Other_CVD","leg_tot",0.0177880883424855,0.0167573045879824,0.0153668066825122
0,3,"Cancer","leg_tot",0.00667125174114877,0.00633159206293056,0.00627613275590221
0,3,"DIAB","leg_tot",0.0300947171807974,0.0253701392925887,0.0322142089127129
0,3,"HHD","leg_tot",0.019322388064094,0.0235528731981533,0.024857358555064
0,3,"HSTK","leg_tot",0.0565957028322726,0.0616416287138869,0.078204421282283
0,3,"IHD","leg_tot",0.027974737509328,0.023519611483589,0.0230792215988455
0,3,"ISTK","leg_tot",0.0477584690978587,0.0464877091815984,0.063614663515329
0,3,"OSTK","leg_tot",0.0404247776716665,0.047090642267388,0.0510523342422972
0,3,"Other_CVD","leg_tot",0.0138908358845964,0.0120217451968206,0.0120743177740543
0,4,"Cancer","leg_tot",0.00611637901847448,0.00622364508989355,0.00730490704554589
0,4,"DIAB","leg_tot",0.0313894946470691,0.0309551246283848,0.0252287039017953
0,4,"HHD","leg_tot",0.0195497669908728,0.0236334318577428,0.022832328967395
0,4,"HSTK","leg_tot",0.0611410595141392,0.0517637267471399,0.0637000247170654
0,4,"IHD","leg_tot",0.0259057465106433,0.030547690629014,0.0253072390427381
0,4,"ISTK","leg_tot",0.0422975854469574,0.0655686690177847,0.0499526784880771
0,4,"OSTK","leg_tot",0.0448328132708898,0.0519104911740177,0.0486993967484264
0,4,"Other_CVD","leg_tot",0.0117829401959567,0.0138206210378188,0.0121439396285491
1,1,"Cancer","leg_tot",0.00835870631278485,0.00713625799324267,0.00828091492272216
1,1,"DIAB","leg_tot",0.0352077348418006,0.0324927319573802,0.0432742147791365
1,1,"HHD","leg_tot",0.0339589981931464,0.0266856401028601,0.0174331937463421
1,1,"HSTK","leg_tot",0.0767618635873001,0.077265168121607,0.083576380610573
1,1,"IHD","leg_tot",0.0286574897069085,0.0228310236320047,0.0300948447616059
1,1,"ISTK","leg_tot",0.0501805558746373,0.0660826664589835,0.0508805650118041
1,1,"OSTK","leg_tot",0.0629513113710715,0.0616385982624376,0.050876992890325
1,1,"Other_CVD","leg_tot",0.0116814657026046,0.0148145223068681,0.0120342833557229
1,2,"Cancer","leg_tot",0.00709467745321333,0.00750846257006937,0.00712013955366054
1,2,"DIAB","leg_tot",0.0322845005848064,0.0367787752705514,0.0375910279111923
1,2,"HHD","leg_tot",0.0232452094763028,0.025003093124879,0.0336281561533213
1,2,"HSTK","leg_tot",0.0835576016976586,0.0924041765609934,0.080930054414074
1,2,"IHD","leg_tot",0.0229816460775337,0.0300470723749488,0.0378664044578804
1,2,"ISTK","leg_tot",0.0495513614472739,0.0584712022842192,0.07756642533709
1,2,"OSTK","leg_tot",0.0456932228159572,0.0567734609085216,0.0693301035723748
1,2,"Other_CVD","leg_tot",0.0154668379725419,0.014737374445254,0.0146028219597425
1,3,"Cancer","leg_tot",0.00621177086984248,0.00678537250254752,0.00658170256967681
1,3,"DIAB","leg_tot",0.0300759765009963,0.0369631596468432,0.0292686208169228
1,3,"HHD","leg_tot",0.0313718051009853,0.0331068931675812,0.0252928350159724
1,3,"HSTK","leg_tot",0.0589022319033013,0.0650564591075778,0.076988858539221
1,3,"IHD","leg_tot",0.0256641555452061,0.024740485485087,0.0193587617814794
1,3,"ISTK","leg_tot",0.0460870780115397,0.0673653729309416,0.0430331992355436
1,3,"OSTK","leg_tot",0.0479407810417516,0.0513047620526839,0.0464136332589294
1,3,"Other_CVD","leg_tot",0.0120732790644772,0.0158142999728075,0.0122111695396247
1,4,"Cancer","leg_tot",0.00741671416263948,0.00646936556640237,0.00702008064591472
1,4,"DIAB","leg_tot",0.0310155876550637,0.0345795769171933,0.0294652348879101
1,4,"HHD","leg_tot",0.0188922090022714,0.0165600487163372,0.016767060897083
1,4,"HSTK","leg_tot",0.055052932026516,0.0759596583734674,0.0665612768215813
1,4,"IHD","leg_tot",0.0219868799007525,0.0210822361913764,0.0341258022752139
1,4,"ISTK","leg_tot",0.0502502069254365,0.0570809554476873,0.0734614854856692
1,4,"OSTK","leg_tot",0.0438415662099004,0.0484271582747663,0.0662214417281373
1,4,"Other_CVD","leg_tot",0.0113149306694875,0.0138690451248781,0.0146381607812737
