"age","female","outcome","pathway","V1","V2","V3"
25,0,"OTH","direct",0,0,0
25,0,"PC","medSBP",0,0,0
25,0,"PC","medBMI",0.120491255908732,0.0900228130324688,0.182855672002355
25,0,"PC","direct",0,0,0
25,0,"PVD","medBMI",0.160515062803541,0.0827517224126553,0.068266650072157
25,0,"PVD","direct",0,0,0
25,0,"PVD","medSBP",0,0,0
25,0,"RHD","medSBP",0,0,0
25,0,"RHD","direct",0,0,0
25,0,"RHD","medBMI",0.181904764675527,0.270904167297552,0.395288052382253
25,0,"SCC","direct",0,0,0
25,0,"SCC","medSBP",0,0,0
25,0,"SCC","medBMI",0.229070821027017,0.327362617050874,0.156140613577577
25,0,"SCNC","medBMI",0,0,0
25,0,"SCNC","medSBP",0,0,0
25,0,"SCNC","direct",0,0,0
25,0,"TC","direct",0,0,0
25,0,"TC","medBMI",1.44101766427101,0.962089264376776,0.873539015105721
25,0,"TC","medSBP",0,0,0
25,0,"UC","medSBP",0,0,0
25,0,"UC","direct",0,0,0
25,0,"UC","medBMI",0,0,0
25,1,"AA","direct",0,0,0
25,1,"AA","medBMI",0.436739288217398,0.443994869973404,0.422081707161193
25,1,"AA","medSBP",0,0,0
25,1,"AFF","direct",0,0,0
25,1,"AFF","medBMI",0,0,0
25,1,"AFF","medSBP",0,0,0
25,1,"APCA","medSBP",0,0,0
25,1,"APCA","medBMI",0,0,0
25,1,"APCA","direct",0,0,0
25,1,"BC","direct",0,0,0
25,1,"BC","medBMI",0,0,0
25,1,"BC","medSBP",0,0,0
25,1,"CC","medSBP",0,0,0
25,1,"CC","medBMI",1.63726895128893,1.30549905165211,0.868068150915016
25,1,"CC","direct",98.7034243728467,108.340000544885,103.509512250485
25,1,"CM","medSBP",0,0,0
25,1,"CM","medBMI",2.07744253110166,1.76070197379518,1.63292688209838
25,1,"CM","direct",0,0,0
25,1,"DIAB","medBMI",4.85157504383558,8.6788246322743,7.1308272186835
25,1,"DIAB","medSBP",0,0,0
25,1,"DIAB","direct",0,0,0
25,1,"ECA","medSBP",0,0,0
25,1,"ECA","direct",0,0,0
25,1,"ECA","medBMI",0.0868999017223295,0.00200455616226373,0.0485822101198772
25,1,"ENDO","medSBP",0,0,0
25,1,"ENDO","medBMI",1.11355943331011,1.00008712357216,0.597262661691476
25,1,"ENDO","direct",0,0,0
25,1,"GC","medSBP",0,0,0
25,1,"GC","medBMI",0.0379233901632721,0.0730770838922906,0.0233898879740984
25,1,"GC","direct",0,0,0
25,1,"HHD","direct",0,0,0
25,1,"HHD","medSBP",0,0,0
25,1,"HHD","medBMI",1.89217643818276,2.17234033967334,2.50997007113726
25,1,"HSTK","medSBP",0,0,0
25,1,"HSTK","direct",3.42900284920259,3.98694505117182,4.70285506516696
25,1,"HSTK","medBMI",1.4775420447029,0.800582518077856,0.896507811828041
25,1,"IHD","direct",2.82046262505108,2.75770316918998,3.00289376416824
25,1,"IHD","medSBP",0,0,0
25,1,"IHD","medBMI",2.83304258856109,2.65149278425043,2.1156877453497
25,1,"ISTK","medSBP",0,0,0
25,1,"ISTK","medBMI",0.776841696185558,0.782538965668423,0.705291374470068
25,1,"ISTK","direct",3.41488411981442,2.17759715769826,3.34605049844442
25,1,"KC","direct",0,0,0
25,1,"KC","medBMI",2.22090290287866,2.2914541174438,1.54561572787553
25,1,"KC","medSBP",0,0,0
25,1,"LC","direct",0,0,0
25,1,"LC","medBMI",0,0,0
25,1,"LC","medSBP",0,0,0
25,1,"LVC","medSBP",0,0,0
25,1,"LVC","direct",0,0,0
25,1,"LVC","medBMI",0.450622241646307,0.506171745031817,0.367463554038023
25,1,"MLPC","medSBP",0,0,0
25,1,"MLPC","direct",4.95017814686542,4.81229245767231,5.4731045743527
25,1,"MLPC","medBMI",0,0,0
25,1,"MMC","medBMI",0.0575004330149749,0.0952547152946669,0.110189071363609
25,1,"MMC","medSBP",0,0,0
25,1,"MMC","direct",0,0,0
25,1,"OC","medBMI",0.735180721983827,0.975624771880806,0.742751499149196
25,1,"OC","medSBP",0,0,0
25,1,"OC","direct",0,0,0
25,1,"OSTK","medBMI",0.396706918708781,0.415886738951339,0.404587743151031
25,1,"OSTK","medSBP",0,0,0
25,1,"OSTK","direct",2.14198561415787,1.53009087584504,1.59500864726554
25,1,"OTH","medBMI",3.18788392862678,3.33125585588149,1.79302396978721
25,1,"OTH","medSBP",0,0,0
25,1,"OTH","direct",0,0,0
25,1,"PC","medBMI",0.373523626958116,0.272778976482106,0.278198610689867
25,1,"PC","medSBP",0,0,0
25,1,"PC","direct",0,0,0
25,1,"PVD","medSBP",0,0,0
25,1,"PVD","direct",0,0,0
25,1,"PVD","medBMI",0,0,0
25,1,"RHD","direct",0,0,0
25,1,"RHD","medBMI",0.861458813887522,0.731587028965231,0.384114442657462
25,1,"RHD","medSBP",0,0,0
25,1,"SCC","medSBP",0,0,0
25,1,"SCC","medBMI",0.00211111354440964,0.131656372501487,0.0608079754561311
25,1,"SCC","direct",0,0,0
25,1,"SCNC","medBMI",0,0,0
25,1,"SCNC","direct",0,0,0
25,1,"SCNC","medSBP",0,0,0
25,1,"TC","direct",0,0,0
25,1,"TC","medSBP",0,0,0
25,1,"TC","medBMI",5.24000615698263,7.21475894395003,3.67208416545895
25,1,"UC","direct",0,0,0
25,1,"UC","medBMI",6.42226659108886,6.37836173895251,5.7743496591249
25,1,"UC","medSBP",0,0,0
35,0,"AA","direct",0,0,0
35,0,"AA","medBMI",2.39574334670185,2.47854431750674,1.93228729595443
35,0,"AA","medSBP",0,0,0
35,0,"AFF","medSBP",0,0,0
35,0,"AFF","direct",0,0,0
35,0,"AFF","medBMI",0.25433799366787,0.341595491672829,0.25761052420887
35,0,"APCA","direct",0,0,0
35,0,"APCA","medSBP",0,0,0
35,0,"APCA","medBMI",0.161003738259811,0.0507581443890846,0.127723823372245
35,0,"BC","medBMI",0,0,0
35,0,"BC","direct",0,0,0
35,0,"BC","medSBP",0,0,0
35,0,"CC","direct",283.435464844662,278.824213438151,297.905761307707
35,0,"CC","medBMI",4.19400916862305,2.7236212153805,0.735870268348501
35,0,"CC","medSBP",0,0,0
35,0,"CM","medBMI",5.94315079006463,5.94126160217188,4.93718306128275
35,0,"CM","medSBP",0,0,0
35,0,"CM","direct",0,0,0
35,0,"DIAB","medBMI",36.5972276462628,30.9462938010113,28.0969181945008
35,0,"DIAB","medSBP",0,0,0
35,0,"DIAB","direct",0,0,0
35,0,"ECA","direct",0,0,0
35,0,"ECA","medSBP",0,0,0
35,0,"ECA","medBMI",1.48882327146269,0.852994248755445,0.71777597528842
35,0,"ENDO","direct",0,0,0
35,0,"ENDO","medSBP",0,0,0
35,0,"ENDO","medBMI",1.55312835244924,1.60109825040814,0.576620948953677
35,0,"GC","medSBP",0,0,0
35,0,"GC","direct",0,0,0
35,0,"GC","medBMI",0.0889647256355553,0.0297754223348037,0.118175143947567
35,0,"HHD","medSBP",0,0,0
35,0,"HHD","direct",0,0,0
35,0,"HHD","medBMI",18.6278825671784,18.9893517944517,3.62731198252698
35,0,"HSTK","medSBP",0,0,0
35,0,"HSTK","direct",10.0204247038761,11.5406418384966,9.91599366418393
35,0,"HSTK","medBMI",4.54820001271365,5.79314237875275,3.22936464948023
35,0,"IHD","direct",35.3078086200168,46.99561137447,31.0230449457777
35,0,"IHD","medSBP",0,0,0
35,0,"IHD","medBMI",23.2810658251804,28.4209956885014,25.289006701331
35,0,"ISTK","direct",10.0715865586222,6.72980771136578,4.3966122521181
35,0,"ISTK","medSBP",0,0,0
35,0,"ISTK","medBMI",2.09078053700243,1.62336019569952,1.4457289587617
35,0,"KC","direct",0,0,0
35,0,"KC","medBMI",5.53429345135762,8.66040736547906,7.3172980418576
35,0,"KC","medSBP",0,0,0
35,0,"LC","medSBP",0,0,0
35,0,"LC","direct",0,0,0
35,0,"LC","medBMI",0,0,0
35,0,"LVC","medSBP",0,0,0
35,0,"LVC","direct",0,0,0
35,0,"LVC","medBMI",0.835793425073991,1.03396882521502,0.340174529909132
35,0,"MLPC","medSBP",0,0,0
35,0,"MLPC","medBMI",0,0,0
35,0,"MLPC","direct",13.4472132718505,22.8800485095612,9.38869553311684
35,0,"MMC","medBMI",0.559299128444175,0.720925662570211,0.338361537413011
35,0,"MMC","direct",0,0,0
35,0,"MMC","medSBP",0,0,0
35,0,"OC","medSBP",0,0,0
35,0,"OC","direct",0,0,0
35,0,"OC","medBMI",0,0,0
35,0,"OSTK","direct",6.07059554322109,6.75366181490736,6.0641884496301
35,0,"OSTK","medBMI",1.47686571992104,1.93357185229233,1.28549552892056
35,0,"OSTK","medSBP",0,0,0
35,0,"OTH","medBMI",3.09543148499572,4.27784737183811,3.40262370087494
35,0,"OTH","medSBP",0,0,0
35,0,"OTH","direct",0,0,0
35,0,"PC","medSBP",0,0,0
35,0,"PC","direct",0,0,0
35,0,"PC","medBMI",0.697267424966337,0.669725059518113,0.309400412502272
35,0,"PVD","medSBP",0,0,0
35,0,"PVD","medBMI",0.14150623407292,0.148316615677731,0.0229394771843038
35,0,"PVD","direct",0,0,0
35,0,"RHD","medSBP",0,0,0
35,0,"RHD","medBMI",0.283873593688626,0.290688028536665,0.364886316221342
35,0,"RHD","direct",0,0,0
35,0,"SCC","direct",0,0,0
35,0,"SCC","medBMI",0.831053531977368,0.539213547026338,0.225643071161233
35,0,"SCC","medSBP",0,0,0
35,0,"SCNC","medSBP",0,0,0
35,0,"SCNC","medBMI",0,0,0
35,0,"SCNC","direct",0,0,0
35,0,"TC","direct",0,0,0
35,0,"TC","medBMI",0.706762102428614,1.88090316749591,1.3096878122715
35,0,"TC","medSBP",0,0,0
35,0,"UC","direct",0,0,0
35,0,"UC","medBMI",0,0,0
35,0,"UC","medSBP",0,0,0
35,1,"AA","medBMI",0.458110231135192,0.936237165058321,0.812890355619002
35,1,"AA","medSBP",0,0,0
35,1,"AA","direct",0,0,0
35,1,"AFF","direct",0,0,0
35,1,"AFF","medBMI",0.159216536928936,0.271970912962042,0.110716030681187
35,1,"AFF","medSBP",0,0,0
35,1,"APCA","direct",0,0,0
35,1,"APCA","medSBP",0,0,0
35,1,"APCA","medBMI",0,0,0
35,1,"BC","medBMI",0,0,0
35,1,"BC","direct",0,0,0
35,1,"BC","medSBP",0,0,0
35,1,"CC","medBMI",4.59788440168303,4.03475143473833,3.64613361045402
35,1,"CC","direct",259.554116522862,226.585915690362,264.76596943715
35,1,"CC","medSBP",0,0,0
35,1,"CM","direct",0,0,0
35,1,"CM","medSBP",0,0,0
35,1,"CM","medBMI",2.22675251682075,2.74684650652709,3.00613597335781
35,1,"DIAB","medBMI",14.9971466973301,20.1582953180995,9.97419368430567
35,1,"DIAB","direct",0,0,0
35,1,"DIAB","medSBP",0,0,0
35,1,"ECA","medSBP",0,0,0
35,1,"ECA","medBMI",0.0639648187190887,0.0388632495056835,0.0745024362418426
35,1,"ECA","direct",0,0,0
35,1,"ENDO","direct",0,0,0
35,1,"ENDO","medSBP",0,0,0
35,1,"ENDO","medBMI",0.571633856949016,0.412313533570466,0.692316070781236
35,1,"GC","medSBP",0,0,0
35,1,"GC","medBMI",0.422992545962299,0.128481713228227,0.317689541598356
35,1,"GC","direct",0,0,0
35,1,"HHD","direct",0,0,0
35,1,"HHD","medBMI",11.9292818274282,5.92948550434956,4.30066459199499
35,1,"HHD","medSBP",0,0,0
35,1,"HSTK","direct",20.3307343829904,24.1041484741845,18.3195861264025
35,1,"HSTK","medSBP",0,0,0
35,1,"HSTK","medBMI",4.09907024707369,3.97376904387837,4.88888604538483
35,1,"IHD","medSBP",0,0,0
35,1,"IHD","direct",11.8418463857361,14.6282663349834,14.0824185499865
35,1,"IHD","medBMI",6.32952181531936,10.0090914379422,6.72992057352463
35,1,"ISTK","medBMI",1.22278978544921,1.27008715218761,1.91218715223543
35,1,"ISTK","medSBP",0,0,0
35,1,"ISTK","direct",4.89788481353589,3.65984493197798,6.00944339242944
35,1,"KC","medSBP",0,0,0
35,1,"KC","medBMI",4.54452043822189,7.3682478829713,5.67187559267251
35,1,"KC","direct",0,0,0
35,1,"LC","medBMI",0,0,0
35,1,"LC","medSBP",0,0,0
35,1,"LC","direct",0,0,0
35,1,"LVC","medBMI",0.68265631019257,1.00972745626457,0.928308226746011
35,1,"LVC","medSBP",0,0,0
35,1,"LVC","direct",0,0,0
35,1,"MLPC","direct",5.81385708684108,8.49216929978033,11.1868159161031
35,1,"MLPC","medBMI",0,0,0
35,1,"MLPC","medSBP",0,0,0
35,1,"MMC","medSBP",0,0,0
35,1,"MMC","medBMI",0.384345035636771,0.453251332384697,0.514802485160564
35,1,"MMC","direct",0,0,0
35,1,"OC","direct",0,0,0
35,1,"OC","medSBP",0,0,0
35,1,"OC","medBMI",0.944578726963398,0.840590241215369,0.544142572910994
35,1,"OSTK","medSBP",0,0,0
35,1,"OSTK","direct",5.04476501207677,6.82478724759163,8.1041777039278
35,1,"OSTK","medBMI",1.92121561391449,1.61868692677424,1.39726135366326
35,1,"OTH","medSBP",0,0,0
35,1,"OTH","medBMI",4.58844773199869,4.04095546044707,2.46355534379345
35,1,"OTH","direct",0,0,0
35,1,"PC","medBMI",0.768687000936071,0.588774344805741,0.65466940016379
35,1,"PC","medSBP",0,0,0
35,1,"PC","direct",0,0,0
35,1,"PVD","medSBP",0,0,0
35,1,"PVD","direct",0,0,0
35,1,"PVD","medBMI",0.153740277009408,0.244581557451107,0.201234920678209
35,1,"RHD","direct",0,0,0
35,1,"RHD","medSBP",0,0,0
35,1,"RHD","medBMI",0.563016925321219,0.43318519616608,0.368033992860016
35,1,"SCC","medBMI",0.196666551616505,0.149653546885608,0.161398956203554
35,1,"SCC","medSBP",0,0,0
35,1,"SCC","direct",0,0,0
35,1,"SCNC","direct",0,0,0
35,1,"SCNC","medBMI",0,0,0
35,1,"SCNC","medSBP",0,0,0
35,1,"TC","medBMI",4.71056176322405,4.05798257391794,15.2560674417985
35,1,"TC","direct",0,0,0
35,1,"TC","medSBP",0,0,0
35,1,"UC","medBMI",16.5050320888313,23.0524067823601,23.4926894232401
35,1,"UC","direct",0,0,0
35,1,"UC","medSBP",0,0,0
45,0,"AA","direct",0,0,0
45,0,"AA","medBMI",3.65527623055324,3.40935903650755,1.96968504031097
45,0,"AA","medSBP",0,0,0
45,0,"AFF","direct",0,0,0
45,0,"AFF","medBMI",1.00536459830317,1.55294203829622,0.834463790683738
45,0,"AFF","medSBP",0,0,0
45,0,"APCA","direct",0,0,0
45,0,"APCA","medBMI",1.47295937496127,2.68170326597894,1.65768975537668
45,0,"APCA","medSBP",0,0,0
45,0,"BC","direct",0,0,0
45,0,"BC","medBMI",0,0,0
45,0,"BC","medSBP",0,0,0
45,0,"CC","medSBP",0,0,0
45,0,"CC","medBMI",5.58867890516372,10.4981036894993,6.16767791276779
45,0,"CC","direct",869.680385906845,742.098856536742,708.334120890474
45,0,"CM","medBMI",10.9113402657607,9.08286324796028,6.2442053630374
45,0,"CM","direct",0,0,0
45,0,"CM","medSBP",0,0,0
45,0,"DIAB","medBMI",78.7345836650901,87.9487239317048,46.5619478896093
45,0,"DIAB","medSBP",0,0,0
45,0,"DIAB","direct",0,0,0
45,0,"ECA","medSBP",0,0,0
45,0,"ECA","medBMI",5.92037447716188,5.9501045047326,5.14837883636877
45,0,"ECA","direct",0,0,0
45,0,"ENDO","direct",0,0,0
45,0,"ENDO","medSBP",0,0,0
45,0,"ENDO","medBMI",0.959355859267294,1.22155036903441,0.850894892514118
45,0,"GC","medBMI",0.32910117584527,0.270759965214114,0.281580452677638
45,0,"GC","medSBP",0,0,0
45,0,"GC","direct",0,0,0
45,0,"HHD","medBMI",49.3938027624923,25.3513862963954,23.1887276300527
45,0,"HHD","medSBP",0,0,0
45,0,"HHD","direct",0,0,0
45,0,"HSTK","direct",46.8422237604017,45.6540644959429,29.7874894744266
45,0,"HSTK","medSBP",0,0,0
45,0,"HSTK","medBMI",11.4401835948978,10.7419289441352,8.54609284079063
45,0,"IHD","direct",130.298221554802,141.311154743682,111.608842918222
45,0,"IHD","medBMI",114.96573033345,96.3054768852993,68.8047749207334
45,0,"IHD","medSBP",0,0,0
45,0,"ISTK","medSBP",0,0,0
45,0,"ISTK","medBMI",5.08575649187953,4.64533335164517,3.99504809864562
45,0,"ISTK","direct",17.225335480003,24.9913257488319,11.5365859240005
45,0,"KC","medBMI",26.8510720670229,35.2418748567931,17.8179140971398
45,0,"KC","medSBP",0,0,0
45,0,"KC","direct",0,0,0
45,0,"LC","medSBP",0,0,0
45,0,"LC","medBMI",0,0,0
45,0,"LC","direct",0,0,0
45,0,"LVC","direct",0,0,0
45,0,"LVC","medBMI",5.99546411403135,6.66021998672647,6.80858053338857
45,0,"LVC","medSBP",0,0,0
45,0,"MLPC","medBMI",0,0,0
45,0,"MLPC","direct",67.6035610914187,91.6582666374462,37.3361321323465
45,0,"MLPC","medSBP",0,0,0
45,0,"MMC","direct",0,0,0
45,0,"MMC","medSBP",0,0,0
45,0,"MMC","medBMI",2.26429345199519,2.61411907444192,1.13058215579423
45,0,"OC","medBMI",0,0,0
45,0,"OC","medSBP",0,0,0
45,0,"OC","direct",0,0,0
45,0,"OSTK","medBMI",8.23596991564103,6.27556639828305,4.88245267107191
45,0,"OSTK","medSBP",0,0,0
45,0,"OSTK","direct",18.573683598727,39.0042052375647,15.8800656179204
45,0,"OTH","medBMI",6.0649857926063,10.6112121941187,3.16803209763974
45,0,"OTH","medSBP",0,0,0
45,0,"OTH","direct",0,0,0
45,0,"PC","medBMI",2.74816526955237,2.94596930011109,1.90245520143661
45,0,"PC","medSBP",0,0,0
45,0,"PC","direct",0,0,0
45,0,"PVD","direct",0,0,0
45,0,"PVD","medSBP",0,0,0
45,0,"PVD","medBMI",0.725818662686539,1.29478499462104,0.455780412951501
45,0,"RHD","direct",0,0,0
45,0,"RHD","medSBP",0,0,0
45,0,"RHD","medBMI",0.814152018814845,0.725944370218509,0.479167760081097
45,0,"SCC","direct",0,0,0
45,0,"SCC","medBMI",1.83041628954406,1.9395247606434,1.77144172941276
45,0,"SCC","medSBP",0,0,0
45,0,"SCNC","direct",0,0,0
45,0,"SCNC","medSBP",0,0,0
45,0,"SCNC","medBMI",0,0,0
45,0,"TC","medBMI",1.97801382024053,2.02390563667633,2.09985816194823
45,0,"TC","direct",0,0,0
45,0,"TC","medSBP",0,0,0
45,0,"UC","medBMI",0,0,0
45,0,"UC","direct",0,0,0
45,0,"UC","medSBP",0,0,0
45,1,"AA","medSBP",0,0,0
45,1,"AA","direct",0,0,0
45,1,"AA","medBMI",1.50068061309215,1.20630701576847,1.41297651431138
45,1,"AFF","direct",0,0,0
45,1,"AFF","medSBP",0,0,0
45,1,"AFF","medBMI",0.487123622542005,0.491709809031766,0.699121189142282
45,1,"APCA","medSBP",0,0,0
45,1,"APCA","medBMI",0,0,0
45,1,"APCA","direct",0,0,0
45,1,"BC","direct",0,0,0
45,1,"BC","medBMI",39.5724518793227,39.642321690583,45.6603592074648
45,1,"BC","medSBP",0,0,0
45,1,"CC","direct",680.543719399838,679.636951232972,537.772934199833
45,1,"CC","medBMI",2.93299543435465,17.2172930251151,6.54004647854626
45,1,"CC","medSBP",0,0,0
45,1,"CM","direct",0,0,0
45,1,"CM","medBMI",4.89035116644795,4.82687641109201,4.78934327333662
45,1,"CM","medSBP",0,0,0
45,1,"DIAB","direct",0,0,0
45,1,"DIAB","medBMI",38.0056689079788,44.9127137338658,63.5558017896765
45,1,"DIAB","medSBP",0,0,0
45,1,"ECA","medSBP",0,0,0
45,1,"ECA","direct",0,0,0
45,1,"ECA","medBMI",1.21657624245288,0.74256277463776,0.876753679125888
45,1,"ENDO","direct",0,0,0
45,1,"ENDO","medSBP",0,0,0
45,1,"ENDO","medBMI",0.542489581292517,0.64558579960449,0.544973071242794
45,1,"GC","medSBP",0,0,0
45,1,"GC","medBMI",0.509039158990514,0.605594549446387,1.38579015495954
45,1,"GC","direct",0,0,0
45,1,"HHD","direct",0,0,0
45,1,"HHD","medBMI",18.7284383948821,4.62421694288911,13.9080014213236
45,1,"HHD","medSBP",0,0,0
45,1,"HSTK","medBMI",5.90630744779545,6.78190284011675,9.68375338073318
45,1,"HSTK","direct",33.8493360666116,30.4345102829806,51.8517289271349
45,1,"HSTK","medSBP",0,0,0
45,1,"IHD","direct",41.7306994556544,48.1225739585849,42.1726686649919
45,1,"IHD","medSBP",0,0,0
45,1,"IHD","medBMI",15.7490128277695,40.5636426506913,51.1028767260384
45,1,"ISTK","medBMI",4.28591896291273,3.71180851659829,5.17320672182792
45,1,"ISTK","medSBP",0,0,0
45,1,"ISTK","direct",16.7174290881547,14.2785278167422,18.4915550560555
45,1,"KC","medSBP",0,0,0
45,1,"KC","medBMI",14.8784438270552,18.248962299361,13.0885212994781
45,1,"KC","direct",0,0,0
45,1,"LC","medSBP",0,0,0
45,1,"LC","medBMI",0,0,0
45,1,"LC","direct",0,0,0
45,1,"LVC","direct",0,0,0
45,1,"LVC","medBMI",3.14881828335039,2.19665875982134,3.33386345810325
45,1,"LVC","medSBP",0,0,0
45,1,"MLPC","medBMI",0,0,0
45,1,"MLPC","direct",33.8663528181663,19.5323206956102,39.9364314632902
45,1,"MLPC","medSBP",0,0,0
45,1,"MMC","medSBP",0,0,0
45,1,"MMC","direct",0,0,0
45,1,"MMC","medBMI",2.7649952015202,1.38039446559834,0.991336009569034
45,1,"OC","direct",0,0,0
45,1,"OC","medBMI",3.50350791913972,2.01190512177675,2.86154142981598
45,1,"OC","medSBP",0,0,0
45,1,"OSTK","direct",23.9912651544128,25.3758569492536,27.33360524882
45,1,"OSTK","medBMI",6.42547593974396,4.0650994520953,4.71792902039807
45,1,"OSTK","medSBP",0,0,0
45,1,"OTH","direct",0,0,0
45,1,"OTH","medSBP",0,0,0
45,1,"OTH","medBMI",6.67745133302785,4.75326129957034,7.01669053007644
45,1,"PC","medSBP",0,0,0
45,1,"PC","medBMI",3.28664207703247,2.17776158890139,2.8489599417332
45,1,"PC","direct",0,0,0
45,1,"PVD","direct",0,0,0
45,1,"PVD","medSBP",0,0,0
45,1,"PVD","medBMI",0.50888914141113,0.874150588185539,0.69241318622295
45,1,"RHD","direct",0,0,0
45,1,"RHD","medSBP",0,0,0
45,1,"RHD","medBMI",0.703306173018325,0.516762780300313,0.725919711278321
45,1,"SCC","medBMI",0.569277142460905,0.527206507950174,0.830971245704118
45,1,"SCC","medSBP",0,0,0
45,1,"SCC","direct",0,0,0
45,1,"SCNC","direct",0,0,0
45,1,"SCNC","medBMI",0,0,0
45,1,"SCNC","medSBP",0,0,0
45,1,"TC","direct",0,0,0
45,1,"TC","medSBP",0,0,0
45,1,"TC","medBMI",10.2755404539066,10.9171467642056,10.0036661799534
45,1,"UC","medSBP",0,0,0
45,1,"UC","medBMI",87.908114175573,68.5816347048418,69.2066758993329
45,1,"UC","direct",0,0,0
55,0,"AA","direct",0,0,0
55,0,"AA","medSBP",0,0,0
55,0,"AA","medBMI",4.03209660184047,4.5822296231746,6.63949380696456
55,0,"AFF","medBMI",4.66888058161517,3.92042027482155,3.86270400171336
55,0,"AFF","direct",0,0,0
55,0,"AFF","medSBP",0,0,0
55,0,"APCA","direct",0,0,0
55,0,"APCA","medSBP",0,0,0
55,0,"APCA","medBMI",4.23491691109464,11.1528694319108,14.7174943865621
55,0,"BC","direct",0,0,0
55,0,"BC","medSBP",0,0,0
55,0,"BC","medBMI",0,0,0
55,0,"CC","medBMI",11.5545246700537,18.9647921052784,21.8635024457141
55,0,"CC","direct",1613.33277456835,1724.76935068627,1910.23402559655
55,0,"CC","medSBP",0,0,0
55,0,"CM","direct",0,0,0
55,0,"CM","medBMI",14.8543986955528,11.4634552004828,8.41687524253485
55,0,"CM","medSBP",0,0,0
55,0,"DIAB","medSBP",0,0,0
55,0,"DIAB","direct",0,0,0
55,0,"DIAB","medBMI",88.9982826244994,69.3182573465801,96.6867910113454
55,0,"ECA","direct",0,0,0
55,0,"ECA","medSBP",0,0,0
55,0,"ECA","medBMI",19.18712780345,17.2241688295368,15.3999372088679
55,0,"ENDO","direct",0,0,0
55,0,"ENDO","medSBP",0,0,0
55,0,"ENDO","medBMI",1.31278141028325,1.10278858825164,0.844718217377417
55,0,"GC","medBMI",0.759536083568274,0.405938420503321,0.65757265233108
55,0,"GC","direct",0,0,0
55,0,"GC","medSBP",0,0,0
