"female","race","pathway","disease_type3","V1","V2","V3"
1,4,"direct","All_HD",14.3414704420661,20.3034839405252,36.3047536761702
1,4,"medBMI","All_HD",32.1559937922811,39.894187116589,60.7813634179399
1,4,"medSBP","All_HD",0,0,0
1,4,"direct","All_STK",89.9843126205809,143.855636879321,206.884182373647
1,4,"medBMI","All_STK",20.9134595638743,40.7371109263751,40.8377385094024
1,4,"medSBP","All_STK",0,0,0
1,4,"direct","Cancer",4387.27811668847,4001.40432161781,3959.13524705963
1,4,"medBMI","Cancer",1250.39505054528,1253.6849742673,1568.48674698933
1,4,"medSBP","Cancer",0,0,0
1,4,"direct","DIAB",0,0,0
1,4,"medBMI","DIAB",11.406822946524,16.2397129216074,15.9208646426871
1,4,"medSBP","DIAB",0,0,0
1,4,"direct","Other_CVD",0,0,0
1,4,"medBMI","Other_CVD",26.5460871454787,43.967457800175,56.7616607465593
1,4,"medSBP","Other_CVD",0,0,0
