"","age","female","race","outcome","pathway","V1","V2","V3"
"106",25,0,2,"DIAB","direct",0,0,0
"107",25,0,2,"DIAB","medSBP",0,0,0
"108",25,0,2,"DIAB","medBMI",4.56897100133126,4.24224964809861,4.20778589634229
"109",25,0,2,"ECA","medSBP",0,0,0
"110",25,0,2,"ECA","direct",0,0,0
"111",25,0,2,"ECA","medBMI",0,0,0
"112",25,0,2,"ENDO","direct",0,0,0
"113",25,0,2,"ENDO","medSBP",0,0,0
"114",25,0,2,"ENDO","medBMI",0.200899578983973,0.112244013717835,0.111196389971673
"115",25,0,2,"GC","medBMI",0,0,0
"116",25,0,2,"GC","medSBP",0,0,0
"117",25,0,2,"GC","direct",0,0,0
"118",25,0,2,"HHD","medBMI",3.93490879354687,1.04258187206903,4.42381455781925e-05
"119",25,0,2,"HHD","direct",0,0,0
"120",25,0,2,"HHD","medSBP",0,0,0
"121",25,0,2,"HSTK","direct",0.653279218192278,2.06033772730923,2.01206237977809
"122",25,0,2,"HSTK","medBMI",0.269967077904864,0.628893969880275,0.519815347422923
"123",25,0,2,"HSTK","medSBP",0,0,0
"124",25,0,2,"IHD","medSBP",0,0,0
"125",25,0,2,"IHD","direct",4.05217719139139,2.02845224425504,2.71120215154707
"126",25,0,2,"IHD","medBMI",5.42282287625354,2.10117930145463,2.07325731804527
"127",25,0,2,"ISTK","medBMI",0.523615657306103,0.337702240430064,0.241413367875575
"128",25,0,2,"ISTK","medSBP",0,0,0
"129",25,0,2,"ISTK","direct",1.25407342940763,0.292328087519859,0.852888943477972
"130",25,0,2,"KC","medSBP",0,0,0
"131",25,0,2,"KC","medBMI",0.29680602980441,0.404833785776097,0.260361937141684
"132",25,0,2,"KC","direct",0,0,0
"133",25,0,2,"LC","medSBP",0,0,0
"134",25,0,2,"LC","direct",0,0,0
"135",25,0,2,"LC","medBMI",0,0,0
"136",25,0,2,"LVC","medBMI",0.311001095700122,0.0515393918906829,0.0481700812618774
"137",25,0,2,"LVC","medSBP",0,0,0
"138",25,0,2,"LVC","direct",0,0,0
"139",25,0,2,"MLPC","medSBP",0,0,0
"140",25,0,2,"MLPC","medBMI",0,0,0
"141",25,0,2,"MLPC","direct",0.650609510913957,0.59412230266278,0.243419846275131
"142",25,0,2,"MMC","medSBP",0,0,0
"143",25,0,2,"MMC","direct",0,0,0
"144",25,0,2,"MMC","medBMI",0.0481275874699147,0.00567419295938333,0.0218950701152267
"145",25,0,2,"OC","medBMI",0,0,0
"146",25,0,2,"OC","medSBP",0,0,0
"147",25,0,2,"OC","direct",0,0,0
"148",25,0,2,"OSTK","direct",0.410581940911245,0.386921997542251,0.312301855393689
"149",25,0,2,"OSTK","medBMI",0.112596877678555,0.0720767326426603,0.0202855335250555
"150",25,0,2,"OSTK","medSBP",0,0,0
"151",25,0,2,"OTH","medSBP",0,0,0
"152",25,0,2,"OTH","direct",0,0,0
"153",25,0,2,"OTH","medBMI",1.97838985392408,0.793643188154395,0.481877426521418
"154",25,0,2,"PC","medSBP",0,0,0
"155",25,0,2,"PC","direct",0,0,0
"156",25,0,2,"PC","medBMI",0.0152139007200267,0.00817511619533458,0.00494994198010478
"157",25,0,2,"PVD","medSBP",0,0,0
"158",25,0,2,"PVD","direct",0,0,0
"159",25,0,2,"PVD","medBMI",0.0263828513487668,0.0299976055130128,0.0121908326280414
"160",25,0,2,"RHD","medBMI",0.104919676279266,0.0705067723918101,0.0752731801159109
"161",25,0,2,"RHD","direct",0,0,0
"162",25,0,2,"RHD","medSBP",0,0,0
"163",25,0,2,"SCC","medBMI",0.0371015088346036,0.0112749026878689,0
"164",25,0,2,"SCC","medSBP",0,0,0
"165",25,0,2,"SCC","direct",0,0,0
"166",25,0,2,"SCNC","direct",0,0,0
"167",25,0,2,"SCNC","medBMI",0,0,0
"168",25,0,2,"SCNC","medSBP",0,0,0
"169",25,0,2,"TC","direct",0,0,0
"170",25,0,2,"TC","medBMI",0.0306693514631315,0.0649010707047432,0.0408018667728328
"171",25,0,2,"TC","medSBP",0,0,0
"172",25,0,2,"UC","medBMI",0,0,0
"173",25,0,2,"UC","medSBP",0,0,0
"174",25,0,2,"UC","direct",0,0,0
"175",25,0,3,"AA","medBMI",0.068889190977692,0.0946781270954263,0.0810362878703857
"176",25,0,3,"AA","direct",0,0,0
"177",25,0,3,"AA","medSBP",0,0,0
"178",25,0,3,"AFF","direct",0,0,0
"179",25,0,3,"AFF","medBMI",0.00899025403333258,0.00938400536469174,0.00812848072377437
"180",25,0,3,"AFF","medSBP",0,0,0
"181",25,0,3,"APCA","medBMI",0.00310568821012958,0.00163077594243255,0.0032799589481734
"182",25,0,3,"APCA","direct",0,0,0
"183",25,0,3,"APCA","medSBP",0,0,0
"184",25,0,3,"BC","medBMI",0,0,0
"185",25,0,3,"BC","direct",0,0,0
"186",25,0,3,"BC","medSBP",0,0,0
"187",25,0,3,"CC","direct",19.3287190851797,17.3720100741777,12.6987750151153
"188",25,0,3,"CC","medBMI",0.0683848818609563,0.178923504582689,0.127100502806475
"189",25,0,3,"CC","medSBP",0,0,0
"190",25,0,3,"CM","medSBP",0,0,0
"191",25,0,3,"CM","direct",0,0,0
"192",25,0,3,"CM","medBMI",0.150054361219033,0.515129785516591,0.104671574380176
"193",25,0,3,"DIAB","medSBP",0,0,0
"194",25,0,3,"DIAB","direct",0,0,0
"195",25,0,3,"DIAB","medBMI",0.261886533440661,0.161470015453227,0.571990740600882
"196",25,0,3,"ECA","medSBP",0,0,0
"197",25,0,3,"ECA","medBMI",0.0356109376089281,0.0446076092853278,0.0479439547636881
"198",25,0,3,"ECA","direct",0,0,0
"199",25,0,3,"ENDO","medSBP",0,0,0
"200",25,0,3,"ENDO","direct",0,0,0
"201",25,0,3,"ENDO","medBMI",0.04114156440908,0.0578056604376983,0.0504564943032459
"202",25,0,3,"GC","direct",0,0,0
"203",25,0,3,"GC","medSBP",0,0,0
"204",25,0,3,"GC","medBMI",0,0,0
"205",25,0,3,"HHD","direct",0,0,0
"206",25,0,3,"HHD","medSBP",0,0,0
"207",25,0,3,"HHD","medBMI",0.000303751130457629,0.675663916858286,0.000101352362389543
"208",25,0,3,"HSTK","direct",1.11550253795104,0.38119629347541,1.01226652414034
"209",25,0,3,"HSTK","medBMI",0.170627849312051,0.186865151415484,0.229919397791455
"210",25,0,3,"HSTK","medSBP",0,0,0
"211",25,0,3,"IHD","direct",0.41177694603192,0.788158504103107,0.325764665333302
"212",25,0,3,"IHD","medSBP",0,0,0
"213",25,0,3,"IHD","medBMI",0.361005646025272,0.460784125753972,0.649742704606816
"214",25,0,3,"ISTK","direct",0.161938670772829,0.270893204701853,0.463075344432499
"215",25,0,3,"ISTK","medBMI",0.0631624795688121,0.0577450281881942,0.0546534324808877
"216",25,0,3,"ISTK","medSBP",0,0,0
"217",25,0,3,"KC","direct",0,0,0
"218",25,0,3,"KC","medSBP",0,0,0
"219",25,0,3,"KC","medBMI",0.0633932835041953,0.253175198634821,0.0932695316683901
"220",25,0,3,"LC","medBMI",0,0,0
"221",25,0,3,"LC","medSBP",0,0,0
"222",25,0,3,"LC","direct",0,0,0
"223",25,0,3,"LVC","medBMI",0.048072099168351,0.0853901420267693,0.15280657595195
"224",25,0,3,"LVC","medSBP",0,0,0
"225",25,0,3,"LVC","direct",0,0,0
"226",25,0,3,"MLPC","direct",0.243765535999573,0.491187748123732,0.619789686315931
"227",25,0,3,"MLPC","medBMI",0,0,0
"228",25,0,3,"MLPC","medSBP",0,0,0
"229",25,0,3,"MMC","medBMI",0.00546941171083903,0.017697853271749,0.00347811489595458
"230",25,0,3,"MMC","medSBP",0,0,0
"231",25,0,3,"MMC","direct",0,0,0
"232",25,0,3,"OC","medSBP",0,0,0
"233",25,0,3,"OC","medBMI",0,0,0
"234",25,0,3,"OC","direct",0,0,0
"235",25,0,3,"OSTK","medBMI",0.0333502208303809,0.0511940145560928,0.0287639803538217
"236",25,0,3,"OSTK","direct",0.153517450647506,0.183801150768076,0.0920872922417876
"237",25,0,3,"OSTK","medSBP",0,0,0
"238",25,0,3,"OTH","medSBP",0,0,0
"239",25,0,3,"OTH","medBMI",0.059431875179668,0.167643531005346,0.244838283350933
"240",25,0,3,"OTH","direct",0,0,0
"241",25,0,3,"PC","medSBP",0,0,0
"242",25,0,3,"PC","medBMI",0.020602869855058,0.0247287160357843,0.00593567702961232
"243",25,0,3,"PC","direct",0,0,0
"244",25,0,3,"PVD","medSBP",0,0,0
"245",25,0,3,"PVD","direct",0,0,0
"246",25,0,3,"PVD","medBMI",0.00348219891919957,0.0136102003737762,0.0137718229749194
"247",25,0,3,"RHD","direct",0,0,0
"248",25,0,3,"RHD","medBMI",0.0169784034714909,0.103634630807484,0.0341306888005008
"249",25,0,3,"RHD","medSBP",0,0,0
"250",25,0,3,"SCC","direct",0,0,0
"251",25,0,3,"SCC","medBMI",0.0013739348376175,0.0639102852908281,0.0737484201207831
"252",25,0,3,"SCC","medSBP",0,0,0
"253",25,0,3,"SCNC","medSBP",0,0,0
"254",25,0,3,"SCNC","direct",0,0,0
"255",25,0,3,"SCNC","medBMI",0,0,0
"256",25,0,3,"TC","direct",0,0,0
"257",25,0,3,"TC","medSBP",0,0,0
"258",25,0,3,"TC","medBMI",0.0778131355545335,0.0909749715801259,0.157831552839834
"259",25,0,3,"UC","medBMI",0,0,0
"260",25,0,3,"UC","medSBP",0,0,0
"261",25,0,3,"UC","direct",0,0,0
"262",25,0,4,"AA","medSBP",0,0,0
"263",25,0,4,"AA","direct",0,0,0
"264",25,0,4,"AA","medBMI",0.0556473574249731,0.0813503438697565,0.114349156663527
"265",25,0,4,"AFF","medBMI",0.00643594169085582,0.0118388203851893,0.016056081189109
"266",25,0,4,"AFF","direct",0,0,0
"267",25,0,4,"AFF","medSBP",0,0,0
"268",25,0,4,"APCA","medBMI",0,0,0
"269",25,0,4,"APCA","direct",0,0,0
"270",25,0,4,"APCA","medSBP",0,0,0
"271",25,0,4,"BC","direct",0,0,0
"272",25,0,4,"BC","medSBP",0,0,0
"273",25,0,4,"BC","medBMI",0,0,0
"274",25,0,4,"CC","direct",7.77110032734588,9.1521718387462,6.86069059116408
"275",25,0,4,"CC","medSBP",0,0,0
"276",25,0,4,"CC","medBMI",0.121245933130491,0.120349849163291,0.123623395079169
"277",25,0,4,"CM","medBMI",0.197426857751911,0.157286232873393,0.190705314494358
"278",25,0,4,"CM","medSBP",0,0,0
"279",25,0,4,"CM","direct",0,0,0
"280",25,0,4,"DIAB","direct",0,0,0
"281",25,0,4,"DIAB","medSBP",0,0,0
"282",25,0,4,"DIAB","medBMI",0.325495305406089,0.189279145999688,0.0955986107875037
"283",25,0,4,"ECA","medSBP",0,0,0
"284",25,0,4,"ECA","direct",0,0,0
"285",25,0,4,"ECA","medBMI",0,0,0
"286",25,0,4,"ENDO","direct",0,0,0
"287",25,0,4,"ENDO","medSBP",0,0,0
"288",25,0,4,"ENDO","medBMI",0.0364538868976081,0.0635351216179891,0.117542758012052
"289",25,0,4,"GC","medSBP",0,0,0
"290",25,0,4,"GC","medBMI",0,0,0
"291",25,0,4,"GC","direct",0,0,0
"292",25,0,4,"HHD","direct",0,0,0
"293",25,0,4,"HHD","medBMI",0.24603148446311,0.0539279917744681,0.0247450190133498
"294",25,0,4,"HHD","medSBP",0,0,0
"295",25,0,4,"HSTK","direct",0.189907218430497,0.347956171903609,0.538470397108285
"296",25,0,4,"HSTK","medSBP",0,0,0
"297",25,0,4,"HSTK","medBMI",0.0368477284635265,0.0343558820794579,0.129650188922028
"298",25,0,4,"IHD","medSBP",0,0,0
"299",25,0,4,"IHD","direct",0.29859171371804,0.566226136448402,0.633883937623702
"300",25,0,4,"IHD","medBMI",0.282603821150739,0.242469272145015,0.468937178459954
"301",25,0,4,"ISTK","medSBP",0,0,0
"302",25,0,4,"ISTK","direct",0.18040301026669,0.031082876029136,0.16666522444996
"303",25,0,4,"ISTK","medBMI",0.0379635450780417,0.0244773186840636,0.0748900419905005
"304",25,0,4,"KC","medSBP",0,0,0
"305",25,0,4,"KC","medBMI",0.077876950446587,0.166876589699749,0.177155023746036
"306",25,0,4,"KC","direct",0,0,0
"307",25,0,4,"LC","direct",0,0,0
"308",25,0,4,"LC","medSBP",0,0,0
"309",25,0,4,"LC","medBMI",0,0,0
"310",25,0,4,"LVC","medSBP",0,0,0
"311",25,0,4,"LVC","medBMI",0.0408299044278721,0.0960444450074927,0.162359893111017
"312",25,0,4,"LVC","direct",0,0,0
"313",25,0,4,"MLPC","medBMI",0,0,0
"314",25,0,4,"MLPC","direct",1.14514480820232,0.831653412373891,2.03083200344613
"315",25,0,4,"MLPC","medSBP",0,0,0
"316",25,0,4,"MMC","medBMI",0.00183605938883357,0,0.00555359394694321
"317",25,0,4,"MMC","direct",0,0,0
"318",25,0,4,"MMC","medSBP",0,0,0
"319",25,0,4,"OC","medBMI",0,0,0
"320",25,0,4,"OC","direct",0,0,0
"321",25,0,4,"OC","medSBP",0,0,0
"322",25,0,4,"OSTK","medBMI",0.00832115753131554,0.0334123399158652,0.0372124122971302
"323",25,0,4,"OSTK","medSBP",0,0,0
"324",25,0,4,"OSTK","direct",0.0573469212514902,0.137203009039161,0.141496289797842
"325",25,0,4,"OTH","medSBP",0,0,0
"326",25,0,4,"OTH","medBMI",0.0696836519182564,0.125152166378504,0.28777677561606
"327",25,0,4,"OTH","direct",0,0,0
"328",25,0,4,"PC","medSBP",0,0,0
"329",25,0,4,"PC","medBMI",0,0.00681368991980284,0
"330",25,0,4,"PC","direct",0,0,0
"331",25,0,4,"PVD","medBMI",0.00700301851771529,0.00872610506827388,0.0207612501435806
"332",25,0,4,"PVD","medSBP",0,0,0
"333",25,0,4,"PVD","direct",0,0,0
"334",25,0,4,"RHD","direct",0,0,0
"335",25,0,4,"RHD","medBMI",0.0283588066332935,0.0228489955627428,0.0600472167598065
"336",25,0,4,"RHD","medSBP",0,0,0
"337",25,0,4,"SCC","medSBP",0,0,0
"338",25,0,4,"SCC","direct",0,0,0
"339",25,0,4,"SCC","medBMI",0.0266966165465614,0.0291221084862706,0.0360679814194307
"340",25,0,4,"SCNC","medBMI",0,0,0
"341",25,0,4,"SCNC","direct",0,0,0
"342",25,0,4,"SCNC","medSBP",0,0,0
"343",25,0,4,"TC","medBMI",0.054692140780065,0.0790211187397525,0.0818199585457954
"344",25,0,4,"TC","medSBP",0,0,0
"345",25,0,4,"TC","direct",0,0,0
"346",25,0,4,"UC","direct",0,0,0
"347",25,0,4,"UC","medSBP",0,0,0
"348",25,0,4,"UC","medBMI",0,0,0
"349",25,1,1,"AA","direct",0,0,0
"350",25,1,1,"AA","medBMI",0.180103327120546,0.120594843341067,0.258669447307195
"351",25,1,1,"AA","medSBP",0,0,0
"352",25,1,1,"AFF","direct",0,0,0
"353",25,1,1,"AFF","medBMI",0,0,0
"354",25,1,1,"AFF","medSBP",0,0,0
"355",25,1,1,"APCA","medSBP",0,0,0
"356",25,1,1,"APCA","medBMI",0,0,0
"357",25,1,1,"APCA","direct",0,0,0
"358",25,1,1,"BC","direct",0,0,0
"359",25,1,1,"BC","medBMI",0,0,0
"360",25,1,1,"BC","medSBP",0,0,0
"361",25,1,1,"CC","medSBP",0,0,0
"362",25,1,1,"CC","medBMI",1.18401791251872,0.886633015104249,0.447487678215941
"363",25,1,1,"CC","direct",52.3950009558251,61.0784942382642,50.7253086566504
"364",25,1,1,"CM","medSBP",0,0,0
"365",25,1,1,"CM","medBMI",1.14381528030055,0.860968750436896,1.10039979334172
"366",25,1,1,"CM","direct",0,0,0
"367",25,1,1,"DIAB","medBMI",2.86424387388664,5.18405763176737,3.36084955379574
"368",25,1,1,"DIAB","medSBP",0,0,0
"369",25,1,1,"DIAB","direct",0,0,0
"370",25,1,1,"ECA","medSBP",0,0,0
"371",25,1,1,"ECA","direct",0,0,0
"372",25,1,1,"ECA","medBMI",0.0868999017223295,0.00200455616226373,0.0332209929361575
"373",25,1,1,"ENDO","medSBP",0,0,0
"374",25,1,1,"ENDO","medBMI",0.976784036209734,0.680212819404898,0.407161132893313
"375",25,1,1,"ENDO","direct",0,0,0
"376",25,1,1,"GC","medSBP",0,0,0
"377",25,1,1,"GC","medBMI",0,0,0
"378",25,1,1,"GC","direct",0,0,0
"379",25,1,1,"HHD","direct",0,0,0
"380",25,1,1,"HHD","medSBP",0,0,0
"381",25,1,1,"HHD","medBMI",0.607918493475082,0.83364595801425,0.000183665471241192
"382",25,1,1,"HSTK","medSBP",0,0,0
"383",25,1,1,"HSTK","direct",1.17134912293896,1.1630001300872,1.40190834621299
"384",25,1,1,"HSTK","medBMI",0.581882042881862,0.288597188987599,0.269281123003059
"385",25,1,1,"IHD","direct",1.55833419527239,1.54045939811052,1.80236755527407
"386",25,1,1,"IHD","medSBP",0,0,0
"387",25,1,1,"IHD","medBMI",1.22768284800471,1.9422021571273,1.14340884619442
"388",25,1,1,"ISTK","medSBP",0,0,0
"389",25,1,1,"ISTK","medBMI",0.550977018019758,0.373626035057886,0.403038150305446
"390",25,1,1,"ISTK","direct",2.70229057044898,0.898542494501928,1.81856738450865
"391",25,1,1,"KC","direct",0,0,0
"392",25,1,1,"KC","medBMI",1.6348950528314,1.56531500500886,0.896508381622704
"393",25,1,1,"KC","medSBP",0,0,0
"394",25,1,1,"LC","direct",0,0,0
"395",25,1,1,"LC","medBMI",0,0,0
"396",25,1,1,"LC","medSBP",0,0,0
"397",25,1,1,"LVC","medSBP",0,0,0
"398",25,1,1,"LVC","direct",0,0,0
"399",25,1,1,"LVC","medBMI",0.282624612988774,0.18080018601817,0.0390657418978085
"400",25,1,1,"MLPC","medSBP",0,0,0
"401",25,1,1,"MLPC","direct",2.83929375624899,2.41809383406807,2.74107165285779
"402",25,1,1,"MLPC","medBMI",0,0,0
"403",25,1,1,"MMC","medBMI",0.0471421525127692,0.0677772344952576,0.0470069404352372
"404",25,1,1,"MMC","medSBP",0,0,0
"405",25,1,1,"MMC","direct",0,0,0
"406",25,1,1,"OC","medBMI",0.459283578103013,0.591634640569539,0.423857519359741
"407",25,1,1,"OC","medSBP",0,0,0
"408",25,1,1,"OC","direct",0,0,0
"409",25,1,1,"OSTK","medBMI",0.256404691609471,0.147387762731512,0.0859827188740268
"410",25,1,1,"OSTK","medSBP",0,0,0
"411",25,1,1,"OSTK","direct",1.04540211924987,0.632078309586647,0.584388851480957
"412",25,1,1,"OTH","medBMI",1.77908451511095,2.38565528789962,0.909370312928911
"413",25,1,1,"OTH","medSBP",0,0,0
"414",25,1,1,"OTH","direct",0,0,0
"415",25,1,1,"PC","medBMI",0.143890604425801,0.122000888101061,0.119843435109908
"416",25,1,1,"PC","medSBP",0,0,0
"417",25,1,1,"PC","direct",0,0,0
"418",25,1,1,"PVD","medSBP",0,0,0
"419",25,1,1,"PVD","direct",0,0,0
"420",25,1,1,"PVD","medBMI",0,0,0
"421",25,1,1,"RHD","direct",0,0,0
"422",25,1,1,"RHD","medBMI",0.570473655587404,0.524970920258772,0.177077981576778
"423",25,1,1,"RHD","medSBP",0,0,0
"424",25,1,1,"SCC","medSBP",0,0,0
"425",25,1,1,"SCC","medBMI",0,0.0687318268617515,0.0398203728410591
"426",25,1,1,"SCC","direct",0,0,0
"427",25,1,1,"SCNC","medBMI",0,0,0
"428",25,1,1,"SCNC","direct",0,0,0
"429",25,1,1,"SCNC","medSBP",0,0,0
"430",25,1,1,"TC","direct",0,0,0
"431",25,1,1,"TC","medSBP",0,0,0
"432",25,1,1,"TC","medBMI",3.78364931788656,5.4387848989741,2.08247506258737
"433",25,1,1,"UC","direct",0,0,0
"434",25,1,1,"UC","medBMI",3.09688414363343,3.93723979635991,2.4485024248279
"435",25,1,1,"UC","medSBP",0,0,0
"436",25,1,2,"AA","medSBP",0,0,0
"437",25,1,2,"AA","direct",0,0,0
"438",25,1,2,"AA","medBMI",0.195766637452119,0.189198692348933,0.0572395601759347
"439",25,1,2,"AFF","direct",0,0,0
"440",25,1,2,"AFF","medSBP",0,0,0
"441",25,1,2,"AFF","medBMI",0,0,0
"442",25,1,2,"APCA","medBMI",0,0,0
"443",25,1,2,"APCA","medSBP",0,0,0
"444",25,1,2,"APCA","direct",0,0,0
"445",25,1,2,"BC","direct",0,0,0
"446",25,1,2,"BC","medBMI",0,0,0
"447",25,1,2,"BC","medSBP",0,0,0
"448",25,1,2,"CC","medBMI",0.172490180094914,0.0873568134919669,0.271945378703273
"449",25,1,2,"CC","direct",10.3584896735061,13.4434207034365,14.623392086765
"450",25,1,2,"CC","medSBP",0,0,0
"451",25,1,2,"CM","medBMI",0.547595665490726,0.601025063424441,0.248775231018138
"452",25,1,2,"CM","direct",0,0,0
"453",25,1,2,"CM","medSBP",0,0,0
"454",25,1,2,"DIAB","medBMI",1.23330122060398,2.42188577828745,2.81997384191577
"455",25,1,2,"DIAB","medSBP",0,0,0
"456",25,1,2,"DIAB","direct",0,0,0
"457",25,1,2,"ECA","medSBP",0,0,0
"458",25,1,2,"ECA","medBMI",0,0,0
"459",25,1,2,"ECA","direct",0,0,0
"460",25,1,2,"ENDO","medBMI",0.0740598749978324,0.151772215558421,0.0667717133558343
"461",25,1,2,"ENDO","medSBP",0,0,0
"462",25,1,2,"ENDO","direct",0,0,0
"463",25,1,2,"GC","direct",0,0,0
"464",25,1,2,"GC","medSBP",0,0,0
"465",25,1,2,"GC","medBMI",0.0260519889064466,0.0303939594367358,0.0152208976588918
