"race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
1,"PC","medBMI",77.1651347602221,10.2909254944961,75.9411959428224,67.9609263018927,87.4096912133413,0.0019837566632187,0.000278277212223499,0.00195088654254625,0.00173474993403201,0.00226070299497699,0.195088654254625,0.173474993403201,0.226070299497699,0.0505709435864412,0.00674426104809583,0.0497688230292711,0.0445388734274195,0.0572848162190575
1,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"PVD","medBMI",28.4477500614169,1.37738613093651,28.782198299965,27.0263503978489,29.5848687222191,0.0049359257551368,0.000328269379647151,0.0049601029324437,0.00461442955047456,0.00523687135908816,0.49601029324437,0.461442955047456,0.523687135908816,0.0186435178009784,0.0009026837902996,0.0188627018023639,0.0177119893014372,0.0193887398993419
1,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"RHD","medBMI",13.3874455262965,0.649396436665657,13.7484172870043,12.6932911653077,13.7747738906838,0.00466042966637983,0.00016972106040512,0.00469124918447767,0.00448810259605107,0.00480656014632544,0.469124918447767,0.448810259605107,0.480656014632544,0.00877359645104763,0.000425588456054687,0.00901016290821479,0.00831867544120386,0.00902743597229931
1,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCC","medBMI",29.4246831463576,4.55665498067751,31.9959458322755,24.5551762228318,32.1086167868533,0.00463523200195523,0.000739329442106703,0.00498848847450931,0.00384568700752537,0.00512450899471413,0.498848847450931,0.384568700752537,0.512450899471413,0.0192837606785393,0.00298624945950986,0.0209688634213716,0.0160924805662372,0.021042703459434
1,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"TC","medBMI",40.8245747662823,5.72568867332311,38.8126437817615,36.4982152277299,46.8610756416774,0.00126945320041209,0.000168749367906803,0.00120975099737557,0.00114222492093243,0.0014474283524728,0.120975099737557,0.114222492093243,0.14474283524728,0.0267547937790988,0.0037523873935021,0.0254362546664002,0.0239194707431365,0.0307108750608551
1,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"UC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"UC","medBMI",372.373838529828,41.284417163604,387.981962400583,328.681947040149,402.798824729364,0.00913216559527088,0.000914562024626355,0.00948682787634429,0.00816306291496318,0.00979980533666619,0.948682787634428,0.816306291496318,0.979980533666619,0.244038923017158,0.027056156097792,0.254267863253067,0.215405004517887,0.263978242315907
1,"UC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AA","medBMI",7.00347967717936,0.394193358023152,6.7811678875659,6.77118220374757,7.4247421717826,0.00616452363414938,0.00040582863971574,0.00593101346352551,0.00592950361982866,0.00659802729350038,0.593101346352551,0.592950361982866,0.659802729350038,0.0249389661310493,0.001403698626678,0.0241473273390115,0.024111768924906,0.0264390563104246
2,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"AFF","medBMI",4.58438142383144,1.80184029885563,3.7514613021302,3.36977560479848,6.50696934631045,0.0030349338684379,0.00104813856889052,0.00255191884971447,0.00232721788688858,0.00415321261590213,0.255191884971447,0.232721788688858,0.415321261590213,0.0163247040515137,0.00641624396129014,0.0133587260430871,0.011999566437116,0.023170922973074
2,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"APCA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"APCA","medBMI",7.48869479393881,1.56394447770777,7.8020084177495,5.89232114751274,8.8187518601258,0.00116665298364336,0.00023448929028,0.00120402332198874,0.000930137675019652,0.00137140350467348,0.120402332198874,0.0930137675019652,0.137140350467348,0.0266667877170199,0.00556911137866029,0.0277824785182757,0.0209821980364864,0.0314030402164859
2,"APCA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"BC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"BC","medBMI",43.4776322092013,7.76576541499483,44.6687305886282,35.6593106351775,50.2835201607121,0.00191120907775981,0.000359704753858803,0.00191142502849765,0.00156939782871719,0.00225283676867526,0.191142502849765,0.156939782871719,0.225283676867526,0.154821209898932,0.0276534193848379,0.159062638947419,0.126980641221111,0.179056563885538
2,"BC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"CC","direct",1695.83214503127,87.7448829269324,1660.1947681685,1632.94695064867,1789.00910974721,0.101342522680452,0.00599876275857872,0.099928322419743,0.0963647696143524,0.107522345968154,9.9928322419743,9.63647696143524,10.7522345968154,6.03875535852379,0.312454203389503,5.91185282213522,5.81482499745454,6.37055287552334
2,"CC","medBMI",13.5055722980002,3.1994809531262,14.5542841690749,10.1453925419483,15.9743469636386,0.000805817822745348,0.000184595369165419,0.000874672958714697,0.000610590510153814,0.000942518269762934,0.0874672958714697,0.0610590510153814,0.0942518269762934,0.0480925233805941,0.0113931575166771,0.0518269227134262,0.0361271271785498,0.0568836801497312
2,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"CM","medBMI",21.4978686490163,2.05886264104323,21.542240050326,19.5234319940619,23.4345896128573,0.00559179856929678,0.000546689560291934,0.00560755839194794,0.00506590743912606,0.00610429385021402,0.560755839194794,0.506590743912606,0.610429385021402,0.076552605681793,0.00733148492466807,0.0767106095492216,0.0695217565702781,0.0834491515059936
2,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"DIAB","medBMI",153.209753210416,6.37036155034707,153.720252195913,146.95553931995,159.03004296321,0.0115078680703854,0.000587202954586624,0.0113888365696038,0.0110092768018591,0.012107636114576,1.13888365696038,1.10092768018591,1.2107636114576,0.54557063379669,0.0226844709015603,0.547388489704907,0.523299757663658,0.566296332407738
2,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ECA","medBMI",1.62405394240394,0.25767039420341,1.66942399218282,1.36284749637058,1.84669584612525,0.00572879274138718,0.000818505033076055,0.00589483788358579,0.00489273795639547,0.00642370915551007,0.58948378835858,0.489273795639547,0.642370915551007,0.00578315753475864,0.000917548637279836,0.00594471752878367,0.00485301723149424,0.00657597184310176
2,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ENDO","medBMI",1.28870375905831,0.194172948000891,1.19321553970299,1.16238708535403,1.49618541921463,0.006351524547293,0.000880988265205887,0.00592276624887537,0.00577477764109192,0.00729271600714906,0.592276624887537,0.577477764109192,0.729271600714906,0.00458899588226621,0.000691438084633738,0.00424896812775207,0.00413918987261035,0.00532782548325909
2,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"GC","medBMI",1.67903250781679,0.240373669662439,1.59043559973767,1.50027702369648,1.93309536380434,0.00318882208079963,0.000831279288071611,0.00287543627441797,0.00257557019386643,0.00406845190315725,0.287543627441797,0.257557019386643,0.406845190315725,0.00597893286987276,0.000855956050824428,0.00566344465662064,0.0053423954385239,0.00688363528248592
2,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"HHD","medBMI",86.2510177142558,11.2070526896204,89.9431503103613,74.4776873002188,94.8860354216032,0.00875086744529335,0.00111803072727324,0.00920820481174047,0.00756324936891951,0.00954974876018713,0.920820481174047,0.756324936891951,0.954974876018713,0.307134640020926,0.0399076345385918,0.320282100142165,0.265210524869703,0.337883414069097
2,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"HSTK","direct",103.582986618287,10.8105568639852,97.9130276712281,96.8432369716795,115.142201369893,0.0219804011666676,0.00209011586795155,0.0214666346411879,0.0202586534575052,0.0241388504224879,2.14666346411878,2.02586534575052,2.41388504224879,0.36885272951442,0.0384957369644702,0.348662349779916,0.344852890018037,0.410014391785131
2,"HSTK","medBMI",27.221250645373,4.48948056616004,26.0587454617337,23.5589299590745,31.8717007377649,0.00576855836836642,0.000847942852463116,0.00543728703964432,0.00515130966105052,0.0066673877050961,0.543728703964432,0.515130966105052,0.66673877050961,0.0969332216529217,0.0159867678563125,0.0927936112394843,0.0838919199333993,0.113493192223866
2,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"IHD","direct",216.739756667863,60.8718087712871,189.181039959885,175.254205007112,281.650217530394,0.00531512749428731,0.00145834670743359,0.00468203480013019,0.00430040111956929,0.00686798265903889,0.468203480013019,0.430040111956929,0.686798265903889,0.77179712085188,0.216760817087748,0.673662203028824,0.624069588898503,1.00293933295485
2,"IHD","medBMI",167.565726724169,49.9315639786667,152.043067862137,128.479349257906,219.84636422316,0.00410771760492959,0.00119395904037172,0.0037290151207293,0.00317803615857548,0.00535929616285396,0.37290151207293,0.317803615857548,0.535929616285396,0.596691384300805,0.177803269279394,0.54141613807064,0.457507166062431,0.78285956183482
2,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ISTK","direct",84.4822361931664,29.003619521816,70.8478123371891,65.1101701645509,115.443562499363,0.0153509823687056,0.00523608010940844,0.0126901397525167,0.0120151760329476,0.0209485049282241,1.26901397525167,1.20151760329476,2.09485049282241,0.300836116361122,0.103280129060605,0.252284760401803,0.231853364808301,0.411087520479363
2,"ISTK","medBMI",19.931217178291,4.00860941032092,18.8127461296763,16.7112363398854,24.1018984080192,0.00362139151477777,0.00071278738203403,0.00336970711781445,0.00308364600589575,0.0043730687610786,0.336970711781445,0.308364600589575,0.43730687610786,0.0709738548652688,0.0142744148515701,0.0669910473344847,0.0595076985011272,0.0858253976305768
2,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"KC","medBMI",28.5413784501741,4.47704727934562,30.9344339062833,23.7542639445223,31.2943958181332,0.00403192580193585,0.000562699591804719,0.00432252363347499,0.0034303012428725,0.00438654220419092,0.432252363347499,0.34303012428725,0.438654220419092,0.10163411665514,0.0159424936764684,0.110155641914091,0.0845874924019251,0.111437444438248
2,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"LVC","medBMI",15.587525919819,1.24069781254604,16.2366232830606,14.2609167991137,16.3624022817688,0.00360097553466321,0.000286945920134979,0.00363339491821881,0.003315906671804,0.00385848792150017,0.363339491821881,0.3315906671804,0.385848792150017,0.0555062338865501,0.00441804961993041,0.0578176302072083,0.0507822593117093,0.0582655215888314
2,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MLPC","direct",62.5586581367958,8.15881416074002,61.6837928430219,55.2130950868322,70.6478566864674,0.0125854802911209,0.00150277250587848,0.0121921184713627,0.0113621903504504,0.0141431277785859,1.21921184713627,1.13621903504504,1.41431277785859,0.222767585313504,0.0290530421166537,0.219652243092728,0.196610481050968,0.251572730463698
2,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"MMC","medBMI",7.63342503982433,1.74057951674225,7.45687516050842,6.0613001874472,9.35561728961998,0.00139544206734297,0.000281657814005011,0.00136311524032144,0.00114293110660375,0.00167543083105048,0.136311524032144,0.114293110660375,0.167543083105048,0.0271821633398033,0.00619809803373566,0.0265534799333179,0.0215839221433636,0.0333147854317556
2,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"OC","medBMI",1.99194639453235,0.205382836539204,1.93899321020501,1.82426377620747,2.20463921953548,0.00107902418015998,7.05218935688886e-05,0.00109016564970642,0.00100792328890893,0.00114065482229656,0.109016564970642,0.100792328890893,0.114065482229656,0.00709320023159051,0.000731355817457434,0.00690463715561359,0.00649609260339301,0.00785058647436839
2,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"OSTK","direct",144.054377805829,43.3110268328519,135.717204555823,107.02796339861,188.167389475553,0.0154738911742243,0.00441895382071898,0.014652713762832,0.011679605829448,0.0199661773186841,1.4652713762832,1.1679605829448,1.99661773186841,0.512968897566051,0.154227938264037,0.48328072955607,0.38112008277407,0.670052655166516
2,"OSTK","medBMI",32.3567687406617,6.19328339724785,29.8703784465572,27.8969239627047,38.9300452686074,0.00347959229453624,0.000612812850090615,0.00322495667957,0.00304463991637812,0.00413098494541568,0.322495667957,0.304463991637812,0.413098494541568,0.115220489946299,0.0220539063441903,0.106366604993182,0.0993392533333587,0.138627528769389
2,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
