"","age","female","race","pathway","V1","V2","V3"
"82",55,0,4,"medSBP",0,0,0
"83",55,0,4,"medBMI",365.851585204296,251.116698625214,639.664954923432
"84",55,0,4,"direct",1252.46080614261,1098.18574353365,1707.76252279579
"85",55,1,1,"medSBP",0,0,0
"86",55,1,1,"direct",23350.2363965554,18341.9687964699,24656.4091446507
"87",55,1,1,"medBMI",18393.8479445618,13813.8842614984,16727.8284667556
"88",55,1,2,"medBMI",3407.38993570791,4281.57693681565,3548.17904980073
"89",55,1,2,"medSBP",0,0,0
"90",55,1,2,"direct",4912.91086112341,6414.17598331512,6306.09351763578
"91",55,1,3,"medBMI",2113.89128200967,1598.41337864347,2125.30016771523
"92",55,1,3,"direct",2743.23932562558,2704.89343601834,3113.00647722928
"93",55,1,3,"medSBP",0,0,0
"94",55,1,4,"direct",2914.71367684155,2702.36011281016,2882.02453865935
"95",55,1,4,"medBMI",1753.76813579216,1221.19593002741,1462.28468100386
"96",55,1,4,"medSBP",0,0,0
"97",65,0,1,"medSBP",0,0,0
"98",65,0,1,"direct",30622.8779113287,29758.134695302,29110.8012555158
"99",65,0,1,"medBMI",26220.8095606016,25157.6526399433,23119.5555836522
"100",65,0,2,"medBMI",3052.69862868089,2590.32774836138,2681.70107186642
"101",65,0,2,"medSBP",0,0,0
"102",65,0,2,"direct",3971.81451358311,4432.75593536569,5406.68905512208
"103",65,0,3,"direct",1356.48441804827,1359.38615084751,1387.93127952948
"104",65,0,3,"medBMI",488.870853146493,0,493.413936248365
"105",65,0,3,"medSBP",0,0,0
"106",65,0,4,"direct",884.715250960911,1008.59242290299,967.852090712919
"107",65,0,4,"medSBP",0,0,0
"108",65,0,4,"medBMI",183.451532089528,115.574921659954,0
"109",65,1,1,"direct",30627.2764512678,28471.4835807603,24392.5965259073
"110",65,1,1,"medSBP",0,0,0
"111",65,1,1,"medBMI",21985.7691132142,18325.2410254845,21001.1665096825
"112",65,1,2,"medSBP",0,0,0
"113",65,1,2,"direct",3772.37828926509,4423.76497790711,4245.84076466773
"114",65,1,2,"medBMI",2476.52540313749,2586.7022737255,2208.71664818723
"115",65,1,3,"medBMI",415.923012215944,787.616099643775,234.666712689307
"116",65,1,3,"medSBP",0,0,0
"117",65,1,3,"direct",1405.82221660337,1885.18964905652,1938.9948686399
"118",65,1,4,"direct",1739.64567343073,1652.52274644705,1819.21803311726
"119",65,1,4,"medBMI",1195.78647448099,1102.929529311,1459.39463313642
"120",65,1,4,"medSBP",0,0,0
"121",75,0,1,"direct",31560.6317270545,24001.4254467488,29003.3026825635
"122",75,0,1,"medBMI",26482.7578165363,28436.3574231877,23699.76082655
"123",75,0,1,"medSBP",0,0,0
"124",75,0,2,"medSBP",0,0,0
"125",75,0,2,"medBMI",1000.93284412805,1266.17832933825,1217.96454663688
"126",75,0,2,"direct",3266.36507444816,3172.19873273206,3167.22789775919
"127",75,0,3,"medBMI",0.305111937073158,0,1.59092373080523
"128",75,0,3,"medSBP",0,0,0
"129",75,0,3,"direct",1386.43704250007,1279.90044340703,1209.34854693295
"130",75,0,4,"direct",1677.82448185092,2065.61697028844,1643.84339806774
"131",75,0,4,"medBMI",567.308162676271,933.763185049326,467.370293102164
"132",75,0,4,"medSBP",0,0,0
"133",75,1,1,"medBMI",38577.841109804,35433.8147263913,31941.355324007
"134",75,1,1,"direct",49041.2253473714,48082.1608505075,38860.1731958766
"135",75,1,1,"medSBP",0,0,0
"136",75,1,2,"medSBP",0,0,0
"137",75,1,2,"direct",5522.78033875064,4512.86609801352,7382.87474159837
"138",75,1,2,"medBMI",0,1682.57185903518,5703.66185273019
"139",75,1,3,"medSBP",0,0,0
"140",75,1,3,"medBMI",1015.8395329239,2595.81958902758,872.703816379468
"141",75,1,3,"direct",2078.10294686447,3422.05676687074,2551.35984423848
"142",75,1,4,"medBMI",404.659095610901,1184.88434586751,1477.46037957021
"143",75,1,4,"direct",1417.03102538064,1783.63130130159,1952.10131388913
"144",75,1,4,"medSBP",0,0,0
