"race","pathway","disease_type3","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
3,"medBMI","Other_CVD",79.7630953327782,16.8071261048464,75.6796154509777,65.8892508761389,97.107897688948,0.0134131623739734,0.00278008482191943,0.0126496377183118,0.0111723711128997,0.0163029495923593,1.26496377183118,1.11723711128997,1.63029495923593,0.206521254520237,0.0435167260444354,0.195948377621726,0.170599331602755,0.251430122801452
3,"medSBP","All_HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","All_STK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","All_HD",49.0697446173382,14.468736727946,53.5328157165553,33.9271629592809,60.418715841061,0.00357117207809538,0.00102016501909875,0.00387856852027644,0.00250495113152807,0.00437610604880879,0.387856852027644,0.250495113152807,0.437610604880879,0.19178755182224,0.0565506019371619,0.209231324688851,0.132603248192483,0.236144648515378
4,"direct","All_STK",217.5771842252,63.9681627278117,231.141816647916,152.075973691588,271.548457199504,0.0350958309737889,0.0101295628354773,0.0375621052347751,0.0246409295422944,0.043454399283445,3.75621052347751,2.46409295422944,4.3454399283445,0.850393573888367,0.250017549914022,0.903410512615249,0.594384154895061,1.06133859496382
4,"direct","Cancer",7032.41171713639,191.485293449197,7092.7511750138,6831.76109929051,7181.77379578648,0.0955817107679206,0.00388326024225009,0.0962759955050906,0.0916420323080322,0.0989312472012146,9.62759955050906,9.16420323080322,9.89312472012146,27.4859597732463,0.748414240322101,27.7217946445062,26.7017231511,28.0697367548216
4,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","All_HD",95.7406196531271,20.4023439049439,106.561645315953,73.9250549448618,108.35831254799,0.00697186563680696,0.00141509619371604,0.00771811072016887,0.00545875393549939,0.00785066901725691,0.771811072016887,0.545875393549939,0.78506690172569,0.37419919741603,0.0797419187623408,0.416492835507345,0.288933749640711,0.42351505281373
4,"medBMI","All_STK",49.2853591617667,13.2209923357735,56.1412109045684,35.1494474072291,57.5937969349227,0.00795483555816166,0.00212218602081286,0.00897777308499983,0.00568807113260197,0.0093521030859089,0.897777308499983,0.568807113260197,0.93521030859089,0.192630274480279,0.0516738322669541,0.219426155153022,0.137380508472325,0.225103541916401
4,"medBMI","Cancer",1830.79365971324,219.572460525387,1763.72689770715,1658.13332224279,2060.46074488887,0.0248686199518734,0.00290023382791187,0.0236434102638203,0.022825125475979,0.0279535426626129,2.36434102638203,2.2825125475979,2.79535426626129,7.15559937444666,0.858192048484188,6.89347104681626,6.48076188184315,8.05324594553601
4,"medBMI","DIAB",24.2164947563002,3.01738180126126,23.6097203410539,21.6516648044201,27.2970829611396,0.00734400069288021,0.000947641713541297,0.00727363713844784,0.00647550876024878,0.00827230164677916,0.727363713844784,0.647550876024878,0.827230164677916,0.094649407272152,0.0117933417646605,0.0922778485751187,0.0846248501617076,0.106689789275075
4,"medBMI","Other_CVD",70.2152361174888,16.1173288827618,78.8609949695,52.9818412375172,80.099735973251,0.0224862259232339,0.00558530266116659,0.0254926770429537,0.0165142396926152,0.0259027287020909,2.54926770429537,1.65142396926152,2.59027287020909,0.274434039561631,0.0629940724665311,0.308225715813535,0.207077858285565,0.313067296023579
4,"medSBP","All_HD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","All_STK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
