"age","female","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"CC","medBMI",0.893878687372483,0.52019539282564,1.11570847766042,0.340350053063554,1.25885199993666,0.000678744431298731,0.000386702077276923,0.000811201874342146,0.000271618521797846,0.000973281514212714,0.0811201874342146,0.0271618521797846,0.0973281514212714,0.00261724196427678,0.00152311183940263,0.00326675094605473,0.000996531692729094,0.00368586960131319
25,0,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"CM","medBMI",4.75787834334254,1.07965161141744,4.50879110765984,3.85875254640145,5.86872829061392,0.0106561250718861,0.00320693949978417,0.0095778151595536,0.00819984196781729,0.0140289716014376,0.95778151595536,0.819984196781729,1.40289716014376,0.0139308823859795,0.00316117784674655,0.0132015646662442,0.0112982770893533,0.0171834077443806
25,0,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","medBMI",9.70695950598683,1.07943202148834,9.13260598205646,9.04096073976573,10.8611587675488,0.020908968418177,0.00240378063244809,0.0210987587471686,0.0185500605461104,0.0231065545106007,2.10987587471686,1.85500605461104,2.31065545106007,0.0284215991761503,0.00316053489599103,0.026739914439288,0.0264715807410603,0.0318010496375734
25,0,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","medBMI",0.345294682962944,0.174195177559002,0.40438495853146,0.161997859118929,0.478364772573721,0.00630167584155427,0.00151910308010169,0.00671267405229672,0.00472402671616682,0.00752997648781066,0.671267405229672,0.472402671616682,0.752997648781066,0.00101100937639391,0.000510036691916433,0.00118402340064948,0.000474323418824708,0.00140063341334588
25,0,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","medBMI",0.80675386870006,0.21200135196798,0.687640698101979,0.681425238612209,1.03332869379628,0.00907672052942653,0.00186070914644819,0.00827923882085394,0.00777425046019913,0.0110570500509406,0.827923882085394,0.777425046019913,1.10570500509406,0.00236214389025317,0.000620731697368232,0.00201338516830207,0.00199518654511786,0.00302554614904692
25,0,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","medBMI",0.0137057100065964,0.012492892211547,0.012186387206192,0.00254918332945512,0.0261536610640813,0.00437514848869121,0.000931455317315994,0.00420733089898984,0.00357242607249626,0.00532051585613234,0.420733089898984,0.357242607249626,0.532051585613234,4.01297848200339e-05,3.65787015767862e-05,3.56812668648856e-05,7.46390945296647e-06,7.65769004489775e-05
25,0,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","medBMI",5.30157787854817,2.39836776264281,5.08969635083983,3.11985639638007,7.66339865926835,0.0126269004934072,0.00620293607289557,0.0117354069688978,0.00715881921439034,0.0188527512682571,1.17354069688978,0.715881921439034,1.88527512682571,0.0155228134383695,0.0070223273502679,0.0149024325817643,0.00913481795513565,0.0224381326497179
25,0,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HSTK","direct",5.70738691163727,0.911521230356781,5.32094526285808,5.06615676481452,6.67709245992234,0.0364630364993476,0.00578887085128167,0.0361059136769615,0.0311232406716585,0.0421063867260649,3.61059136769615,3.11232406716585,4.21063867260649,0.016711006473831,0.0026688986426464,0.0155795203849276,0.0148335095911645,0.0195502665320654
25,0,"HSTK","medBMI",1.39557602010468,0.132200078452804,1.44932033808915,1.2551857757129,1.49028359420966,0.00894727159272818,0.00126949248437618,0.00911071270001481,0.00767931101193056,0.0100763072323322,0.911071270001481,0.767931101193056,1.00763072323322,0.00408619220455169,0.000387076678183714,0.00424355347332056,0.00367513503965014,0.00436349229099969
25,0,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"IHD","direct",8.87554198299143,0.638581552029124,8.6103699786094,8.42217299313101,9.55430717657658,0.011687511130355,0.000958319362882951,0.0116214168941094,0.0108068231837391,0.0126243791777795,1.16214168941094,1.08068231837391,1.26243791777795,0.025987241067205,0.00186974190032027,0.0252108277715037,0.0246597943316168,0.0279746391041393
25,0,"IHD","medBMI",6.76687938628974,2.42460711315212,5.57050626291312,5.1928568847547,9.3578190426949,0.00882379479785538,0.00273977388909459,0.00769556752704498,0.00687164610848801,0.0117349366674116,0.769556752704498,0.687164610848801,1.17349366674116,0.0198131591536838,0.0070991551460734,0.0163102252682836,0.0152044826051437,0.0273993295048142
25,0,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ISTK","direct",2.33398341148105,0.662992568663463,2.45140497898281,1.66168909784537,2.90646939274023,0.0336042207839658,0.0119561782776456,0.0341701387350248,0.0220148829625494,0.0447125283469821,3.41701387350248,2.20148829625494,4.47125283469821,0.00683381247897299,0.00194121640578572,0.00717761825297586,0.00486536092637574,0.0085100291236678
25,0,"ISTK","medBMI",0.914637861008847,0.0486246049556143,0.912514678540509,0.869379877992409,0.961700549123372,0.0129924775042292,0.00138358584045962,0.0134412301239036,0.0115402679570467,0.0140632473246884,1.34412301239036,1.15402679570467,1.40632473246884,0.00267802401574788,0.000142370948523559,0.00267180742021602,0.00254551040507289,0.00281582173262496
25,0,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","medBMI",2.135680751199,0.414977694255958,2.16966672631072,1.7280007366023,2.51447268695074,0.00354952084281343,0.000436407579299813,0.00377123879631571,0.00308298955829931,0.00382759186685062,0.377123879631571,0.308298955829931,0.382759186685062,0.00625319001705538,0.00121503851807682,0.00635269962782899,0.00505951882064744,0.00736227804430574
25,0,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","medBMI",0.513177748626761,0.0207720673430177,0.50800362679666,0.496107899463867,0.534645601345241,0.0041274610941031,0.000745912273417527,0.00380228723482029,0.00360948459959979,0.0049218353689968,0.380228723482029,0.360948459959979,0.49218353689968,0.0015025644506494,6.08198037417518e-05,0.00148741482355422,0.00145258459747231,0.00156542148685738
25,0,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","direct",5.7983789533589,1.95257683661943,6.92178335483065,3.71264402864879,6.92922013681803,0.0129818293277447,0.00345844106691533,0.0147996146542601,0.00928386329549092,0.0151346778324603,1.47996146542601,0.928386329549092,1.51346778324604,0.0169774276262461,0.00571706889029525,0.0202667119373283,0.0108704770428788,0.0202884865451935
25,0,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","medBMI",0.0769904593105294,0.0163370863023263,0.0863720641846941,0.0595384051835294,0.0864681492944894,0.00136581428426378,0.000305802945141215,0.00148394722735935,0.00104183483078659,0.00158938073610973,0.148394722735935,0.104183483078659,0.158938073610973,0.000225425064724129,4.78343520753866e-05,0.000252894038216609,0.000174326130305771,0.000253175371673879
25,0,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OSTK","direct",1.60403532991153,0.351442134963866,1.45193793176164,1.35914380551669,1.97820964273378,0.0384001227286238,0.00632666056286293,0.035669622758845,0.0339858648227151,0.0451353056088446,3.5669622758845,3.39858648227151,4.51353056088446,0.0046965529404972,0.00102900887630087,0.00425121768559216,0.00397952009991577,0.00579212074774791
25,0,"OSTK","medBMI",0.348101789013916,0.0635948781534158,0.37544286702792,0.280410438870138,0.392553222845792,0.00835595641554734,0.00127383170575294,0.00895089451801341,0.00699637455903972,0.00920984088495881,0.895089451801341,0.699637455903972,0.920984088495881,0.00101922847352484,0.000186203325090389,0.00109928208453234,0.000821030838076546,0.00114938053961675
25,0,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","medBMI",2.84355364754634,0.456218095843838,2.84782282835135,2.40834628706737,3.27513220434107,0.00965609450025317,0.00214959374795801,0.00904759626594437,0.00793490745661913,0.0118945050430497,0.904759626594437,0.793490745661913,1.18945050430497,0.00832581427341869,0.00133578880688468,0.00833831426845581,0.00705154408094338,0.00958945947011245
25,0,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","medBMI",0.131123246981185,0.0473208659235463,0.120491255908732,0.091546235176282,0.179737451197674,0.00144209377015635,0.00093980607619297,0.00106604867212315,0.000764414777604627,0.00243941109603628,0.106604867212315,0.0764414777604627,0.243941109603628,0.000383923757596405,0.000138553651441307,0.000352793702039945,0.000268043809254705,0.000526264253161097
25,0,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","medBMI",0.103844478429451,0.0496096833305049,0.0827517224126553,0.068990903689182,0.156626895783996,0.00994995156057036,0.00361039129879665,0.00922777761846711,0.00687885743236917,0.0136348935395593,0.922777761846711,0.687885743236917,1.36348935395593,0.000304052586266372,0.000145255219619052,0.000242293818584282,0.000202002677588689,0.000458597447473833
25,0,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","medBMI",0.28269899478511,0.107179500534052,0.270904167297552,0.186354734806628,0.389068858128018,0.00677177825843979,0.00152660288766804,0.0066556195996578,0.00537402507565559,0.00826826630118867,0.66556195996578,0.537402507565559,0.826826630118867,0.000827731640615945,0.000313817401030676,0.000793196845349056,0.000545639401708138,0.00113917845550061
25,0,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","medBMI",0.237524683885156,0.0859234802965441,0.229070821027017,0.159787123950049,0.322448027249681,0.00317256202256556,0.00107227389909159,0.00347103532822417,0.0020570914704331,0.00403433026488821,0.347103532822417,0.20570914704331,0.403433026488821,0.000695463018637514,0.000251580602072364,0.000670710437616034,0.000467850472397376,0.00094411525874591
25,0,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","medBMI",1.0922153145845,0.305299190994038,0.962089264376776,0.877966527569274,1.4170712442763,0.000782298265748869,0.000180146864718845,0.000695658620760117,0.000663531483201506,0.00097470874653667,0.0695658620760117,0.0663531483201506,0.097470874653667,0.00319796388004174,0.000893904134439199,0.00281695987573961,0.00257065178043242,0.00414912938330787
25,0,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"UC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"AA","medBMI",0.434271955117332,0.0111629958155788,0.436739288217398,0.422814586214003,0.443632090885604,0.00973671713950545,0.0016002518898337,0.00934563188253086,0.00841712857044706,0.0113887281769922,0.934563188253086,0.841712857044706,1.13887281769922,0.00130735736336084,3.3605727021263e-05,0.00131478516535962,0.00127286543860263,0.00133553565642008
25,1,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"AFF","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"AFF","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"AFF","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"APCA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"APCA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"APCA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"CC","direct",103.517645722739,4.81829323463242,103.509512250485,98.9437287667286,108.098476130165,0.0746969814700571,0.00769232452499931,0.07134464532137,0.0693544669406492,0.082888981725849,7.134464532137,6.93544669406492,8.2888981725849,0.311635496556154,0.0145052681042377,0.311611011081751,0.297865912908447,0.325425892857103
25,1,"CC","medBMI",1.27027871795202,0.385808011520532,1.30549905165211,0.889939695951871,1.62068045630709,0.000902878232039677,0.000227328628854787,0.000859704322863802,0.000708206053183442,0.00113424823369541,0.0859704322863802,0.0708206053183442,0.113424823369541,0.00382412038324337,0.0011614587098278,0.00393014970901551,0.00267912583518187,0.00487899000439855
25,1,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"CM","medBMI",1.82369046233174,0.228854108152536,1.76070197379518,1.63931563668322,2.06160550323634,0.00915444584829642,0.000509940046648428,0.00932831855693192,0.00861770875566015,0.00954339113859251,0.932831855693192,0.861770875566015,0.954339113859251,0.00549014304590809,0.0006889556184851,0.00530051886381466,0.00493509042717557,0.00620637621942003
25,1,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"DIAB","medBMI",6.88707563159779,1.92523270806575,7.1308272186835,4.96553765257798,8.60142476159476,0.0199681771798352,0.00616584665735074,0.0211418338819434,0.0136919543134082,0.0252467918494703,2.11418338819434,1.36919543134082,2.52467918494703,0.0207332500588478,0.00579583168430218,0.0214670539079158,0.014948541200155,0.0258942256458328
25,1,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ECA","medBMI",0.0458288893348235,0.0425145916827364,0.0485822101198772,0.00433343886014441,0.0849840171422069,0.00554820381247741,0.00288844616457194,0.00473514789956852,0.00323251000994798,0.00855499514097941,0.473514789956852,0.323251000994798,0.855499514097941,0.00013796593406623,0.000127988381086427,0.000146254689901411,1.30456345055787e-05,0.000255840791166977
25,1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ENDO","medBMI",0.903636406191249,0.271325717097413,1.00008712357216,0.61740388478551,1.10788581782321,0.00972785780656241,0.00249384462308888,0.00989417740054024,0.00729197448216418,0.0120223694760795,0.989417740054024,0.729197448216418,1.20223694760795,0.00272035920237094,0.000816814601856167,0.00301072000988683,0.00185866829628416,0.00333524342206922
25,1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"GC","medBMI",0.0447967873432204,0.0255467620482165,0.0379233901632721,0.0241165630835571,0.0713193992058397,0.00360584978458254,0.000746894707919324,0.00368663115654149,0.00286508714747218,0.00427794825552779,0.368663115654149,0.286508714747218,0.427794825552779,0.000134858834649466,7.6907447234854e-05,0.000114166762991095,7.26018937090377e-05,0.000214704036499511
25,1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"HHD","medBMI",2.19149561633112,0.309341941381468,2.17234033967334,1.90618463325729,2.49308858456406,0.0143423356678736,0.00342281961758728,0.0125370610752027,0.0122169198958827,0.0180022348436347,1.25370610752027,1.22169198958827,1.80022348436347,0.00659740491418425,0.0009312608380436,0.0065397387635368,0.00573848826029046,0.00750533779612837
25,1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"HSTK","direct",4.03960098851379,0.638556460175884,3.98694505117182,3.45689995930105,4.6670595644672,0.0356008572864727,0.00677472253047094,0.0350236991854379,0.0294277037046856,0.0422645952541394,3.50236991854378,2.94277037046856,4.22645952541393,0.0121610480141329,0.00192234723033639,0.0120025295406337,0.0104068511975933,0.0140499855331466
25,1,"HSTK","medBMI",1.05821079153627,0.366305119274889,0.896507811828041,0.805378782765365,1.44849033305916,0.00923857396061045,0.00292259605184954,0.00812957197721334,0.00708763243471203,0.0123321671723964,0.812957197721334,0.708763243471203,1.23321671723964,0.00318569885529231,0.00110274607714746,0.00269889887038005,0.0024245587805881,0.00436061891717195
25,1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"IHD","direct",2.86035318613643,0.127369735864632,2.82046262505108,2.76084114198304,2.99377220721238,0.0116856712859635,0.0011961416019271,0.0116875057241398,0.0105485581301638,0.0128212251693134,1.16875057241398,1.05485581301638,1.28212251693134,0.00861097235417323,0.000383441205654097,0.00849088350627735,0.00831139555181701,0.00901262467724094
25,1,"IHD","medBMI",2.53340770605374,0.372971254977175,2.65149278425043,2.14247799729474,2.82396509834556,0.0102998396498789,0.00134517368180667,0.0100846542788431,0.00912570099506973,0.0116568858700686,1.00846542788431,0.912570099506973,1.16568858700686,0.00762671680700541,0.00112281419688868,0.0079822069432307,0.00644983944414529,0.00850142755407402
25,1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ISTK","direct",2.9795105919857,0.695329694408156,3.34605049844442,2.23601982473556,3.41144243874592,0.0447607343040713,0.0119499026521399,0.047737783996797,0.0324104472779426,0.0545805290913833,4.7737783996797,3.24104472779426,5.45805290913833,0.00896969068746722,0.00209326065207766,0.0100731435815067,0.00673144316146097,0.0102700032535399
25,1,"ISTK","medBMI",0.754890678774683,0.0430486115980113,0.776841696185558,0.708868890555843,0.78225410219428,0.0112657952580257,0.000368993867847821,0.0113570878371077,0.0108845927646689,0.0115693990591628,1.13570878371077,1.08845927646689,1.15693990591628,0.00227256647775447,0.000129596025467302,0.00233864908775773,0.00213401982975212,0.00235494290725406
25,1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"KC","medBMI",2.01932424939933,0.411757441939247,2.22090290287866,1.57938008662569,2.28792655671555,0.00440999552755967,0.000877312050496795,0.00473129687659543,0.00348302731586453,0.00506385759257441,0.473129687659543,0.348302731586453,0.506385759257441,0.00607909029205453,0.00123957837317046,0.00668593430723245,0.00475465698731962,0.00688770618388823
25,1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LVC","medBMI",0.441419180238716,0.0698105494652964,0.450622241646307,0.371621488418437,0.503394269862541,0.00425672094601704,0.000486640904919939,0.00451533064244954,0.00373637209076069,0.00455725155930577,0.451533064244954,0.373637209076069,0.455725155930577,0.00132887378246166,0.000210161708137618,0.00135657920979792,0.00111875078172085,0.00151544716996665
25,1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MLPC","direct",5.07852505963015,0.348601292166397,4.95017814686542,4.81918674213197,5.44695825297834,0.0128609176379403,0.000768029367682968,0.012926570621084,0.0121053893045136,0.013560640935695,1.2926570621084,1.21053893045136,1.3560640935695,0.0152886850128882,0.00104944945401254,0.0149023020574836,0.0145079579707948,0.0163978375670755
25,1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MMC","medBMI",0.0876480732244171,0.0271554581152109,0.0952547152946669,0.0593881471289595,0.109442353560162,0.00133908910674292,8.70931209226855e-05,0.00138198381340249,0.00124602414890472,0.00139569356392048,0.138198381340249,0.124602414890472,0.139569356392048,0.00026386081938764,8.175035874183e-05,0.000286760293792577,0.000178785506479286,0.000329471579051797
25,1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"OC","medBMI",0.81785233100461,0.136687367710943,0.742751499149196,0.735559260842096,0.963981108244226,0.000956759932769863,0.000179449581574141,0.000856475337964721,0.00085019941677138,0.00114856235435272,0.0856475337964721,0.085019941677138,0.114856235435272,0.00246210987028121,0.000411491542453003,0.00223602199063867,0.00221437006124504,0.00290202437701355
25,1,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"OSTK","direct",1.75569504575615,0.336108437395801,1.59500864726554,1.53333676441606,2.11463676581326,0.0349950398350831,0.00950136186956827,0.0300724972877221,0.0290203779867784,0.0451538628486448,3.00724972877221,2.90203779867784,4.51538628486448,0.00528544571860574,0.00101184024282292,0.00480170610847623,0.00461604551214829,0.00636602459367327
25,1,"OSTK","medBMI",0.405727133603717,0.00964054117189304,0.404587743151031,0.397100959930894,0.415321789161324,0.00801027511848095,0.00059827343278473,0.008173862759757,0.00738855563824388,0.00849294510363338,0.8173862759757,0.738855563824388,0.849294510363338,0.00122142438483921,2.90224416735648e-05,0.00121799429804564,0.0011954556536423,0.00125030868981064
25,1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
