"age","race","outcome","pathway","V1","V2","V3"
25,3,"APCA","medBMI",0.00310568821012958,0.00163077594243255,0.0032799589481734
25,3,"APCA","direct",0,0,0
25,3,"APCA","medSBP",0,0,0
25,3,"BC","medBMI",0,0,0
25,3,"BC","direct",0,0,0
25,3,"BC","medSBP",0,0,0
25,3,"CC","direct",43.3263385250251,39.9660316974364,38.4282481197123
25,3,"CC","medBMI",0.32341072391378,0.430505223388888,0.210905763553365
25,3,"CC","medSBP",0,0,0
25,3,"CM","medSBP",0,0,0
25,3,"CM","direct",0,0,0
25,3,"CM","medBMI",0.458123621537083,0.738489031994032,0.300294190222757
25,3,"DIAB","medSBP",0,0,0
25,3,"DIAB","direct",0,0,0
25,3,"DIAB","medBMI",0.900319237974376,1.10342006647593,1.19261783132358
25,3,"ECA","medSBP",0,0,0
25,3,"ECA","medBMI",0.0356109376089281,0.0446076092853278,0.0633051719474078
25,3,"ECA","direct",0,0,0
25,3,"ENDO","medSBP",0,0,0
25,3,"ENDO","direct",0,0,0
25,3,"ENDO","medBMI",0.0635142925896348,0.129744034891137,0.121026034613419
25,3,"GC","direct",0,0,0
25,3,"GC","medSBP",0,0,0
25,3,"GC","medBMI",0.0118714012568255,0.0161754290944643,0.002541442129773
25,3,"HHD","direct",0,0,0
25,3,"HHD","medSBP",0,0,0
25,3,"HHD","medBMI",0.162936334987661,0.796603281001752,0.163871510997582
25,3,"HSTK","direct",1.14815174026285,1.35726402867823,1.85059349374492
25,3,"HSTK","medBMI",0.355674401246859,0.345260609932675,0.397213981104967
25,3,"HSTK","medSBP",0,0,0
25,3,"IHD","direct",0.543947563687145,0.865066507072617,0.452579343389463
25,3,"IHD","medSBP",0,0,0
25,3,"IHD","medBMI",0.463750166413742,0.514553109621622,0.827165420257482
25,3,"ISTK","direct",0.238978724465563,0.492588022958123,0.709636979441338
25,3,"ISTK","medBMI",0.131913041504087,0.119598821260179,0.166378847762396
25,3,"ISTK","medSBP",0,0,0
25,3,"KC","direct",0,0,0
25,3,"KC","medSBP",0,0,0
25,3,"KC","medBMI",0.404866980813605,0.612563960873727,0.42740759587645
25,3,"LC","medBMI",0,0,0
25,3,"LC","medSBP",0,0,0
25,3,"LC","direct",0,0,0
25,3,"LVC","medBMI",0.0685358102408768,0.25219862322186,0.190195647072414
25,3,"LVC","medSBP",0,0,0
25,3,"LVC","direct",0,0,0
25,3,"MLPC","direct",0.782338855817981,0.845284131139338,1.11389944500025
25,3,"MLPC","medBMI",0,0,0
25,3,"MLPC","medSBP",0,0,0
25,3,"MMC","medBMI",0.00890331219055187,0.0223042281760426,0.00992998876500043
25,3,"MMC","medSBP",0,0,0
25,3,"MMC","direct",0,0,0
25,3,"OC","medSBP",0,0,0
25,3,"OC","medBMI",0.0806259073471188,0.0871633606422027,0.143596071042368
25,3,"OC","direct",0,0,0
25,3,"OSTK","medBMI",0.052455992704589,0.0892375630075963,0.059169851839568
25,3,"OSTK","direct",0.410839946134048,0.317809440213415,0.265823110937978
25,3,"OSTK","medSBP",0,0,0
25,3,"OTH","medSBP",0,0,0
25,3,"OTH","medBMI",0.28381800077779,0.437533821853632,0.562753928026812
25,3,"OTH","direct",0,0,0
25,3,"PC","medSBP",0,0,0
25,3,"PC","medBMI",0.147614544472019,0.135859015783831,0.0491511964873088
25,3,"PC","direct",0,0,0
25,3,"PVD","medSBP",0,0,0
25,3,"PVD","direct",0,0,0
25,3,"PVD","medBMI",0.00348219891919957,0.0136102003737762,0.0137718229749194
25,3,"RHD","direct",0,0,0
25,3,"RHD","medBMI",0.0719523010265116,0.174265904735089,0.111011767313283
25,3,"RHD","medSBP",0,0,0
25,3,"SCC","direct",0,0,0
25,3,"SCC","medBMI",0.00348504838202715,0.0811891811058933,0.08928644605381
25,3,"SCC","medSBP",0,0,0
25,3,"SCNC","medSBP",0,0,0
25,3,"SCNC","direct",0,0,0
25,3,"SCNC","medBMI",0,0,0
25,3,"TC","direct",0,0,0
25,3,"TC","medSBP",0,0,0
25,3,"TC","medBMI",0.869453509288856,0.899088633392638,0.731117061560759
25,3,"UC","medBMI",1.26247340919441,0.847699958164252,1.22935510706377
25,3,"UC","medSBP",0,0,0
25,3,"UC","direct",0,0,0
25,4,"AA","medSBP",0,0,0
25,4,"AA","direct",0,0,0
25,4,"AA","medBMI",0.0780433168445314,0.132230023107481,0.171926538481836
25,4,"AFF","medBMI",0.00643594169085582,0.0118388203851893,0.016056081189109
25,4,"AFF","direct",0,0,0
25,4,"AFF","medSBP",0,0,0
25,4,"APCA","medBMI",0,0,0
25,4,"APCA","direct",0,0,0
25,4,"APCA","medSBP",0,0,0
25,4,"BC","direct",0,0,0
25,4,"BC","medSBP",0,0,0
25,4,"BC","medBMI",0,0,0
25,4,"CC","direct",19.7234146310158,20.3762358186722,19.2920289936366
25,4,"CC","medSBP",0,0,0
25,4,"CC","medBMI",0.146980949752968,0.200277353412987,0.188453228328081
25,4,"CM","medBMI",0.275389182744242,0.232635146329796,0.278834556390292
25,4,"CM","medSBP",0,0,0
25,4,"CM","direct",0,0,0
25,4,"DIAB","direct",0,0,0
25,4,"DIAB","medSBP",0,0,0
25,4,"DIAB","medBMI",0.441092550217335,0.320210317196467,0.424975343036789
25,4,"ECA","medSBP",0,0,0
25,4,"ECA","direct",0,0,0
25,4,"ECA","medBMI",0,0,0
25,4,"ENDO","direct",0,0,0
25,4,"ENDO","medSBP",0,0,0
25,4,"ENDO","medBMI",0.0767966808195969,0.159698835773393,0.170303033144207
25,4,"GC","medSBP",0,0,0
25,4,"GC","medBMI",0,0.0265076953610905,0.00562754818543357
25,4,"GC","direct",0,0,0
25,4,"HHD","direct",0,0,0
25,4,"HHD","medBMI",0.315817058701243,0.404141497345709,0.08128256760528
25,4,"HHD","medSBP",0,0,0
25,4,"HSTK","direct",0.305943411358054,0.706497847399692,1.28848900684452
25,4,"HSTK","medSBP",0,0,0
25,4,"HSTK","medBMI",0.0817685435907591,0.150520027873471,0.248275914127757
25,4,"IHD","medSBP",0,0,0
25,4,"IHD","direct",0.335479741994336,0.765951008922444,0.719798300272839
25,4,"IHD","medBMI",0.309151673877745,0.351310741446574,0.572570190063451
25,4,"ISTK","medSBP",0,0,0
25,4,"ISTK","direct",0.253649649106379,0.234201079086757,0.587232952672825
25,4,"ISTK","medBMI",0.071441432155895,0.127413133128423,0.147173408707346
25,4,"KC","medSBP",0,0,0
25,4,"KC","medBMI",0.125343620943701,0.331811041276538,0.235643176140802
25,4,"KC","direct",0,0,0
25,4,"LC","direct",0,0,0
25,4,"LC","medSBP",0,0,0
25,4,"LC","medBMI",0,0,0
25,4,"LVC","medSBP",0,0,0
25,4,"LVC","medBMI",0.0616669799720434,0.118337341315698,0.292923428648995
25,4,"LVC","direct",0,0,0
25,4,"MLPC","medBMI",0,0,0
25,4,"MLPC","direct",1.78037314384628,1.89697818397888,3.44823574117648
25,4,"MLPC","medSBP",0,0,0
25,4,"MMC","medBMI",0.00460880368477498,0.00481364083505052,0.0220624430272033
25,4,"MMC","direct",0,0,0
25,4,"MMC","medSBP",0,0,0
25,4,"OC","medBMI",0.0747897082364264,0.186453846717988,0.0557341169242273
25,4,"OC","direct",0,0,0
25,4,"OC","medSBP",0,0,0
25,4,"OSTK","medBMI",0.0285284178807228,0.0758299302005059,0.0777751991409348
25,4,"OSTK","medSBP",0,0,0
25,4,"OSTK","direct",0.135313143457666,0.272430596327035,0.336492803456979
25,4,"OTH","medSBP",0,0,0
25,4,"OTH","medBMI",0.108759295639538,0.195138252974231,0.405817879481613
25,4,"OTH","direct",0,0,0
25,4,"PC","medSBP",0,0,0
25,4,"PC","medBMI",0.0238009887891968,0.0190811233290063,0.0293730607940016
25,4,"PC","direct",0,0,0
25,4,"PVD","medBMI",0.00700301851771529,0.00872610506827388,0.0207612501435806
25,4,"PVD","medSBP",0,0,0
25,4,"PVD","direct",0,0,0
25,4,"RHD","direct",0,0,0
25,4,"RHD","medBMI",0.0678088880034496,0.0769395401050883,0.131628852899801
25,4,"RHD","medSBP",0,0,0
25,4,"SCC","medSBP",0,0,0
25,4,"SCC","direct",0,0,0
25,4,"SCC","medBMI",0.0266966165465614,0.0747677583109408,0.0415175581014759
25,4,"SCNC","medBMI",0,0,0
25,4,"SCNC","direct",0,0,0
25,4,"SCNC","medSBP",0,0,0
25,4,"TC","medBMI",0.474454262985863,0.83481573095055,0.891234576687491
25,4,"TC","medSBP",0,0,0
25,4,"TC","direct",0,0,0
25,4,"UC","direct",0,0,0
25,4,"UC","medSBP",0,0,0
25,4,"UC","medBMI",0.6384530489615,0.958701830489134,1.56053558072124
35,1,"AA","direct",0,0,0
35,1,"AA","medBMI",1.49093267342704,1.41469571252105,1.6851034851224
35,1,"AA","medSBP",0,0,0
35,1,"AFF","medSBP",0,0,0
35,1,"AFF","direct",0,0,0
35,1,"AFF","medBMI",0.212764182151519,0.373580022406572,0.261349656314645
35,1,"APCA","direct",0,0,0
35,1,"APCA","medSBP",0,0,0
35,1,"APCA","medBMI",0.0384793052848137,0.0274830469643974,0.0623331026003747
35,1,"BC","medBMI",0,0,0
35,1,"BC","direct",0,0,0
35,1,"BC","medSBP",0,0,0
35,1,"CC","direct",305.639138622548,250.181295356466,301.869850425366
35,1,"CC","medBMI",2.79605294223341,3.63283764517423,1.11664808543568
35,1,"CC","medSBP",0,0,0
35,1,"CM","medBMI",3.54491284241786,4.6618858082326,5.11124843525699
35,1,"CM","medSBP",0,0,0
35,1,"CM","direct",0,0,0
35,1,"DIAB","medBMI",23.1084289345579,29.9866306517048,17.6993133890731
35,1,"DIAB","medSBP",0,0,0
35,1,"DIAB","direct",0,0,0
35,1,"ECA","direct",0,0,0
35,1,"ECA","medSBP",0,0,0
35,1,"ECA","medBMI",1.13729240788298,0.671382284555494,0.633871343352039
35,1,"ENDO","direct",0,0,0
35,1,"ENDO","medSBP",0,0,0
35,1,"ENDO","medBMI",1.57851727487625,1.72235341835902,0.998178506223241
35,1,"GC","medSBP",0,0,0
35,1,"GC","direct",0,0,0
35,1,"GC","medBMI",0.235671717399328,0.0513172422035571,0.242480814834201
35,1,"HHD","medSBP",0,0,0
35,1,"HHD","direct",0,0,0
35,1,"HHD","medBMI",11.5660403335161,8.78372211525941,6.7309056849968
35,1,"HSTK","medSBP",0,0,0
35,1,"HSTK","direct",10.547355574549,24.546030333381,19.7645968136769
35,1,"HSTK","medBMI",4.41591593711483,5.22921487787007,3.93081891554883
35,1,"IHD","direct",25.2105580205925,45.2870921028904,30.8783682705613
35,1,"IHD","medSBP",0,0,0
35,1,"IHD","medBMI",24.1262128842403,25.2918359601375,21.4281850596636
35,1,"ISTK","direct",7.06027075419176,5.74670463328333,6.1940976389061
35,1,"ISTK","medSBP",0,0,0
35,1,"ISTK","medBMI",1.82138841772064,1.74003287566972,1.98644022629887
35,1,"KC","direct",0,0,0
35,1,"KC","medBMI",5.71097080011326,10.4957605708011,8.97425153243345
35,1,"KC","medSBP",0,0,0
35,1,"LC","medSBP",0,0,0
35,1,"LC","direct",0,0,0
35,1,"LC","medBMI",0,0,0
35,1,"LVC","medSBP",0,0,0
35,1,"LVC","direct",0,0,0
35,1,"LVC","medBMI",0.745487517989355,1.20689165194098,0.714498186229241
35,1,"MLPC","medSBP",0,0,0
35,1,"MLPC","medBMI",0,0,0
35,1,"MLPC","direct",12.1247788781819,21.0497601578669,14.163954952795
35,1,"MMC","medBMI",0.397953538358794,0.672229732418627,0.341227005613536
35,1,"MMC","direct",0,0,0
35,1,"MMC","medSBP",0,0,0
35,1,"OC","medSBP",0,0,0
35,1,"OC","direct",0,0,0
35,1,"OC","medBMI",0.560062310218952,0.350167080402042,0.213275326477124
35,1,"OSTK","direct",5.05005002742578,8.69091418174802,6.75476057208461
35,1,"OSTK","medBMI",1.81564103999996,1.97634408713068,1.28747816811422
35,1,"OSTK","medSBP",0,0,0
35,1,"OTH","medBMI",4.03435599039304,5.49139738158284,3.27878910770748
35,1,"OTH","medSBP",0,0,0
35,1,"OTH","direct",0,0,0
35,1,"PC","medSBP",0,0,0
35,1,"PC","direct",0,0,0
35,1,"PC","medBMI",0.910705578114015,0.876255583461971,0.728467490988619
35,1,"PVD","medSBP",0,0,0
35,1,"PVD","medBMI",0.182318317953672,0.282258475823611,0.149348886455791
35,1,"PVD","direct",0,0,0
35,1,"RHD","medSBP",0,0,0
35,1,"RHD","medBMI",0.444866728409036,0.424115515441177,0.479762172776593
35,1,"RHD","direct",0,0,0
35,1,"SCC","direct",0,0,0
35,1,"SCC","medBMI",0.762049788361894,0.410291715638176,0.201875951292497
35,1,"SCC","medSBP",0,0,0
35,1,"SCNC","medSBP",0,0,0
35,1,"SCNC","medBMI",0,0,0
35,1,"SCNC","direct",0,0,0
35,1,"TC","direct",0,0,0
35,1,"TC","medBMI",3.8982795999105,3.71432017894664,13.8247120529975
35,1,"TC","medSBP",0,0,0
35,1,"UC","direct",0,0,0
35,1,"UC","medBMI",8.27786457753245,13.5960158958394,13.7039652424214
35,1,"UC","medSBP",0,0,0
35,2,"AA","direct",0,0,0
35,2,"AA","medSBP",0,0,0
35,2,"AA","medBMI",1.14540137712893,1.83709942870328,0.92494585282349
35,2,"AFF","direct",0,0,0
35,2,"AFF","medSBP",0,0,0
35,2,"AFF","medBMI",0.126740428000048,0.201438940440558,0.0545890239961537
35,2,"APCA","direct",0,0,0
35,2,"APCA","medBMI",0.103146398975196,0.0199306799122282,0.0629629972181126
35,2,"APCA","medSBP",0,0,0
35,2,"BC","direct",0,0,0
35,2,"BC","medSBP",0,0,0
35,2,"BC","medBMI",0,0,0
35,2,"CC","medBMI",5.3009604268804,2.1708438860148,1.89057774241649
35,2,"CC","direct",87.631846497162,118.820180677202,106.256558695283
35,2,"CC","medSBP",0,0,0
35,2,"CM","medBMI",4.0260897717116,3.32122273390144,2.58607093614768
35,2,"CM","direct",0,0,0
35,2,"CM","medSBP",0,0,0
35,2,"DIAB","direct",0,0,0
35,2,"DIAB","medBMI",24.3974220852771,18.8978925343254,18.4096584488111
35,2,"DIAB","medSBP",0,0,0
35,2,"ECA","medSBP",0,0,0
35,2,"ECA","medBMI",0.109559602585866,0.152923911336466,0.144240492445337
35,2,"ECA","direct",0,0,0
35,2,"ENDO","medSBP",0,0,0
35,2,"ENDO","medBMI",0.422766953495055,0.154772308965333,0.199590305887128
35,2,"ENDO","direct",0,0,0
35,2,"GC","direct",0,0,0
35,2,"GC","medBMI",0.127420208385628,0.0810233273868765,0.0691818012081258
35,2,"GC","medSBP",0,0,0
35,2,"HHD","medSBP",0,0,0
35,2,"HHD","medBMI",18.0968064344549,14.8936968941139,0.000140356513130724
35,2,"HHD","direct",0,0,0
35,2,"HSTK","direct",15.9968255720577,8.40938180233999,4.9340946710245
35,2,"HSTK","medSBP",0,0,0
35,2,"HSTK","medBMI",3.2175072209495,3.84595431538204,3.59077135940376
35,2,"IHD","medSBP",0,0,0
35,2,"IHD","medBMI",4.72375373658064,11.3066298555919,9.73172274807423
35,2,"IHD","direct",18.9074324339342,14.3773935121017,13.0954035119731
35,2,"ISTK","medSBP",0,0,0
35,2,"ISTK","medBMI",1.18127209514627,0.954710987018383,1.21019736535285
35,2,"ISTK","direct",6.33999798668062,3.96029546870148,3.33488672044006
35,2,"KC","medSBP",0,0,0
35,2,"KC","medBMI",2.01026136360431,3.76397949542391,2.94626602792716
35,2,"KC","direct",0,0,0
35,2,"LC","medSBP",0,0,0
35,2,"LC","direct",0,0,0
35,2,"LC","medBMI",0,0,0
35,2,"LVC","medSBP",0,0,0
35,2,"LVC","direct",0,0,0
35,2,"LVC","medBMI",0.452468203229971,0.450792812435405,0.484075257014272
35,2,"MLPC","medSBP",0,0,0
35,2,"MLPC","medBMI",0,0,0
35,2,"MLPC","direct",4.32202587195965,5.7091944551543,3.84325781909275
35,2,"MMC","direct",0,0,0
35,2,"MMC","medBMI",0.493360851621795,0.442600227602706,0.42252973117491
35,2,"MMC","medSBP",0,0,0
35,2,"OC","medSBP",0,0,0
35,2,"OC","medBMI",0.070362165405191,0.0798746409127394,0.128406353538112
35,2,"OC","direct",0,0,0
35,2,"OSTK","medBMI",1.26258453872344,1.37748465961505,1.32280987790348
35,2,"OSTK","direct",5.14288088959614,3.85887590095842,6.97544235098362
35,2,"OSTK","medSBP",0,0,0
35,2,"OTH","medBMI",3.31161254346088,2.46359553405878,2.28693423122339
35,2,"OTH","direct",0,0,0
35,2,"OTH","medSBP",0,0,0
35,2,"PC","direct",0,0,0
35,2,"PC","medBMI",0.364700225391107,0.233562125085114,0.143683269295224
35,2,"PC","medSBP",0,0,0
35,2,"PVD","medBMI",0.0706255357523309,0.056600662317735,0.0315466121646052
35,2,"PVD","direct",0,0,0
35,2,"PVD","medSBP",0,0,0
35,2,"RHD","direct",0,0,0
35,2,"RHD","medBMI",0.316312294637628,0.202542174920921,0.159698547719004
35,2,"RHD","medSBP",0,0,0
35,2,"SCC","medBMI",0.0420478319051941,0.171060243017205,0.101584681433603
35,2,"SCC","direct",0,0,0
35,2,"SCC","medSBP",0,0,0
35,2,"SCNC","medBMI",0,0,0
35,2,"SCNC","direct",0,0,0
35,2,"SCNC","medSBP",0,0,0
35,2,"TC","direct",0,0,0
35,2,"TC","medBMI",0.45427476055997,0.374134500100429,1.00340219569801
35,2,"TC","medSBP",0,0,0
35,2,"UC","medSBP",0,0,0
35,2,"UC","direct",0,0,0
35,2,"UC","medBMI",2.16189757730615,2.20652431997619,4.44111425295401
35,3,"AA","direct",0,0,0
35,3,"AA","medSBP",0,0,0
35,3,"AA","medBMI",0.177973376417606,0.0297014523561091,0.0410051960589616
35,3,"AFF","medSBP",0,0,0
35,3,"AFF","medBMI",0.054098902978577,0.00521643659935483,0.0203961456222504
35,3,"AFF","direct",0,0,0
35,3,"APCA","medBMI",0.0192759527232552,0.000304678937625619,0.00242772355375735
35,3,"APCA","direct",0,0,0
35,3,"APCA","medSBP",0,0,0
35,3,"BC","medSBP",0,0,0
35,3,"BC","medBMI",0,0,0
35,3,"BC","direct",0,0,0
35,3,"CC","direct",84.9961470638435,86.0080466094202,101.365287468512
35,3,"CC","medBMI",0.127539744498003,0.132926562103101,0.167905040108814
35,3,"CC","medSBP",0,0,0
35,3,"CM","medSBP",0,0,0
35,3,"CM","direct",0,0,0
35,3,"CM","medBMI",0.410574925185964,0.0731159144076867,0.10854617200221
35,3,"DIAB","direct",0,0,0
35,3,"DIAB","medSBP",0,0,0
35,3,"DIAB","medBMI",3.45425653161564,0.446440764388836,0.97608247220523
35,3,"ECA","medSBP",0,0,0
