"age","female","race","outcome","pathway","V1","V2","V3"
25,0,1,"IHD","medBMI",3.49071895083281,2.36854790234012,2.37856906180108
25,0,1,"IHD","direct",3.84782412746806,6.2211511969262,4.74141713412807
25,0,1,"ISTK","direct",0.854989868535664,1.02582093585044,1.44779063899861
25,0,1,"ISTK","medSBP",0,0,0
25,0,1,"ISTK","medBMI",0.339547597201092,0.44718503802966,0.541557836193545
25,0,1,"KC","medSBP",0,0,0
25,0,1,"KC","medBMI",1.2666788944414,1.70773479497902,1.63888023375461
25,0,1,"KC","direct",0,0,0
25,0,1,"LC","medSBP",0,0,0
25,0,1,"LC","direct",0,0,0
25,0,1,"LC","medBMI",0,0,0
25,0,1,"LVC","direct",0,0,0
25,0,1,"LVC","medSBP",0,0,0
25,0,1,"LVC","medBMI",0.0955787092552702,0.303073831607063,0.144667076471816
25,0,1,"MLPC","medBMI",0,0,0
25,0,1,"MLPC","direct",4.89009169128046,1.62677849568935,4.02774181879345
25,0,1,"MLPC","medSBP",0,0,0
25,0,1,"MMC","direct",0,0,0
25,0,1,"MMC","medBMI",0.0309390056151068,0.0347540611102305,0.0555464274474068
25,0,1,"MMC","medSBP",0,0,0
25,0,1,"OC","direct",0,0,0
25,0,1,"OC","medSBP",0,0,0
25,0,1,"OC","medBMI",0,0,0
25,0,1,"OSTK","direct",1.38446184102734,0.744011774412155,0.808374466702059
25,0,1,"OSTK","medBMI",0.239185511848586,0.218759779913302,0.189146805948984
25,0,1,"OSTK","medSBP",0,0,0
25,0,1,"OTH","medBMI",1.19011679047642,1.29877705725102,1.83333034286294
25,0,1,"OTH","medSBP",0,0,0
25,0,1,"OTH","direct",0,0,0
25,0,1,"PC","medSBP",0,0,0
25,0,1,"PC","medBMI",0.084674485333647,0.0503052908815471,0.171970052992638
25,0,1,"PC","direct",0,0,0
25,0,1,"PVD","medBMI",0.123646994017859,0.0304178114575924,0.0215427443256155
25,0,1,"PVD","direct",0,0,0
25,0,1,"PVD","medSBP",0,0,0
25,0,1,"RHD","medSBP",0,0,0
25,0,1,"RHD","direct",0,0,0
25,0,1,"RHD","medBMI",0.0316478782914766,0.0739137685355144,0.225836966706035
25,0,1,"SCC","direct",0,0,0
25,0,1,"SCC","medSBP",0,0,0
25,0,1,"SCC","medBMI",0.163898760808235,0.223055320585906,0.0463242120373628
25,0,1,"SCNC","medBMI",0,0,0
25,0,1,"SCNC","medSBP",0,0,0
25,0,1,"SCNC","direct",0,0,0
25,0,1,"TC","direct",0,0,0
25,0,1,"TC","medBMI",1.27784303647328,0.727192103352154,0.593085636947258
25,0,1,"TC","medSBP",0,0,0
25,0,1,"UC","medSBP",0,0,0
25,0,1,"UC","direct",0,0,0
25,0,1,"UC","medBMI",0,0,0
25,0,2,"AA","medSBP",0,0,0
25,0,2,"AA","medBMI",0.478641642838547,0.341656944720036,0.298890891983683
25,0,2,"AA","direct",0,0,0
25,0,2,"AFF","medSBP",0,0,0
25,0,2,"AFF","medBMI",0.0239472591022668,0.0220427094694084,0.0180592286911945
25,0,2,"AFF","direct",0,0,0
25,0,2,"APCA","direct",0,0,0
25,0,2,"APCA","medBMI",0,0,0
25,0,2,"APCA","medSBP",0,0,0
25,0,2,"BC","medSBP",0,0,0
25,0,2,"BC","medBMI",0,0,0
25,0,2,"BC","direct",0,0,0
25,0,2,"CC","direct",8.22430948173815,8.16886611280366,7.09099289154747
25,0,2,"CC","medBMI",0.317448850508258,3.27875396453844e-06,0.12486866648573
25,0,2,"CC","medSBP",0,0,0
25,0,2,"CM","direct",0,0,0
25,0,2,"CM","medBMI",2.5053884196103,1.54173444737051,0.931185736268097
25,0,2,"CM","medSBP",0,0,0
25,0,2,"DIAB","direct",0,0,0
25,0,2,"DIAB","medSBP",0,0,0
25,0,2,"DIAB","medBMI",4.56897100133126,4.24224964809861,4.20778589634229
25,0,2,"ECA","medSBP",0,0,0
25,0,2,"ECA","direct",0,0,0
25,0,2,"ECA","medBMI",0,0,0
25,0,2,"ENDO","direct",0,0,0
25,0,2,"ENDO","medSBP",0,0,0
25,0,2,"ENDO","medBMI",0.200899578983973,0.112244013717835,0.111196389971673
25,0,2,"GC","medBMI",0,0,0
25,0,2,"GC","medSBP",0,0,0
25,0,2,"GC","direct",0,0,0
25,0,2,"HHD","medBMI",3.93490879354687,1.04258187206903,4.42381455781925e-05
25,0,2,"HHD","direct",0,0,0
25,0,2,"HHD","medSBP",0,0,0
25,0,2,"HSTK","direct",0.653279218192278,2.06033772730923,2.01206237977809
25,0,2,"HSTK","medBMI",0.269967077904864,0.628893969880275,0.519815347422923
25,0,2,"HSTK","medSBP",0,0,0
25,0,2,"IHD","medSBP",0,0,0
25,0,2,"IHD","direct",4.05217719139139,2.02845224425504,2.71120215154707
25,0,2,"IHD","medBMI",5.42282287625354,2.10117930145463,2.07325731804527
25,0,2,"ISTK","medBMI",0.523615657306103,0.337702240430064,0.241413367875575
25,0,2,"ISTK","medSBP",0,0,0
25,0,2,"ISTK","direct",1.25407342940763,0.292328087519859,0.852888943477972
25,0,2,"KC","medSBP",0,0,0
25,0,2,"KC","medBMI",0.29680602980441,0.404833785776097,0.260361937141684
25,0,2,"KC","direct",0,0,0
25,0,2,"LC","medSBP",0,0,0
25,0,2,"LC","direct",0,0,0
25,0,2,"LC","medBMI",0,0,0
25,0,2,"LVC","medBMI",0.311001095700122,0.0515393918906829,0.0481700812618774
25,0,2,"LVC","medSBP",0,0,0
25,0,2,"LVC","direct",0,0,0
25,0,2,"MLPC","medSBP",0,0,0
25,0,2,"MLPC","medBMI",0,0,0
25,0,2,"MLPC","direct",0.650609510913957,0.59412230266278,0.243419846275131
25,0,2,"MMC","medSBP",0,0,0
25,0,2,"MMC","direct",0,0,0
25,0,2,"MMC","medBMI",0.0481275874699147,0.00567419295938333,0.0218950701152267
25,0,2,"OC","medBMI",0,0,0
25,0,2,"OC","medSBP",0,0,0
25,0,2,"OC","direct",0,0,0
25,0,2,"OSTK","direct",0.410581940911245,0.386921997542251,0.312301855393689
25,0,2,"OSTK","medBMI",0.112596877678555,0.0720767326426603,0.0202855335250555
25,0,2,"OSTK","medSBP",0,0,0
25,0,2,"OTH","medSBP",0,0,0
25,0,2,"OTH","direct",0,0,0
25,0,2,"OTH","medBMI",1.97838985392408,0.793643188154395,0.481877426521418
25,0,2,"PC","medSBP",0,0,0
25,0,2,"PC","direct",0,0,0
25,0,2,"PC","medBMI",0.0152139007200267,0.00817511619533458,0.00494994198010478
25,0,2,"PVD","medSBP",0,0,0
25,0,2,"PVD","direct",0,0,0
25,0,2,"PVD","medBMI",0.0263828513487668,0.0299976055130128,0.0121908326280414
25,0,2,"RHD","medBMI",0.104919676279266,0.0705067723918101,0.0752731801159109
25,0,2,"RHD","direct",0,0,0
25,0,2,"RHD","medSBP",0,0,0
25,0,2,"SCC","medBMI",0.0371015088346036,0.0112749026878689,0
25,0,2,"SCC","medSBP",0,0,0
25,0,2,"SCC","direct",0,0,0
25,0,2,"SCNC","direct",0,0,0
25,0,2,"SCNC","medBMI",0,0,0
25,0,2,"SCNC","medSBP",0,0,0
25,0,2,"TC","direct",0,0,0
25,0,2,"TC","medBMI",0.0306693514631315,0.0649010707047432,0.0408018667728328
25,0,2,"TC","medSBP",0,0,0
25,0,2,"UC","medBMI",0,0,0
25,0,2,"UC","medSBP",0,0,0
25,0,2,"UC","direct",0,0,0
25,0,3,"AA","medBMI",0.068889190977692,0.0946781270954263,0.0810362878703857
25,0,3,"AA","direct",0,0,0
25,0,3,"AA","medSBP",0,0,0
25,0,3,"AFF","direct",0,0,0
25,0,3,"AFF","medBMI",0.00899025403333258,0.00938400536469174,0.00812848072377437
25,0,3,"AFF","medSBP",0,0,0
25,0,3,"APCA","medBMI",0.00310568821012958,0.00163077594243255,0.0032799589481734
25,0,3,"APCA","direct",0,0,0
25,0,3,"APCA","medSBP",0,0,0
25,0,3,"BC","medBMI",0,0,0
25,0,3,"BC","direct",0,0,0
25,0,3,"BC","medSBP",0,0,0
25,0,3,"CC","direct",19.3287190851797,17.3720100741777,12.6987750151153
25,0,3,"CC","medBMI",0.0683848818609563,0.178923504582689,0.127100502806475
25,0,3,"CC","medSBP",0,0,0
25,0,3,"CM","medSBP",0,0,0
25,0,3,"CM","direct",0,0,0
25,0,3,"CM","medBMI",0.150054361219033,0.515129785516591,0.104671574380176
25,0,3,"DIAB","medSBP",0,0,0
25,0,3,"DIAB","direct",0,0,0
25,0,3,"DIAB","medBMI",0.261886533440661,0.161470015453227,0.571990740600882
25,0,3,"ECA","medSBP",0,0,0
25,0,3,"ECA","medBMI",0.0356109376089281,0.0446076092853278,0.0479439547636881
25,0,3,"ECA","direct",0,0,0
25,0,3,"ENDO","medSBP",0,0,0
25,0,3,"ENDO","direct",0,0,0
25,0,3,"ENDO","medBMI",0.04114156440908,0.0578056604376983,0.0504564943032459
25,0,3,"GC","direct",0,0,0
25,0,3,"GC","medSBP",0,0,0
25,0,3,"GC","medBMI",0,0,0
25,0,3,"HHD","direct",0,0,0
25,0,3,"HHD","medSBP",0,0,0
25,0,3,"HHD","medBMI",0.000303751130457629,0.675663916858286,0.000101352362389543
25,0,3,"HSTK","direct",1.11550253795104,0.38119629347541,1.01226652414034
25,0,3,"HSTK","medBMI",0.170627849312051,0.186865151415484,0.229919397791455
25,0,3,"HSTK","medSBP",0,0,0
25,0,3,"IHD","direct",0.41177694603192,0.788158504103107,0.325764665333302
25,0,3,"IHD","medSBP",0,0,0
25,0,3,"IHD","medBMI",0.361005646025272,0.460784125753972,0.649742704606816
25,0,3,"ISTK","direct",0.161938670772829,0.270893204701853,0.463075344432499
25,0,3,"ISTK","medBMI",0.0631624795688121,0.0577450281881942,0.0546534324808877
25,0,3,"ISTK","medSBP",0,0,0
25,0,3,"KC","direct",0,0,0
25,0,3,"KC","medSBP",0,0,0
25,0,3,"KC","medBMI",0.0633932835041953,0.253175198634821,0.0932695316683901
25,0,3,"LC","medBMI",0,0,0
25,0,3,"LC","medSBP",0,0,0
25,0,3,"LC","direct",0,0,0
25,0,3,"LVC","medBMI",0.048072099168351,0.0853901420267693,0.15280657595195
25,0,3,"LVC","medSBP",0,0,0
25,0,3,"LVC","direct",0,0,0
25,0,3,"MLPC","direct",0.243765535999573,0.491187748123732,0.619789686315931
25,0,3,"MLPC","medBMI",0,0,0
25,0,3,"MLPC","medSBP",0,0,0
25,0,3,"MMC","medBMI",0.00546941171083903,0.017697853271749,0.00347811489595458
25,0,3,"MMC","medSBP",0,0,0
25,0,3,"MMC","direct",0,0,0
25,0,3,"OC","medSBP",0,0,0
25,0,3,"OC","medBMI",0,0,0
25,0,3,"OC","direct",0,0,0
25,0,3,"OSTK","medBMI",0.0333502208303809,0.0511940145560928,0.0287639803538217
25,0,3,"OSTK","direct",0.153517450647506,0.183801150768076,0.0920872922417876
25,0,3,"OSTK","medSBP",0,0,0
25,0,3,"OTH","medSBP",0,0,0
25,0,3,"OTH","medBMI",0.059431875179668,0.167643531005346,0.244838283350933
25,0,3,"OTH","direct",0,0,0
25,0,3,"PC","medSBP",0,0,0
25,0,3,"PC","medBMI",0.020602869855058,0.0247287160357843,0.00593567702961232
25,0,3,"PC","direct",0,0,0
25,0,3,"PVD","medSBP",0,0,0
25,0,3,"PVD","direct",0,0,0
25,0,3,"PVD","medBMI",0.00348219891919957,0.0136102003737762,0.0137718229749194
25,0,3,"RHD","direct",0,0,0
25,0,3,"RHD","medBMI",0.0169784034714909,0.103634630807484,0.0341306888005008
25,0,3,"RHD","medSBP",0,0,0
25,0,3,"SCC","direct",0,0,0
25,0,3,"SCC","medBMI",0.0013739348376175,0.0639102852908281,0.0737484201207831
25,0,3,"SCC","medSBP",0,0,0
25,0,3,"SCNC","medSBP",0,0,0
25,0,3,"SCNC","direct",0,0,0
25,0,3,"SCNC","medBMI",0,0,0
25,0,3,"TC","direct",0,0,0
25,0,3,"TC","medSBP",0,0,0
25,0,3,"TC","medBMI",0.0778131355545335,0.0909749715801259,0.157831552839834
25,0,3,"UC","medBMI",0,0,0
25,0,3,"UC","medSBP",0,0,0
25,0,3,"UC","direct",0,0,0
25,0,4,"AA","medSBP",0,0,0
25,0,4,"AA","direct",0,0,0
25,0,4,"AA","medBMI",0.0556473574249731,0.0813503438697565,0.114349156663527
25,0,4,"AFF","medBMI",0.00643594169085582,0.0118388203851893,0.016056081189109
25,0,4,"AFF","direct",0,0,0
25,0,4,"AFF","medSBP",0,0,0
25,0,4,"APCA","medBMI",0,0,0
25,0,4,"APCA","direct",0,0,0
25,0,4,"APCA","medSBP",0,0,0
25,0,4,"BC","direct",0,0,0
25,0,4,"BC","medSBP",0,0,0
25,0,4,"BC","medBMI",0,0,0
25,0,4,"CC","direct",7.77110032734588,9.1521718387462,6.86069059116408
25,0,4,"CC","medSBP",0,0,0
25,0,4,"CC","medBMI",0.121245933130491,0.120349849163291,0.123623395079169
25,0,4,"CM","medBMI",0.197426857751911,0.157286232873393,0.190705314494358
25,0,4,"CM","medSBP",0,0,0
25,0,4,"CM","direct",0,0,0
25,0,4,"DIAB","direct",0,0,0
25,0,4,"DIAB","medSBP",0,0,0
25,0,4,"DIAB","medBMI",0.325495305406089,0.189279145999688,0.0955986107875037
25,0,4,"ECA","medSBP",0,0,0
25,0,4,"ECA","direct",0,0,0
25,0,4,"ECA","medBMI",0,0,0
25,0,4,"ENDO","direct",0,0,0
25,0,4,"ENDO","medSBP",0,0,0
25,0,4,"ENDO","medBMI",0.0364538868976081,0.0635351216179891,0.117542758012052
25,0,4,"GC","medSBP",0,0,0
25,0,4,"GC","medBMI",0,0,0
25,0,4,"GC","direct",0,0,0
25,0,4,"HHD","direct",0,0,0
25,0,4,"HHD","medBMI",0.24603148446311,0.0539279917744681,0.0247450190133498
25,0,4,"HHD","medSBP",0,0,0
25,0,4,"HSTK","direct",0.189907218430497,0.347956171903609,0.538470397108285
25,0,4,"HSTK","medSBP",0,0,0
25,0,4,"HSTK","medBMI",0.0368477284635265,0.0343558820794579,0.129650188922028
25,0,4,"IHD","medSBP",0,0,0
25,0,4,"IHD","direct",0.29859171371804,0.566226136448402,0.633883937623702
25,0,4,"IHD","medBMI",0.282603821150739,0.242469272145015,0.468937178459954
25,0,4,"ISTK","medSBP",0,0,0
25,0,4,"ISTK","direct",0.18040301026669,0.031082876029136,0.16666522444996
25,0,4,"ISTK","medBMI",0.0379635450780417,0.0244773186840636,0.0748900419905005
25,0,4,"KC","medSBP",0,0,0
25,0,4,"KC","medBMI",0.077876950446587,0.166876589699749,0.177155023746036
25,0,4,"KC","direct",0,0,0
25,0,4,"LC","direct",0,0,0
25,0,4,"LC","medSBP",0,0,0
25,0,4,"LC","medBMI",0,0,0
25,0,4,"LVC","medSBP",0,0,0
25,0,4,"LVC","medBMI",0.0408299044278721,0.0960444450074927,0.162359893111017
25,0,4,"LVC","direct",0,0,0
25,0,4,"MLPC","medBMI",0,0,0
25,0,4,"MLPC","direct",1.14514480820232,0.831653412373891,2.03083200344613
25,0,4,"MLPC","medSBP",0,0,0
25,0,4,"MMC","medBMI",0.00183605938883357,0,0.00555359394694321
25,0,4,"MMC","direct",0,0,0
25,0,4,"MMC","medSBP",0,0,0
25,0,4,"OC","medBMI",0,0,0
25,0,4,"OC","direct",0,0,0
25,0,4,"OC","medSBP",0,0,0
25,0,4,"OSTK","medBMI",0.00832115753131554,0.0334123399158652,0.0372124122971302
25,0,4,"OSTK","medSBP",0,0,0
25,0,4,"OSTK","direct",0.0573469212514902,0.137203009039161,0.141496289797842
25,0,4,"OTH","medSBP",0,0,0
25,0,4,"OTH","medBMI",0.0696836519182564,0.125152166378504,0.28777677561606
25,0,4,"OTH","direct",0,0,0
25,0,4,"PC","medSBP",0,0,0
25,0,4,"PC","medBMI",0,0.00681368991980284,0
25,0,4,"PC","direct",0,0,0
25,0,4,"PVD","medBMI",0.00700301851771529,0.00872610506827388,0.0207612501435806
25,0,4,"PVD","medSBP",0,0,0
25,0,4,"PVD","direct",0,0,0
25,0,4,"RHD","direct",0,0,0
25,0,4,"RHD","medBMI",0.0283588066332935,0.0228489955627428,0.0600472167598065
25,0,4,"RHD","medSBP",0,0,0
25,0,4,"SCC","medSBP",0,0,0
25,0,4,"SCC","direct",0,0,0
25,0,4,"SCC","medBMI",0.0266966165465614,0.0291221084862706,0.0360679814194307
25,0,4,"SCNC","medBMI",0,0,0
25,0,4,"SCNC","direct",0,0,0
25,0,4,"SCNC","medSBP",0,0,0
25,0,4,"TC","medBMI",0.054692140780065,0.0790211187397525,0.0818199585457954
25,0,4,"TC","medSBP",0,0,0
25,0,4,"TC","direct",0,0,0
25,0,4,"UC","direct",0,0,0
25,0,4,"UC","medSBP",0,0,0
25,0,4,"UC","medBMI",0,0,0
25,1,1,"AA","direct",0,0,0
25,1,1,"AA","medBMI",0.180103327120546,0.120594843341067,0.258669447307195
25,1,1,"AA","medSBP",0,0,0
25,1,1,"AFF","direct",0,0,0
25,1,1,"AFF","medBMI",0,0,0
25,1,1,"AFF","medSBP",0,0,0
25,1,1,"APCA","medSBP",0,0,0
25,1,1,"APCA","medBMI",0,0,0
25,1,1,"APCA","direct",0,0,0
25,1,1,"BC","direct",0,0,0
25,1,1,"BC","medBMI",0,0,0
25,1,1,"BC","medSBP",0,0,0
25,1,1,"CC","medSBP",0,0,0
25,1,1,"CC","medBMI",1.18401791251872,0.886633015104249,0.447487678215941
25,1,1,"CC","direct",52.3950009558251,61.0784942382642,50.7253086566504
25,1,1,"CM","medSBP",0,0,0
25,1,1,"CM","medBMI",1.14381528030055,0.860968750436896,1.10039979334172
25,1,1,"CM","direct",0,0,0
25,1,1,"DIAB","medBMI",2.86424387388664,5.18405763176737,3.36084955379574
25,1,1,"DIAB","medSBP",0,0,0
25,1,1,"DIAB","direct",0,0,0
25,1,1,"ECA","medSBP",0,0,0
25,1,1,"ECA","direct",0,0,0
25,1,1,"ECA","medBMI",0.0868999017223295,0.00200455616226373,0.0332209929361575
25,1,1,"ENDO","medSBP",0,0,0
25,1,1,"ENDO","medBMI",0.976784036209734,0.680212819404898,0.407161132893313
25,1,1,"ENDO","direct",0,0,0
25,1,1,"GC","medSBP",0,0,0
25,1,1,"GC","medBMI",0,0,0
25,1,1,"GC","direct",0,0,0
25,1,1,"HHD","direct",0,0,0
25,1,1,"HHD","medSBP",0,0,0
25,1,1,"HHD","medBMI",0.607918493475082,0.83364595801425,0.000183665471241192
25,1,1,"HSTK","medSBP",0,0,0
25,1,1,"HSTK","direct",1.17134912293896,1.1630001300872,1.40190834621299
25,1,1,"HSTK","medBMI",0.581882042881862,0.288597188987599,0.269281123003059
25,1,1,"IHD","direct",1.55833419527239,1.54045939811052,1.80236755527407
25,1,1,"IHD","medSBP",0,0,0
25,1,1,"IHD","medBMI",1.22768284800471,1.9422021571273,1.14340884619442
25,1,1,"ISTK","medSBP",0,0,0
25,1,1,"ISTK","medBMI",0.550977018019758,0.373626035057886,0.403038150305446
25,1,1,"ISTK","direct",2.70229057044898,0.898542494501928,1.81856738450865
25,1,1,"KC","direct",0,0,0
25,1,1,"KC","medBMI",1.6348950528314,1.56531500500886,0.896508381622704
25,1,1,"KC","medSBP",0,0,0
25,1,1,"LC","direct",0,0,0
25,1,1,"LC","medBMI",0,0,0
25,1,1,"LC","medSBP",0,0,0
25,1,1,"LVC","medSBP",0,0,0
25,1,1,"LVC","direct",0,0,0
25,1,1,"LVC","medBMI",0.282624612988774,0.18080018601817,0.0390657418978085
25,1,1,"MLPC","medSBP",0,0,0
25,1,1,"MLPC","direct",2.83929375624899,2.41809383406807,2.74107165285779
25,1,1,"MLPC","medBMI",0,0,0
25,1,1,"MMC","medBMI",0.0471421525127692,0.0677772344952576,0.0470069404352372
25,1,1,"MMC","medSBP",0,0,0
25,1,1,"MMC","direct",0,0,0
25,1,1,"OC","medBMI",0.459283578103013,0.591634640569539,0.423857519359741
25,1,1,"OC","medSBP",0,0,0
25,1,1,"OC","direct",0,0,0
25,1,1,"OSTK","medBMI",0.256404691609471,0.147387762731512,0.0859827188740268
25,1,1,"OSTK","medSBP",0,0,0
25,1,1,"OSTK","direct",1.04540211924987,0.632078309586647,0.584388851480957
25,1,1,"OTH","medBMI",1.77908451511095,2.38565528789962,0.909370312928911
25,1,1,"OTH","medSBP",0,0,0
25,1,1,"OTH","direct",0,0,0
25,1,1,"PC","medBMI",0.143890604425801,0.122000888101061,0.119843435109908
25,1,1,"PC","medSBP",0,0,0
25,1,1,"PC","direct",0,0,0
25,1,1,"PVD","medSBP",0,0,0
25,1,1,"PVD","direct",0,0,0
25,1,1,"PVD","medBMI",0,0,0
25,1,1,"RHD","direct",0,0,0
25,1,1,"RHD","medBMI",0.570473655587404,0.524970920258772,0.177077981576778
25,1,1,"RHD","medSBP",0,0,0
25,1,1,"SCC","medSBP",0,0,0
25,1,1,"SCC","medBMI",0,0.0687318268617515,0.0398203728410591
25,1,1,"SCC","direct",0,0,0
25,1,1,"SCNC","medBMI",0,0,0
25,1,1,"SCNC","direct",0,0,0
25,1,1,"SCNC","medSBP",0,0,0
25,1,1,"TC","direct",0,0,0
25,1,1,"TC","medSBP",0,0,0
25,1,1,"TC","medBMI",3.78364931788656,5.4387848989741,2.08247506258737
25,1,1,"UC","direct",0,0,0
25,1,1,"UC","medBMI",3.09688414363343,3.93723979635991,2.4485024248279
25,1,1,"UC","medSBP",0,0,0
25,1,2,"AA","medSBP",0,0,0
25,1,2,"AA","direct",0,0,0
25,1,2,"AA","medBMI",0.195766637452119,0.189198692348933,0.0572395601759347
25,1,2,"AFF","direct",0,0,0
25,1,2,"AFF","medSBP",0,0,0
25,1,2,"AFF","medBMI",0,0,0
25,1,2,"APCA","medBMI",0,0,0
25,1,2,"APCA","medSBP",0,0,0
25,1,2,"APCA","direct",0,0,0
25,1,2,"BC","direct",0,0,0
25,1,2,"BC","medBMI",0,0,0
25,1,2,"BC","medSBP",0,0,0
25,1,2,"CC","medBMI",0.172490180094914,0.0873568134919669,0.271945378703273
25,1,2,"CC","direct",10.3584896735061,13.4434207034365,14.623392086765
25,1,2,"CC","medSBP",0,0,0
25,1,2,"CM","medBMI",0.547595665490726,0.601025063424441,0.248775231018138
25,1,2,"CM","direct",0,0,0
25,1,2,"CM","medSBP",0,0,0
25,1,2,"DIAB","medBMI",1.23330122060398,2.42188577828745,2.81997384191577
25,1,2,"DIAB","medSBP",0,0,0
25,1,2,"DIAB","direct",0,0,0
25,1,2,"ECA","medSBP",0,0,0
25,1,2,"ECA","medBMI",0,0,0
25,1,2,"ECA","direct",0,0,0
25,1,2,"ENDO","medBMI",0.0740598749978324,0.151772215558421,0.0667717133558343
25,1,2,"ENDO","medSBP",0,0,0
25,1,2,"ENDO","direct",0,0,0
25,1,2,"GC","direct",0,0,0
25,1,2,"GC","medSBP",0,0,0
25,1,2,"GC","medBMI",0.0260519889064466,0.0303939594367358,0.0152208976588918
25,1,2,"HHD","medBMI",1.05183978661234,0.867541511944383,2.28947869843889
25,1,2,"HHD","direct",0,0,0
25,1,2,"HHD","medSBP",0,0,0
25,1,2,"HSTK","medSBP",0,0,0
25,1,2,"HSTK","direct",2.10896833102426,1.48933551038572,1.71260113961314
25,1,2,"HSTK","medBMI",0.665692634758999,0.237425724779052,0.341306380305742
25,1,2,"IHD","medSBP",0,0,0
25,1,2,"IHD","direct",1.09306978384717,0.940610895635913,0.98779716818887
25,1,2,"IHD","medBMI",1.47606736744091,0.546680173953926,0.69122317190112
25,1,2,"ISTK","medBMI",0.123636229152672,0.244123323094193,0.118244442166269
25,1,2,"ISTK","medSBP",0,0,0
25,1,2,"ISTK","direct",0.562306856833021,0.854241641882435,0.860353750704072
25,1,2,"KC","medBMI",0.197067482240733,0.201815898619245,0.256481129650001
25,1,2,"KC","medSBP",0,0,0
25,1,2,"KC","direct",0,0,0
25,1,2,"LC","medSBP",0,0,0
25,1,2,"LC","direct",0,0,0
25,1,2,"LC","medBMI",0,0,0
25,1,2,"LVC","direct",0,0,0
25,1,2,"LVC","medBMI",0.126696842040836,0.13627018151035,0.160445205481772
25,1,2,"LVC","medSBP",0,0,0
25,1,2,"MLPC","direct",0.937082735154065,0.974777468983643,0.820519425080252
25,1,2,"MLPC","medBMI",0,0,0
25,1,2,"MLPC","medSBP",0,0,0
25,1,2,"MMC","medSBP",0,0,0
25,1,2,"MMC","medBMI",0.00415163572655146,0.0180574650600653,0.0402214079790663
25,1,2,"MMC","direct",0,0,0
25,1,2,"OC","medBMI",0.120481528297269,0.110372923951077,0.119563791822861
25,1,2,"OC","direct",0,0,0
25,1,2,"OC","medSBP",0,0,0
25,1,2,"OSTK","medBMI",0.100989194875695,0.188037837483683,0.247636365947453
25,1,2,"OSTK","medSBP",0,0,0
25,1,2,"OSTK","direct",0.761294777215288,0.628776689525179,0.641887463429252
25,1,2,"OTH","medBMI",1.14533764419642,0.605724190537865,0.447696908316864
25,1,2,"OTH","direct",0,0,0
25,1,2,"OTH","medSBP",0,0,0
25,1,2,"PC","medSBP",0,0,0
25,1,2,"PC","direct",0,0,0
25,1,2,"PC","medBMI",0.0788203591261579,0.0273803552237947,0.0857665953282602
25,1,2,"PVD","direct",0,0,0
25,1,2,"PVD","medBMI",0,0,0
25,1,2,"PVD","medSBP",0,0,0
25,1,2,"RHD","medSBP",0,0,0
25,1,2,"RHD","medBMI",0.196561179374941,0.0818942902365092,0.0585737464279066
25,1,2,"RHD","direct",0,0,0
25,1,2,"SCC","direct",0,0,0
25,1,2,"SCC","medBMI",0,0,0
25,1,2,"SCC","medSBP",0,0,0
25,1,2,"SCNC","direct",0,0,0
25,1,2,"SCNC","medBMI",0,0,0
25,1,2,"SCNC","medSBP",0,0,0
