"race","outcome","pathway","V1","V2","V3"
2,"IHD","medBMI",127.239153541893,152.043067862137,223.414958768477
2,"ISTK","medBMI",16.6006305614753,18.8127461296763,24.3802748437215
2,"ISTK","medSBP",0,0,0
2,"ISTK","direct",64.80818899757,70.8478123371891,117.79070724474
2,"KC","medSBP",0,0,0
2,"KC","medBMI",23.3763602623243,30.9344339062833,31.3133411819148
2,"KC","direct",0,0,0
2,"LC","medSBP",0,0,0
2,"LC","direct",0,0,0
2,"LC","medBMI",0,0,0
2,"LVC","medBMI",16.2366232830606,14.156932247327,16.3690222290693
2,"LVC","medSBP",0,0,0
2,"LVC","direct",0,0,0
2,"MLPC","medSBP",0,0,0
2,"MLPC","medBMI",0,0,0
2,"MLPC","direct",54.8725320470327,71.1196495203329,61.6837928430219
2,"MMC","medSBP",0,0,0
2,"MMC","direct",0,0,0
2,"MMC","medBMI",7.45687516050842,9.45555108588901,5.98784887307556
2,"OC","medBMI",1.81822538494444,1.93899321020501,2.21862058844761
2,"OC","medSBP",0,0,0
2,"OC","direct",0,0,0
2,"OSTK","direct",105.518003337704,135.717204555823,190.92792552396
2,"OSTK","medBMI",27.7930579372388,29.8703784465572,39.406869838189
2,"OSTK","medSBP",0,0,0
2,"OTH","medSBP",0,0,0
2,"OTH","direct",0,0,0
2,"OTH","medBMI",19.6937558601972,20.5606022733968,20.5878540443901
2,"PC","medSBP",0,0,0
2,"PC","direct",0,0,0
2,"PC","medBMI",4.96800664913,6.26491104462746,9.76824433624239
2,"PVD","medSBP",0,0,0
2,"PVD","direct",0,0,0
2,"PVD","medBMI",3.41613048468292,3.4626929411624,6.02311437488425
2,"RHD","medBMI",1.95038279452721,1.69907662972918,1.53952251708216
2,"RHD","direct",0,0,0
2,"RHD","medSBP",0,0,0
2,"SCC","medBMI",1.73183092825517,1.33402305479041,1.54583520129944
2,"SCC","medSBP",0,0,0
2,"SCC","direct",0,0,0
2,"SCNC","direct",0,0,0
2,"SCNC","medBMI",0,0,0
2,"SCNC","medSBP",0,0,0
2,"TC","direct",0,0,0
2,"TC","medBMI",3.45243080492802,2.90353393722615,4.37616452382788
2,"TC","medSBP",0,0,0
2,"UC","medBMI",51.3692338254652,40.3008625909697,54.3721931231204
2,"UC","medSBP",0,0,0
2,"UC","direct",0,0,0
3,"AA","medBMI",1.00942668145816,0.943404213055154,0.613155320183515
3,"AA","direct",0,0,0
3,"AA","medSBP",0,0,0
3,"AFF","direct",0,0,0
3,"AFF","medBMI",1.50342527288482,2.25706256453194,1.12253323094825
3,"AFF","medSBP",0,0,0
3,"APCA","medBMI",1.62393007186607,0.60220427804668,1.02960660358086
3,"APCA","direct",0,0,0
3,"APCA","medSBP",0,0,0
3,"BC","medBMI",14.6579665791503,19.1526512462682,30.0495611753282
3,"BC","direct",0,0,0
3,"BC","medSBP",0,0,0
3,"CC","direct",1051.88367932388,1078.06962461081,1088.76874192285
3,"CC","medBMI",4.93645678879562,3.45876103998416,2.46588427333536
3,"CC","medSBP",0,0,0
3,"CM","medSBP",0,0,0
3,"CM","direct",0,0,0
3,"CM","medBMI",3.22678553853818,3.27365252417332,2.48279717521333
3,"DIAB","medSBP",0,0,0
3,"DIAB","direct",0,0,0
3,"DIAB","medBMI",33.1658569482447,37.9421416338733,29.5835910875381
3,"ECA","medSBP",0,0,0
3,"ECA","medBMI",1.61419848905895,0.499699066938593,1.36557504533825
3,"ECA","direct",0,0,0
3,"ENDO","medSBP",0,0,0
3,"ENDO","direct",0,0,0
3,"ENDO","medBMI",0.300812201716731,0.34356898413701,0.330372457944728
3,"GC","direct",0,0,0
3,"GC","medSBP",0,0,0
3,"GC","medBMI",0.798279292837133,1.0012311980283,1.10341593946511
3,"HHD","direct",0,0,0
3,"HHD","medSBP",0,0,0
3,"HHD","medBMI",12.8708242124818,19.7500513105646,10.9189024571088
3,"HSTK","direct",20.8617384716593,24.4346697568051,33.5723996513874
3,"HSTK","medBMI",5.0475680856802,5.00881735415435,5.17388564632622
3,"HSTK","medSBP",0,0,0
3,"IHD","direct",42.9725014615722,33.5218907784543,34.9354317202658
3,"IHD","medSBP",0,0,0
3,"IHD","medBMI",35.3172199159265,51.5219443886756,29.1829269719304
3,"ISTK","direct",18.0360607958399,43.4182473169948,16.0309885747486
3,"ISTK","medBMI",4.95459692091238,8.55914754790054,5.81409767037496
3,"ISTK","medSBP",0,0,0
3,"KC","direct",0,0,0
3,"KC","medSBP",0,0,0
3,"KC","medBMI",14.3150034476349,8.07106112117516,10.5174384331917
3,"LC","medBMI",0,0,0
3,"LC","medSBP",0,0,0
3,"LC","direct",0,0,0
3,"LVC","medBMI",7.80579475624881,8.61303864416846,9.06465404988842
3,"LVC","medSBP",0,0,0
3,"LVC","direct",0,0,0
3,"MLPC","direct",13.0361195887262,13.3363497167059,17.0727073582567
3,"MLPC","medBMI",0,0,0
3,"MLPC","medSBP",0,0,0
3,"MMC","medBMI",1.46188384525966,0.983439702823991,1.00684035822396
3,"MMC","medSBP",0,0,0
3,"MMC","direct",0,0,0
3,"OC","medSBP",0,0,0
3,"OC","medBMI",1.14282111563183,0.957155467599884,1.93678388013368
3,"OC","direct",0,0,0
3,"OSTK","medBMI",5.14166254308485,5.50837293714427,5.96332423219647
3,"OSTK","direct",20.4285685308369,31.9324252012708,22.7568691126992
3,"OSTK","medSBP",0,0,0
3,"OTH","medSBP",0,0,0
3,"OTH","medBMI",3.48615481998773,6.27522564838251,3.47272715590025
3,"OTH","direct",0,0,0
3,"PC","medSBP",0,0,0
3,"PC","medBMI",2.40107819659587,2.75288414632564,2.17807275067308
3,"PC","direct",0,0,0
3,"PVD","medSBP",0,0,0
3,"PVD","direct",0,0,0
3,"PVD","medBMI",0.821298725820118,1.08341776801571,0.789741746692836
3,"RHD","direct",0,0,0
3,"RHD","medBMI",0.430528604211895,0.759584705393301,0.535225488345648
3,"RHD","medSBP",0,0,0
3,"SCC","direct",0,0,0
3,"SCC","medBMI",0.647196605177894,0.622165510208031,0.900913410514558
3,"SCC","medSBP",0,0,0
3,"SCNC","medSBP",0,0,0
3,"SCNC","direct",0,0,0
3,"SCNC","medBMI",0,0,0
3,"TC","direct",0,0,0
3,"TC","medSBP",0,0,0
3,"TC","medBMI",4.01918095296962,2.40990203233631,2.42745026147956
3,"UC","medBMI",17.9459592087238,28.0029366095565,18.3674747947251
3,"UC","medSBP",0,0,0
3,"UC","direct",0,0,0
4,"AA","medSBP",0,0,0
4,"AA","direct",0,0,0
4,"AA","medBMI",0.878302920217482,1.56841733528894,1.32057429305747
4,"AFF","medBMI",1.25591840277415,2.13467268178429,2.24774475378872
4,"AFF","direct",0,0,0
4,"AFF","medSBP",0,0,0
4,"APCA","medBMI",1.03428345231446,1.16727716428013,1.73889834275174
4,"APCA","direct",0,0,0
4,"APCA","medSBP",0,0,0
4,"BC","direct",0,0,0
4,"BC","medSBP",0,0,0
4,"BC","medBMI",28.594184919431,19.7159584656726,22.4372241444141
4,"CC","direct",1071.94983088188,992.001551585882,1091.90505673958
4,"CC","medSBP",0,0,0
4,"CC","medBMI",4.18719809302683,7.79693823772736,11.2395509006919
4,"CM","medBMI",1.85235860728648,2.98974856043633,2.15373416750346
4,"CM","medSBP",0,0,0
4,"CM","direct",0,0,0
4,"DIAB","direct",0,0,0
4,"DIAB","medSBP",0,0,0
4,"DIAB","medBMI",21.5486092498605,27.4911546779862,23.6097203410539
4,"ECA","medSBP",0,0,0
4,"ECA","direct",0,0,0
4,"ECA","medBMI",0.589720176979468,0.847164040962437,0.639705955056699
4,"ENDO","direct",0,0,0
4,"ENDO","medSBP",0,0,0
4,"ENDO","medBMI",0.332674860504344,0.521982304350653,0.468271205675727
4,"GC","medSBP",0,0,0
4,"GC","medBMI",1.29037659719871,0.755673568286309,1.09124183729612
4,"GC","direct",0,0,0
4,"HHD","direct",0,0,0
4,"HHD","medBMI",5.04463428787161,8.68982339444164,8.1213271697999
4,"HHD","medSBP",0,0,0
4,"HSTK","direct",21.0131602226512,30.2518058187085,34.2164713774356
4,"HSTK","medSBP",0,0,0
4,"HSTK","medBMI",5.02564482010055,7.15678668187621,6.84747904092487
4,"IHD","medSBP",0,0,0
4,"IHD","direct",28.6289809223902,46.6393370210194,52.6625768452418
4,"IHD","medBMI",25.9490017513491,36.2421973063836,37.6653822156178
4,"ISTK","medSBP",0,0,0
4,"ISTK","direct",11.7691657398901,18.914977439155,23.0547100659068
4,"ISTK","medBMI",2.08548456048985,4.00363859677157,4.21311293020819
4,"KC","medSBP",0,0,0
4,"KC","medBMI",7.65435589333428,8.22541830424573,9.79429098403787
4,"KC","direct",0,0,0
4,"LC","direct",0,0,0
4,"LC","medSBP",0,0,0
4,"LC","medBMI",0,0,0
4,"LVC","medSBP",0,0,0
4,"LVC","medBMI",6.89170327091542,8.93171818756065,11.473514958272
4,"LVC","direct",0,0,0
4,"MLPC","medBMI",0,0,0
4,"MLPC","direct",29.0308954428997,31.502831690714,34.7925946724271
4,"MLPC","medSBP",0,0,0
4,"MMC","medBMI",0.804625527210264,1.11510940588485,1.0268383900108
4,"MMC","direct",0,0,0
4,"MMC","medSBP",0,0,0
4,"OC","medBMI",1.44219547946908,1.80427726294576,1.92804924411693
4,"OC","direct",0,0,0
4,"OC","medSBP",0,0,0
4,"OSTK","medBMI",3.88808132110553,8.64762888733051,7.73280510962899
4,"OSTK","medSBP",0,0,0
4,"OSTK","direct",18.1918129653543,27.040259766492,36.6622261198508
4,"OTH","medSBP",0,0,0
4,"OTH","medBMI",2.57895807263777,3.19871627506712,4.17336309333669
4,"OTH","direct",0,0,0
4,"PC","medSBP",0,0,0
4,"PC","medBMI",2.41481237859335,2.77908226227679,3.37591457118178
4,"PC","direct",0,0,0
4,"PVD","medBMI",0.343667628465855,0.584706301035755,0.714010572902331
4,"PVD","medSBP",0,0,0
4,"PVD","direct",0,0,0
4,"RHD","direct",0,0,0
4,"RHD","medBMI",0.371017308025191,0.489698820022072,0.61666661230791
4,"RHD","medSBP",0,0,0
4,"SCC","medSBP",0,0,0
4,"SCC","direct",0,0,0
4,"SCC","medBMI",0.726141054667464,1.14088720544298,1.0051847511254
4,"SCNC","medBMI",0,0,0
4,"SCNC","direct",0,0,0
4,"SCNC","medSBP",0,0,0
4,"TC","medBMI",3.21678987175454,4.62625018651101,5.07436674934659
4,"TC","medSBP",0,0,0
4,"TC","direct",0,0,0
4,"UC","direct",0,0,0
4,"UC","medSBP",0,0,0
4,"UC","medBMI",28.7302196258839,29.5127500501279,36.5804231015427
