"age","female","race","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ECA","medBMI",0.302573849076963,0.177680543310187,0.368774020922531,0.114670555212979,0.434206996872213,0.00760625063913456,0.00248370827922645,0.00829665454160733,0.00502269567146505,0.00960296228970221,0.829665454160733,0.502269567146505,0.960296228970221,0.00156812088715925,0.000920848156760687,0.00191121026028668,0.000594292247397369,0.00225032355976281
25,0,1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ENDO","medBMI",0.542995379249676,0.20026643832332,0.454055902328457,0.405175720047404,0.756413593834983,0.00898875212660354,0.00236858230863253,0.00868031070421959,0.00688404140888135,0.0113556380533521,0.868031070421959,0.688404140888135,1.13556380533521,0.00281413082601131,0.00103790193993899,0.00235319260587548,0.00209986590551159,0.00392019323362648
25,0,1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"GC","medBMI",0.0137057100065964,0.012492892211547,0.012186387206192,0.00254918332945512,0.0261536610640813,0.00437514848869121,0.000931455317315994,0.00420733089898984,0.00357242607249626,0.00532051585613234,0.420733089898984,0.357242607249626,0.532051585613234,7.10312877344021e-05,6.47457315882345e-05,6.31572370690209e-05,1.32114114828871e-05,0.000135544107051491
25,0,1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HHD","medBMI",3.30880840542699,0.313252241659034,3.31752257013805,3.00760162829973,3.60260814254984,0.0186431889820795,0.00170550596550688,0.0188649282748897,0.0169390222648521,0.0201588773004182,1.88649282748897,1.69390222648521,2.01588773004182,0.0171482485614227,0.00162346278303133,0.0171934106391741,0.0155872126688362,0.0186708966879204
25,0,1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"HSTK","direct",2.93706075554101,0.354238823122747,3.09405786929105,2.55958521012589,3.18108875426861,0.0421649659423905,0.00766797726380854,0.0436489846402271,0.0343527266214292,0.0487157893701908,4.36489846402271,3.43527266214292,4.87157893701908,0.0152216271553861,0.00183588006457291,0.0160352812568432,0.0132653203266134,0.0164863279979201
25,0,1,"HSTK","medBMI",0.659928489040657,0.099964426705985,0.642324551682893,0.573554861339251,0.761265463496164,0.00939447838467648,0.0012441920184265,0.00876325730714245,0.00860096189946591,0.010724532785791,0.876325730714245,0.860096189946591,1.0724532785791,0.00342014900115467,0.000518076185264386,0.00332891473900291,0.00297250856523636,0.00394533855990197
25,0,1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"IHD","direct",4.93679748617411,1.19866611536738,4.74141713412807,3.89250377780106,6.1471644937863,0.0123534854186947,0.00332816242943655,0.0119046478014828,0.00940412511661071,0.0156843576954089,1.19046478014828,0.940412511661071,1.56843576954089,0.0255854736863785,0.00621221357355149,0.024572894403937,0.0201733113946788,0.0318583283681535
25,0,1,"IHD","medBMI",2.74594530499134,0.645012359233711,2.37856906180108,2.36904896031317,3.43511145638123,0.0068103964281984,0.00138750616093792,0.00604716579545705,0.00597581515797559,0.00829372373625135,0.604716579545705,0.597581515797559,0.829372373625135,0.0142311511747948,0.00334284458513456,0.0123271850450378,0.0122778461149332,0.0178028274449497
25,0,1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"ISTK","direct",1.10953381446157,0.305137793299008,1.02582093585044,0.863531421901403,1.42669215384121,0.0358155462364147,0.0120060581395863,0.0316855041871422,0.026682948010618,0.0484586802040931,3.16855041871422,2.6682948010618,4.84586802040931,0.00575027602277721,0.00158140879852491,0.00531642519966477,0.0044753426759544,0.0073939825692456
25,0,1,"ISTK","medBMI",0.442763490474766,0.101077676697341,0.44718503802966,0.34492946924252,0.536839196285351,0.0142538052789288,0.00400047370598591,0.0138126284029963,0.0106582279452413,0.0182243829571588,1.38126284029963,1.06582279452413,1.82243829571588,0.00229466849036386,0.000523845720765886,0.00231758362693481,0.00178763335617404,0.00278222575846836
25,0,1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"KC","medBMI",1.53776464105834,0.237277999748191,1.63888023375461,1.28528896140706,1.7042920669178,0.00383958535212947,0.000349974219269041,0.00384562903193963,0.00350457846303934,0.00416945511338096,0.384562903193963,0.350457846303934,0.416945511338096,0.00796962744974425,0.00122971826085956,0.00849366967417381,0.00666114560979447,0.0088326733989289
25,0,1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"LVC","medBMI",0.181106539111383,0.108440916069728,0.144667076471816,0.0980331276160975,0.295153493850301,0.00417451220076951,0.00144224357568062,0.00425159107932793,0.00277309059741215,0.00551041675735222,0.425159107932793,0.277309059741215,0.551041675735222,0.000938603741361157,0.000562006485459255,0.000749752382738193,0.000508067024025095,0.00152966411352674
25,0,1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","direct",3.51487066858775,1.69102952832432,4.02774181879345,1.74682666184455,4.84697419765611,0.0146775791313045,0.00629134597102742,0.0159547061129595,0.00825110539985066,0.0200184949283515,1.59547061129595,0.825110539985066,2.00184949283515,0.0182161879749029,0.00876393889378695,0.0208741968065068,0.00905311342352112,0.0251199550194214
25,0,1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"MMC","medBMI",0.040413164724248,0.0132438813266289,0.0347540611102305,0.031129758389863,0.054506809130548,0.0014941354119361,0.000315039124259591,0.00158142448465115,0.00116649420363833,0.00174758090842609,0.158142448465115,0.116649420363833,0.174758090842609,0.000209445488807531,6.86378118885698e-05,0.000180116587427551,0.000161333256301831,0.000282487287486216
25,0,1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"OSTK","direct",0.978949360713851,0.352655522865017,0.808374466702059,0.74722990902665,1.35565747231107,0.0401157511844307,0.0123858695195586,0.0330511440327165,0.0328873550105606,0.0533490634372578,3.30511440327165,3.28873550105606,5.33490634372578,0.00507350831768714,0.00182767444398685,0.00418948593789175,0.00387259781844779,0.00702583783975257
25,0,1,"OSTK","medBMI",0.215697365903624,0.0251595271557658,0.218759779913302,0.1906274546472,0.238164225251822,0.00893402213374295,0.00104819521865531,0.00940137698526457,0.00781684024673198,0.00965395239696053,0.940137698526457,0.781684024673198,0.965395239696053,0.0011178743497184,0.000130391903214251,0.00113374563333513,0.000987946890354828,0.00123431121800776
25,0,1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"OTH","medBMI",1.44074139686346,0.344305567460968,1.29877705725102,1.19554980381515,1.80660267858234,0.00856747831444182,0.00125831247752839,0.00826578231272133,0.00752635564465452,0.00986504258569154,0.826578231272133,0.752635564465452,0.986504258569154,0.00746679425306816,0.00178439991938441,0.0067310490891779,0.00619606296023556,0.00936290893520749
25,0,1,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PC","medBMI",0.102316609735944,0.0627217027826627,0.084674485333647,0.0520237506041521,0.167605274609688,0.00155203483501998,0.000958735334113449,0.00123955300283318,0.000811077265124826,0.00255860196227391,0.123955300283318,0.0811077265124826,0.255860196227391,0.000530266621916306,0.00032506184031347,0.000438834451378438,0.000269618574769771,0.000868632014020028
25,0,1,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"PVD","medBMI",0.058535849933689,0.056562244625823,0.0304178114575924,0.0219864976822144,0.118985534889846,0.0101524865698388,0.00551799830653191,0.00838377259997014,0.0058681107541681,0.0159402692598978,0.838377259997014,0.58681107541681,1.59402692598978,0.000303368216416115,0.000293139798739855,0.000157643516231933,0.000113947343288709,0.000616655084700077
25,0,1,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"RHD","medBMI",0.110466204511009,0.102124487497496,0.0739137685355144,0.0337611728036785,0.218240806797509,0.00449247811468131,0.00302976359055208,0.00371419149352115,0.00201710207010028,0.00762939778724847,0.371419149352115,0.201710207010028,0.762939778724847,0.000572502756425775,0.000529270928151239,0.000383065901573379,0.000174970839052832,0.00113105600042326
25,0,1,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCC","medBMI",0.144426097810501,0.0899603225614867,0.163898760808235,0.0522029394759064,0.220097492597023,0.0039370096865133,0.00246257194115936,0.0047811068026874,0.00134427607501395,0.00581226074926467,0.47811068026874,0.134427607501395,0.581226074926467,0.000748503485408432,0.000466228860341359,0.000849422615295272,0.000270547239997786,0.00114067847041527
25,0,1,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"TC","medBMI",0.866040258924232,0.362880533758339,0.727192103352154,0.599790960267503,1.25031048981723,0.000907500322041751,0.000332961768346835,0.000758208189885368,0.000679456667219474,0.00126244228919695,0.0758208189885368,0.0679456667219474,0.126244228919695,0.00448834498844762,0.00188066664143604,0.00376874977702956,0.00310847991521414,0.00647986599138644
25,0,1,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"UC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,1,"UC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AA","medBMI",0.373063159847422,0.0939007234780044,0.341656944720036,0.301029194620501,0.471792407932622,0.0144978815513096,0.00464447820726064,0.0152753474699611,0.00980181440428654,0.0185331026674789,1.52753474699611,0.980181440428654,1.85331026674789,0.00891076058134713,0.00224285578257041,0.00816061075717023,0.00719020093636717,0.0112689475768775
25,0,2,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AFF","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"AFF","medBMI",0.0213497324209565,0.00300456126958476,0.0220427094694084,0.0182584027301052,0.0238520316206238,0.0137414220698788,0.00210174934897348,0.0144416605181117,0.0115320770433324,0.0153555644154271,1.44416605181117,1.15320770433324,1.53555644154271,0.000509946771899898,7.17651298943801e-05,0.000526498801775076,0.000436109144071805,0.000569715174334089
25,0,2,"AFF","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"APCA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"APCA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"APCA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"CC","direct",7.82805616202976,0.638917201451201,8.16886611280366,7.14488655261028,8.22153731329142,0.0759377312723626,0.00456060821704693,0.0743680451370458,0.0724692139167868,0.0807404818429575,7.43680451370458,7.24692139167868,8.07404818429575,0.186976206135483,0.0152607891268718,0.195116586108485,0.170658430806289,0.196374658487625
25,0,2,"CC","medBMI",0.147440265249318,0.159921951462771,0.12486866648573,0.00624654814055284,0.307819841307132,0.00136766176549808,0.00139757437194941,0.00130958227817191,6.55100284131683e-05,0.00271918106681023,0.130958227817191,0.00655100284131683,0.271918106681023,0.00352166883544415,0.0038197988291564,0.00298253730446474,0.000149201263837175,0.00735239820838362
25,0,2,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"CM","medBMI",1.65943620108297,0.793674239962904,1.54173444737051,0.961713171823218,2.45720572099831,0.0119207877532323,0.00530489108301123,0.012284674766393,0.00673538934957444,0.0167968821957034,1.2284674766393,0.673538934957444,1.67968821957034,0.0396362875763937,0.0189572219749185,0.0368249348076953,0.0229708980794284,0.0586913269267527
25,0,2,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"DIAB","medBMI",4.33966884859072,0.199327733857746,4.24224964809861,4.2095090839301,4.55263493366962,0.0301482075419132,0.00177811031365163,0.0307984038360642,0.0282696068454002,0.0314741413883978,3.07984038360642,2.82696068454002,3.14741413883978,0.10365470052829,0.00476102146981031,0.101327804535755,0.100545783258921,0.108741479391315
25,0,2,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ECA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ECA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ECA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ENDO","medBMI",0.14144666089116,0.0514904018355988,0.112244013717835,0.111248771158981,0.196466800720666,0.0140592017309749,0.00280696711972529,0.014529046866964,0.011221064883917,0.0164979702124422,1.4529046866964,1.1221064883917,1.64979702124422,0.00337850923352392,0.00122986853802994,0.00268099249826257,0.00265722073756141,0.00469268695445859
25,0,2,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"GC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"GC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"GC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"HHD","medBMI",1.65917830125383,2.03861058927421,1.04258187206903,0.052171119841751,3.79029244747298,0.0109623602683117,0.0141228955981288,0.00598728326982467,0.000299616328866881,0.0258539196564704,0.598728326982467,0.0299616328866881,2.58539196564704,0.0396301275373473,0.0486930172549092,0.0249024788517296,0.00124612775584902,0.0905326287016206
25,0,2,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"HSTK","direct",1.57522644175987,0.798794491454343,2.01206237977809,0.721218376271569,2.05792395993268,0.0431503125015492,0.01939143331057,0.0467756061091599,0.0234307567885966,0.0597883686480326,4.67756061091599,2.34307567885966,5.97883686480326,0.0376249042914617,0.0190795211994658,0.0480589028095694,0.0172265851188637,0.0491543247236681
25,0,2,"HSTK","medBMI",0.472892131736021,0.184006710675403,0.519815347422923,0.282459491380767,0.623440038757407,0.0132393993135338,0.00474841832824645,0.0120844553255016,0.00932046399946109,0.0181400370174338,1.20844553255016,0.932046399946109,1.81400370174338,0.0112952149132762,0.0043950727937337,0.0124159944104099,0.00674665625695256,0.0148911109970362
25,0,2,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"IHD","direct",2.9306105290645,1.02954878102454,2.71120215154707,2.06258973961964,3.98512843939917,0.0155538101073544,0.00438433466068936,0.0164183389981576,0.0110824476988649,0.0192903229586612,1.64183389981576,1.10824476988649,1.92903229586612,0.0699987873161989,0.0245911783363428,0.0647581317596458,0.0492657687100774,0.0951863631453904
25,0,2,"IHD","medBMI",3.19908649858448,1.92586279815461,2.10117930145463,2.07465341721574,5.25674069751359,0.0165871805687327,0.00819545435277204,0.0125551100860017,0.0112571977660119,0.0253444232817749,1.25551100860017,1.12571977660119,2.53444232817749,0.0764114416431928,0.0459999918348882,0.0501874956010181,0.0495539144032446,0.125559323018989
25,0,2,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"ISTK","direct",0.799763486801819,0.483068588578259,0.852888943477972,0.320356130317765,1.23401420511114,0.0375636515750607,0.0236788328849985,0.04709649673148,0.0124288097392422,0.0545955750279228,4.709649673148,1.24288097392422,5.45955750279228,0.0191026660351803,0.0115382835950637,0.0203715885023827,0.00765183241142316,0.0294749155618153
25,0,2,"ISTK","medBMI",0.367577088537248,0.143453521922706,0.337702240430064,0.2462278115033,0.514319986462301,0.0161803891366473,0.00589629038819907,0.0133308374765926,0.0123041758095648,0.0224787213747764,1.33308374765926,1.23041758095648,2.24787213747764,0.00877972360627526,0.00342644390008133,0.0080661510868228,0.00588124830570867,0.0122847355483764
25,0,2,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"KC","medBMI",0.320667250907397,0.0751335289092391,0.29680602980441,0.26218414177482,0.399432397977513,0.00612116828447725,0.00156468854851584,0.0057413318148174,0.00482936473201134,0.00773583283615404,0.57413318148174,0.482936473201134,0.773583283615404,0.00765926364930597,0.00179459394493889,0.00708932898056445,0.00626237154195792,0.00954060022508432
25,0,2,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"LVC","medBMI",0.136903522950894,0.150782332159334,0.0515393918906829,0.0483385467933177,0.29802801050965,0.00562970360502169,0.0019310830093994,0.00459352102023823,0.0044456573643859,0.00769450504272341,0.459352102023823,0.44456573643859,0.769450504272341,0.00326999459356241,0.00360149542055692,0.00123103868480053,0.00115458523833247,0.00711851647123995
25,0,2,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MLPC","direct",0.496050553283956,0.220600105999152,0.59412230266278,0.260954969094513,0.647785150501398,0.0164593231566304,0.00484647693793598,0.015451811353019,0.0123585926900013,0.0214164386563291,1.5451811353019,1.23585926900013,2.14164386563291,0.0118483629377018,0.00526912046094874,0.0141908453175379,0.0062330122681239,0.0154726035844189
25,0,2,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"MMC","medBMI",0.0252322835148416,0.0214225446976458,0.0218950701152267,0.0064852368171755,0.0468159616021803,0.00180108364992792,0.00130098133391263,0.00173104997986362,0.000596259489719679,0.00306543642969082,0.173104997986362,0.0596259489719679,0.306543642969082,0.000602683034726295,0.000511685921820855,0.000522972377622029,0.000154902436935406,0.00111821769105581
25,0,2,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,2,"OSTK","direct",0.369935264615728,0.0512947913922286,0.386921997542251,0.316032862501117,0.409398943742795,0.0582424557606978,0.00935713270662997,0.0622656209566768,0.0482825544128036,0.0647826666920098,6.22656209566768,4.82825544128036,6.47826666920098,0.00883604957116709,0.00122519630550825,0.00924178438086912,0.00754856945600579,0.00977865509808166
