"female","race","pathway","disease_type2","V1","V2","V3"
0,2,"medBMI","IHD",97.6069280540338,82.2008898429643,102.444073320756
0,2,"direct","IHD",141.812081747429,105.17428871009,151.083540830786
0,2,"medSBP","ISTK",0,0,0
0,2,"medBMI","ISTK",11.4573663255006,8.46047931314135,8.14923329331957
0,2,"direct","ISTK",41.9684667751203,34.476150455558,40.0625408546489
0,2,"medSBP","OSTK",0,0,0
0,2,"medBMI","OSTK",18.5550673626934,16.0186415229172,17.6559794296214
0,2,"direct","OSTK",73.7337597684279,73.6706775802828,77.27721234231
0,2,"medSBP","Other_CVD",0,0,0
0,2,"medBMI","Other_CVD",264.108797130774,238.647498479736,212.666146773964
0,2,"direct","Other_CVD",0,0,0
0,3,"medBMI","Cancer",362.49453034651,121.623699097963,322.023594254483
0,3,"medSBP","Cancer",0,0,0
0,3,"direct","Cancer",2812.54198390415,2772.71854241437,2585.65882161522
0,3,"medBMI","DIAB",14.7296113824772,3.49491017679447,11.820946131912
0,3,"medSBP","DIAB",0,0,0
0,3,"direct","DIAB",0,0,0
0,3,"medBMI","HHD",3.46481492548026,2.64542909916065,3.46453381272104
0,3,"medSBP","HHD",0,0,0
0,3,"direct","HHD",0,0,0
0,3,"medBMI","HSTK",2.98699545267649,0.766599079198968,2.39908310815516
0,3,"medSBP","HSTK",0,0,0
0,3,"direct","HSTK",8.02919450837496,2.50267616918418,12.3039831156787
0,3,"medBMI","IHD",13.8081546410162,6.35523996933142,16.4980781746598
0,3,"medSBP","IHD",0,0,0
0,3,"direct","IHD",20.6573820512185,4.99709882689255,15.0751596038629
0,3,"medBMI","ISTK",1.3719316927277,0.391405787094484,1.27525883864953
0,3,"medSBP","ISTK",0,0,0
0,3,"direct","ISTK",4.69374116730109,1.0942283663356,5.39160644197968
0,3,"medBMI","OSTK",1.272326474889,0.404244467986689,1.36940029348601
0,3,"medSBP","OSTK",0,0,0
0,3,"direct","OSTK",4.70448359284155,1.56730425910111,7.83700179351949
0,3,"medBMI","Other_CVD",31.2095529830071,12.3816513138287,23.022042001159
0,3,"medSBP","Other_CVD",0,0,0
0,3,"direct","Other_CVD",0,0,0
0,4,"direct","Cancer",2799.1810801913,2816.62045789778,3133.61592795416
0,4,"medSBP","Cancer",0,0,0
0,4,"medBMI","Cancer",402.180715094127,510.041923439852,507.591568803843
0,4,"direct","DIAB",0,0,0
0,4,"medSBP","DIAB",0,0,0
0,4,"medBMI","DIAB",10.1417863033365,11.2514417563788,7.68885569836686
0,4,"direct","HHD",0,0,0
0,4,"medSBP","HHD",0,0,0
0,4,"medBMI","HHD",2.33731556240301,4.69618825271927,3.5109187696525
0,4,"direct","HSTK",8.01959288896774,9.08048146585623,12.0793251916352
0,4,"medSBP","HSTK",0,0,0
0,4,"medBMI","HSTK",1.82300606904994,2.12011610382218,2.43694394097403
0,4,"direct","IHD",16.3242035072375,29.4973136471682,21.5106404494351
0,4,"medSBP","IHD",0,0,0
0,4,"medBMI","IHD",16.1266385173117,23.2752993195408,11.5896923594212
0,4,"direct","ISTK",4.68816671783092,8.24528776841688,4.30400984058555
0,4,"medSBP","ISTK",0,0,0
0,4,"medBMI","ISTK",0.812338373002657,1.70688844357291,0.770938649745286
0,4,"direct","OSTK",6.42851778276261,11.6739858836878,7.34897392583159
0,4,"medSBP","OSTK",0,0,0
0,4,"medBMI","OSTK",1.51424033849667,1.88745506417132,2.13490155273153
0,4,"direct","Other_CVD",0,0,0
0,4,"medSBP","Other_CVD",0,0,0
0,4,"medBMI","Other_CVD",25.0736933693025,34.893537169325,23.403272121626
1,1,"direct","Cancer",40361.0840012904,37763.6802493428,37032.7103821678
1,1,"medBMI","Cancer",19919.3611522009,17085.9641615143,18257.1965235155
1,1,"medSBP","Cancer",0,0,0
1,1,"direct","DIAB",0,0,0
1,1,"medBMI","DIAB",271.103346889066,228.967565143181,306.674773128328
1,1,"medSBP","DIAB",0,0,0
1,1,"direct","HHD",0,0,0
1,1,"medBMI","HHD",241.281330374837,182.874920269812,109.124913717756
1,1,"medSBP","HHD",0,0,0
1,1,"direct","HSTK",330.851054367188,303.985316510762,317.612673089293
1,1,"medBMI","HSTK",59.6255825662408,73.9723283385818,69.3937416345281
1,1,"medSBP","HSTK",0,0,0
1,1,"direct","IHD",756.043090570874,400.599838093883,471.054709544121
1,1,"medBMI","IHD",518.789591380173,558.381909392464,720.107539289257
1,1,"medSBP","IHD",0,0,0
1,1,"direct","ISTK",251.416746082395,410.98694489995,280.108941407222
1,1,"medBMI","ISTK",125.333059310005,68.5537115482427,62.4406987504605
1,1,"medSBP","ISTK",0,0,0
1,1,"direct","OSTK",635.382584169715,601.693607367067,419.664751821228
1,1,"medBMI","OSTK",147.781101422854,138.422503791407,145.318817418315
1,1,"medSBP","OSTK",0,0,0
1,1,"direct","Other_CVD",0,0,0
1,1,"medBMI","Other_CVD",1509.91012195346,1500.0142823517,1417.57198582513
1,1,"medSBP","Other_CVD",0,0,0
1,2,"medSBP","Cancer",0,0,0
1,2,"direct","Cancer",7063.70581641764,7243.58512017481,8229.41768269955
1,2,"medBMI","Cancer",1790.31126436643,2083.22916596955,2756.49425055333
1,2,"medSBP","DIAB",0,0,0
1,2,"direct","DIAB",0,0,0
1,2,"medBMI","DIAB",52.2386435328379,69.450608929327,91.0845863807853
1,2,"medSBP","HHD",0,0,0
1,2,"direct","HHD",0,0,0
1,2,"medBMI","HHD",20.8292917136815,28.3291257147044,55.687067718677
1,2,"medSBP","HSTK",0,0,0
1,2,"direct","HSTK",43.2201095286225,57.7999252084048,59.0037816361202
1,2,"medBMI","HSTK",9.17195892009278,13.6975282754112,19.1778342283666
1,2,"medSBP","IHD",0,0,0
1,2,"direct","IHD",47.3689582124561,69.3469249837192,135.433475519108
1,2,"medBMI","IHD",29.6322254878596,69.8421780191726,120.970885447721
1,2,"medSBP","ISTK",0,0,0
1,2,"direct","ISTK",22.8397222224497,36.3716618816311,77.7281663900912
1,2,"medBMI","ISTK",5.1432642359747,10.3522668165349,16.2310415504019
1,2,"medSBP","OSTK",0,0,0
1,2,"direct","OSTK",31.7842435692762,62.0465269755402,113.65071318165
1,2,"medBMI","OSTK",9.23799057454541,13.85173692364,21.7508904085676
1,2,"medSBP","Other_CVD",0,0,0
1,2,"direct","Other_CVD",0,0,0
1,2,"medBMI","Other_CVD",154.920345143704,176.794482835561,244.881567965047
1,3,"medSBP","Cancer",0,0,0
1,3,"medBMI","Cancer",1006.49957934818,1176.1413305574,1125.34952826249
1,3,"direct","Cancer",3957.15312260937,4285.18789450786,4940.14719740509
1,3,"medSBP","DIAB",0,0,0
1,3,"medBMI","DIAB",18.4362455657675,34.4472314570788,17.7626449556261
1,3,"direct","DIAB",0,0,0
1,3,"medSBP","HHD",0,0,0
1,3,"medBMI","HHD",9.40600928700152,17.1046222114039,7.45436864438771
1,3,"direct","HHD",0,0,0
1,3,"medSBP","HSTK",0,0,0
1,3,"medBMI","HSTK",2.06057263300371,4.24221827495539,2.77480253817106
1,3,"direct","HSTK",12.8325439632844,21.9319935876209,21.2684165357087
1,3,"medSBP","IHD",0,0,0
1,3,"medBMI","IHD",21.5090652749103,45.1667044193442,12.6848487972706
1,3,"direct","IHD",22.3151194103537,28.5247919515618,19.8602721164028
1,3,"medSBP","ISTK",0,0,0
1,3,"medBMI","ISTK",3.58266522818468,8.16774176080605,4.53883883172543
1,3,"direct","ISTK",13.3423196285389,42.3240189506592,10.6393821327689
1,3,"medSBP","OSTK",0,0,0
1,3,"medBMI","OSTK",3.86933606819585,5.10412846915758,4.59392393871046
1,3,"direct","OSTK",15.7240849379954,30.3651209421696,14.9198673191798
1,3,"medSBP","Other_CVD",0,0,0
1,3,"medBMI","Other_CVD",44.4700624679706,85.8540507034336,42.3519265289357
1,3,"direct","Other_CVD",0,0,0
1,4,"direct","Cancer",4387.27811668847,4001.40432161781,3959.13524705963
1,4,"medBMI","Cancer",1250.39505054528,1253.6849742673,1568.48674698933
1,4,"medSBP","Cancer",0,0,0
1,4,"direct","DIAB",0,0,0
1,4,"medBMI","DIAB",11.406822946524,16.2397129216074,15.9208646426871
1,4,"medSBP","DIAB",0,0,0
1,4,"direct","HHD",0,0,0
1,4,"medBMI","HHD",2.70731872546861,3.99363514172237,4.6104084001474
1,4,"medSBP","HHD",0,0,0
1,4,"direct","HSTK",12.9935673336835,21.1713243528523,22.1371461858004
1,4,"medBMI","HSTK",3.2026387510506,5.03667057805403,4.41053509995085
1,4,"medSBP","HSTK",0,0,0
1,4,"direct","IHD",12.3047774151526,17.1420233738511,31.1519363958067
1,4,"medBMI","IHD",9.82236323403732,12.9668979868428,26.0756898561965
1,4,"medSBP","IHD",0,0,0
1,4,"direct","ISTK",7.0809990220592,10.6696896707381,18.7507002253213
1,4,"medBMI","ISTK",1.27314618748719,2.29675015319865,3.4421742804629
1,4,"medSBP","ISTK",0,0,0
1,4,"direct","OSTK",11.7632951825917,15.3662738828042,29.3132521940192
1,4,"medBMI","OSTK",2.37384098260886,6.7601738231592,5.59790355689747
1,4,"medSBP","OSTK",0,0,0
1,4,"direct","Other_CVD",0,0,0
1,4,"medBMI","Other_CVD",26.5460871454787,43.967457800175,56.7616607465593
1,4,"medSBP","Other_CVD",0,0,0
