"age","female","outcome","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"OC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OSTK","direct",4.90461896502316,1.09235641942429,4.54738856712514,4.0611916783014,6.05169208995825,0.117400390110412,0.0198516925569979,0.111715267697729,0.101546675665002,0.138086458606602,11.1715267697729,10.1546675665002,13.8086458606602,0.0143605332081235,0.00319837702951411,0.0133145765235064,0.0118910109789796,0.0177191186191919
25,0,"OSTK","medBMI",1.12530308601127,0.219624498317787,1.23793946776067,0.890498054431323,1.26436719310424,0.0270131002312129,0.00455961254386632,0.0287954224764165,0.0221797299610731,0.0303314965929297,2.87954224764165,2.21797299610731,3.03314965929297,0.0032948435854267,0.000643051972824386,0.00362463852201408,0.00260734360276037,0.00370201787199375
25,0,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","medBMI",8.33372877017814,0.821803221264098,8.75319805507368,7.45515889139706,8.85574975679802,0.0281716652749503,0.00378903564311207,0.0281520611655717,0.0245804492950252,0.0317795447478472,2.81520611655717,2.45804492950252,3.17795447478473,0.0244008330932741,0.0024062078081228,0.0256290228137169,0.0218284147240047,0.0259292902001672
25,0,"OTH","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","medBMI",0.449880949880963,0.12254294480232,0.461051591562936,0.329080959422194,0.561185894910056,0.00484617284887164,0.00263618481411292,0.00407916270155099,0.00274858281865303,0.00759572150431281,0.407916270155099,0.274858281865303,0.759572150431281,0.00131723389044906,0.000358800967170882,0.00134994109400024,0.000963536225677263,0.00164313043220235
25,0,"PC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","medBMI",0.321766369370003,0.132351625252082,0.26906863313027,0.226140311349206,0.462185503194573,0.0309880765548943,0.00936499212673274,0.0300042759019518,0.0225463439377892,0.0402660397270005,3.00042759019518,2.25463439377892,4.02660397270005,0.000942119391036817,0.000387520401306578,0.000787822472833704,0.000662130019474473,0.00135326114307181
25,0,"PVD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","medBMI",0.931307992258814,0.316681540279151,0.970989139096007,0.615372621556443,1.21351438814957,0.0223915634325236,0.00443872092708706,0.0238554261076538,0.0177282829214146,0.0258105606697718,2.38554261076538,1.77282829214146,2.58105606697718,0.00272683351045198,0.000927231209602631,0.00284301836211033,0.00180178705629369,0.00355312284070068
25,0,"RHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","medBMI",0.808044610876846,0.294041982466996,0.682678634795238,0.601724345865386,1.12092595555767,0.0107109507421118,0.00332282819878557,0.0103444063655695,0.00772448289318677,0.0140089813110977,1.03444063655695,0.772448289318677,1.40089813110977,0.00236592313304961,0.000860943466538957,0.00199885644029986,0.00176182543691148,0.00328202751802503
25,0,"SCC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","medBMI",3.60850904466762,0.944209724474919,3.21869199803698,2.93647518601906,4.6118873929522,0.00258592188299941,0.000549347696565805,0.00232734208655419,0.00221926733312441,0.00317236925985284,0.232734208655419,0.221926733312441,0.317236925985284,0.0105655738676773,0.00276460927963058,0.00942420474539618,0.00859788491713303,0.0135034265721605
25,0,"TC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"UC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"AA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"AA","medBMI",1.34305592766688,0.0819826950621215,1.35966945443552,1.2593203772539,1.41266998032651,0.0299311806691827,0.00316954471551566,0.0301054748108834,0.026849454589492,0.0328647567284278,3.01054748108834,2.6849454589492,3.28647567284278,0.0040432130966558,0.000246805437916599,0.00409322741670672,0.00379113076180206,0.00425278325946625
25,1,"AA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"AFF","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"AFF","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"AFF","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"APCA","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"APCA","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"APCA","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"BC","direct",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"BC","medBMI",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"BC","medSBP",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"CC","direct",103.517645722739,4.81829323463242,103.509512250485,98.9437287667286,108.098476130165,0.0746969814700571,0.00769232452499931,0.07134464532137,0.0693544669406492,0.082888981725849,7.134464532137,6.93544669406492,8.2888981725849,0.311635496556154,0.0145052681042377,0.311611011081751,0.297865912908447,0.325425892857103
25,1,"CC","medBMI",4.02281861700395,1.13449571509069,4.19743770735682,2.88045241489715,5.01675859231082,0.00286057401543245,0.000646598518250275,0.00276411946634473,0.00229244601997993,0.00351068837760953,0.276411946634473,0.229244601997993,0.351068837760953,0.012110525394126,0.00341535139294086,0.0126362087841448,0.00867148023272388,0.015102739674012
25,1,"CC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"CM","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"CM","medBMI",5.70527080274255,0.49870855966877,5.48472424937709,5.36135339826874,6.23665277757702,0.0286873013315914,0.000485829938142041,0.0288660417223355,0.0281738519868418,0.0290488213442084,2.88660417223355,2.81738519868418,2.90488213442084,0.017175476578767,0.00150134103750239,0.0165115305027919,0.0161401277706559,0.0187751795514569
25,1,"CM","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"DIAB","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"DIAB","medBMI",21.0474029785047,6.0972547970081,22.4781463975957,14.7678094952548,26.1108645555274,0.0610611041529629,0.0195069971366165,0.0666443348770003,0.0407349002499588,0.0766415619405352,6.66443348770003,4.07349002499588,7.66415619405352,0.0633623169521426,0.0183555278235778,0.0676695095350097,0.0444578662214445,0.0786056539874036
25,1,"DIAB","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ECA","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ECA","medBMI",0.141399287348674,0.123103419165629,0.171992155752525,0.0141896588406878,0.242604977713387,0.0167628973972296,0.00782413957034028,0.013421976730886,0.0112767495279909,0.0250888278328604,1.3421976730886,1.12767495279909,2.50888278328604,0.000425676577340388,0.00037059763957725,0.000517775114450152,4.27173681154227e-05,0.000730352030022053
25,1,"ECA","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ENDO","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ENDO","medBMI",2.72450743438121,0.673922271384709,3.02082225566365,2.0065785052647,3.19056876540765,0.0293831291821693,0.00574955273782401,0.0298859475225307,0.0237230442714863,0.0346158185035452,2.98859475225307,2.37230442714863,3.46158185035452,0.00820201446097818,0.00202881450999896,0.00909405770464535,0.00604071976812461,0.00960507239671467
25,1,"ENDO","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"GC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"GC","medBMI",0.141315413293386,0.084475361019664,0.118023422122806,0.0732843993180293,0.229144619763736,0.0112742614018433,0.00247820495586032,0.0118550556765931,0.00872213019852084,0.0133327174716284,1.18550556765931,0.872213019852084,1.33327174716284,0.000425424078042462,0.000254309503411945,0.000355304523221185,0.000220619586272883,0.000689830191410127
25,1,"GC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"HHD","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"HHD","medBMI",6.43732555583578,1.08986028334641,6.50128188909053,5.3761147702845,7.44417345812052,0.0421155511871085,0.0108364894485833,0.0365118186268473,0.0352925179784003,0.0537017570720389,3.65118186268473,3.52925179784003,5.37017570720389,0.0193792964675764,0.00328097831250119,0.0195718343052813,0.0161845662571175,0.0224103695159862
25,1,"HHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"HSTK","direct",11.9743975589708,2.79605194293583,12.5766617097886,9.10881021440955,14.328060375337,0.105694326621203,0.0277734028749531,0.110480884694206,0.0775708435032117,0.129749235377141,11.0480884694206,7.75708435032117,12.9749235377141,0.0360484176702152,0.00841739617965638,0.0378615084373755,0.0274216881033621,0.0431340200849821
25,1,"HSTK","medBMI",3.24491616014469,0.91613870987088,2.88884587997432,2.57669792588599,4.2157941325482,0.0283661042204806,0.00720936525801861,0.0261961805602561,0.0226761906811207,0.0359004528710313,2.61961805602561,2.26761906811207,3.59004528710313,0.00976868293120047,0.00275799685910179,0.00869674840453063,0.00775704018384863,0.0126914700262217
25,1,"HSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"IHD","direct",8.52356049819626,0.901214151617168,8.20501298844912,7.84388827727726,9.47399810240032,0.0348523122704096,0.00529437783812063,0.0324249465337121,0.0312677482871068,0.0405001371299052,3.24249465337121,3.12677482871068,4.05001371299052,0.0256598185723454,0.00271306710736908,0.0247008447598742,0.023613694082335,0.0285210708029563
25,1,"IHD","medBMI",7.4378502811116,0.566075880215914,7.66199019061251,6.83742401811627,7.84775762103116,0.0302593780367804,0.00134317442763402,0.0298852491544983,0.0291800483454458,0.0316567172780548,2.98852491544983,2.91800483454458,3.16567172780548,0.0223913338588938,0.00170414750826194,0.0230660975816166,0.0205837759753319,0.0236253425781414
25,1,"IHD","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"ISTK","direct",8.59269337376863,1.85117800857632,9.23605769414739,6.64219148815568,9.99633558705965,0.129441323972869,0.0351885395059467,0.129113876698435,0.0961524620678829,0.163008516061123,12.9113876698435,9.61524620678829,16.3008516061123,0.025867940171875,0.00557289314192539,0.0278047612621145,0.0199960366967442,0.0300935457203021
25,1,"ISTK","medBMI",2.32384657900829,0.0401812658872931,2.30321342437043,2.29842571447817,2.36680562498059,0.0347769003486242,0.00278815502530849,0.0343983267956948,0.032307422691022,0.0375681655262165,3.43983267956948,3.2307422691022,3.75681655262165,0.00699584189259135,0.000120964002413464,0.00693372665275765,0.00691931345451279,0.00712516828452856
25,1,"ISTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"KC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"KC","medBMI",6.43676430021256,1.05376727219318,6.85574459239995,5.31883741633312,7.19855793573273,0.0140630461593519,0.00226028736779177,0.0146051243098988,0.0117322147834927,0.0159331111072462,1.46051243098988,1.17322147834927,1.59331111072462,0.0193776068312481,0.00317232182814617,0.0206389292897666,0.016012135204272,0.0216709543684834
25,1,"KC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LVC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"LVC","medBMI",1.37183070973929,0.316816708880944,1.29507101563077,1.11017769792652,1.69872946154431,0.0131788411839298,0.00222014689206291,0.0129768868479769,0.0111620869606029,0.0153672565928168,1.29768868479769,1.11620869606029,1.53672565928168,0.00412983836171882,0.000953763309627818,0.00389875654738661,0.00334214303023802,0.00511395323538199
25,1,"LVC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MLPC","direct",15.5708087575979,1.27769555031117,15.3366529045883,14.4718992621396,16.8687507281145,0.0394359894751956,0.00301631510149625,0.0400491297445022,0.0363546564765628,0.0419961532449178,4.00491297445022,3.63546564765628,4.19961532449178,0.0468752615563884,0.00384644844353666,0.046170345259126,0.043567040973352,0.0507826609920978
25,1,"MLPC","medBMI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MLPC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MMC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"MMC","medBMI",0.268605286132981,0.0886854759017463,0.28833373561723,0.177547740793747,0.342893649410603,0.00408030197103747,0.000167117525414249,0.00417019599970934,0.00390161399415188,0.00418258002355197,0.417019599970934,0.390161399415188,0.418258002355197,0.00080862485943565,0.000266983876294712,0.000868016522648066,0.00053449996837137,0.00103226683676938
25,1,"MMC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"OC","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"OC","medBMI",2.58829268397955,0.355033385612203,2.49290271973443,2.30080917497913,2.95685766258832,0.00302592114608321,0.000468770846408128,0.00285242238625268,0.00267782202302144,0.00352149421500093,0.285242238625268,0.267782202302144,0.352149421500093,0.00779194571295631,0.00106881299943404,0.00750477825791564,0.00692648876159742,0.00890149500109977
25,1,"OC","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"OSTK","direct",5.18314145103039,0.774090807194707,4.91909110733875,4.59279648909321,5.99792920510546,0.103046145490745,0.0232400984549656,0.0899295689424472,0.0893596018033821,0.127881779244161,8.99295689424472,8.9359601803382,12.7881779244161,0.0156036282368604,0.0023303676527362,0.0148087158390981,0.0138264196839778,0.0180565123278408
25,1,"OSTK","medBMI",1.22386085242481,0.0706765106551248,1.25120629821377,1.14897774615297,1.27550032977603,0.0241155877359711,0.00123954968755229,0.0245312444778501,0.0228121096578551,0.02506575758349,2.45312444778501,2.28121096578551,2.506575758349,0.00368438136124712,0.000212768647693733,0.00376670366984964,0.00345894893527025,0.00383983982491186
25,1,"OSTK","medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"OTH","direct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
