"","age","female","race","pathway","V1","V2","V3"
"76",55,0,2,"direct",7548.26033242308,9027.39119771673,9719.95240405883
"77",55,0,2,"medBMI",9409.74355233197,7410.20333790806,9486.05732604937
"78",55,0,2,"medSBP",0,0,0
"79",55,0,3,"medSBP",0,0,0
"80",55,0,3,"direct",4339.50373779228,4154.63530654283,5501.43735827603
"81",55,0,3,"medBMI",4749.5768420235,4973.19799021094,4942.4826987238
"82",55,0,4,"medSBP",0,0,0
"83",55,0,4,"medBMI",2925.37285827302,3186.12815464341,2884.64131545768
"84",55,0,4,"direct",3231.15767095786,3321.74231270141,3637.45947951691
"85",55,1,1,"medSBP",0,0,0
"86",55,1,1,"direct",45488.6748156236,36262.4947482282,50158.6552179401
"87",55,1,1,"medBMI",46529.0351116824,42622.5847719151,46416.864753102
"88",55,1,2,"medBMI",9169.23222078536,10935.9839651543,9852.70815098194
"89",55,1,2,"medSBP",0,0,0
"90",55,1,2,"direct",9050.84453542532,11972.8978336078,10846.6543995193
"91",55,1,3,"medBMI",6881.25611787676,5521.94780480211,6227.87467437338
"92",55,1,3,"direct",5799.81501326122,6364.72702242555,6068.85191385935
"93",55,1,3,"medSBP",0,0,0
"94",55,1,4,"direct",5461.1267760919,6061.72356773934,5983.44702315409
"95",55,1,4,"medBMI",5663.87783280769,4822.67462179328,4882.8913895743
"96",55,1,4,"medSBP",0,0,0
"97",65,0,1,"medSBP",0,0,0
"98",65,0,1,"direct",53739.0439355772,53906.6126062476,49390.212232007
"99",65,0,1,"medBMI",59717.7641623549,56044.8490910094,53237.7714023791
"100",65,0,2,"medBMI",8448.30580628543,7639.26986021442,7392.60260026778
"101",65,0,2,"medSBP",0,0,0
"102",65,0,2,"direct",7661.50022462611,7975.22046635172,10095.6628914285
"103",65,0,3,"direct",2668.57297897141,3807.01313447214,4146.01298849688
"104",65,0,3,"medBMI",3906.10924701645,3559.67031537597,4098.67437728985
"105",65,0,3,"medSBP",0,0,0
"106",65,0,4,"direct",2311.72412736466,2212.3568648806,2244.59068938191
"107",65,0,4,"medSBP",0,0,0
"108",65,0,4,"medBMI",2065.8957755026,2318.08287958544,2041.12675352625
"109",65,1,1,"direct",56159.9124768889,55562.0314193865,46081.1177981501
"110",65,1,1,"medSBP",0,0,0
"111",65,1,1,"medBMI",52970.9190123806,50763.9577542254,55367.4043825569
"112",65,1,2,"medSBP",0,0,0
"113",65,1,2,"direct",7548.81495901909,7590.3927083021,7408.74360862348
"114",65,1,2,"medBMI",8173.85861936846,8116.4302137598,7070.46148995583
"115",65,1,3,"medBMI",4415.35646663756,4510.64458759314,4120.67871514291
"116",65,1,3,"medSBP",0,0,0
"117",65,1,3,"direct",4596.44191524333,3855.3668077044,4595.78259221641
"118",65,1,4,"direct",3249.318865629,3445.05307476019,3185.87853502779
"119",65,1,4,"medBMI",3369.80657189942,3564.15310354696,3686.75601274432
"120",65,1,4,"medSBP",0,0,0
"121",75,0,1,"direct",53949.3261673065,45360.7403617831,52298.6533390581
"122",75,0,1,"medBMI",66320.7513588952,69393.2742445194,62041.0767018294
"123",75,0,1,"medSBP",0,0,0
"124",75,0,2,"medSBP",0,0,0
"125",75,0,2,"medBMI",4758.09951234462,5347.97931990092,4856.44502031726
"126",75,0,2,"direct",5716.37476444901,5532.40359632932,5323.34708683748
"127",75,0,3,"medBMI",3310.26857383026,3341.98553780132,3500.02080265351
"128",75,0,3,"medSBP",0,0,0
"129",75,0,3,"direct",3307.88468507597,2796.13372051074,3345.59347316963
"130",75,0,4,"direct",2770.38310538171,3234.99122960731,3119.02865085637
"131",75,0,4,"medBMI",2560.43189967967,2805.78122948524,2566.52239995331
"132",75,0,4,"medSBP",0,0,0
"133",75,1,1,"medBMI",91053.088177037,84649.5407162179,85958.9649258781
"134",75,1,1,"direct",81189.4911413103,83382.4898454772,74049.8683471148
"135",75,1,1,"medSBP",0,0,0
"136",75,1,2,"medSBP",0,0,0
"137",75,1,2,"direct",9700.68843073481,8360.7512590008,11140.9507330049
"138",75,1,2,"medBMI",7424.17085992417,9024.74547399945,12331.1236175764
"139",75,1,3,"medSBP",0,0,0
"140",75,1,3,"medBMI",5203.02937560154,6659.7621866738,4859.72875771109
"141",75,1,3,"direct",4451.52338566734,5888.52785493195,4413.54981512449
"142",75,1,4,"medBMI",2663.60545798789,3492.00419568627,3700.51474178174
"143",75,1,4,"direct",2663.54867085125,2987.03858692813,3625.28925890272
"144",75,1,4,"medSBP",0,0,0
