"age","race","outcome","pathway","V1","V2","V3"
25,3,"APCA","medBMI",0.0272360888241445,0.00746729496263467,0.0158266169381374
25,3,"APCA","direct",0,0,0
25,3,"APCA","medSBP",0,0,0
25,3,"BC","medBMI",0,0,0
25,3,"BC","direct",0,0,0
25,3,"BC","medSBP",0,0,0
25,3,"CC","direct",43.3263385250251,39.9660316974364,38.4282481197123
25,3,"CC","medBMI",1.75560528553789,1.90599319563827,0.958071653134629
25,3,"CC","medSBP",0,0,0
25,3,"CM","medSBP",0,0,0
25,3,"CM","direct",0,0,0
25,3,"CM","medBMI",2.65530413460745,3.27532390222625,1.29669926822987
25,3,"DIAB","medSBP",0,0,0
25,3,"DIAB","direct",0,0,0
25,3,"DIAB","medBMI",5.01498849201694,4.63208116219431,5.14972484783723
25,3,"ECA","medSBP",0,0,0
25,3,"ECA","medBMI",0.309050438169553,0.202413307372998,0.291551629841651
25,3,"ECA","direct",0,0,0
25,3,"ENDO","medSBP",0,0,0
25,3,"ENDO","direct",0,0,0
25,3,"ENDO","medBMI",0.448594611834669,0.568241989103275,0.524246197490277
25,3,"GC","direct",0,0,0
25,3,"GC","medSBP",0,0,0
25,3,"GC","medBMI",0.0534850079717109,0.0696120075690953,0.0104169536174114
25,3,"HHD","direct",0,0,0
25,3,"HHD","medSBP",0,0,0
25,3,"HHD","medBMI",0.724426988354852,3.52395795855964,0.656426279673461
25,3,"HSTK","direct",8.49516250135257,5.6391598405072,7.83529184198353
25,3,"HSTK","medBMI",2.28758974159714,1.52045271169921,1.77405564596744
25,3,"HSTK","medSBP",0,0,0
25,3,"IHD","direct",4.11274293330179,3.87819552500474,2.07595764221452
25,3,"IHD","medSBP",0,0,0
25,3,"IHD","medBMI",3.55952001305381,2.32177835347258,3.80116018616572
25,3,"ISTK","direct",1.59565484143385,2.0729066395418,2.96210332051893
25,3,"ISTK","medBMI",0.834201741740759,0.524467937376822,0.707410157845562
25,3,"ISTK","medSBP",0,0,0
25,3,"KC","direct",0,0,0
25,3,"KC","medSBP",0,0,0
25,3,"KC","medBMI",2.09065304417247,2.69687661963131,1.81515863269095
25,3,"LC","medBMI",0,0,0
25,3,"LC","medSBP",0,0,0
25,3,"LC","direct",0,0,0
25,3,"LVC","medBMI",0.508568344589554,1.10439350664883,0.882424198953422
25,3,"LVC","medSBP",0,0,0
25,3,"LVC","direct",0,0,0
25,3,"MLPC","direct",4.48061426700992,3.71913877222572,4.89810283029169
25,3,"MLPC","medBMI",0,0,0
25,3,"MLPC","medSBP",0,0,0
25,3,"MMC","medBMI",0.0636047045551681,0.100873577087174,0.0432913887893459
25,3,"MMC","medSBP",0,0,0
25,3,"MMC","direct",0,0,0
25,3,"OC","medSBP",0,0,0
25,3,"OC","medBMI",0.365225266834607,0.376446193774768,0.58961058863559
25,3,"OC","direct",0,0,0
25,3,"OSTK","medBMI",0.371067280953283,0.392686983728218,0.261103104382663
25,3,"OSTK","direct",2.26519125027161,1.34020734526278,1.11247850447627
25,3,"OSTK","medSBP",0,0,0
25,3,"OTH","medSBP",0,0,0
25,3,"OTH","medBMI",1.51550438682524,1.90218248807829,2.44026281949637
25,3,"OTH","direct",0,0,0
25,3,"PC","medSBP",0,0,0
25,3,"PC","medBMI",0.75423610794564,0.592625697777205,0.206018993650558
25,3,"PC","direct",0,0,0
25,3,"PVD","medSBP",0,0,0
25,3,"PVD","direct",0,0,0
25,3,"PVD","medBMI",0.0300107349126388,0.0613395467291109,0.0656581752325932
25,3,"RHD","direct",0,0,0
25,3,"RHD","medBMI",0.392572695822775,0.764988114080893,0.473450753597038
25,3,"RHD","medSBP",0,0,0
25,3,"SCC","direct",0,0,0
25,3,"SCC","medBMI",0.0215982839391568,0.365795671070599,0.416644959547344
25,3,"SCC","medSBP",0,0,0
25,3,"SCNC","medSBP",0,0,0
25,3,"SCNC","direct",0,0,0
25,3,"SCNC","medBMI",0,0,0
25,3,"TC","direct",0,0,0
25,3,"TC","medSBP",0,0,0
25,3,"TC","medBMI",4.2681571647307,3.90694275287799,3.11713456102951
25,3,"UC","medBMI",5.65169170288549,3.63815027321803,5.00598519887769
25,3,"UC","medSBP",0,0,0
25,3,"UC","direct",0,0,0
25,4,"AA","medSBP",0,0,0
25,4,"AA","direct",0,0,0
25,4,"AA","medBMI",0.325642164181469,0.473112411816601,0.469270840827349
25,4,"AFF","medBMI",0.0266405933548428,0.0485141515365166,0.0453426719443549
25,4,"AFF","direct",0,0,0
25,4,"AFF","medSBP",0,0,0
25,4,"APCA","medBMI",0,0,0
25,4,"APCA","direct",0,0,0
25,4,"APCA","medSBP",0,0,0
25,4,"BC","direct",0,0,0
25,4,"BC","medSBP",0,0,0
25,4,"BC","medBMI",0,0,0
25,4,"CC","direct",19.7234146310158,20.3762358186722,19.2920289936366
25,4,"CC","medSBP",0,0,0
25,4,"CC","medBMI",0.616913318318773,0.721415864903636,0.520120667555383
25,4,"CM","medBMI",1.14735440439755,0.85415088334841,0.7661295552325
25,4,"CM","medSBP",0,0,0
25,4,"CM","direct",0,0,0
25,4,"DIAB","direct",0,0,0
25,4,"DIAB","medSBP",0,0,0
25,4,"DIAB","medBMI",1.81669617338328,1.13270283801039,1.09392684477748
25,4,"ECA","medSBP",0,0,0
25,4,"ECA","direct",0,0,0
25,4,"ECA","medBMI",0,0,0
25,4,"ENDO","direct",0,0,0
25,4,"ENDO","medSBP",0,0,0
25,4,"ENDO","medBMI",0.322241172659941,0.526173298807267,0.466572140769221
25,4,"GC","medSBP",0,0,0
25,4,"GC","medBMI",0,0.0737585905725639,0.0144442747550135
25,4,"GC","direct",0,0,0
25,4,"HHD","direct",0,0,0
25,4,"HHD","medBMI",1.30298028156585,1.17385692566127,0.215626062276652
25,4,"HHD","medSBP",0,0,0
25,4,"HSTK","direct",1.24380448744776,2.30383037309019,3.2632276937003
25,4,"HSTK","medSBP",0,0,0
25,4,"HSTK","medBMI",0.343199000758001,0.462718323916664,0.667829503502315
25,4,"IHD","medSBP",0,0,0
25,4,"IHD","direct",1.39281251377697,2.85296265151937,2.01155686923205
25,4,"IHD","medBMI",1.28368675900849,1.2987966830439,1.59436460775951
25,4,"ISTK","medSBP",0,0,0
25,4,"ISTK","direct",1.01800357615647,0.679410648382221,1.4780692257881
25,4,"ISTK","medBMI",0.297962661923188,0.384142257009313,0.39501629647614
25,4,"KC","medSBP",0,0,0
25,4,"KC","medBMI",0.527850275292552,1.14734402101179,0.655064779058732
25,4,"KC","direct",0,0,0
25,4,"LC","direct",0,0,0
25,4,"LC","medSBP",0,0,0
25,4,"LC","medBMI",0,0,0
25,4,"LVC","medSBP",0,0,0
25,4,"LVC","medBMI",0.25944142102772,0.45744013547622,0.795313489465691
25,4,"LVC","direct",0,0,0
25,4,"MLPC","medBMI",0,0,0
25,4,"MLPC","direct",7.37348002751135,6.33063690513045,9.30506309917487
25,4,"MLPC","medSBP",0,0,0
25,4,"MMC","medBMI",0.0195180091447245,0.0134668698499364,0.058254296789493
25,4,"MMC","direct",0,0,0
25,4,"MMC","medSBP",0,0,0
25,4,"OC","medBMI",0.319457480538311,0.521080596486078,0.14338795580071
25,4,"OC","direct",0,0,0
25,4,"OC","medSBP",0,0,0
25,4,"OSTK","medBMI",0.120162427428632,0.254447374568396,0.208714232071098
25,4,"OSTK","medSBP",0,0,0
25,4,"OSTK","direct",0.548202559550009,0.908156982132126,0.867657249161051
25,4,"OTH","medSBP",0,0,0
25,4,"OTH","medBMI",0.453514162896698,0.707604904420018,1.11058833397414
25,4,"OTH","direct",0,0,0
25,4,"PC","medSBP",0,0,0
25,4,"PC","medBMI",0.101617655368001,0.0625302056253167,0.0755092935240467
25,4,"PC","direct",0,0,0
25,4,"PVD","medBMI",0.0289595958339313,0.0357283622037166,0.0586793491959519
25,4,"PVD","medSBP",0,0,0
25,4,"PVD","direct",0,0,0
25,4,"RHD","direct",0,0,0
25,4,"RHD","medBMI",0.283895940648034,0.243719962788573,0.351788729455344
25,4,"RHD","medSBP",0,0,0
25,4,"SCC","medSBP",0,0,0
25,4,"SCC","direct",0,0,0
25,4,"SCC","medBMI",0.111587148859141,0.246736455008956,0.116910679874481
25,4,"SCNC","medBMI",0,0,0
25,4,"SCNC","direct",0,0,0
25,4,"SCNC","medSBP",0,0,0
25,4,"TC","medBMI",2.02181385363903,2.44145028312353,2.31548979942263
25,4,"TC","medSBP",0,0,0
25,4,"TC","direct",0,0,0
25,4,"UC","direct",0,0,0
25,4,"UC","medSBP",0,0,0
25,4,"UC","medBMI",2.70716464114392,2.66797327962856,3.98333683834809
35,1,"AA","direct",0,0,0
35,1,"AA","medBMI",4.59680444760768,3.91025171960349,5.30014090119835
35,1,"AA","medSBP",0,0,0
35,1,"AFF","medSBP",0,0,0
35,1,"AFF","direct",0,0,0
35,1,"AFF","medBMI",0.650166044540793,1.0116745531494,0.834815378377442
35,1,"APCA","direct",0,0,0
35,1,"APCA","medSBP",0,0,0
35,1,"APCA","medBMI",0.12098539998779,0.0790126327110609,0.207224002175812
35,1,"BC","medBMI",0,0,0
35,1,"BC","direct",0,0,0
35,1,"BC","medSBP",0,0,0
35,1,"CC","direct",305.639138622548,250.181295356466,301.869850425366
35,1,"CC","medBMI",8.43633465947093,9.88561748260038,3.15535505559425
35,1,"CC","medSBP",0,0,0
35,1,"CM","medBMI",10.9563217845194,12.9779020516343,15.8272094405848
35,1,"CM","medSBP",0,0,0
35,1,"CM","direct",0,0,0
35,1,"DIAB","medBMI",69.3543208400847,80.7116744127391,55.0362199504786
35,1,"DIAB","medSBP",0,0,0
35,1,"DIAB","direct",0,0,0
35,1,"ECA","direct",0,0,0
35,1,"ECA","medSBP",0,0,0
35,1,"ECA","medBMI",3.55260066573624,1.91988423014389,2.09581999403376
35,1,"ENDO","direct",0,0,0
35,1,"ENDO","medSBP",0,0,0
35,1,"ENDO","medBMI",4.82753914839043,4.82019378823475,3.00309570308141
35,1,"GC","medSBP",0,0,0
35,1,"GC","direct",0,0,0
35,1,"GC","medBMI",0.708683547053063,0.142577145783027,0.734166984301621
35,1,"HHD","medSBP",0,0,0
35,1,"HHD","direct",0,0,0
35,1,"HHD","medBMI",34.847137044147,24.1909483275031,20.2856241066322
35,1,"HSTK","medSBP",0,0,0
35,1,"HSTK","direct",30.2184412944094,63.6319113238828,55.9768203201066
35,1,"HSTK","medBMI",13.3487293711544,14.3767547136963,11.6294614768408
35,1,"IHD","direct",76.906889585257,125.801209776852,96.4958100613076
35,1,"IHD","medSBP",0,0,0
35,1,"IHD","medBMI",74.3329184550004,70.6771772092339,68.2574810232634
35,1,"ISTK","direct",20.4267980684977,15.4473096027486,18.3026911199579
35,1,"ISTK","medSBP",0,0,0
35,1,"ISTK","medBMI",5.50351955063076,4.74816736929181,5.94509529651963
35,1,"KC","direct",0,0,0
35,1,"KC","medBMI",17.3809611068847,28.9233759320296,27.743131009449
35,1,"KC","medSBP",0,0,0
35,1,"LC","medSBP",0,0,0
35,1,"LC","direct",0,0,0
35,1,"LC","medBMI",0,0,0
35,1,"LVC","medSBP",0,0,0
35,1,"LVC","direct",0,0,0
35,1,"LVC","medBMI",2.27851777658425,3.27609274199276,2.04595003412321
35,1,"MLPC","medSBP",0,0,0
35,1,"MLPC","medBMI",0,0,0
35,1,"MLPC","direct",37.2200577611662,58.5080480918442,42.8246115259693
35,1,"MMC","medBMI",1.22317815344785,1.87175233311188,1.0456202748694
35,1,"MMC","direct",0,0,0
35,1,"MMC","medSBP",0,0,0
35,1,"OC","medSBP",0,0,0
35,1,"OC","direct",0,0,0
35,1,"OC","medBMI",1.64745195487696,0.931240017314275,0.594511205706755
35,1,"OSTK","direct",14.808794736219,22.8668848183124,19.4205474220927
35,1,"OSTK","medBMI",5.39353100341701,5.45508688307733,3.86207033113546
35,1,"OSTK","medSBP",0,0,0
35,1,"OTH","medBMI",12.0232784663389,15.0272333487247,9.95806163556928
35,1,"OTH","medSBP",0,0,0
35,1,"OTH","direct",0,0,0
35,1,"PC","medSBP",0,0,0
35,1,"PC","direct",0,0,0
35,1,"PC","medBMI",2.76975578291718,2.43290321665935,2.16827709999387
35,1,"PVD","medSBP",0,0,0
35,1,"PVD","medBMI",0.547989083589923,0.764068189816244,0.417106482390049
35,1,"PVD","direct",0,0,0
35,1,"RHD","medSBP",0,0,0
35,1,"RHD","medBMI",1.32731181427163,1.16607998276147,1.4766600862482
35,1,"RHD","direct",0,0,0
35,1,"SCC","direct",0,0,0
35,1,"SCC","medBMI",2.36654808512947,1.16381722826489,0.645982817508613
35,1,"SCC","medSBP",0,0,0
35,1,"SCNC","medSBP",0,0,0
35,1,"SCNC","medBMI",0,0,0
35,1,"SCNC","direct",0,0,0
35,1,"TC","direct",0,0,0
35,1,"TC","medBMI",11.5631446516728,10.2446649429855,39.0769070058762
35,1,"TC","medSBP",0,0,0
35,1,"UC","direct",0,0,0
35,1,"UC","medBMI",24.2016400160891,35.8103498015652,37.8125179667347
35,1,"UC","medSBP",0,0,0
35,2,"AA","direct",0,0,0
35,2,"AA","medSBP",0,0,0
35,2,"AA","medBMI",2.65817853126122,4.50226905707419,2.51236391725741
35,2,"AFF","direct",0,0,0
35,2,"AFF","medSBP",0,0,0
35,2,"AFF","medBMI",0.316626696012022,0.487106002348247,0.147162852133095
35,2,"APCA","direct",0,0,0
35,2,"APCA","medBMI",0.23356881878527,0.0478634374004538,0.175284380605125
35,2,"APCA","medSBP",0,0,0
35,2,"BC","direct",0,0,0
35,2,"BC","medSBP",0,0,0
35,2,"BC","medBMI",0,0,0
35,2,"CC","medBMI",13.1127792614598,5.77250477856301,4.96513326996363
35,2,"CC","direct",87.631846497162,118.820180677202,106.256558695283
35,2,"CC","medSBP",0,0,0
35,2,"CM","medBMI",9.8240059709871,8.44919218945701,6.95359720299888
35,2,"CM","direct",0,0,0
35,2,"CM","medSBP",0,0,0
35,2,"DIAB","direct",0,0,0
35,2,"DIAB","medBMI",56.708425857502,46.8403102609913,49.0511109496143
35,2,"DIAB","medSBP",0,0,0
35,2,"ECA","medSBP",0,0,0
35,2,"ECA","medBMI",0.279832657287015,0.368222958930874,0.383744346387929
35,2,"ECA","direct",0,0,0
35,2,"ENDO","medSBP",0,0,0
35,2,"ENDO","medBMI",1.02925908589454,0.407943510059354,0.533747412580746
35,2,"ENDO","direct",0,0,0
35,2,"GC","direct",0,0,0
35,2,"GC","medBMI",0.353864026847814,0.241640112822715,0.177228889913331
35,2,"GC","medSBP",0,0,0
35,2,"HHD","medSBP",0,0,0
35,2,"HHD","medBMI",43.6981282387023,35.8635905141326,0.000140356513130724
35,2,"HHD","direct",0,0,0
35,2,"HSTK","direct",38.8362552716682,23.0817485530069,13.0066375952477
35,2,"HSTK","medSBP",0,0,0
35,2,"HSTK","medBMI",8.11408048181304,9.82981630686111,9.49876199064063
35,2,"IHD","medSBP",0,0,0
35,2,"IHD","medBMI",11.7582187455366,28.65861792957,26.5384684178719
35,2,"IHD","direct",44.0601163601542,35.781038669469,35.2280402186453
35,2,"ISTK","medSBP",0,0,0
35,2,"ISTK","medBMI",2.84410687505982,2.40595221263186,3.19069047606495
35,2,"ISTK","direct",14.1847371783562,9.99702219131924,8.48219613531271
35,2,"KC","medSBP",0,0,0
35,2,"KC","medBMI",5.15567428705094,9.71525097737055,7.91169688960287
35,2,"KC","direct",0,0,0
35,2,"LC","medSBP",0,0,0
35,2,"LC","direct",0,0,0
35,2,"LC","medBMI",0,0,0
35,2,"LVC","medSBP",0,0,0
35,2,"LVC","direct",0,0,0
35,2,"LVC","medBMI",1.15164686035869,1.16250715321994,1.28077180463818
35,2,"MLPC","medSBP",0,0,0
35,2,"MLPC","medBMI",0,0,0
35,2,"MLPC","direct",10.4366272836834,14.353093529457,10.1665421087335
35,2,"MMC","direct",0,0,0
35,2,"MMC","medBMI",1.23215208225062,1.14912901496566,1.11821934325987
35,2,"MMC","medSBP",0,0,0
35,2,"OC","medSBP",0,0,0
35,2,"OC","medBMI",0.196514150782021,0.239203727644307,0.330011504054752
35,2,"OC","direct",0,0,0
35,2,"OSTK","medBMI",3.12415408515107,3.69450986108594,3.51956266896755
35,2,"OSTK","direct",12.2261986828368,9.55222087558863,17.6678362513699
35,2,"OSTK","medSBP",0,0,0
35,2,"OTH","medBMI",8.33414548290081,6.47812687253947,6.19393615375239
35,2,"OTH","direct",0,0,0
35,2,"OTH","medSBP",0,0,0
35,2,"PC","direct",0,0,0
35,2,"PC","medBMI",0.948260341387415,0.60657884257745,0.377640997403174
35,2,"PC","medSBP",0,0,0
35,2,"PVD","medBMI",0.170706325819671,0.145561024035759,0.0820695172067467
35,2,"PVD","direct",0,0,0
35,2,"PVD","medSBP",0,0,0
35,2,"RHD","direct",0,0,0
35,2,"RHD","medBMI",0.830824178920657,0.57740878650131,0.42095589415688
35,2,"RHD","medSBP",0,0,0
35,2,"SCC","medBMI",0.116902900148963,0.457385713089335,0.272020357431395
35,2,"SCC","direct",0,0,0
35,2,"SCC","medSBP",0,0,0
35,2,"SCNC","medBMI",0,0,0
35,2,"SCNC","direct",0,0,0
35,2,"SCNC","medSBP",0,0,0
35,2,"TC","direct",0,0,0
35,2,"TC","medBMI",1.21888198268703,1.08534122346987,2.60174233817846
35,2,"TC","medSBP",0,0,0
35,2,"UC","medSBP",0,0,0
35,2,"UC","direct",0,0,0
35,2,"UC","medBMI",6.00149654387694,6.57169200099378,11.2857589485385
35,3,"AA","direct",0,0,0
35,3,"AA","medSBP",0,0,0
35,3,"AA","medBMI",1.01362179647181,0.981603244454141,0.613599766727538
35,3,"AFF","medSBP",0,0,0
35,3,"AFF","medBMI",0.310468443691682,0.111935458978027,0.305262051670161
35,3,"AFF","direct",0,0,0
35,3,"APCA","medBMI",0.0944601363073065,0.0747595273913117,0.0581452557348962
35,3,"APCA","direct",0,0,0
35,3,"APCA","medSBP",0,0,0
35,3,"BC","medSBP",0,0,0
35,3,"BC","medBMI",0,0,0
35,3,"BC","direct",0,0,0
35,3,"CC","direct",84.9961470638435,86.0080466094202,101.365287468512
35,3,"CC","medBMI",1.45934452804703,2.55075434594987,3.63521251421566
35,3,"CC","medSBP",0,0,0
35,3,"CM","medSBP",0,0,0
35,3,"CM","direct",0,0,0
35,3,"CM","medBMI",2.29845835310107,2.87851111628402,1.50606459259602
35,3,"DIAB","direct",0,0,0
35,3,"DIAB","medSBP",0,0,0
35,3,"DIAB","medBMI",18.016176208261,13.074780550786,15.7253512901327
35,3,"ECA","medSBP",0,0,0
35,3,"ECA","medBMI",1.4726281289016,0.348762856864596,0.265406903856311
35,3,"ECA","direct",0,0,0
35,3,"ENDO","medSBP",0,0,0
35,3,"ENDO","direct",0,0,0
