"female","race","pathway","disease_type3","V1","V2","V3"
0,4,"medBMI","DIAB",56.5417115793611,54.0871549247745,42.597941329362
0,4,"direct","Other_CVD",0,0,0
0,4,"medSBP","Other_CVD",0,0,0
0,4,"medBMI","Other_CVD",136.250225482584,145.388425345782,121.124325400542
1,1,"direct","All_HD",2311.6775767326,1292.76533523395,1612.14025236053
1,1,"medBMI","All_HD",6145.98786026978,5422.41947236268,4715.55964901598
1,1,"medSBP","All_HD",0,0,0
1,1,"direct","All_STK",9313.47966798956,10440.4741319937,9238.79694094625
1,1,"medBMI","All_STK",2605.47623953941,2364.08311510075,2516.64524948492
1,1,"medSBP","All_STK",0,0,0
1,1,"direct","Cancer",53232.4849057891,47662.7772901567,52209.7402178601
1,1,"medBMI","Cancer",51595.6471055831,48758.9884068159,51938.3898405714
1,1,"medSBP","Cancer",0,0,0
1,1,"direct","DIAB",0,0,0
1,1,"medBMI","DIAB",714.801608033609,654.196113781361,887.481272594846
1,1,"medSBP","DIAB",0,0,0
1,1,"direct","Other_CVD",0,0,0
1,1,"medBMI","Other_CVD",3880.97729349061,3989.96426750078,4068.27123957921
1,1,"medSBP","Other_CVD",0,0,0
1,2,"medSBP","All_HD",0,0,0
1,2,"direct","All_HD",307.723654727732,328.019310500701,457.803516397498
1,2,"medBMI","All_HD",714.253232185561,917.284102272925,1176.58481324639
1,2,"medSBP","All_STK",0,0,0
1,2,"direct","All_STK",1353.64861769678,1654.93821664498,1835.11749995715
1,2,"medBMI","All_STK",348.521896351658,417.476514934407,487.786981397265
1,2,"medSBP","Cancer",0,0,0
1,2,"direct","Cancer",8721.61113304003,8820.88725408685,9751.70187839232
1,2,"medBMI","Cancer",6678.46657509248,7130.29302516192,7648.54707778272
1,2,"medSBP","DIAB",0,0,0
1,2,"direct","DIAB",0,0,0
1,2,"medBMI","DIAB",214.653148473834,239.762269783224,238.609973994485
1,2,"medSBP","Other_CVD",0,0,0
1,2,"direct","Other_CVD",0,0,0
1,2,"medBMI","Other_CVD",634.699218804696,603.3825228989,637.836268045434
1,3,"medSBP","All_HD",0,0,0
1,3,"medBMI","All_HD",501.281895636324,554.132992668485,365.732562862791
1,3,"direct","All_HD",158.452807851683,123.91025381833,131.123568840444
1,3,"medSBP","All_STK",0,0,0
1,3,"medBMI","All_STK",156.618535478651,188.074004308749,209.303240784175
1,3,"direct","All_STK",741.992076417356,861.206429193111,693.645644240655
1,3,"medSBP","Cancer",0,0,0
1,3,"medBMI","Cancer",5367.89136029052,5160.39847193594,5167.79562954536
1,3,"direct","Cancer",4928.68583002604,5377.72428973869,6297.3372055515
1,3,"medSBP","DIAB",0,0,0
1,3,"medBMI","DIAB",101.807396600892,122.860497084761,93.4646270738303
1,3,"direct","DIAB",0,0,0
1,3,"medSBP","Other_CVD",0,0,0
1,3,"medBMI","Other_CVD",247.215182047884,289.060609258042,230.260633595479
1,3,"direct","Other_CVD",0,0,0
1,4,"direct","All_HD",70.5383542054374,67.9834682076569,104.46927318778
1,4,"medBMI","All_HD",156.940004013674,133.905301038535,169.600048979399
1,4,"medSBP","All_HD",0,0,0
1,4,"direct","All_STK",379.530047727555,455.532146152774,553.329425122343
1,4,"medBMI","All_STK",95.1906498449854,133.915170532627,114.846369238799
1,4,"medSBP","All_STK",0,0,0
1,4,"direct","Cancer",5460.51782472453,5205.32611435797,4911.30877334256
1,4,"medBMI","Cancer",4402.18019813339,4245.30345610546,4562.45899210278
1,4,"medSBP","Cancer",0,0,0
1,4,"direct","DIAB",0,0,0
1,4,"medBMI","DIAB",48.0165598191861,53.7718954536714,45.8909013084545
1,4,"medSBP","DIAB",0,0,0
1,4,"direct","Other_CVD",0,0,0
1,4,"medBMI","Other_CVD",111.886771665479,139.779612395487,154.306038795069
1,4,"medSBP","Other_CVD",0,0,0
