"female","race","pathway","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,4,"medBMI",11000.8077380107,634.691161275241,10754.4191871217,10537.6625024358,11673.3832418412,0.246119161847353,0.0125239334737635,0.239984856228184,0.237951942031976,0.259500541439024,23.9984856228184,23.7951942031976,25.9500541439024,86.7288966876935,5.00382021627685,84.7864023105539,83.0775216028642,92.0313919930916
0,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"direct",201716.984945318,5681.0594600264,199868.054266352,197324.580834655,207680.980133102,0.287025489206088,0.0076345519196002,0.284543516283469,0.281120889334259,0.295039766062142,28.4543516283469,28.1120889334259,29.5039766062142,254.598636636635,7.1703926844161,252.264994627124,249.05473016572,262.126138815636
1,1,"medBMI",211407.001198967,6511.38793825929,213449.395603917,204585.761622544,216492.205531182,0.300817441464717,0.00903809834999572,0.304104754011891,0.291271215915369,0.307569451348967,30.4104754011891,29.1271215915369,30.7569451348967,266.828964825581,8.21839812915331,269.406788557755,258.21948507949,273.247294399323
1,1,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,"direct",34027.0365102583,1571.87430319964,34115.9743550986,32497.7511264564,35480.7247259459,0.303548777228841,0.0131489580030135,0.30579216733711,0.290240934435709,0.314949738429945,30.579216733711,29.0240934435709,31.4949738429945,221.274092544445,10.2217264771081,221.852445610953,211.329317146792,230.727267835565
1,2,"medBMI",33385.8789107677,2106.95338450084,33768.554389067,31246.5517932318,35199.9318717493,0.297825010799745,0.0180687238910388,0.302678133328196,0.279067979515147,0.312456887935159,30.2678133328196,27.9067979515147,31.2456887935159,217.104714880231,13.7012871528885,219.593211613531,203.192904886264,228.901302650892
1,2,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,"direct",20683.4210971968,660.812330131028,20816.2169277324,20008.7913011812,21245.1744372571,0.266055757287999,0.010610523334726,0.26781986858436,0.255331048939958,0.275280971034133,26.781986858436,25.5331048939958,27.5280971034133,106.055327199875,3.38834990403286,106.736244790445,102.59612751434,108.935746933427
1,3,"medBMI",21804.8677792962,454.106231085835,21903.0343914575,21339.3735354818,22186.9204027735,0.280403026285159,0.0036904278641858,0.281802779663762,0.276496760906829,0.283119501291675,28.1802779663762,27.6496760906829,28.3119501291675,111.80560391901,2.32845353266233,112.308958374926,109.418757753407,113.764598797084
1,3,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,"direct",16324.0912882652,1019.58598528276,16859.6801665305,15233.8921736209,16959.039856384,0.295337286417182,0.0152845754299577,0.303170457069072,0.278996333137945,0.305020044642312,30.3170457069072,27.8996333137945,30.5020044642312,126.530229295345,7.90294823926206,130.681650797359,118.079949183723,131.451801130255
1,4,"medBMI",15825.1949619621,663.685561585563,16123.7766231074,15117.61903266,16278.9764792906,0.286365356513035,0.009410649298497,0.288149913096849,0.276788185117543,0.294425654812284,28.8149913096849,27.6788185117543,29.4425654812284,122.663216703525,5.1443161401455,124.977563357251,117.178700414229,126.180538337155
1,4,"medSBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
