"age","pathway","disease_type2","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
35,"medBMI","DIAB",139.992051495145,12.4335101682798,146.790029094578,126.699096692171,147.506725338602,0.0684593681928983,0.00601177233084755,0.0718586619416626,0.0620350905785366,0.0719942461208105,7.18586619416626,6.20350905785366,7.19942461208105,0.342614734227337,0.0304296117981085,0.359252016584712,0.310081728758273,0.361006049692632
35,"medBMI","HHD",62.5341327874129,27.1154405639669,67.3401250374304,35.0371884035938,85.9459837587173,0.0363342204747167,0.0162213477887429,0.0389377008166891,0.0199670464286627,0.0504884362300943,3.89377008166891,1.99670464286627,5.04884362300943,0.153045226898754,0.0663619781484728,0.164807350103981,0.0857495612412446,0.21034308783182
35,"medBMI","HSTK",28.4070455482552,1.65084650017361,27.7026515077001,27.2491099363988,30.1637160945835,0.0268550494969972,0.00156843982131945,0.0259527391583032,0.0259466080524135,0.0285304547294709,2.59527391583032,2.59466080524135,2.85304547294709,0.0695230354634588,0.00404026034954367,0.0677991106090217,0.0666891188398259,0.0738222882133632
35,"medBMI","IHD",105.42621925943,11.0554760299584,108.361378924272,93.9574572039284,114.400095599815,0.0237639324164742,0.00221875415594057,0.0244140277206174,0.0214488121930541,0.0255264716313726,2.44140277206174,2.14488121930541,2.55264716313726,0.25801876396829,0.027057028890617,0.265202235727897,0.229950264209941,0.279981312730972
35,"medBMI","ISTK",9.94672812415078,0.771733896957483,10.1081829344815,9.15709646271646,10.599123196804,0.0310511114675586,0.00171924788128992,0.0309736636846783,0.0294519846560779,0.0327160688944876,3.09736636846783,2.94519846560779,3.27160688944876,0.024343493621891,0.00188873154708705,0.0247386360341951,0.0224109593177616,0.0259401568755619
35,"medBMI","OSTK",9.82977219333518,1.40060572644006,10.4894731548938,8.33455304967514,10.7642455196704,0.0290676708665952,0.00434151046029652,0.0305681663910119,0.024494609152058,0.0323653113853783,3.05681663910119,2.44946091520579,3.23653113853783,0.0240572571911456,0.00342782431999855,0.0256718007827276,0.0203978772188871,0.0263442751105593
35,"medBMI","Other_CVD",454.814268422405,28.4220245479915,461.768644052873,425.470897902021,478.246419656892,0.170486938519482,0.00579324588551515,0.170536821135105,0.164962307832793,0.175969168982892,17.0536821135105,16.4962307832793,17.5969168982892,1.11310655165124,0.0695596948734671,1.13012660052474,1.04129196657442,1.17045409518557
35,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"direct","Cancer",10580.4852525071,986.626897013014,10558.7111726361,9652.61489116926,11526.8635817351,0.109120920884502,0.00966326768222867,0.108101672245162,0.100412376812511,0.118695826299932,10.8101672245162,10.0412376812511,11.8695826299932,27.0555080493657,2.52291755215397,26.9998292426612,24.6828376631947,29.4755054212356
45,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"direct","HSTK",237.054309238964,12.8023914540249,230.640899001183,228.821918004082,250.738099175959,0.0857695095383136,0.00481295876364398,0.0851052061933989,0.0815123096221659,0.0905913672976386,8.51052061933989,8.15123096221659,9.05913672976386,0.606174917188406,0.0327371757314655,0.589775095424934,0.585123753465258,0.641165929410506
45,"direct","IHD",522.289300422051,9.23240913062876,523.012324874119,513.23142145916,530.732608600683,0.0286535663947539,0.000500141017096493,0.0287125820627825,0.0281558381105387,0.0291011313611447,2.87125820627825,2.81558381105387,2.91011313611447,1.33555333563913,0.0236083235870091,1.33740219166189,1.31239130560533,1.35714383805357
45,"direct","ISTK",97.2357441811165,7.42271158626868,93.9792379885417,92.0969855066926,105.142533119229,0.105772546865457,0.0114667453389427,0.0995270880904899,0.0988214351107571,0.118032298578878,9.95270880904899,9.88214351107571,11.8032298578878,0.248642892702384,0.0189807204752568,0.240315634792815,0.235502500427211,0.26886145420069
45,"direct","OSTK",142.838946020355,29.3540322712185,131.764807377361,121.18947222601,173.901437661244,0.0977829888586126,0.0197869491509079,0.0923426861784956,0.0818381617738063,0.118352073221518,9.23426861784956,8.18381617738063,11.8352073221518,0.365255483239855,0.0750616098828843,0.33693764714398,0.309895308490911,0.444685818670293
45,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medBMI","Cancer",11470.148064119,228.320522824175,11500.127856013,11241.9091036068,11672.9042015213,0.11832571851021,0.00178163704293812,0.117740037769949,0.1169521162285,0.120197149421141,11.7740037769949,11.69521162285,12.0197149421141,29.3304773713148,0.583841628779845,29.4071391199537,28.7468443066731,29.8489479496133
45,"medBMI","DIAB",355.973623061763,13.8251619267904,351.594636665672,345.204569617575,370.464814942628,0.0629302483756892,0.00219138614231582,0.0619696859666203,0.0614125013626268,0.0652644734364602,6.19696859666203,6.14125013626268,6.52644734364602,0.910265171611796,0.0353525165308869,0.899067603744156,0.88272747318022,0.947320802730866
45,"medBMI","HHD",135.571000015891,56.7112919675059,130.042879342541,84.2370402744446,191.603862329685,0.0313655611747312,0.0126170571551958,0.0297955211891231,0.0201164285745099,0.0439492277627193,2.97955211891231,2.01164285745099,4.39492277627193,0.346670516016397,0.145017244455137,0.332534480682834,0.215403723629779,0.489952938436544
45,"medBMI","HSTK",57.7180306839267,3.5826078713567,56.9422731226361,54.7046279321929,61.3908273627574,0.0208768920417343,0.00118809233846242,0.0203108611695128,0.0200893154104406,0.0221455949144164,2.03108611695128,2.00893154104406,2.21455949144164,0.147591590224323,0.00916113711119674,0.145607889624308,0.13988597555167,0.15698335040699
45,"medBMI","IHD",399.153658044746,5.67912859436897,401.273528125552,393.147215386896,403.35821113391,0.0218980915596451,0.000298036030070171,0.0220130056981173,0.0215823697775251,0.0221161363240637,2.20130056981173,2.15823697775251,2.21161363240637,1.02068144800868,0.0145221798179744,1.02610219768756,1.00532228878307,1.03143297000725
45,"medBMI","ISTK",26.9928364085573,2.67819802182908,27.3922364331292,24.300111674778,29.3460711214505,0.0292733376445092,0.00238203998009069,0.0287927720589188,0.0272494468345896,0.0317057092021806,2.87927720589188,2.72494468345896,3.17057092021806,0.0690237626439571,0.00684845793062495,0.0700450740792866,0.0621381582533428,0.0750412523145412
45,"medBMI","OSTK",34.5226177245487,5.77540372569194,31.8772304094108,30.6104079316036,40.6834067353609,0.0236095232985286,0.00365094577247918,0.022340024946916,0.0208416564863324,0.0274564637095955,2.2340024946916,2.08416564863324,2.74564637095955,0.0882782726350272,0.0147683663139902,0.0815137154251919,0.0782743058019605,0.104032113096454
45,"medBMI","Other_CVD",763.689299957955,51.3322382498867,767.466330203713,713.417543406248,810.750580800767,0.150851795111433,0.0117647292229113,0.154515340824998,0.138532387560704,0.160057188805633,15.4515340824998,13.8532387560704,16.0057188805633,1.95284067877048,0.131262390336274,1.96249897607708,1.82429006113995,2.0731817436904
45,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"direct","Cancer",34674.0860983163,2969.44548355133,33374.1640582082,32616.1682631478,37836.9376675768,0.116588094245676,0.0101921903588903,0.11246025957172,0.109274949929694,0.127409898034519,11.246025957172,10.9274949929694,12.7409898034519,72.5154755832784,6.21013487847337,69.7968901620984,68.2116594681133,79.1300893064466
55,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"direct","HSTK",325.430362546801,85.5092752047119,315.170001813651,248.996993155194,410.585038561586,0.0646619088948789,0.0152525910090998,0.0644332151421999,0.0502703639068142,0.0792478435727206,6.44332151421999,5.02703639068142,7.92478435727206,0.680587152099904,0.178829392667171,0.659129198280712,0.520738609411595,0.858674955534526
55,"direct","IHD",1103.53104364052,294.733812145882,951.424616216793,917.700805773953,1418.65174481725,0.0221976020847219,0.00601173264735456,0.0191126502974716,0.0183925147993388,0.0286248983892678,1.91126502974716,1.83925147993388,2.86248983892678,2.3078640983818,0.616390075794069,1.98975708634319,1.91922896497299,2.96689019202342
55,"direct","ISTK",198.993529778851,17.4414089842572,200.5599503298,181.808656110857,214.846945978539,0.0705007254030659,0.00528592225112832,0.0703798371556204,0.0655314617892348,0.0755727440272257,7.03798371556204,6.55314617892348,7.55727440272257,0.416164117750441,0.0364760029651449,0.419440043492029,0.380224618628828,0.449319079991705
55,"direct","OSTK",405.671586347648,54.6010497247143,400.051766565502,356.395485806287,459.724533703831,0.0810279361191143,0.00954333862449147,0.0801519480605425,0.0723627498848093,0.0904377122032052,8.01519480605425,7.23627498848093,9.04377122032052,0.848399231957005,0.114189630749234,0.836646250118088,0.745345906902832,0.961442591574258
55,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medBMI","Cancer",32570.7770783706,2892.91385687031,30994.192686411,30817.9088173843,35663.7420725226,0.109513133153406,0.00987492077645895,0.10381523269517,0.103808796682958,0.120060685013355,10.381523269517,10.3808796682958,12.0060685013355,68.116730842105,6.05008084589698,64.8195490027348,64.45087861979,74.5851876278847
55,"medBMI","DIAB",514.377977438165,41.044176055861,495.065973138424,486.977566078444,558.193592452667,0.0392103473961081,0.00351876726595832,0.0377369023954138,0.0367212794703932,0.0429518435724131,3.77369023954138,3.67212794703932,4.29518435724131,1.07574179627202,0.0858375311803557,1.03535373320119,1.01843808377347,1.16737536238076
55,"medBMI","HHD",244.446081826499,44.3080974911076,229.251229064745,210.710418803355,291.097369697135,0.0297957389008704,0.00518631636505906,0.0282312410240173,0.0257047511247859,0.03521654987228,2.82312410240173,2.57047511247859,3.521654987228,0.511221083891186,0.0926635168594665,0.479443404983883,0.440668174686772,0.608785020166808
55,"medBMI","HSTK",83.4898750638272,6.5898821410069,80.0670498456084,79.3532993694218,90.5358521937185,0.0166795501414552,0.001706995642722,0.015999513434057,0.0154464900195259,0.018490641464673,1.5999513434057,1.54464900195259,1.8490641464673,0.174606130338238,0.0137817168746106,0.167447822031747,0.165955123562876,0.189341699174118
55,"medBMI","IHD",944.144725374111,152.225474190112,881.399929769817,835.724360191239,1105.89816682063,0.0189737387690996,0.00299890626061914,0.0177059625563314,0.0168613803827594,0.0221637069362927,1.77059625563314,1.68613803827594,2.21637069362927,1.97453232324044,0.318355979894797,1.84331131050142,1.74778793776893,2.3128145695401
55,"medBMI","ISTK",60.0017688454146,10.8010514520075,58.7836962190319,50.3075048458908,70.7313945773638,0.0212739913908271,0.00380367385946869,0.0212207953099673,0.0176833746080843,0.0249098248423008,2.12207953099673,1.76833746080843,2.49098248423008,0.125484397521711,0.0225887246349029,0.122936987460299,0.105210347259448,0.147923746336175
55,"medBMI","OSTK",89.2757088682213,2.92352241544635,88.6119165537842,86.8346959962212,92.2809452074929,0.0178568678678488,0.000590110539100498,0.0176258331579518,0.0174276598592229,0.0184824553798871,1.76258331579518,1.74276598592229,1.84824553798871,0.18670630476769,0.00611409390094239,0.185318086049151,0.181601304773859,0.192991290672279
55,"medBMI","Other_CVD",1339.78812927524,108.650951858303,1325.00909519767,1243.56948195709,1448.56895555932,0.121154932308557,0.00951065499620732,0.120984483857495,0.112193338974137,0.130261406826379,12.0984483857495,11.2193338974137,13.0261406826379,2.80195916627035,0.227226621755527,2.77105110767703,2.60073278209194,3.02945740025309
55,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"direct","Cancer",37164.2579681145,2129.40645721397,36780.6896337159,35329.1039482967,39325.4450721712,0.12099382225014,0.00639654626694686,0.120129964335957,0.115325947784427,0.127395975942907,12.0129964335957,11.5325947784427,12.7395975942907,127.221105138266,7.28940809225214,125.908069709438,120.938985293428,134.619305097607
65,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"direct","HSTK",406.278165897963,91.3747125112806,434.877630542195,310.567174772333,477.679612075996,0.059768242667211,0.0138202868994189,0.0644894021190124,0.0452201911314513,0.0703033086689395,6.44894021190124,4.52201911314513,7.03033086689395,1.39077597899122,0.312794941778471,1.48867798746192,1.06313703957452,1.63519821120781
65,"direct","IHD",1749.74530739884,274.510786427022,1598.5393979626,1584.80616468408,2043.20947313441,0.0237429564235051,0.00373011795997723,0.0216793461985453,0.0215095691017189,0.0277304124365073,2.16793461985453,2.15095691017189,2.77304124365073,5.98974778155833,0.939708406167646,5.47213801471139,5.42512625636243,6.99433760857411
65,"direct","ISTK",349.199754920074,67.4213943057253,387.391199388936,277.15474224279,388.782039798825,0.0608191414862462,0.0113091664702014,0.0666522280718971,0.0487277614886819,0.0679523978860074,6.66522280718971,4.87277614886819,6.79523978860074,1.19538452168368,0.230797673961263,1.32612190318404,0.948759225401206,1.33088304369084
65,"direct","OSTK",816.354648598162,57.0197083983212,817.495615306121,761.709148848779,870.030326645781,0.0751216568505293,0.00529104545236053,0.075757567762846,0.0698522030627592,0.0798505863628303,7.5757567762846,6.98522030627592,7.98505863628303,2.79455439870546,0.195190505978078,2.79846016875035,2.60749131043086,2.9782975824419
65,"direct","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medBMI","Cancer",34985.2475040143,2638.00460601072,36488.8422415756,32166.7055558479,36525.7339252537,0.113906615058383,0.00837627003976843,0.118159125740875,0.10495222795139,0.119246368085256,11.8159125740875,10.495222795139,11.9246368085256,119.761892052712,9.03044698550038,124.909014439946,110.11342761056,125.035302465714
65,"medBMI","DIAB",757.666723621113,144.315162835685,721.696969687379,639.086433905648,906.821304180252,0.0406447118115902,0.00763053201031241,0.0388812164605408,0.034291869890635,0.0484965247809373,3.88812164605408,3.4291869890635,4.84965247809373,2.59365323500517,0.494021285718036,2.47052116948869,2.18772785589064,3.10424086980871
65,"medBMI","HHD",278.251221039359,53.7596481629192,257.149198968361,239.189321594903,335.249839244163,0.032906405558296,0.00614211297985875,0.0307051529430019,0.0282950916187245,0.0393887842208676,3.07051529430019,2.82950916187245,3.93887842208676,0.95251270392834,0.184030631177914,0.880276025051886,0.818795571182486,1.14763101371918
65,"medBMI","HSTK",97.2320089944461,22.8240400194192,90.082331077057,79.4009062556218,121.140337963051,0.0142950163059154,0.00339804108125584,0.0133585985220793,0.0115581342814381,0.0178278534466532,1.33585985220793,1.15581342814381,1.78278534466532,0.332845704862456,0.0781315100514526,0.30837084714262,0.271806073768154,0.414688965018619
65,"medBMI","IHD",1307.34894717266,64.0645093918345,1284.3191250885,1259.29978333388,1374.97345978297,0.017739634456883,0.000872354382183442,0.0174178997262711,0.0170910444387958,0.0186616989959904,1.74178997262711,1.70910444387958,1.86616989959904,4.47533159422561,0.219306347834596,4.39649564869972,4.31084915710057,4.70682458504766
65,"medBMI","ISTK",92.690675335715,9.51726212222933,96.7723523582919,82.5613155229985,99.3506096792412,0.0161565325278968,0.00159849142948203,0.0170413032302744,0.0144477729886648,0.0171132369701079,1.70413032302744,1.44477729886648,1.71132369701079,0.317299760494051,0.0325795985519041,0.331272203104777,0.282624822255742,0.340098122513242
65,"medBMI","OSTK",183.792871759304,5.38610253485949,186.585111256794,178.034048896674,187.178291049067,0.0169103143662131,0.000394488956956644,0.0171004878725357,0.0164889489965361,0.0171700322555158,1.71004878725357,1.64889489965361,1.71700322555158,0.62916182214146,0.0184377666698131,0.638720247739147,0.609448155060903,0.640750827463982
65,"medBMI","Other_CVD",1846.17969280484,87.2344631715612,1826.02222857153,1773.55018100719,1935.94304920081,0.104700514417249,0.00528128949340241,0.103153795815626,0.100504702526007,0.110211037119873,10.3153795815626,10.0504702526007,11.0211037119873,6.3198630523975,0.298621993754081,6.25085979451604,6.07123689216372,6.62714198183052
65,"medSBP","Cancer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","HSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","IHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","ISTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","OSTK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"medSBP","Other_CVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"direct","Cancer",29657.1262819026,2655.05916914619,28430.4690995918,27866.8450988559,32490.0660699135,0.111823140384305,0.00997295750861801,0.106988737466504,0.105278750533381,0.122476772715359,10.6988737466504,10.5278750533381,12.2476772715359,144.58349158652,12.9438611615654,138.603330976474,135.855568931232,158.394550760346
75,"direct","DIAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"direct","HHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"direct","HSTK",840.361878403376,67.7306725410045,834.955169717528,778.4695320181,906.849927171624,0.0454624291602653,0.00371103948437316,0.0452352649115005,0.0420384437502033,0.0490795041817773,4.52352649115005,4.20384437502033,4.90795041817773,4.09690586406917,0.330198449789027,4.07054724751406,3.79517023878283,4.42104631342734
75,"direct","IHD",2029.39286126536,658.844703482546,2006.06934127894,1413.69710210694,2664.91361241224,0.00936507973124121,0.00305616263217651,0.00926371434251818,0.00650600349490149,0.0123103165479955,0.926371434251818,0.650600349490149,1.23103165479955,9.89363240704655,3.21197902781701,9.77992631416112,6.89201175884303,12.9919032342027
