"race","outcome","pathway","V1","V2","V3"
2,"IHD","medBMI",480.774736293946,578.851924753319,661.238479010387
2,"ISTK","medBMI",63.6664538286524,68.866090082491,71.0272847377882
2,"ISTK","medSBP",0,0,0
2,"ISTK","direct",257.643248109241,269.205954716249,332.134124535002
2,"KC","medSBP",0,0,0
2,"KC","medBMI",74.4713062691975,104.15900767318,96.3579538280787
2,"KC","direct",0,0,0
2,"LC","medSBP",0,0,0
2,"LC","direct",0,0,0
2,"LC","medBMI",0,0,0
2,"LVC","medBMI",53.8148659748556,50.174167166492,51.2442911239202
2,"LVC","medSBP",0,0,0
2,"LVC","direct",0,0,0
2,"MLPC","medSBP",0,0,0
2,"MLPC","medBMI",0,0,0
2,"MLPC","direct",175.397928571082,234.160458264207,192.898320929101
2,"MMC","medSBP",0,0,0
2,"MMC","direct",0,0,0
2,"MMC","medBMI",24.3198883996297,33.2148321568788,18.326029490568
2,"OC","medBMI",7.18872674933639,6.80934888686091,6.52294363065033
2,"OC","medSBP",0,0,0
2,"OC","direct",0,0,0
2,"OSTK","direct",405.324405657601,487.76199929833,551.363504351792
2,"OSTK","medBMI",118.446691007422,114.226068862995,120.358519734359
2,"OSTK","medSBP",0,0,0
2,"OTH","medSBP",0,0,0
2,"OTH","direct",0,0,0
2,"OTH","medBMI",65.6923911656828,67.4358889632986,59.7373739607518
2,"PC","medSBP",0,0,0
2,"PC","direct",0,0,0
2,"PC","medBMI",20.0072725101163,21.8276309366858,30.2462279300911
2,"PVD","medSBP",0,0,0
2,"PVD","direct",0,0,0
2,"PVD","medBMI",13.7943445318799,13.6474181910132,17.0091139460565
2,"RHD","medBMI",6.4586028356425,5.82861258324314,4.38062725115986
2,"RHD","direct",0,0,0
2,"RHD","medSBP",0,0,0
2,"SCC","medBMI",5.99798912242146,4.96202983843978,4.56097359200431
2,"SCC","medSBP",0,0,0
2,"SCC","direct",0,0,0
2,"SCNC","direct",0,0,0
2,"SCNC","medBMI",0,0,0
2,"SCNC","medSBP",0,0,0
2,"TC","direct",0,0,0
2,"TC","medBMI",10.9141452985212,9.11900569233714,12.9023763854764
2,"TC","medSBP",0,0,0
2,"UC","medBMI",179.123503609749,143.422122369648,158.362279546922
2,"UC","medSBP",0,0,0
2,"UC","direct",0,0,0
3,"AA","medBMI",7.23461256043232,7.92752396808549,6.22881731337998
3,"AA","direct",0,0,0
3,"AA","medSBP",0,0,0
3,"AFF","direct",0,0,0
3,"AFF","medBMI",11.1697716063806,10.660311428694,10.350314091374
3,"AFF","medSBP",0,0,0
3,"APCA","medBMI",15.0664608069623,9.46943852956244,10.226039421557
3,"APCA","direct",0,0,0
3,"APCA","medSBP",0,0,0
3,"BC","medBMI",74.0111939235157,84.5689106271276,116.143304327588
3,"BC","direct",0,0,0
3,"BC","medSBP",0,0,0
3,"CC","direct",1051.88367932388,1078.06962461081,1088.76874192285
3,"CC","medBMI",34.5661126761412,33.0584297236404,21.7679655158613
3,"CC","medSBP",0,0,0
3,"CM","medSBP",0,0,0
3,"CM","direct",0,0,0
3,"CM","medBMI",23.4322943008073,21.0566118365706,17.2459527133551
3,"DIAB","medSBP",0,0,0
3,"DIAB","direct",0,0,0
3,"DIAB","medBMI",227.60845146041,225.728679157168,227.726771804569
3,"ECA","medSBP",0,0,0
3,"ECA","medBMI",12.1097824735815,8.38975978994867,10.2824222871491
3,"ECA","direct",0,0,0
3,"ENDO","medSBP",0,0,0
3,"ENDO","direct",0,0,0
3,"ENDO","medBMI",2.11682023369089,2.35059077836043,2.10991591623643
3,"GC","direct",0,0,0
3,"GC","medSBP",0,0,0
3,"GC","medBMI",5.44785634483068,6.59374651673388,6.89109965488348
3,"HHD","direct",0,0,0
3,"HHD","medSBP",0,0,0
3,"HHD","medBMI",86.8155711258088,98.4843614708502,89.5831680501447
3,"HSTK","direct",142.313276025645,155.481918548336,204.863814868127
3,"HSTK","medBMI",37.6260575275685,39.1437366715588,40.984204948135
3,"HSTK","medSBP",0,0,0
3,"IHD","direct",367.43326011296,287.052659326216,279.983450309606
3,"IHD","medSBP",0,0,0
3,"IHD","medBMI",312.156362822519,309.453429600436,249.87887942854
3,"ISTK","direct",131.489534034005,179.495551969794,146.193594979034
3,"ISTK","medBMI",35.2784383409333,44.0483457945124,44.7861535430851
3,"ISTK","medSBP",0,0,0
3,"KC","direct",0,0,0
3,"KC","medSBP",0,0,0
3,"KC","medBMI",92.4872163947049,68.6879602123315,72.707380475245
3,"LC","medBMI",0,0,0
3,"LC","medSBP",0,0,0
3,"LC","direct",0,0,0
3,"LVC","medBMI",57.4448343319522,65.7783220671177,59.4067339428506
3,"LVC","medSBP",0,0,0
3,"LVC","direct",0,0,0
3,"MLPC","direct",99.2735912655218,122.19169176045,123.81972332223
3,"MLPC","medBMI",0,0,0
3,"MLPC","medSBP",0,0,0
3,"MMC","medBMI",11.096001992325,6.90664667491812,7.34467219339457
3,"MMC","medSBP",0,0,0
3,"MMC","direct",0,0,0
3,"OC","medSBP",0,0,0
3,"OC","medBMI",6.56524868267664,4.43445661392942,8.86875236825127
3,"OC","direct",0,0,0
3,"OSTK","medBMI",39.3309579844402,45.1074705057383,53.4124150397976
3,"OSTK","direct",149.718280688227,169.692734699038,165.282122654709
3,"OSTK","medSBP",0,0,0
3,"OTH","medSBP",0,0,0
3,"OTH","medBMI",24.4428416714506,30.9775404453435,26.0219436920061
3,"OTH","direct",0,0,0
3,"PC","medSBP",0,0,0
3,"PC","medBMI",17.8291576206039,18.6499737786749,14.7029410867518
3,"PC","direct",0,0,0
3,"PVD","medSBP",0,0,0
3,"PVD","direct",0,0,0
3,"PVD","medBMI",6.4349507152045,5.72108024666225,6.02316167910774
3,"RHD","direct",0,0,0
3,"RHD","medBMI",2.77340990104197,3.65284937774612,3.56295170056954
3,"RHD","medSBP",0,0,0
3,"SCC","direct",0,0,0
3,"SCC","medBMI",4.23548168461802,5.02524915933673,6.16787270344319
3,"SCC","medSBP",0,0,0
3,"SCNC","medSBP",0,0,0
3,"SCNC","direct",0,0,0
3,"SCNC","medBMI",0,0,0
3,"TC","direct",0,0,0
3,"TC","medSBP",0,0,0
3,"TC","medBMI",22.3364705955262,13.971338135997,12.8648480571661
3,"UC","medBMI",109.195517911367,132.006776497373,93.6781315730401
3,"UC","medSBP",0,0,0
3,"UC","direct",0,0,0
4,"AA","medSBP",0,0,0
4,"AA","direct",0,0,0
4,"AA","medBMI",4.59023365548931,5.90374862537998,5.17886460809879
4,"AFF","medBMI",6.22871621747131,7.74346543572074,7.4596480198358
4,"AFF","direct",0,0,0
4,"AFF","medSBP",0,0,0
4,"APCA","medBMI",6.94225649960866,6.20368865734744,12.2652501817955
4,"APCA","direct",0,0,0
4,"APCA","medSBP",0,0,0
4,"BC","direct",0,0,0
4,"BC","medSBP",0,0,0
4,"BC","medBMI",104.906960782396,76.4822908447828,71.6356887436779
4,"CC","direct",1071.94983088188,992.001551585882,1091.90505673958
4,"CC","medSBP",0,0,0
4,"CC","medBMI",22.2101795330835,29.441099656731,42.0482759400533
4,"CM","medBMI",8.76850120460427,11.8330466242639,8.96289298081409
4,"CM","medSBP",0,0,0
4,"CM","direct",0,0,0
4,"DIAB","direct",0,0,0
4,"DIAB","medSBP",0,0,0
4,"DIAB","medBMI",104.558271398547,107.859050378446,88.4888426378165
4,"ECA","medSBP",0,0,0
4,"ECA","direct",0,0,0
4,"ECA","medBMI",3.25275139828948,4.28703487168654,4.10339327543894
4,"ENDO","direct",0,0,0
4,"ENDO","medSBP",0,0,0
4,"ENDO","medBMI",1.60781734754014,1.91912810926003,1.67819384787884
4,"GC","medSBP",0,0,0
4,"GC","medBMI",5.18706811607196,3.32111363072205,4.09739248478511
4,"GC","direct",0,0,0
4,"HHD","direct",0,0,0
4,"HHD","medBMI",30.0307640687677,31.8230452138804,31.7232597098998
4,"HHD","medSBP",0,0,0
4,"HSTK","direct",95.4618836857701,107.391743203117,115.451879602189
4,"HSTK","medSBP",0,0,0
4,"HSTK","medBMI",24.4080717688414,26.9207428603393,24.5055794623527
4,"IHD","medSBP",0,0,0
4,"IHD","direct",155.74959098011,182.498723515174,209.135011728649
4,"IHD","medBMI",135.461499235376,145.459402818601,142.061359148578
4,"ISTK","medSBP",0,0,0
4,"ISTK","direct",60.7041975749687,66.8431198613828,77.1460843727413
4,"ISTK","medBMI",10.9308564039938,14.9033148028731,14.1556861945864
4,"KC","medSBP",0,0,0
4,"KC","medBMI",37.1183382452806,36.902011915538,41.2808151946592
4,"KC","direct",0,0,0
4,"LC","direct",0,0,0
4,"LC","medSBP",0,0,0
4,"LC","medBMI",0,0,0
4,"LVC","medSBP",0,0,0
4,"LVC","medBMI",37.0863551109256,46.0882670434982,50.6141828002996
4,"LVC","direct",0,0,0
4,"MLPC","medBMI",0,0,0
4,"MLPC","direct",145.908458128918,129.042764025902,143.054899830049
4,"MLPC","medSBP",0,0,0
4,"MMC","medBMI",4.02894076247835,4.70590083807134,4.58353423654078
4,"MMC","direct",0,0,0
4,"MMC","medSBP",0,0,0
4,"OC","medBMI",5.02153782496155,6.37530973923783,5.74346904453467
4,"OC","direct",0,0,0
4,"OC","medSBP",0,0,0
4,"OSTK","medBMI",20.3791743898763,32.7092496899418,29.2225390974804
4,"OSTK","medSBP",0,0,0
4,"OSTK","direct",93.4217032124328,104.380783899356,126.225436283654
4,"OTH","medSBP",0,0,0
4,"OTH","medBMI",12.655461214302,11.3562375625922,13.8614548420278
4,"OTH","direct",0,0,0
4,"PC","medSBP",0,0,0
4,"PC","medBMI",11.3957271368318,12.2153317618802,13.7087582284252
4,"PC","direct",0,0,0
4,"PVD","medBMI",1.69981771184154,2.19702859129378,2.30176828552983
4,"PVD","medSBP",0,0,0
4,"PVD","direct",0,0,0
4,"RHD","direct",0,0,0
4,"RHD","medBMI",1.62541491009983,1.87474345871211,2.08530106131151
4,"RHD","medSBP",0,0,0
4,"SCC","medSBP",0,0,0
4,"SCC","direct",0,0,0
4,"SCC","medBMI",3.58067592588024,4.74815485323481,4.0686676105694
4,"SCNC","medBMI",0,0,0
4,"SCNC","direct",0,0,0
4,"SCNC","medSBP",0,0,0
4,"TC","medBMI",12.2305382283407,14.6860085043626,15.6080107972581
4,"TC","medSBP",0,0,0
4,"TC","direct",0,0,0
4,"UC","direct",0,0,0
4,"UC","medSBP",0,0,0
4,"UC","medBMI",100.031275856886,100.555744439743,113.064521287873
