"age","female","disease_type2","V1","V2","V3"
45,0,"Cancer",8614.52701905061,8457.69421594198,7661.72236669505
45,0,"DIAB",234.562596926553,244.371826043378,190.257699423936
45,0,"HHD",145.469500395576,68.1331469443346,94.6635028468624
45,0,"HSTK",171.765072694715,179.233085773211,155.371220219079
45,0,"IHD",751.537809549449,660.58253727792,699.780030821445
45,0,"ISTK",65.5554884645579,80.116911249815,62.7257210541749
45,0,"OSTK",79.9724035649985,123.622265247305,82.6279124055
45,0,"Other_CVD",484.851876426716,544.782238112366,430.582012480837
45,1,"Cancer",14645.2896460272,13601.1448127071,13171.5218894561
45,1,"DIAB",110.305653372701,127.086156176985,161.336937241736
45,1,"HHD",49.3744136702743,13.693059694947,35.3793764956787
45,1,"HSTK",111.54796660011,108.350086350608,158.049588130948
45,1,"IHD",162.452355645001,255.149302312638,234.826839793934
45,1,"ISTK",55.815985957113,49.7505319848411,58.7211030585194
45,1,"OSTK",81.8073617739833,83.0406228616512,81.0141253812715
45,1,"Other_CVD",282.614453776997,268.246461140877,279.990857936071
55,0,"Cancer",24428.6980882662,26983.5256153194,29789.4265729513
55,0,"DIAB",294.503790379208,261.379460318613,334.559375262468
55,0,"HHD",173.75973724601,134.906512215021,194.820327508143
55,0,"HSTK",232.987459317787,158.603583802433,247.117571362725
55,0,"IHD",1466.90826872783,1424.07978466202,1707.11503905107
55,0,"ISTK",168.68979580863,153.219561693652,134.650470822087
55,0,"OSTK",240.628816130801,318.304925060113,278.468716066234
55,0,"Other_CVD",913.254233682332,839.70955843803,808.797222374869
55,1,"Cancer",39141.7683457631,37199.2691619034,44191.9017458576
55,1,"DIAB",192.0480700645,233.686512819811,226.956723469896
55,1,"HHD",55.4914918187354,74.8280744693127,99.5321022222758
55,1,"HSTK",173.269384286851,166.226352978254,248.556361083834
55,1,"IHD",566.731463161912,408.744761324595,569.447990116462
55,1,"ISTK",118.269318116065,97.2017781466107,104.954971285752
55,1,"OSTK",200.210128760298,233.172197152152,214.057102478009
55,1,"Other_CVD",541.817872422339,485.299536759639,430.485964148507
65,0,"Cancer",31673.1412966455,29386.1044864278,32620.9840596751
65,0,"DIAB",504.366372992988,656.857083808633,345.08646737331
65,0,"HHD",211.583096110153,132.56365084901,190.594349664272
65,0,"HSTK",222.670364956792,277.687142183334,189.221826942658
65,0,"IHD",1792.29531956276,2596.44930525728,2024.65996157919
65,0,"ISTK",281.515135400048,246.887769429265,207.287619708027
65,0,"OSTK",620.101518714175,532.548428739589,676.715480929717
65,0,"Other_CVD",1151.69432286337,1098.98845705951,975.323362654624
65,1,"Cancer",41635.2239298861,37805.8248929196,43327.2377508325
65,1,"DIAB",217.330596694391,259.707606397559,289.652043596458
65,1,"HHD",127.777303148526,105.680414042027,66.5548493040894
65,1,"HSTK",302.28959666246,325.020175667281,193.641418264702
65,1,"IHD",1090.56320348834,728.146831917176,939.168141909754
65,1,"ISTK",205.362371421863,223.780838712274,160.83755609589
65,1,"OSTK",374.978089574929,412.809701552441,383.289341561548
65,1,"Other_CVD",790.034032686351,727.033771512022,795.465131638657
75,0,"Cancer",24073.4999721091,21882.7813846419,21206.9870679629
75,0,"DIAB",333.352865462081,390.07160945901,388.281013500791
75,0,"HHD",274.666962573454,334.221144897659,248.155262734461
75,0,"HSTK",345.962378356946,255.893817446099,318.371268472731
75,0,"IHD",2817.11169727964,1868.65186587373,1964.52015668358
75,0,"ISTK",556.986358209155,388.121734008931,600.296144501635
75,0,"OSTK",762.722697211814,1183.23113849855,950.652232162713
75,0,"Other_CVD",2160.60491380267,2290.51758094722,2205.40658018115
75,1,"Cancer",38825.5786996972,37108.9364002409,34918.7873187168
75,1,"DIAB",500.411630784494,367.569836159079,535.839611800646
75,1,"HHD",518.772807938086,458.075708610188,300.71507494788
75,1,"HSTK",690.048531849348,750.634374351524,830.772813877768
75,1,"IHD",2262.11335289342,2070.66227672771,2735.39527552884
75,1,"ISTK",867.725865834272,1261.30384555498,1034.09739947629
75,1,"OSTK",1743.84426305544,1714.11612479804,1509.06680483655
75,1,"Other_CVD",2952.03960954764,3233.25868403712,3319.43518336021
