"age","outcome","pathway","V1","V2","V3"
35,"BC","direct",0,0,0
35,"BC","medSBP",0,0,0
35,"CC","direct",542.989581367523,505.410129128513,562.671730744856
35,"CC","medBMI",25.6236504511277,20.9904018651658,16.3956940040627
35,"CC","medSBP",0,0,0
35,"CM","medBMI",24.6404765325027,26.3935201204079,25.3128802793748
35,"CM","medSBP",0,0,0
35,"CM","direct",0,0,0
35,"DIAB","medBMI",147.54444619355,146.790029094578,125.641679197307
35,"DIAB","medSBP",0,0,0
35,"DIAB","direct",0,0,0
35,"ECA","direct",0,0,0
35,"ECA","medSBP",0,0,0
35,"ECA","medBMI",5.37092581645604,2.8568318428246,2.87339530417986
35,"ENDO","direct",0,0,0
35,"ENDO","medSBP",0,0,0
35,"ENDO","medBMI",6.67178314828307,6.08962656058648,4.13311218000418
35,"GC","medSBP",0,0,0
35,"GC","direct",0,0,0
35,"GC","medBMI",1.82799014113935,0.627135778090873,1.71298233790107
35,"HHD","medSBP",0,0,0
35,"HHD","direct",0,0,0
35,"HHD","medBMI",86.9252394808903,67.3401250374304,33.3370338439181
35,"HSTK","medSBP",0,0,0
35,"HSTK","direct",95.1866982399872,116.002255817288,102.189702385277
35,"HSTK","medBMI",27.7026515077001,30.2932458096826,27.2252393273829
35,"IHD","direct",138.940087892148,178.690646307594,149.250233745282
35,"IHD","medSBP",0,0,0
35,"IHD","medBMI",93.1993560607524,114.717922793265,108.361378924272
35,"ISTK","direct",43.4618592471319,32.7693861105219,32.8010774210082
35,"ISTK","medSBP",0,0,0
35,"ISTK","medBMI",10.1081829344815,9.10703927999198,10.6249621579788
35,"KC","direct",0,0,0
35,"KC","medBMI",37.7074508621438,56.2088500373359,48.570789403648
35,"KC","medSBP",0,0,0
35,"LC","medSBP",0,0,0
35,"LC","direct",0,0,0
35,"LC","medBMI",0,0,0
35,"LVC","medSBP",0,0,0
35,"LVC","direct",0,0,0
35,"LVC","medBMI",5.76511800065487,6.18965055386276,5.52648468425998
35,"MLPC","medSBP",0,0,0
35,"MLPC","medBMI",0,0,0
35,"MLPC","direct",61.7072598584988,94.6563438080974,68.3209424633191
35,"MMC","medBMI",2.98630205230071,3.46443185381558,2.65160606497314
35,"MMC","direct",0,0,0
35,"MMC","medSBP",0,0,0
35,"OC","medSBP",0,0,0
35,"OC","direct",0,0,0
35,"OC","medBMI",3.20603198528893,2.97674904926535,2.21378227451762
35,"OSTK","direct",32.6491059055251,38.4336892187837,42.2961847401333
35,"OSTK","medBMI",10.4894731548938,10.7787072230797,8.22113620203206
35,"OSTK","medSBP",0,0,0
35,"OTH","medBMI",22.9336892538424,24.6276326907943,19.8243750958919
35,"OTH","medSBP",0,0,0
35,"OTH","direct",0,0,0
35,"PC","medSBP",0,0,0
35,"PC","direct",0,0,0
35,"PC","medBMI",4.75184598425164,3.83191211058378,3.12861135374762
35,"PVD","medSBP",0,0,0
35,"PVD","medBMI",0.985335135447799,1.25069000894727,0.779113663453462
35,"PVD","direct",0,0,0
35,"RHD","medSBP",0,0,0
35,"RHD","medBMI",2.66444934346177,2.1684079951544,2.57559683185302
35,"RHD","direct",0,0,0
35,"SCC","direct",0,0,0
35,"SCC","medBMI",3.61749432066729,2.30489880828028,2.0233841397687
35,"SCC","medSBP",0,0,0
35,"SCNC","medSBP",0,0,0
35,"SCNC","medBMI",0,0,0
35,"SCNC","direct",0,0,0
35,"TC","direct",0,0,0
35,"TC","medBMI",19.5500931568864,19.3205010015593,48.2797788102294
35,"TC","medSBP",0,0,0
35,"UC","direct",0,0,0
35,"UC","medBMI",61.4502921057002,76.9206412627743,71.5108311010829
35,"UC","medSBP",0,0,0
45,"AA","direct",0,0,0
45,"AA","medBMI",15.2159671721563,13.5883143378027,12.2299939671168
45,"AA","medSBP",0,0,0
45,"AFF","direct",0,0,0
45,"AFF","medBMI",4.51290558158032,5.66931594028511,5.10487629210677
45,"AFF","medSBP",0,0,0
45,"APCA","direct",0,0,0
45,"APCA","medBMI",6.07413652211901,7.87082658742244,7.67455525759421
45,"APCA","medSBP",0,0,0
45,"BC","direct",0,0,0
45,"BC","medBMI",113.09866576848,118.212804097429,121.426269917978
45,"BC","medSBP",0,0,0
45,"CC","medSBP",0,0,0
45,"CC","medBMI",31.2442436399061,80.0131375808833,42.7049288344559
45,"CC","direct",1550.22410530668,1421.73580776971,1246.10705509031
45,"CM","medBMI",46.40493744995,39.2222419891146,37.7300769129318
45,"CM","direct",0,0,0
45,"CM","medSBP",0,0,0
45,"DIAB","medBMI",344.868250299254,371.457982220363,351.594636665672
45,"DIAB","medSBP",0,0,0
45,"DIAB","direct",0,0,0
45,"ECA","medSBP",0,0,0
45,"ECA","medBMI",22.1244028178815,18.2646194227468,21.8780233066051
45,"ECA","direct",0,0,0
45,"ENDO","direct",0,0,0
45,"ENDO","medSBP",0,0,0
45,"ENDO","medBMI",4.50907842712219,5.18035871469475,4.8224289363711
45,"GC","medBMI",3.06671802978082,3.15563099370491,4.92391924925116
45,"GC","medSBP",0,0,0
45,"GC","direct",0,0,0
45,"HHD","medBMI",194.84391406585,81.8262066392816,130.042879342541
45,"HHD","medSBP",0,0,0
45,"HHD","direct",0,0,0
45,"HSTK","direct",228.726182162129,230.640899001183,251.795846553579
45,"HSTK","medSBP",0,0,0
45,"HSTK","medBMI",54.5868571326959,56.9422731226361,61.624961796448
45,"IHD","direct",512.716637068899,523.012324874119,531.138939323134
45,"IHD","medBMI",401.273528125552,392.71951471644,403.467931292245
45,"IHD","medSBP",0,0,0
45,"ISTK","medSBP",0,0,0
45,"ISTK","medBMI",27.3922364331292,24.1373682664437,29.448904526099
45,"ISTK","direct",93.9792379885417,105.730074968212,91.9979195865953
45,"KC","medBMI",124.733055624158,151.109241232582,107.245100267928
45,"KC","medSBP",0,0,0
45,"KC","direct",0,0,0
45,"LC","medSBP",0,0,0
45,"LC","medBMI",0,0,0
45,"LC","direct",0,0,0
45,"LVC","direct",0,0,0
45,"LVC","medBMI",31.0938960311136,26.8961569975636,35.2258027359642
45,"LVC","medSBP",0,0,0
45,"MLPC","medBMI",0,0,0
45,"MLPC","direct",297.287943830312,303.383756860763,241.883481944935
45,"MLPC","medSBP",0,0,0
45,"MMC","direct",0,0,0
45,"MMC","medSBP",0,0,0
45,"MMC","medBMI",14.745974099525,11.6690073776337,7.83911622517081
45,"OC","medBMI",9.95538235805966,6.17466507188186,7.54867135325858
45,"OC","medSBP",0,0,0
45,"OC","direct",0,0,0
45,"OSTK","medBMI",41.1468896998846,30.5437330643506,31.8772304094108
45,"OSTK","medSBP",0,0,0
45,"OSTK","direct",120.632875639097,176.119155044606,131.764807377361
45,"OTH","medBMI",38.2787867883397,44.4927866449866,31.2531285979848
45,"OTH","medSBP",0,0,0
45,"OTH","direct",0,0,0
45,"PC","medBMI",17.5122829767007,15.021664804134,14.9559089175204
45,"PC","medSBP",0,0,0
45,"PC","direct",0,0,0
45,"PVD","direct",0,0,0
45,"PVD","medSBP",0,0,0
45,"PVD","medBMI",3.64999664402672,6.05821302424663,3.64186905546563
45,"RHD","direct",0,0,0
45,"RHD","medSBP",0,0,0
45,"RHD","medBMI",4.33898857301924,3.48775701055315,3.76372567237223
45,"SCC","direct",0,0,0
45,"SCC","medBMI",7.54821622073684,7.08491697799414,9.13637179461112
45,"SCC","medSBP",0,0,0
45,"SCNC","direct",0,0,0
45,"SCNC","medSBP",0,0,0
45,"SCNC","medBMI",0,0,0
45,"TC","medBMI",35.3595279614645,36.6619900779025,33.0866596496252
45,"TC","direct",0,0,0
45,"TC","medSBP",0,0,0
45,"UC","medBMI",240.608916684832,202.613194683033,176.896546196537
45,"UC","direct",0,0,0
45,"UC","medSBP",0,0,0
55,"AA","direct",0,0,0
55,"AA","medSBP",0,0,0
55,"AA","medBMI",21.4190910171895,24.8382456865807,28.4150698200084
55,"AFF","medBMI",21.7359250801174,19.664703140736,18.8918292256368
55,"AFF","direct",0,0,0
55,"AFF","medSBP",0,0,0
55,"APCA","direct",0,0,0
55,"APCA","medSBP",0,0,0
55,"APCA","medBMI",17.1163635482352,45.9042551871578,52.4000223304475
55,"BC","direct",0,0,0
55,"BC","medSBP",0,0,0
55,"BC","medBMI",470.961783390071,455.031318094263,483.846638924924
55,"CC","medBMI",43.7415409211846,78.5085814668729,104.724006036705
55,"CC","direct",2806.31715638393,2929.97447415364,3280.51685170341
55,"CC","medSBP",0,0,0
55,"CM","direct",0,0,0
55,"CM","medBMI",71.0790053251928,61.6315800814669,44.5541711822322
55,"CM","medSBP",0,0,0
55,"DIAB","medSBP",0,0,0
55,"DIAB","direct",0,0,0
55,"DIAB","medBMI",486.551860443708,495.065973138424,561.516098732364
55,"ECA","direct",0,0,0
55,"ECA","medSBP",0,0,0
55,"ECA","medBMI",64.8131593428649,64.4741610308905,61.4716394756792
55,"ENDO","direct",0,0,0
55,"ENDO","medSBP",0,0,0
55,"ENDO","medBMI",6.36897679303998,5.67332260801699,4.96665395582606
55,"GC","medBMI",11.3989971214192,8.18572628717373,6.97747959080571
55,"GC","direct",0,0,0
55,"GC","medSBP",0,0,0
55,"HHD","medBMI",229.251229064745,209.734586684334,294.352429730419
55,"HHD","medSBP",0,0,0
55,"HHD","direct",0,0,0
55,"HSTK","direct",315.170001813651,245.514203225801,415.606882600951
55,"HSTK","medSBP",0,0,0
55,"HSTK","medBMI",91.0868417909874,79.3157335548856,80.0670498456084
55,"IHD","medBMI",1117.71386350752,881.399929769817,833.320382844998
55,"IHD","direct",915.925868382224,951.424616216793,1443.24264632253
55,"IHD","medSBP",0,0,0
55,"ISTK","medBMI",71.3602208067497,49.8613895104623,58.7836962190319
55,"ISTK","medSBP",0,0,0
55,"ISTK","direct",215.598893117946,200.5599503298,180.821745888807
55,"KC","direct",0,0,0
55,"KC","medBMI",248.263091059246,234.339536847376,287.953224553933
55,"KC","medSBP",0,0,0
55,"LC","medSBP",0,0,0
55,"LC","medBMI",0,0,0
55,"LC","direct",0,0,0
55,"LVC","medBMI",158.6500918316,170.537364031723,223.845630542415
55,"LVC","medSBP",0,0,0
55,"LVC","direct",0,0,0
55,"MLPC","medSBP",0,0,0
55,"MLPC","medBMI",0,0,0
55,"MLPC","direct",596.150787708411,707.606673811729,674.642708667392
55,"MMC","medSBP",0,0,0
55,"MMC","medBMI",27.4198013189139,21.865647733535,30.6801825791011
55,"MMC","direct",0,0,0
55,"OC","direct",0,0,0
55,"OC","medBMI",14.4306046825504,11.7674403578624,15.7666816067777
55,"OC","medSBP",0,0,0
55,"OSTK","medSBP",0,0,0
55,"OSTK","direct",354.09778681896,462.86520565848,400.051766565502
55,"OSTK","medBMI",86.7411580721389,88.6119165537842,92.4740519787407
55,"OTH","medBMI",81.823559243902,78.4693933753179,55.7048967128739
55,"OTH","direct",0,0,0
55,"OTH","medSBP",0,0,0
55,"PC","medBMI",58.8408589020215,69.8785732796692,78.9381494849836
55,"PC","direct",0,0,0
55,"PC","medSBP",0,0,0
55,"PVD","direct",0,0,0
55,"PVD","medBMI",16.2366897436275,12.6276834745316,13.5828724794798
55,"PVD","medSBP",0,0,0
55,"RHD","direct",0,0,0
55,"RHD","medSBP",0,0,0
55,"RHD","medBMI",5.96569175604438,6.34180014444701,6.52045511837871
55,"SCC","medBMI",14.1734829283586,25.2727251494651,32.0641406128201
55,"SCC","direct",0,0,0
55,"SCC","medSBP",0,0,0
55,"SCNC","medBMI",0,0,0
55,"SCNC","direct",0,0,0
55,"SCNC","medSBP",0,0,0
55,"TC","direct",0,0,0
55,"TC","medBMI",46.7649214247637,28.4788283722436,40.4318232609509
55,"TC","medSBP",0,0,0
55,"UC","medBMI",493.743472480286,411.767516405215,507.983009116135
55,"UC","medSBP",0,0,0
55,"UC","direct",0,0,0
65,"AA","medSBP",0,0,0
65,"AA","direct",0,0,0
65,"AA","medBMI",32.6554747426889,33.4642034607605,29.802380443235
65,"AFF","medSBP",0,0,0
65,"AFF","medBMI",47.5791427297294,44.6955287772896,49.2510642578686
65,"AFF","direct",0,0,0
65,"APCA","medSBP",0,0,0
65,"APCA","medBMI",51.2649449056917,9.64577163535678,30.9044778723534
65,"APCA","direct",0,0,0
65,"BC","direct",0,0,0
65,"BC","medBMI",576.995449188725,299.439718808618,484.645424101364
65,"BC","medSBP",0,0,0
65,"CC","medSBP",0,0,0
65,"CC","medBMI",146.17584539337,75.2803627046446,64.1109429910259
65,"CC","direct",2797.94659423474,2764.68905944211,3029.20998894604
65,"CM","direct",0,0,0
65,"CM","medBMI",64.8062940414967,52.2440674751353,55.7371994738358
65,"CM","medSBP",0,0,0
65,"DIAB","direct",0,0,0
65,"DIAB","medBMI",721.696969687379,916.564690206192,634.738510969767
65,"DIAB","medSBP",0,0,0
65,"ECA","medSBP",0,0,0
65,"ECA","direct",0,0,0
65,"ECA","medBMI",63.5771482208192,82.9895758350211,70.4627114450032
65,"ENDO","medSBP",0,0,0
65,"ENDO","medBMI",4.4512484877898,5.92686242243107,4.47566368671261
65,"ENDO","direct",0,0,0
65,"GC","direct",0,0,0
65,"GC","medBMI",11.811944964847,10.9632887343491,14.8048677545106
65,"GC","medSBP",0,0,0
65,"HHD","medSBP",0,0,0
65,"HHD","medBMI",339.360399258679,238.244064891037,257.149198968361
65,"HHD","direct",0,0,0
65,"HSTK","medBMI",90.082331077057,122.774969904419,78.8387260018621
65,"HSTK","direct",434.877630542195,479.932347946196,304.024519205498
65,"HSTK","medSBP",0,0,0
65,"IHD","direct",1598.5393979626,2066.61316130135,1584.08336293258
65,"IHD","medSBP",0,0,0
65,"IHD","medBMI",1284.3191250885,1257.98297587311,1379.74474055637
65,"ISTK","direct",387.391199388936,388.855241925662,271.352823445624
65,"ISTK","medBMI",99.4863074329754,81.8133662158778,96.7723523582919
65,"ISTK","medSBP",0,0,0
65,"KC","direct",0,0,0
65,"KC","medBMI",272.057000610939,278.151741237822,257.348103648106
65,"KC","medSBP",0,0,0
65,"LC","medSBP",0,0,0
65,"LC","direct",0,0,0
65,"LC","medBMI",0,0,0
65,"LVC","medSBP",0,0,0
65,"LVC","direct",0,0,0
65,"LVC","medBMI",170.24667719801,139.149139201264,124.345813935883
65,"MLPC","medBMI",0,0,0
65,"MLPC","direct",772.683927414754,795.650756812615,847.588742531066
65,"MLPC","medSBP",0,0,0
65,"MMC","direct",0,0,0
65,"MMC","medSBP",0,0,0
65,"MMC","medBMI",36.4066490733311,43.5191276735301,29.0435486436284
65,"OC","direct",0,0,0
65,"OC","medSBP",0,0,0
65,"OC","medBMI",20.7707261276683,12.4045920998501,17.2866295848116
65,"OSTK","direct",817.495615306121,758.773019035235,872.795311453131
65,"OSTK","medBMI",177.583992982983,186.585111256794,187.209511038134
65,"OSTK","medSBP",0,0,0
65,"OTH","direct",0,0,0
65,"OTH","medBMI",101.925337925038,99.1632351467278,73.0322357736997
65,"OTH","medSBP",0,0,0
65,"PC","direct",0,0,0
65,"PC","medBMI",75.9757306892634,87.0922476732692,78.6631017421813
65,"PC","medSBP",0,0,0
65,"PVD","direct",0,0,0
65,"PVD","medBMI",31.404295157412,21.342316496907,24.8710225445238
65,"PVD","medSBP",0,0,0
65,"RHD","direct",0,0,0
65,"RHD","medSBP",0,0,0
65,"RHD","medBMI",10.2892694611492,10.6230770084145,10.1358945614181
65,"SCC","medBMI",43.3772421128924,18.8556859457225,31.5462407050951
65,"SCC","direct",0,0,0
65,"SCC","medSBP",0,0,0
65,"SCNC","medBMI",0,0,0
65,"SCNC","direct",0,0,0
65,"SCNC","medSBP",0,0,0
65,"TC","direct",0,0,0
65,"TC","medSBP",0,0,0
65,"TC","medBMI",21.3143833027963,24.0210991324675,35.97680692787
65,"UC","medBMI",420.547032505626,403.249113553703,511.499180765635
65,"UC","direct",0,0,0
65,"UC","medSBP",0,0,0
75,"AA","direct",0,0,0
75,"AA","medSBP",0,0,0
75,"AA","medBMI",60.3248443456891,59.0028639860109,60.2590579957147
75,"AFF","direct",0,0,0
75,"AFF","medSBP",0,0,0
75,"AFF","medBMI",285.9118384122,240.402969300679,258.514620123263
75,"APCA","direct",0,0,0
75,"APCA","medSBP",0,0,0
75,"APCA","medBMI",13.3889721672229,38.0455557674276,25.989669280235
75,"BC","direct",0,0,0
75,"BC","medBMI",306.65641554235,401.544999307536,278.198112988458
75,"BC","medSBP",0,0,0
75,"CC","medBMI",106.082098770364,90.1972193020323,44.2566879654708
75,"CC","direct",3447.59348315077,2672.458017163,2719.6661590529
75,"CC","medSBP",0,0,0
75,"CM","medBMI",73.338504641724,117.446785328353,89.9674561953756
75,"CM","direct",0,0,0
75,"CM","medSBP",0,0,0
75,"DIAB","medBMI",833.764496246575,757.641445618089,924.120625301436
75,"DIAB","direct",0,0,0
75,"DIAB","medSBP",0,0,0
75,"ECA","direct",0,0,0
75,"ECA","medSBP",0,0,0
75,"ECA","medBMI",50.5714191664801,69.1692000960903,37.2686601058149
75,"ENDO","direct",0,0,0
75,"ENDO","medSBP",0,0,0
75,"ENDO","medBMI",6.4409864472208,4.50732354520056,6.78891325731901
75,"GC","medSBP",0,0,0
75,"GC","medBMI",15.1536738732299,19.2474060840624,16.3263861436801
75,"GC","direct",0,0,0
75,"HHD","medBMI",793.43977051154,792.296853507847,548.870337682341
75,"HHD","direct",0,0,0
75,"HHD","medSBP",0,0,0
75,"HSTK","medSBP",0,0,0
75,"HSTK","medBMI",201.055740488766,231.031588079493,238.510220576028
75,"HSTK","direct",834.955169717528,775.49660371813,910.633861774471
75,"IHD","direct",2699.58962668242,1382.51961583472,2006.06934127894
75,"IHD","medBMI",2379.63542349064,2556.79452676672,2693.84609093349
75,"IHD","medSBP",0,0,0
75,"ISTK","medSBP",0,0,0
75,"ISTK","direct",1009.513707185,1374.87853803652,1320.39420686071
75,"ISTK","medBMI",415.198516858426,274.54704152739,313.999337117221
75,"KC","medSBP",0,0,0
75,"KC","direct",0,0,0
75,"KC","medBMI",190.910773129121,180.668445502253,203.870373717003
75,"LC","medSBP",0,0,0
75,"LC","direct",0,0,0
75,"LC","medBMI",0,0,0
75,"LVC","medSBP",0,0,0
75,"LVC","direct",0,0,0
75,"LVC","medBMI",109.515824325317,92.5375242202075,84.8197055098214
75,"MLPC","direct",544.603303472624,546.343784035246,504.457068111237
75,"MLPC","medBMI",0,0,0
75,"MLPC","medSBP",0,0,0
75,"MMC","medSBP",0,0,0
75,"MMC","medBMI",35.7118053827591,30.3228584884476,34.3889220073876
75,"MMC","direct",0,0,0
75,"OC","medSBP",0,0,0
75,"OC","direct",0,0,0
75,"OC","medBMI",7.7983619125989,22.1732591570948,10.2954900637838
75,"OSTK","direct",1983.96053963262,2352.91171967328,1885.3397829883
75,"OSTK","medBMI",522.606420634633,544.435543623312,574.379254010961
75,"OSTK","medSBP",0,0,0
75,"OTH","medBMI",211.859607275592,392.367161590573,318.480111098497
75,"OTH","direct",0,0,0
75,"OTH","medSBP",0,0,0
75,"PC","medSBP",0,0,0
75,"PC","direct",0,0,0
75,"PC","medBMI",98.0086845018407,122.717313903441,82.8636761731414
75,"PVD","direct",0,0,0
75,"PVD","medSBP",0,0,0
75,"PVD","medBMI",48.5091399609583,57.432186796491,60.1724439764563
75,"RHD","medSBP",0,0,0
75,"RHD","medBMI",21.5975236941618,23.2687228654054,21.7890694531259
75,"RHD","direct",0,0,0
75,"SCC","direct",0,0,0
75,"SCC","medBMI",31.1235509220378,27.7781484398844,33.8077495507172
75,"SCC","medSBP",0,0,0
75,"SCNC","medBMI",0,0,0
75,"SCNC","direct",0,0,0
75,"SCNC","medSBP",0,0,0
75,"TC","medBMI",8.74390042495959,9.41105477488498,5.64990973568672
75,"TC","direct",0,0,0
75,"TC","medSBP",0,0,0
75,"UC","direct",0,0,0
75,"UC","medBMI",235.317778066044,236.4711964872,214.471154278292
75,"UC","medSBP",0,0,0
