"age","pathway","disease_type2","V1","V2","V3"
35,"direct","Other_CVD",0,0,0
35,"medBMI","Other_CVD",461.768644052873,479.113671004472,423.560490209871
35,"medSBP","Other_CVD",0,0,0
45,"direct","Cancer",11577.8189716877,10558.7111726361,9604.92561319732
45,"medBMI","Cancer",11681.9976933901,11500.127856013,11228.3186429538
45,"medSBP","Cancer",0,0,0
45,"direct","DIAB",0,0,0
45,"medBMI","DIAB",344.868250299254,371.457982220363,351.594636665672
45,"medSBP","DIAB",0,0,0
45,"direct","HHD",0,0,0
45,"medBMI","HHD",194.84391406585,81.8262066392816,130.042879342541
45,"medSBP","HHD",0,0,0
45,"direct","HSTK",228.726182162129,230.640899001183,251.795846553579
45,"medBMI","HSTK",54.5868571326959,56.9422731226361,61.624961796448
45,"medSBP","HSTK",0,0,0
45,"direct","IHD",512.716637068899,523.012324874119,531.138939323134
45,"medBMI","IHD",401.273528125552,392.71951471644,403.467931292245
45,"medSBP","IHD",0,0,0
45,"direct","ISTK",93.9792379885417,105.730074968212,91.9979195865953
45,"medBMI","ISTK",27.3922364331292,24.1373682664437,29.448904526099
45,"medSBP","ISTK",0,0,0
45,"direct","OSTK",120.632875639097,176.119155044606,131.764807377361
45,"medBMI","OSTK",41.1468896998846,30.5437330643506,31.8772304094108
45,"medSBP","OSTK",0,0,0
45,"direct","Other_CVD",0,0,0
45,"medBMI","Other_CVD",767.466330203713,813.028699253243,710.572870416908
45,"medSBP","Other_CVD",0,0,0
55,"medBMI","Cancer",30994.192686411,30808.6307190145,35909.5078296864
55,"medSBP","Cancer",0,0,0
55,"direct","Cancer",32576.2737476183,33374.1640582082,38071.8204891225
55,"medBMI","DIAB",486.551860443708,495.065973138424,561.516098732364
55,"medSBP","DIAB",0,0,0
55,"direct","DIAB",0,0,0
55,"medBMI","HHD",229.251229064745,209.734586684334,294.352429730419
55,"medSBP","HHD",0,0,0
55,"direct","HHD",0,0,0
55,"medBMI","HSTK",91.0868417909874,79.3157335548856,80.0670498456084
55,"medSBP","HSTK",0,0,0
55,"direct","HSTK",315.170001813651,245.514203225801,415.606882600951
55,"medBMI","IHD",1117.71386350752,881.399929769817,833.320382844998
55,"medSBP","IHD",0,0,0
55,"direct","IHD",915.925868382224,951.424616216793,1443.24264632253
55,"medBMI","ISTK",71.3602208067497,49.8613895104623,58.7836962190319
55,"medSBP","ISTK",0,0,0
55,"direct","ISTK",215.598893117946,200.5599503298,180.821745888807
55,"medBMI","OSTK",86.7411580721389,88.6119165537842,92.4740519787407
55,"medSBP","OSTK",0,0,0
55,"direct","OSTK",354.09778681896,462.86520565848,400.051766565502
55,"medBMI","Other_CVD",1455.07210610467,1325.00909519767,1239.28318652338
55,"medSBP","Other_CVD",0,0,0
55,"direct","Other_CVD",0,0,0
65,"medSBP","Cancer",0,0,0
65,"direct","Cancer",36780.6896337159,35252.7047016957,39459.379568932
65,"medBMI","Cancer",36527.6755928157,31939.2246776517,36488.8422415756
65,"medSBP","DIAB",0,0,0
65,"direct","DIAB",0,0,0
65,"medBMI","DIAB",721.696969687379,916.564690206192,634.738510969767
65,"medSBP","HHD",0,0,0
65,"direct","HHD",0,0,0
65,"medBMI","HHD",339.360399258679,238.244064891037,257.149198968361
65,"medSBP","HSTK",0,0,0
65,"direct","HSTK",434.877630542195,479.932347946196,304.024519205498
65,"medBMI","HSTK",90.082331077057,122.774969904419,78.8387260018621
65,"medSBP","IHD",0,0,0
65,"direct","IHD",1598.5393979626,2066.61316130135,1584.08336293258
65,"medBMI","IHD",1284.3191250885,1257.98297587311,1379.74474055637
65,"medSBP","ISTK",0,0,0
65,"direct","ISTK",387.391199388936,388.855241925662,271.352823445624
65,"medBMI","ISTK",99.4863074329754,81.8133662158778,96.7723523582919
65,"medSBP","OSTK",0,0,0
65,"direct","OSTK",817.495615306121,758.773019035235,872.795311453131
65,"medBMI","OSTK",177.583992982983,186.585111256794,187.209511038134
65,"medSBP","Other_CVD",0,0,0
65,"direct","Other_CVD",0,0,0
65,"medBMI","Other_CVD",1941.72835554972,1826.02222857153,1770.78849429328
75,"direct","Cancer",32703.7290683515,28430.4690995918,27837.1806777645
75,"medBMI","Cancer",30195.3496034548,30561.248685291,28288.5937089152
75,"medSBP","Cancer",0,0,0
75,"direct","DIAB",0,0,0
75,"medBMI","DIAB",833.764496246575,757.641445618089,924.120625301436
75,"medSBP","DIAB",0,0,0
75,"direct","HHD",0,0,0
75,"medBMI","HHD",793.43977051154,792.296853507847,548.870337682341
75,"medSBP","HHD",0,0,0
75,"direct","HSTK",834.955169717528,775.49660371813,910.633861774471
75,"medBMI","HSTK",201.055740488766,231.031588079493,238.510220576028
75,"medSBP","HSTK",0,0,0
75,"direct","IHD",2699.58962668242,1382.51961583472,2006.06934127894
75,"medBMI","IHD",2379.63542349064,2556.79452676672,2693.84609093349
75,"medSBP","IHD",0,0,0
75,"direct","ISTK",1009.513707185,1374.87853803652,1320.39420686071
75,"medBMI","ISTK",415.198516858426,274.54704152739,313.999337117221
75,"medSBP","ISTK",0,0,0
75,"direct","OSTK",1983.96053963262,2352.91171967328,1885.3397829883
75,"medBMI","OSTK",522.606420634633,544.435543623312,574.379254010961
75,"medSBP","OSTK",0,0,0
75,"direct","Other_CVD",0,0,0
75,"medBMI","Other_CVD",5112.64452335031,5523.77626498434,5524.84176354137
75,"medSBP","Other_CVD",0,0,0
