"female","race","pathway","disease_type2","V1","V2","V3"
0,3,"medBMI","IHD",186.576243964695,168.108893759609,172.091567093361
0,3,"medSBP","IHD",0,0,0
0,3,"direct","IHD",229.891565457623,180.68290578906,166.163398640155
0,3,"medBMI","ISTK",14.6167361283276,17.5583822875204,17.2021854335338
0,3,"medSBP","ISTK",0,0,0
0,3,"direct","ISTK",52.9302557156688,54.8571507181954,82.9030077559192
0,3,"medBMI","OSTK",17.8461915705288,27.2862970244251,26.9219370727228
0,3,"medSBP","OSTK",0,0,0
0,3,"direct","OSTK",62.2407476585502,68.6718442530313,83.3934157184115
0,3,"medBMI","Other_CVD",275.245392465643,242.924384857317,258.340922441905
0,3,"medSBP","Other_CVD",0,0,0
0,3,"direct","Other_CVD",0,0,0
0,4,"direct","Cancer",3637.84141369488,3516.20968054819,3917.77976469327
0,4,"medSBP","Cancer",0,0,0
0,4,"medBMI","Cancer",2340.05039187106,2649.9778762376,2709.13653234394
0,4,"direct","DIAB",0,0,0
0,4,"medSBP","DIAB",0,0,0
0,4,"medBMI","DIAB",56.5417115793611,54.0871549247745,42.597941329362
0,4,"direct","HHD",0,0,0
0,4,"medSBP","HHD",0,0,0
0,4,"medBMI","HHD",15.7952535654906,18.7541361941135,18.8702482834541
0,4,"direct","HSTK",48.2078063084997,38.516966728726,51.0302697176674
0,4,"medSBP","HSTK",0,0,0
0,4,"medBMI","HSTK",10.4202920383113,10.0934614362203,11.7949385333495
0,4,"direct","IHD",95.1341760315851,124.86116440918,119.480355266471
0,4,"medSBP","IHD",0,0,0
0,4,"medBMI","IHD",91.4669068567596,102.159016251506,68.7903064528314
0,4,"direct","ISTK",23.5147457879797,31.7474792383466,26.4472004600228
0,4,"medSBP","ISTK",0,0,0
0,4,"medBMI","ISTK",4.74839976495407,7.30931335880927,4.51728601022662
0,4,"direct","OSTK",40.357686869677,53.2648913985245,45.3142131074308
0,4,"medSBP","OSTK",0,0,0
0,4,"medBMI","OSTK",9.58980362744465,10.3456594705577,13.5185120312966
0,4,"direct","Other_CVD",0,0,0
0,4,"medSBP","Other_CVD",0,0,0
0,4,"medBMI","Other_CVD",136.250225482584,145.388425345782,121.124325400542
1,1,"direct","Cancer",53232.4849057891,47662.7772901567,52209.7402178601
1,1,"medBMI","Cancer",51595.6471055831,48758.9884068159,51938.3898405714
1,1,"medSBP","Cancer",0,0,0
1,1,"direct","DIAB",0,0,0
1,1,"medBMI","DIAB",714.801608033609,654.196113781361,887.481272594846
1,1,"medSBP","DIAB",0,0,0
1,1,"direct","HHD",0,0,0
1,1,"medBMI","HHD",627.383723733455,498.452787793323,318.836797233853
1,1,"medSBP","HHD",0,0,0
1,1,"direct","HSTK",857.219012144205,819.332637612668,912.377341148123
1,1,"medBMI","HSTK",158.673758850373,205.695292965894,203.758750298586
1,1,"medSBP","HSTK",0,0,0
1,1,"direct","IHD",2003.93005789045,1110.89269263188,1390.95694394748
1,1,"medBMI","IHD",1365.99993621829,1547.86847116451,2119.96422581637
1,1,"medSBP","IHD",0,0,0
1,1,"direct","ISTK",654.657490594637,1088.65901404439,815.679103529409
1,1,"medBMI","ISTK",327.181342326739,184.750328041232,184.010843188879
1,1,"medSBP","ISTK",0,0,0
1,1,"direct","OSTK",1643.56730697767,1620.43044018565,1226.07481016595
1,1,"medBMI","OSTK",387.099043095268,372.49191791081,429.248591999214
1,1,"medSBP","OSTK",0,0,0
1,1,"direct","Other_CVD",0,0,0
1,1,"medBMI","Other_CVD",3880.97729349061,3989.96426750078,4068.27123957921
1,1,"medSBP","Other_CVD",0,0,0
1,2,"medSBP","Cancer",0,0,0
1,2,"direct","Cancer",8721.61113304003,8820.88725408685,9751.70187839232
1,2,"medBMI","Cancer",6678.46657509248,7130.29302516192,7648.54707778272
1,2,"medSBP","DIAB",0,0,0
1,2,"direct","DIAB",0,0,0
1,2,"medBMI","DIAB",214.653148473834,239.762269783224,238.609973994485
1,2,"medSBP","HHD",0,0,0
1,2,"direct","HHD",0,0,0
1,2,"medBMI","HHD",101.218874332293,111.398916967948,152.237277878347
1,2,"medSBP","HSTK",0,0,0
1,2,"direct","HSTK",163.255574336816,192.654777008663,155.508951499647
1,2,"medBMI","HSTK",34.8524185144005,44.4361654605956,53.3450778839136
1,2,"medSBP","IHD",0,0,0
1,2,"direct","IHD",242.630372942982,253.082085611523,363.905927435395
1,2,"medBMI","IHD",172.048400466992,289.105081367866,325.262563398673
1,2,"medSBP","ISTK",0,0,0
1,2,"direct","ISTK",126.327715250458,149.244926000987,198.798586555418
1,2,"medBMI","ISTK",26.9673372754924,39.4310934291617,43.2439291608393
1,2,"medSBP","OSTK",0,0,0
1,2,"direct","OSTK",168.862736506631,231.191747177927,297.671683909879
1,2,"medBMI","OSTK",56.8072317770266,56.3601909161115,60.9552622040529
1,2,"medSBP","Other_CVD",0,0,0
1,2,"direct","Other_CVD",0,0,0
1,2,"medBMI","Other_CVD",634.699218804696,603.3825228989,637.836268045434
1,3,"medSBP","Cancer",0,0,0
1,3,"medBMI","Cancer",5367.89136029052,5160.39847193594,5167.79562954536
1,3,"direct","Cancer",4928.68583002604,5377.72428973869,6297.3372055515
1,3,"medSBP","DIAB",0,0,0
1,3,"medBMI","DIAB",101.807396600892,122.860497084761,93.4646270738303
1,3,"direct","DIAB",0,0,0
1,3,"medSBP","HHD",0,0,0
1,3,"medBMI","HHD",48.7760198160505,52.2249270336149,38.366767240823
1,3,"direct","HHD",0,0,0
1,3,"medSBP","HSTK",0,0,0
1,3,"medBMI","HSTK",12.408134532091,16.2089584116613,16.4850705512612
1,3,"direct","HSTK",76.9943037953254,82.2642433461541,99.5236981305855
1,3,"medSBP","IHD",0,0,0
1,3,"medBMI","IHD",125.580118857825,141.344535840826,77.7873123351789
1,3,"direct","IHD",137.541694655337,106.369753537156,113.820051669451
1,3,"medSBP","ISTK",0,0,0
1,3,"medBMI","ISTK",20.6617022126057,26.489963506992,27.5839681095513
1,3,"direct","ISTK",78.559278318336,124.638401251599,63.2905872231146
1,3,"medSBP","OSTK",0,0,0
1,3,"medBMI","OSTK",21.4847664139114,17.8211734813133,26.4904779670748
1,3,"direct","OSTK",87.4775330296769,101.020890446007,81.8887069362972
1,3,"medSBP","Other_CVD",0,0,0
1,3,"medBMI","Other_CVD",247.215182047884,289.060609258042,230.260633595479
1,3,"direct","Other_CVD",0,0,0
1,4,"direct","Cancer",5460.51782472453,5205.32611435797,4911.30877334256
1,4,"medBMI","Cancer",4402.18019813339,4245.30345610546,4562.45899210278
1,4,"medSBP","Cancer",0,0,0
1,4,"direct","DIAB",0,0,0
1,4,"medBMI","DIAB",48.0165598191861,53.7718954536714,45.8909013084545
1,4,"medSBP","DIAB",0,0,0
1,4,"direct","HHD",0,0,0
1,4,"medBMI","HHD",14.2355105032772,13.0689090197669,12.8530114264457
1,4,"medSBP","HHD",0,0,0
1,4,"direct","HSTK",47.2540773772704,68.8747764743914,64.4216098845213
1,4,"medBMI","HSTK",13.9877797305301,16.8272814241189,12.7106409290032
1,4,"medSBP","HSTK",0,0,0
1,4,"direct","IHD",60.6154149485245,57.6375591059942,89.6546564621775
1,4,"medBMI","IHD",43.994592378616,43.3003865670952,73.2710526957467
1,4,"medSBP","IHD",0,0,0
1,4,"direct","ISTK",37.1894517869889,35.0956406230362,50.6988839127184
1,4,"medBMI","ISTK",6.18245663903977,7.59400144406382,9.63840018435973
1,4,"medSBP","ISTK",0,0,0
1,4,"direct","OSTK",53.0640163427559,51.1158925008312,80.911223176223
1,4,"medBMI","OSTK",10.7893707624317,22.3635902193841,15.7040270661838
1,4,"medSBP","OSTK",0,0,0
1,4,"direct","Other_CVD",0,0,0
1,4,"medBMI","Other_CVD",111.886771665479,139.779612395487,154.306038795069
1,4,"medSBP","Other_CVD",0,0,0
