"female","race","outcome","pathway","V1","V2","V3"
0,1,"SCC","medBMI",72.1831257635223,52.8235046155633,79.3035933008423
0,1,"SCNC","medBMI",0,0,0
0,1,"SCNC","medSBP",0,0,0
0,1,"SCNC","direct",0,0,0
0,1,"TC","direct",0,0,0
0,1,"TC","medBMI",29.9517811619263,32.3772458491165,30.8445056099036
0,1,"TC","medSBP",0,0,0
0,1,"UC","medSBP",0,0,0
0,1,"UC","direct",0,0,0
0,1,"UC","medBMI",0,0,0
0,2,"AA","medSBP",0,0,0
0,2,"AA","medBMI",11.7715245528181,12.6441295009113,14.1004071729951
0,2,"AA","direct",0,0,0
0,2,"AFF","medSBP",0,0,0
0,2,"AFF","medBMI",8.23814182425329,7.49520572356263,8.76646459469488
0,2,"AFF","direct",0,0,0
0,2,"APCA","direct",0,0,0
0,2,"APCA","medBMI",24.0386293649232,32.3301455726199,18.2836625137562
0,2,"APCA","medSBP",0,0,0
0,2,"BC","medSBP",0,0,0
0,2,"BC","medBMI",0,0,0
0,2,"BC","direct",0,0,0
0,2,"CC","direct",729.284987701896,839.827915290855,875.348215632843
0,2,"CC","medBMI",38.1684234942539,13.7964186988114,25.6249991165466
0,2,"CC","medSBP",0,0,0
0,2,"CM","direct",0,0,0
0,2,"CM","medBMI",47.9513127684248,43.5085977233945,36.4033842601669
0,2,"CM","medSBP",0,0,0
0,2,"DIAB","direct",0,0,0
0,2,"DIAB","medSBP",0,0,0
0,2,"DIAB","medBMI",281.430670367687,236.353512129135,217.348614607493
0,2,"ECA","medSBP",0,0,0
0,2,"ECA","direct",0,0,0
0,2,"ECA","medBMI",3.36611790276377,5.02662767579168,4.63077829956272
0,2,"ENDO","direct",0,0,0
0,2,"ENDO","medSBP",0,0,0
0,2,"ENDO","medBMI",2.78306579773392,2.02689578524648,1.68259917176056
0,2,"GC","medBMI",1.41869900548701,1.81723459831275,1.85834956533521
0,2,"GC","medSBP",0,0,0
0,2,"GC","direct",0,0,0
0,2,"HHD","medBMI",199.767676917997,144.702690659764,129.765907424656
0,2,"HHD","direct",0,0,0
0,2,"HHD","medSBP",0,0,0
0,2,"HSTK","direct",151.917273728065,127.19052329964,178.767809836149
0,2,"HSTK","medBMI",41.0724886243967,37.317191592395,43.0201442726433
0,2,"HSTK","medSBP",0,0,0
0,2,"IHD","medSBP",0,0,0
0,2,"IHD","direct",430.154601975924,353.16471879532,498.98974907105
0,2,"IHD","medBMI",308.726335826954,289.746843385453,335.975915611714
0,2,"ISTK","medBMI",36.69911655316,29.4349966533293,27.7833555769489
0,2,"ISTK","medSBP",0,0,0
0,2,"ISTK","direct",131.315532858784,119.961028715262,133.335537979584
0,2,"KC","medSBP",0,0,0
0,2,"KC","medBMI",51.8395639622938,63.1725129424415,61.7398676999663
0,2,"KC","direct",0,0,0
0,2,"LC","medSBP",0,0,0
0,2,"LC","direct",0,0,0
0,2,"LC","medBMI",0,0,0
0,2,"LVC","medBMI",41.0197974700796,36.0202211613268,30.0691350280959
0,2,"LVC","medSBP",0,0,0
0,2,"LVC","direct",0,0,0
0,2,"MLPC","medSBP",0,0,0
0,2,"MLPC","medBMI",0,0,0
0,2,"MLPC","direct",121.15846474739,173.577108260125,129.500756089001
0,2,"MMC","medSBP",0,0,0
0,2,"MMC","direct",0,0,0
0,2,"MMC","medBMI",14.3733903747617,14.4455458954427,8.15611786230636
0,2,"OC","medBMI",0,0,0
0,2,"OC","medSBP",0,0,0
0,2,"OC","direct",0,0,0
0,2,"OSTK","direct",236.46166915097,256.570252120403,253.691820441913
0,2,"OSTK","medBMI",61.6394592303955,57.8658779468835,59.4032575303058
0,2,"OSTK","medSBP",0,0,0
0,2,"OTH","medSBP",0,0,0
0,2,"OTH","direct",0,0,0
0,2,"OTH","medBMI",27.8194449997161,31.8860796080307,26.615756801415
0,2,"PC","medSBP",0,0,0
0,2,"PC","direct",0,0,0
0,2,"PC","medBMI",11.0826869909712,10.9154152514743,15.1810614067365
0,2,"PVD","medSBP",0,0,0
0,2,"PVD","direct",0,0,0
0,2,"PVD","medBMI",7.49757672893544,5.792879899782,6.75318793248734
0,2,"RHD","medBMI",2.28644691098427,2.12331411508601,1.60615892895115
0,2,"RHD","direct",0,0,0
0,2,"RHD","medSBP",0,0,0
0,2,"SCC","medBMI",4.60985015012851,2.73159886468055,2.75787083058934
0,2,"SCC","medSBP",0,0,0
0,2,"SCC","direct",0,0,0
0,2,"SCNC","direct",0,0,0
0,2,"SCNC","medBMI",0,0,0
0,2,"SCNC","medSBP",0,0,0
0,2,"TC","direct",0,0,0
0,2,"TC","medBMI",1.5220193423254,1.93031168519685,3.08638826534932
0,2,"TC","medSBP",0,0,0
0,2,"UC","medBMI",0,0,0
0,2,"UC","medSBP",0,0,0
0,2,"UC","direct",0,0,0
0,3,"AA","medBMI",4.81901613032742,5.4666169067317,4.90454412160034
0,3,"AA","direct",0,0,0
0,3,"AA","medSBP",0,0,0
0,3,"AFF","direct",0,0,0
0,3,"AFF","medBMI",4.36670164194179,3.97384402698878,4.81914398049415
0,3,"AFF","medSBP",0,0,0
0,3,"APCA","medBMI",15.0664608069623,9.46943852956244,10.226039421557
0,3,"APCA","direct",0,0,0
0,3,"APCA","medSBP",0,0,0
0,3,"BC","medBMI",0,0,0
0,3,"BC","direct",0,0,0
0,3,"BC","medSBP",0,0,0
0,3,"CC","direct",591.198932490675,596.742465669104,549.342248013557
0,3,"CC","medBMI",19.6633698140427,20.0605543741528,11.5828622253433
0,3,"CC","medSBP",0,0,0
0,3,"CM","medSBP",0,0,0
0,3,"CM","direct",0,0,0
0,3,"CM","medBMI",15.1485954115027,11.8697813523743,8.87689089545134
0,3,"DIAB","medSBP",0,0,0
0,3,"DIAB","direct",0,0,0
0,3,"DIAB","medBMI",125.801054859518,102.868182072407,134.262144730739
0,3,"ECA","medSBP",0,0,0
0,3,"ECA","medBMI",9.79000246455794,7.20034192235158,8.45255548316539
0,3,"ECA","direct",0,0,0
0,3,"ENDO","medSBP",0,0,0
0,3,"ENDO","direct",0,0,0
0,3,"ENDO","medBMI",1.50506282728928,1.07669767686971,0.999409251751868
0,3,"GC","direct",0,0,0
0,3,"GC","medSBP",0,0,0
0,3,"GC","medBMI",2.19622423191844,1.57360783239514,1.70906857387599
0,3,"HHD","direct",0,0,0
0,3,"HHD","medSBP",0,0,0
0,3,"HHD","medBMI",38.0395513097584,46.2594344372352,51.2164008093217
0,3,"HSTK","direct",65.3189722303194,73.2176752021824,105.340116737542
0,3,"HSTK","medBMI",25.2179229954775,22.9347782598975,24.4991343968738
0,3,"HSTK","medSBP",0,0,0
0,3,"IHD","direct",229.891565457623,180.68290578906,166.163398640155
0,3,"IHD","medSBP",0,0,0
0,3,"IHD","medBMI",186.576243964695,168.108893759609,172.091567093361
0,3,"ISTK","direct",52.9302557156688,54.8571507181954,82.9030077559192
0,3,"ISTK","medBMI",14.6167361283276,17.5583822875204,17.2021854335338
0,3,"ISTK","medSBP",0,0,0
0,3,"KC","direct",0,0,0
0,3,"KC","medSBP",0,0,0
0,3,"KC","medBMI",52.4355385404782,34.9827287514848,36.4872857892133
0,3,"LC","medBMI",0,0,0
0,3,"LC","medSBP",0,0,0
0,3,"LC","direct",0,0,0
0,3,"LVC","medBMI",34.4750248430754,39.3448687984715,40.7019835966756
0,3,"LVC","medSBP",0,0,0
0,3,"LVC","direct",0,0,0
0,3,"MLPC","direct",69.8166255749757,84.5695684576042,85.5379459968198
0,3,"MLPC","medBMI",0,0,0
0,3,"MLPC","medSBP",0,0,0
0,3,"MMC","medBMI",4.39816491167352,3.34514799360236,3.78611241942103
0,3,"MMC","medSBP",0,0,0
0,3,"MMC","direct",0,0,0
0,3,"OC","medSBP",0,0,0
0,3,"OC","medBMI",0,0,0
0,3,"OC","direct",0,0,0
0,3,"OSTK","medBMI",17.8461915705288,27.2862970244251,26.9219370727228
0,3,"OSTK","direct",62.2407476585502,68.6718442530313,83.3934157184115
0,3,"OSTK","medSBP",0,0,0
0,3,"OTH","medSBP",0,0,0
0,3,"OTH","medBMI",10.8521865554536,11.4235733855907,12.2790516471178
0,3,"OTH","direct",0,0,0
0,3,"PC","medSBP",0,0,0
0,3,"PC","medBMI",9.7172641312591,8.26185814048061,6.08473404547241
0,3,"PC","direct",0,0,0
0,3,"PVD","medSBP",0,0,0
0,3,"PVD","direct",0,0,0
0,3,"PVD","medBMI",3.25912018229047,2.35160238393335,2.86998686627927
0,3,"RHD","direct",0,0,0
0,3,"RHD","medBMI",1.11519154540629,1.34958612892392,1.43105320173384
0,3,"RHD","medSBP",0,0,0
0,3,"SCC","direct",0,0,0
0,3,"SCC","medBMI",2.93039537392425,2.9465954688262,4.20358841952137
0,3,"SCC","medSBP",0,0,0
0,3,"SCNC","medSBP",0,0,0
0,3,"SCNC","direct",0,0,0
0,3,"SCNC","medBMI",0,0,0
0,3,"TC","direct",0,0,0
0,3,"TC","medSBP",0,0,0
0,3,"TC","medBMI",4.26657178694338,2.23071910560264,2.72311634374336
0,3,"UC","medBMI",0,0,0
0,3,"UC","medSBP",0,0,0
0,3,"UC","direct",0,0,0
0,4,"AA","medSBP",0,0,0
0,4,"AA","direct",0,0,0
0,4,"AA","medBMI",3.03821983855662,3.69233780758675,3.04702180146662
0,4,"AFF","medBMI",2.03670599933899,2.5086284103273,2.28797609211201
0,4,"AFF","direct",0,0,0
0,4,"AFF","medSBP",0,0,0
0,4,"APCA","medBMI",6.94225649960866,6.20368865734744,12.2652501817955
0,4,"APCA","direct",0,0,0
0,4,"APCA","medSBP",0,0,0
0,4,"BC","direct",0,0,0
0,4,"BC","medSBP",0,0,0
0,4,"BC","medBMI",0,0,0
0,4,"CC","direct",624.739050481927,589.379752739887,693.522409685571
0,4,"CC","medSBP",0,0,0
0,4,"CC","medBMI",13.8350919032814,15.960912245653,24.6106929736739
0,4,"CM","medBMI",5.86734427180154,7.27095541584714,6.17651262349329
0,4,"CM","medSBP",0,0,0
0,4,"CM","direct",0,0,0
0,4,"DIAB","direct",0,0,0
0,4,"DIAB","medSBP",0,0,0
0,4,"DIAB","medBMI",56.5417115793611,54.0871549247745,42.597941329362
0,4,"ECA","medSBP",0,0,0
0,4,"ECA","direct",0,0,0
0,4,"ECA","medBMI",2.89532125908779,3.78266853984403,3.73257510575081
0,4,"ENDO","direct",0,0,0
0,4,"ENDO","medSBP",0,0,0
0,4,"ENDO","medBMI",0.969926927165473,1.08507520552547,0.935682697181389
0,4,"GC","medSBP",0,0,0
0,4,"GC","medBMI",1.48342997901453,1.39090975721879,1.8014631095389
0,4,"GC","direct",0,0,0
0,4,"HHD","direct",0,0,0
0,4,"HHD","medBMI",15.7952535654906,18.7541361941135,18.8702482834541
0,4,"HHD","medSBP",0,0,0
0,4,"HSTK","direct",48.2078063084997,38.516966728726,51.0302697176674
0,4,"HSTK","medSBP",0,0,0
0,4,"HSTK","medBMI",10.4202920383113,10.0934614362203,11.7949385333495
0,4,"IHD","medSBP",0,0,0
0,4,"IHD","direct",95.1341760315851,124.86116440918,119.480355266471
0,4,"IHD","medBMI",91.4669068567596,102.159016251506,68.7903064528314
0,4,"ISTK","medSBP",0,0,0
0,4,"ISTK","direct",23.5147457879797,31.7474792383466,26.4472004600228
0,4,"ISTK","medBMI",4.74839976495407,7.30931335880927,4.51728601022662
0,4,"KC","medSBP",0,0,0
0,4,"KC","medBMI",21.3215953413445,23.5213922037405,28.0509218465248
0,4,"KC","direct",0,0,0
0,4,"LC","direct",0,0,0
0,4,"LC","medSBP",0,0,0
0,4,"LC","medBMI",0,0,0
0,4,"LVC","medSBP",0,0,0
0,4,"LVC","medBMI",22.8920433166026,36.774285910535,33.2071968859793
0,4,"LVC","direct",0,0,0
0,4,"MLPC","medBMI",0,0,0
0,4,"MLPC","direct",102.15644924695,89.4904440852569,102.989841622563
0,4,"MLPC","medSBP",0,0,0
0,4,"MMC","medBMI",1.90582231682661,2.63903122656785,2.73859856150429
0,4,"MMC","direct",0,0,0
0,4,"MMC","medSBP",0,0,0
0,4,"OC","medBMI",0,0,0
0,4,"OC","direct",0,0,0
0,4,"OC","medSBP",0,0,0
0,4,"OSTK","medBMI",9.58980362744465,10.3456594705577,13.5185120312966
0,4,"OSTK","medSBP",0,0,0
0,4,"OSTK","direct",40.357686869677,53.2648913985245,45.3142131074308
0,4,"OTH","medSBP",0,0,0
0,4,"OTH","medBMI",5.9046267256906,5.34036988358007,4.31856375363447
0,4,"OTH","direct",0,0,0
0,4,"PC","medSBP",0,0,0
0,4,"PC","medBMI",4.96237837042986,5.34955208693373,7.63729202984457
0,4,"PC","direct",0,0,0
0,4,"PVD","medBMI",0.841859115127273,1.06789132474037,0.600769357275703
0,4,"PVD","medSBP",0,0,0
0,4,"PVD","direct",0,0,0
0,4,"RHD","direct",0,0,0
0,4,"RHD","medBMI",0.631546894316954,0.772974157008268,0.828304325939067
0,4,"RHD","medSBP",0,0,0
0,4,"SCC","medSBP",0,0,0
0,4,"SCC","direct",0,0,0
0,4,"SCC","medBMI",2.44745984135706,3.04030577784801,2.30499771330053
0,4,"SCNC","medBMI",0,0,0
0,4,"SCNC","direct",0,0,0
0,4,"SCNC","medSBP",0,0,0
0,4,"TC","medBMI",3.05416826024083,2.83079396934345,3.79744378396444
0,4,"TC","medSBP",0,0,0
0,4,"TC","direct",0,0,0
0,4,"UC","direct",0,0,0
0,4,"UC","medSBP",0,0,0
0,4,"UC","medBMI",0,0,0
1,1,"AA","direct",0,0,0
1,1,"AA","medBMI",41.7441303799313,38.2630852171607,48.0316102545877
1,1,"AA","medSBP",0,0,0
1,1,"AFF","direct",0,0,0
1,1,"AFF","medBMI",187.969100487792,146.480655786033,147.721336154051
1,1,"AFF","medSBP",0,0,0
1,1,"APCA","medSBP",0,0,0
1,1,"APCA","medBMI",0,0,0
1,1,"APCA","direct",0,0,0
1,1,"BC","direct",0,0,0
1,1,"BC","medBMI",1141.34261010435,946.880449949205,1051.61468265897
1,1,"BC","medSBP",0,0,0
1,1,"CC","medSBP",0,0,0
1,1,"CC","medBMI",140.845779180707,117.376321625567,81.2802425862423
1,1,"CC","direct",3657.24786467971,3568.347658009,3139.41570301091
1,1,"CM","medSBP",0,0,0
1,1,"CM","medBMI",60.0173139537468,85.4370081912684,67.6180588689505
1,1,"CM","direct",0,0,0
1,1,"DIAB","medBMI",714.801608033609,654.196113781361,887.481272594846
1,1,"DIAB","medSBP",0,0,0
1,1,"DIAB","direct",0,0,0
1,1,"ECA","medSBP",0,0,0
1,1,"ECA","direct",0,0,0
1,1,"ECA","medBMI",26.4638348510554,23.089329314321,28.1388535711419
1,1,"ENDO","medSBP",0,0,0
1,1,"ENDO","medBMI",11.0352875334982,8.21628753721215,9.10509926661097
1,1,"ENDO","direct",0,0,0
1,1,"GC","medSBP",0,0,0
1,1,"GC","medBMI",17.279905331434,20.4192020966923,18.6005527717966
1,1,"GC","direct",0,0,0
1,1,"HHD","direct",0,0,0
1,1,"HHD","medSBP",0,0,0
1,1,"HHD","medBMI",627.383723733455,498.452787793323,318.836797233853
1,1,"HSTK","medSBP",0,0,0
1,1,"HSTK","direct",857.219012144205,819.332637612668,912.377341148123
1,1,"HSTK","medBMI",158.673758850373,205.695292965894,203.758750298586
1,1,"IHD","direct",2003.93005789045,1110.89269263188,1390.95694394748
1,1,"IHD","medSBP",0,0,0
1,1,"IHD","medBMI",1365.99993621829,1547.86847116451,2119.96422581637
1,1,"ISTK","medSBP",0,0,0
1,1,"ISTK","medBMI",327.181342326739,184.750328041232,184.010843188879
1,1,"ISTK","direct",654.657490594637,1088.65901404439,815.679103529409
1,1,"KC","direct",0,0,0
1,1,"KC","medBMI",235.784186345338,230.002299471542,188.419394426357
1,1,"KC","medSBP",0,0,0
1,1,"LC","direct",0,0,0
1,1,"LC","medBMI",0,0,0
1,1,"LC","medSBP",0,0,0
1,1,"LVC","medSBP",0,0,0
1,1,"LVC","direct",0,0,0
1,1,"LVC","medBMI",87.3780255552046,51.4822266451172,89.077456514999
1,1,"MLPC","medSBP",0,0,0
1,1,"MLPC","direct",655.62771518335,473.417777369298,712.981594875403
1,1,"MLPC","medBMI",0,0,0
1,1,"MMC","medBMI",33.6823230423682,26.2725992965253,35.7925517266905
1,1,"MMC","medSBP",0,0,0
1,1,"MMC","direct",0,0,0
1,1,"OC","medBMI",39.6762927976047,40.8588668397175,34.4689925594475
1,1,"OC","medSBP",0,0,0
1,1,"OC","direct",0,0,0
1,1,"OSTK","medBMI",387.099043095268,372.49191791081,429.248591999214
1,1,"OSTK","medSBP",0,0,0
1,1,"OSTK","direct",1643.56730697767,1620.43044018565,1226.07481016595
1,1,"OTH","medBMI",194.173331743553,365.527473352807,231.753380991247
1,1,"OTH","medSBP",0,0,0
1,1,"OTH","direct",0,0,0
1,1,"PC","medBMI",82.224948948594,110.159186629411,91.4835166292192
1,1,"PC","medSBP",0,0,0
1,1,"PC","direct",0,0,0
1,1,"PVD","medSBP",0,0,0
1,1,"PVD","direct",0,0,0
1,1,"PVD","medBMI",38.4582191026615,38.6798321339451,44.8569971805443
1,1,"RHD","direct",0,0,0
1,1,"RHD","medBMI",21.4403045192224,19.8212407552592,22.2890844760767
1,1,"RHD","medSBP",0,0,0
1,1,"SCC","medSBP",0,0,0
1,1,"SCC","medBMI",14.5349469208294,15.2851033605371,15.2826875646903
1,1,"SCC","direct",0,0,0
1,1,"SCNC","medBMI",0,0,0
1,1,"SCNC","direct",0,0,0
1,1,"SCNC","medSBP",0,0,0
1,1,"TC","direct",0,0,0
1,1,"TC","medSBP",0,0,0
1,1,"TC","medBMI",77.7350082099413,73.2904697468096,106.059584769632
1,1,"UC","direct",0,0,0
1,1,"UC","medBMI",1083.94713588647,974.78891328399,1135.89587617622
1,1,"UC","medSBP",0,0,0
1,2,"AA","medSBP",0,0,0
1,2,"AA","direct",0,0,0
1,2,"AA","medBMI",9.5536456897561,8.43945562424755,8.54128472135894
1,2,"AFF","direct",0,0,0
1,2,"AFF","medSBP",0,0,0
1,2,"AFF","medBMI",11.1991350002699,6.15950560924647,10.5752040929605
1,2,"APCA","medBMI",0,0,0
1,2,"APCA","medSBP",0,0,0
1,2,"APCA","direct",0,0,0
1,2,"BC","direct",0,0,0
1,2,"BC","medBMI",147.451549079369,166.297188886731,128.722770202483
1,2,"BC","medSBP",0,0,0
1,2,"CC","medBMI",11.9110970039263,16.7597871258446,19.5553694101816
1,2,"CC","direct",902.227867287837,820.366852877646,920.44059630272
1,2,"CC","medSBP",0,0,0
1,2,"CM","medBMI",24.1353430213366,25.7195199009596,22.4951848559638
1,2,"CM","direct",0,0,0
1,2,"CM","medSBP",0,0,0
1,2,"DIAB","medBMI",214.653148473834,239.762269783224,238.609973994485
1,2,"DIAB","medSBP",0,0,0
1,2,"DIAB","direct",0,0,0
1,2,"ECA","medSBP",0,0,0
1,2,"ECA","medBMI",1.37568946090127,0.818369432841632,1.31584121359527
1,2,"ECA","direct",0,0,0
1,2,"ENDO","medBMI",1.54540359768352,1.58533501906758,1.87340979686327
1,2,"ENDO","medSBP",0,0,0
1,2,"ENDO","direct",0,0,0
1,2,"GC","direct",0,0,0
1,2,"GC","medSBP",0,0,0
1,2,"GC","medBMI",4.80649696161151,3.9944209678284,3.84773154118783
1,2,"HHD","medBMI",101.218874332293,111.398916967948,152.237277878347
1,2,"HHD","direct",0,0,0
1,2,"HHD","medSBP",0,0,0
1,2,"HSTK","medSBP",0,0,0
1,2,"HSTK","direct",163.255574336816,192.654777008663,155.508951499647
1,2,"HSTK","medBMI",34.8524185144005,44.4361654605956,53.3450778839136
1,2,"IHD","medSBP",0,0,0
1,2,"IHD","direct",242.630372942982,253.082085611523,363.905927435395
1,2,"IHD","medBMI",172.048400466992,289.105081367866,325.262563398673
1,2,"ISTK","medBMI",26.9673372754924,39.4310934291617,43.2439291608393
1,2,"ISTK","medSBP",0,0,0
1,2,"ISTK","direct",126.327715250458,149.244926000987,198.798586555418
1,2,"KC","medBMI",22.6317423069036,40.9864947307381,34.6180861281124
1,2,"KC","medSBP",0,0,0
1,2,"KC","direct",0,0,0
1,2,"LC","medSBP",0,0,0
1,2,"LC","direct",0,0,0
1,2,"LC","medBMI",0,0,0
1,2,"LVC","direct",0,0,0
1,2,"LVC","medBMI",12.7950685047761,14.1539460051652,21.1751560958244
1,2,"LVC","medSBP",0,0,0
1,2,"MLPC","direct",54.2394638236917,60.5833500040818,63.3975648400995
1,2,"MLPC","medBMI",0,0,0
1,2,"MLPC","medSBP",0,0,0
1,2,"MMC","medSBP",0,0,0
1,2,"MMC","medBMI",9.94649802486808,18.7692862614361,10.1699116282616
1,2,"MMC","direct",0,0,0
1,2,"OC","medBMI",7.18872674933639,6.80934888686091,6.52294363065033
1,2,"OC","direct",0,0,0
1,2,"OC","medSBP",0,0,0
1,2,"OSTK","medBMI",56.8072317770266,56.3601909161115,60.9552622040529
1,2,"OSTK","medSBP",0,0,0
1,2,"OSTK","direct",168.862736506631,231.191747177927,297.671683909879
1,2,"OTH","medBMI",37.8729461659668,35.5498093552679,33.1216171593367
1,2,"OTH","direct",0,0,0
1,2,"OTH","medSBP",0,0,0
1,2,"PC","medSBP",0,0,0
1,2,"PC","direct",0,0,0
1,2,"PC","medBMI",8.92458551914518,10.9122156852115,15.0651665233546
1,2,"PVD","direct",0,0,0
1,2,"PVD","medBMI",6.29676780294444,7.85453829123115,10.2559260135692
1,2,"PVD","medSBP",0,0,0
1,2,"RHD","medSBP",0,0,0
1,2,"RHD","medBMI",4.17215592465823,3.70529846815713,2.77446832220871
1,2,"RHD","direct",0,0,0
1,2,"SCC","direct",0,0,0
1,2,"SCC","medBMI",1.38813897229295,2.23043097375923,1.80310276141497
1,2,"SCC","medSBP",0,0,0
1,2,"SCNC","direct",0,0,0
1,2,"SCNC","medBMI",0,0,0
1,2,"SCNC","medSBP",0,0,0
1,2,"TC","medSBP",0,0,0
1,2,"TC","medBMI",9.3921259561958,7.18869400714029,9.8159881201271
1,2,"TC","direct",0,0,0
1,2,"UC","direct",0,0,0
1,2,"UC","medBMI",179.123503609749,143.422122369648,158.362279546922
1,2,"UC","medSBP",0,0,0
1,3,"AA","medSBP",0,0,0
1,3,"AA","direct",0,0,0
1,3,"AA","medBMI",2.4155964301049,2.4609070613538,1.32427319177964
1,3,"AFF","medBMI",6.80306996443886,6.68646740170524,5.53117011087983
1,3,"AFF","direct",0,0,0
1,3,"AFF","medSBP",0,0,0
1,3,"APCA","direct",0,0,0
1,3,"APCA","medSBP",0,0,0
1,3,"APCA","medBMI",0,0,0
1,3,"BC","direct",0,0,0
1,3,"BC","medBMI",74.0111939235157,84.5689106271276,116.143304327588
1,3,"BC","medSBP",0,0,0
1,3,"CC","direct",460.684746833208,481.327158941705,539.426493909293
1,3,"CC","medSBP",0,0,0
1,3,"CC","medBMI",14.9027428620985,12.9978753494876,10.185103290518
1,3,"CM","direct",0,0,0
1,3,"CM","medBMI",8.28369888930463,9.18683048419629,8.36906181790379
1,3,"CM","medSBP",0,0,0
1,3,"DIAB","direct",0,0,0
1,3,"DIAB","medBMI",101.807396600892,122.860497084761,93.4646270738303
1,3,"DIAB","medSBP",0,0,0
1,3,"ECA","direct",0,0,0
1,3,"ECA","medBMI",2.3197800090236,1.18941786759709,1.82986680398375
1,3,"ECA","medSBP",0,0,0
1,3,"ENDO","medSBP",0,0,0
1,3,"ENDO","direct",0,0,0
1,3,"ENDO","medBMI",0.611757406401606,1.27389310149072,1.11050666448456
1,3,"GC","medSBP",0,0,0
1,3,"GC","direct",0,0,0
1,3,"GC","medBMI",3.25163211291224,5.02013868433874,5.18203108100749
1,3,"HHD","direct",0,0,0
1,3,"HHD","medSBP",0,0,0
1,3,"HHD","medBMI",48.7760198160505,52.2249270336149,38.366767240823
1,3,"HSTK","medSBP",0,0,0
1,3,"HSTK","medBMI",12.408134532091,16.2089584116613,16.4850705512612
