"female","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"medBMI","All_STK","leg_tot",270.506695565539,17.6611378622031,268.941375370101,254.443373224051,287.90054007315,0.00433976090981386,0.000315179742539131,0.00431299843501494,0.00405252486373075,0.00464974505947607,0.431299843501494,0.405252486373075,0.464974505947607,0.229501530826862,0.014983947687675,0.228173492050091,0.215873191388426,0.244258703225554
0,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medBMI","Cancer","leg_tot",551.557841564431,23.9078032030013,558.272915591945,526.673685209433,570.734184996043,0.00133294002218227,5.9361630838823e-05,0.0013478860307879,0.00127155134510997,0.00138162459193977,0.13478860307879,0.127155134510997,0.138162459193977,0.467949115691769,0.020283702857428,0.473646275112198,0.446837061644946,0.484218584231228
0,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medBMI","DIAB","leg_tot",500.938125557656,79.4966175143601,502.885407804846,424.605738640345,575.615322564855,0.0122551538212601,0.00189172080625602,0.0122843667819697,0.0104457642664521,0.014039712359465,1.22843667819697,1.04457642664521,1.4039712359465,0.425002665552012,0.0674460030534912,0.426654766087815,0.360241238436258,0.488359807212333
0,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medBMI","Other_CVD","leg_tot",249.330644096549,15.2958846275493,256.753802502561,232.990410048154,259.361193499835,0.0047800968841908,0.000297256441007531,0.0049028784047796,0.00446420645001026,0.00499162302587087,0.49028784047796,0.446420645001026,0.499162302587087,0.211535483003753,0.0129772349258656,0.217833390766029,0.197672207936436,0.220045536473135
0,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_HD","leg_tot",670.381972529097,161.594715833069,657.500393575438,522.707919161639,829.005368007163,0.0038273805760339,0.000910415756561248,0.00376503099737942,0.00299050670374192,0.00471725159018218,0.376503099737942,0.299050670374192,0.471725159018218,0.527814100551098,0.127228912897922,0.517672003526244,0.411545389805753,0.652703593767569
1,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","All_STK","leg_tot",1462.9138221188,131.480116671009,1389.2312700078,1385.01946601287,1603.43834751908,0.017155913275761,0.00156127957688585,0.0163752736541196,0.016150732576208,0.0188246376537092,1.63752736541196,1.6150732576208,1.88246376537092,1.15180087598774,0.103518683921725,1.09378814360167,1.09047204975014,1.26244052475351
1,"direct","Cancer","dairy_tot",5245.90005605066,235.993854314396,5272.66346867436,5011.4153416968,5457.63586967439,0.0087752085874302,0.000384700459053209,0.00881231847928439,0.00839524897778647,0.00912362478899786,0.881231847928439,0.839524897778647,0.912362478899786,4.13027219276121,0.185805837648973,4.151343920732,3.94565455136976,4.29697886537749
1,"direct","Cancer","leg_tot",257.182686932799,46.1351942552324,279.218099255162,207.914395497497,287.720877894093,0.000430269489996344,7.75347425046199e-05,0.000466779355518085,0.000347497704421144,0.000482007889878064,0.0466779355518085,0.0347497704421144,0.0482007889878064,0.202488512733475,0.0363237781703905,0.219837728272973,0.163697942588057,0.22653224967032
1,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_HD","leg_tot",943.117636834945,103.558484789084,918.659993155461,857.211335361838,1049.81293543561,0.00538821090679461,0.000607456716534079,0.00525550591476108,0.0048779487065039,0.00601127235031383,0.525550591476108,0.48779487065039,0.601127235031383,0.742547991441265,0.0815350512740892,0.72329167231385,0.674911093222419,0.826552760918412
1,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","All_STK","leg_tot",360.928039289983,11.1519437963659,359.67120223656,350.918430927319,372.005959148057,0.00423267122194447,0.000143890717223819,0.0041917331605456,0.00411758799605988,0.00438255180001809,0.41917331605456,0.411758799605988,0.438255180001809,0.284170691080518,0.00878029754002638,0.283181141322207,0.276289792352175,0.292892707103424
1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Cancer","leg_tot",1258.4470980104,95.8900661643956,1272.67316621937,1162.06046931431,1342.74156872888,0.00210520453536294,0.000160933205530813,0.00213228991472977,0.00194243939566697,0.0022449471025971,0.213228991472977,0.194243939566697,0.22449471025971,0.9908174001482,0.0754974493621978,1.00201805843525,0.914928990532333,1.05718525022008
1,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","DIAB","leg_tot",377.911015497605,46.4048056968642,353.185058934196,349.309115475344,427.529978598765,0.0119330238648269,0.00148728308962276,0.0110770658041408,0.0110718906003585,0.0135217214808786,1.10770658041408,1.10718906003585,1.35217214808786,0.297541955044985,0.0365360522565004,0.278074384229281,0.275022724586939,0.33660862069638
1,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medBMI","Other_CVD","leg_tot",263.142007260862,35.1296292327066,243.443655372871,242.339802548257,300.68781107826,0.00453451170836599,0.000622599065489501,0.00418057785212427,0.00417010922124226,0.00519975797329517,0.418057785212427,0.417010922124226,0.519975797329517,0.207180484516347,0.0276587295243084,0.19167131465476,0.190802214485544,0.236741548929498
1,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
