"race","pathway","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
3,"medBMI","All_HD","leg_tot",53.1872897522289,16.1752637979559,48.1880441284083,40.5061401640072,70.1177981206983,0.00187256931317981,0.000567484572118737,0.00168117956917154,0.00143830738636874,0.00246951252239791,0.168117956917154,0.143830738636874,0.246951252239791,0.137711629147969,0.0418807188689535,0.124767667111656,0.104877811568649,0.181547814458154
3,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","All_STK","leg_tot",17.0571576459247,1.96839083430583,16.9513075488976,15.2342015496383,18.9700863246841,0.00152567425698919,0.000159644448862705,0.00149372698187339,0.00138988453962898,0.00168861915819784,0.149372698187339,0.138988453962898,0.168861915819784,0.0441641034727773,0.00509652418566461,0.0438900381956223,0.0394441364457998,0.0491170259853365
3,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","Cancer","leg_tot",77.6368501297627,4.54345578865589,77.1271300634602,73.5576183856259,82.1493439302565,0.000885652075616688,5.45796558145902e-05,0.000879455017188493,0.000836686427181657,0.000939885223715686,0.0879455017188493,0.0836686427181657,0.0939885223715686,0.201016016478604,0.0117638387203467,0.199696257922247,0.19045413878613,0.21269968894398
3,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","DIAB","leg_tot",33.5638632232187,4.19346498198072,33.1658569482446,29.7627043805736,37.7033273995919,0.00451504102411766,0.000573009645661123,0.00438401548031951,0.00403714791094248,0.00510430584952126,0.438401548031951,0.403714791094248,0.510430584952126,0.0869029857791418,0.0108576484557445,0.0858724746778406,0.0770610897301156,0.097620816264274
3,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medBMI","Other_CVD","leg_tot",11.6869669425117,2.90332981780975,10.7784318446176,9.41814653869803,14.7280421795354,0.0019652501810417,0.000482181465225613,0.00180158497362141,0.00159697306302466,0.002472642725366,0.180158497362141,0.159697306302466,0.2472642725366,0.0302596967235823,0.00751725235534681,0.027907333046998,0.024385305388569,0.0381335971836923
3,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","All_HD","leg_tot",42.6436315962173,12.5051061421754,46.6393370210196,29.5294987273218,52.3614148540308,0.0031035178506441,0.000881488879989967,0.00337912104855616,0.0021802540829421,0.00379251890012085,0.337912104855616,0.21802540829421,0.379251890012085,0.166671291412392,0.0488758136197363,0.182288380256073,0.115415116007144,0.204652941300512
4,"direct","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","All_STK","leg_tot",73.7048631718148,21.5886629607014,76.2070430243556,52.2357841327187,93.0470893362513,0.0118876002951589,0.003409189144205,0.0123841588303866,0.0084637024071455,0.0148894234282289,1.23841588303866,0.84637024071455,1.48894234282289,0.288073137028736,0.0843786094392148,0.29785282819852,0.204161917581885,0.363671618981272
4,"direct","Cancer","dairy_tot",1051.95214640245,52.8687821299383,1071.94983088188,995.998965550683,1090.90729544669,0.0142990610834262,0.000867092207134606,0.0147776722696685,0.0133721233243099,0.0148191793342365,1.47776722696685,1.33721233243099,1.48191793342365,4.11152184234906,0.206635970323383,4.18968216248795,3.89283059673709,4.26377681584298
4,"direct","Cancer","leg_tot",31.7754406020136,2.89050708644255,31.502831690714,29.1544922552903,34.6281065233415,0.000431596856064617,3.69153221422131e-05,0.000422307090232574,0.000401318414282978,0.000469771598803491,0.0422307090232574,0.0401318414282979,0.0469771598803491,0.124193309108438,0.0112974559365808,0.123127825762014,0.113949415018698,0.135342864042639
4,"direct","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"direct","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","All_HD","leg_tot",40.570788708488,8.30505948953585,44.932020700825,31.6905552723011,45.7439749511883,0.00295457170193013,0.000574587710415557,0.00325542228089331,0.00234019542730091,0.00331322498444065,0.325542228089331,0.234019542730091,0.331322498444065,0.15856965025143,0.0324600635209612,0.175615388175316,0.123861537469964,0.178788885797592
4,"medBMI","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","All_STK","leg_tot",16.5335539828121,4.81965755163912,18.7933970807621,11.3889200206491,19.7573213117174,0.00266868259355219,0.00077547453947355,0.00300532980619502,0.00184295319950084,0.00320826185685713,0.300532980619502,0.184295319950084,0.320826185685713,0.0646208751647744,0.0188374797883874,0.0734534007594784,0.0445132353080928,0.0772208682659575
4,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","Cancer","leg_tot",94.4667715375161,11.2129154388689,88.418504341925,87.618701240836,106.455868950449,0.00128349937195459,0.000151439051081822,0.00120731245969701,0.00118638418458746,0.00144537343474067,0.120731245969701,0.118638418458746,0.144537343474067,0.369220402164666,0.0438253269419018,0.345580940267012,0.342454935029082,0.416079411913257
4,"medBMI","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","DIAB","leg_tot",24.2164947563002,3.01738180126125,23.6097203410539,21.6516648044202,27.2970829611396,0.00734400069288021,0.000947641713541296,0.00727363713844783,0.00647550876024878,0.00827230164677916,0.727363713844783,0.647550876024878,0.827230164677916,0.094649407272152,0.0117933417646605,0.0922778485751186,0.0846248501617076,0.106689789275075
4,"medBMI","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medBMI","Other_CVD","leg_tot",10.2650682588229,2.29916477471122,11.4879422779851,7.80665002381497,11.6840435775429,0.00328708084247806,0.000798553061282083,0.00371360268145277,0.00243322091432041,0.00377839720750721,0.371360268145277,0.243322091432041,0.377839720750721,0.040120696082698,0.00898621313023895,0.0449002606830664,0.0305120458171588,0.0456667164379239
4,"medSBP","All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","All_HD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","All_STK","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","DIAB","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"medSBP","Other_CVD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
