"age","female","race","pathway","disease_type","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,2,"direct","Cancer","dairy_tot",7.82805616202976,0.6389172014512,8.16886611280368,7.14488655261028,8.2215373132914,0.0239380979415682,0.00155763051656583,0.0233876338921741,0.0227633022021337,0.0255807881229875,2.33876338921741,2.27633022021337,2.55807881229875,0.186976206135483,0.0152607891268718,0.195116586108486,0.170658430806289,0.196374658487625
25,0,2,"direct","Cancer","leg_tot",0.496050553283955,0.22060010599915,0.594122302662779,0.260954969094514,0.647785150501395,0.00146181296801551,0.000511613663089759,0.00165318695826794,0.000920654941906859,0.0018403031024096,0.165318695826794,0.0920654941906859,0.18403031024096,0.0118483629377018,0.0052691204609487,0.0141908453175379,0.00623301226812392,0.0154726035844189
25,0,2,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medBMI","CMD","leg_tot",13.4930787998525,5.88434164694363,11.3365094459123,9.10853709045548,19.7107044600986,0.0163384067556096,0.00705096408594749,0.0137424272248439,0.0110928997109069,0.0237904964014631,1.37424272248439,1.10928997109069,2.37904964014631,0.322287504185377,0.14054981900708,0.270776995353868,0.217560997694235,0.470797943183302
25,0,2,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medBMI","Cancer","leg_tot",0.701272542408664,0.308356954108061,0.546401738968071,0.503315272517985,1.03086999522385,0.00211336814425127,0.000785326964700062,0.00181568748825036,0.00153516546152038,0.00294459938458292,0.181568748825036,0.153516546152038,0.294459938458292,0.0167501710172399,0.00736522735928723,0.0130510208490367,0.0120218836193247,0.0246227360581277
25,0,2,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","CMD","leg_tot",1.78665952819989,0.143066797651834,1.8427356054033,1.63498347566618,1.8906709151107,0.00396912818202836,0.000428538808450509,0.00405418511371763,0.00353192649827109,0.00433403147384976,0.405418511371763,0.353192649827109,0.433403147384976,0.0259455789529768,0.00207759275644707,0.0267599066217298,0.0237429639979864,0.0274560153895272
25,0,3,"direct","Cancer","dairy_tot",16.4665013914909,3.40646430685269,17.3720100741777,12.9324367680684,19.2308836346296,0.0187099353488519,0.00300260507449183,0.0202051598586654,0.0155008826726586,0.0206480471917038,2.02051598586654,1.55008826726586,2.06480471917038,0.239123853867491,0.0494681203827302,0.25227350361801,0.187802742449965,0.279267762997075
25,0,3,"direct","Cancer","leg_tot",0.451580990146413,0.191115310384574,0.491187748123736,0.256136646605777,0.613359589406325,0.000525486796851339,0.000245116305882182,0.000571294106386115,0.000276228101366863,0.000735809279231254,0.0571294106386115,0.0276228101366863,0.0735809279231254,0.00655778566009829,0.00277534544015868,0.00713294855484827,0.00371957470484405,0.00890710815481506
25,0,3,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medBMI","CMD","leg_tot",1.95570592064786,0.665840096765594,2.07220524060019,1.28094937412128,2.53143804521497,0.00433371171650626,0.00144205386937811,0.00475995833787511,0.0028282505217938,0.00547686328305519,0.475995833787511,0.28282505217938,0.547686328305519,0.0284004431577948,0.00966922154334302,0.0300922273260054,0.018601738381859,0.0367611313907516
25,0,3,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medBMI","Cancer","leg_tot",0.583419862661999,0.229844765415492,0.665394289024855,0.340904644646312,0.756256818269257,0.000676907157124492,0.000289500956323395,0.000799246499621135,0.000368966614168614,0.000880859258958223,0.0799246499621135,0.0368966614168614,0.0880859258958223,0.0084723283146638,0.00333776828427095,0.00966274759587143,0.00495056177940011,0.010982238460901
25,0,3,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"direct","CMD","leg_tot",1.09641096868894,0.377326744374106,1.0824681934203,0.744059830154396,1.46061346620182,0.0063269119216239,0.00241395648313557,0.00584022527240528,0.00427572185485898,0.00879178564022464,0.584022527240528,0.427572185485898,0.879178564022464,0.0289649230125368,0.00996819661010513,0.0285965835633976,0.0196565305461275,0.0385864040107145
25,0,4,"direct","Cancer","dairy_tot",7.92798758575207,1.15376851486457,7.7711003273459,6.90621107797317,9.08311826317621,0.0167134968361932,0.00314760827705859,0.0160464844643563,0.0140575354362304,0.0199364187522173,1.60464844643563,1.40575354362304,1.99364187522173,0.20944112802907,0.0304801914261244,0.20529648930221,0.182447893987254,0.239957304988717
25,0,4,"direct","Cancer","leg_tot",1.33587674134077,0.621925498802347,1.14514480820231,0.847327982165306,1.98654764368393,0.00277499983872186,0.00120365318188898,0.00236460058424346,0.00185693591106184,0.00404190313268852,0.236460058424346,0.185693591106184,0.404190313268852,0.0352911162622195,0.0164299926822917,0.0302523708308472,0.0223846627502587,0.0524805033908469
25,0,4,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medBMI","CMD","leg_tot",1.34173476787693,0.294821381161129,1.33827256292744,1.06314037768306,1.62327203227789,0.00776184342585079,0.00212154800289236,0.00772722010988059,0.00576128904038291,0.00979182762989333,0.772722010988059,0.576128904038291,0.979182762989333,0.0354458732762142,0.00778857458713059,0.0353544089415079,0.0280859824194677,0.0428835088174612
25,0,4,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medBMI","Cancer","leg_tot",0.469328417195059,0.134058069308602,0.498227801016368,0.33193011453521,0.582162243606796,0.000985575123804326,0.000279802800838576,0.00109644815627991,0.000688782977769457,0.00118812519223495,0.109644815627991,0.0688782977769457,0.118812519223495,0.0123986916036658,0.00354153849936047,0.0131621538923503,0.00876891100838901,0.0153795292535609
25,0,4,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"direct","CMD","leg_tot",5.43956282589107,1.13100778980692,5.60723213747668,4.30273792254582,6.43386881438854,0.00635270159767452,0.00146299231522177,0.00666107931700895,0.00485515137775075,0.00758813075616401,0.666107931700896,0.485515137775075,0.758813075616401,0.0298998106865074,0.00621684497129646,0.0308214436990878,0.0236509906100223,0.035365242702299
25,1,1,"direct","Cancer","dairy_tot",54.7329346169133,5.55846770923159,52.3950009558251,50.8087932716092,60.6443195741422,0.00873840106490532,0.000561539786326739,0.00853423407724948,0.0083188444818105,0.00933149958750761,0.853423407724948,0.83188444818105,0.933149958750761,0.300852188998224,0.0305533987808779,0.288001197824554,0.279282241727238,0.33334547876683
25,1,1,"direct","Cancer","leg_tot",2.66615308105829,0.220367733372341,2.74107165285779,2.43424272500756,2.83438265107944,0.000427483041968931,4.91415484097446e-05,0.000450185240880407,0.000375049267223727,0.000460619947639381,0.0450185240880407,0.0375049267223727,0.0460619947639381,0.0146551248577283,0.00121130203292916,0.0150669320535284,0.0133803761391084,0.0155798374599182
25,1,1,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"medBMI","CMD","leg_tot",10.7322372876419,2.6132556148361,10.7393697822067,8.24662007851759,13.2117918763861,0.012434001247767,0.00268665109912778,0.0126618771737737,0.00979173032752875,0.0148825776308996,1.26618771737737,0.979173032752875,1.48825776308996,0.0589922156272921,0.0143643617437679,0.0590314210274383,0.0453294477963558,0.0726216588681042
25,1,1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"medBMI","Cancer","leg_tot",10.0526659580373,3.19417119526418,10.7192872766226,6.78486348617337,12.7538403091036,0.00159332882348337,0.000443180391268933,0.00169960044256493,0.0011363204525269,0.00196000631822051,0.169960044256493,0.11363204525269,0.196000631822051,0.055256795198569,0.0175574981107143,0.0589210329072358,0.0372945658067932,0.0701044225379779
25,1,1,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"direct","CMD","leg_tot",4.21374800276144,0.306488525373979,4.20263952193533,3.92744847665455,4.50948973757052,0.00845149217470983,0.00103172849685812,0.00889162924756107,0.00735363546619522,0.0091752323713009,0.889162924756106,0.735363546619522,0.91752323713009,0.0916761996781228,0.0066681024192298,0.0914345185653303,0.085447338221309,0.0981104900808103
25,1,2,"direct","Cancer","dairy_tot",12.8084341545692,2.20221572208247,13.4434207034365,10.5127362250026,14.5643935175986,0.0129807690892292,0.00135226240098325,0.0136621197797861,0.0115353005168407,0.0138470895746444,1.36621197797861,1.15353005168407,1.38470895746444,0.278666063169619,0.047912397262396,0.292481116563588,0.22871982489109,0.316869506063274
25,1,2,"direct","Cancer","leg_tot",0.910793209739319,0.0804191543546942,0.937082735154062,0.826347590583944,0.972892732292162,0.000934917432838399,0.000146485208115411,0.00100475324926528,0.000778490920705017,0.00103198350100893,0.100475324926528,0.0778490920705017,0.103198350100893,0.0198156273481045,0.00174963534785071,0.0203875941054392,0.017978390418284,0.0211666925341905
25,1,2,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"medBMI","CMD","leg_tot",6.77769209885848,0.626463999542554,6.81084743495664,6.16908573331425,7.35811642871927,0.0136460029038652,0.00238614906802688,0.0133814297233429,0.01150207987881,0.0160148131323643,1.33814297233429,1.150207987881,1.60148131323643,0.147458522390183,0.0136296329717822,0.148179864817527,0.13421740814784,0.160086495569283
25,1,2,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"medBMI","Cancer","leg_tot",1.84870460007286,0.487510566085716,1.6925099291451,1.4701373425331,2.36003732790123,0.00190864443976819,0.000635780040928686,0.00158125236903041,0.0015071809054814,0.00258839123418209,0.158125236903041,0.15071809054814,0.258839123418209,0.0402212500489055,0.0106064994803628,0.0368230084285599,0.0319849702640035,0.0513460352111013
25,1,2,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"direct","CMD","leg_tot",1.09776677212867,0.518519514629407,1.38543910136577,0.543495205757284,1.40751685864853,0.00523493171199364,0.00265119254571561,0.00659293835645129,0.00240051703905561,0.00691504073714266,0.659293835645129,0.240051703905561,0.691504073714266,0.0167598876044173,0.00791637076884238,0.0211518550307638,0.00829768106787264,0.0214889218285675
25,1,3,"direct","Cancer","dairy_tot",24.1070380559004,1.57058693586543,23.9976194398455,22.664201514088,25.6428804213594,0.0104432538202355,0.000723399962533321,0.0107605808299837,0.00967268068812484,0.0109440989940603,1.07605808299837,0.967268068812485,1.09440989940603,0.368048349203399,0.0239785546314435,0.366377827054732,0.346020192689397,0.391496449543767
25,1,3,"direct","Cancer","leg_tot",0.462259820506109,0.0962743422439368,0.494109758684316,0.361097051799042,0.5363501417617,0.000200849287683623,4.61421190874381e-05,0.000210356373151463,0.000153677242071066,0.000239940310648517,0.0210356373151463,0.0153677242071066,0.0239940310648517,0.00705743955129698,0.00146984514030131,0.00754370074777981,0.00551296154710814,0.0081885955384754
25,1,3,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"medBMI","CMD","leg_tot",1.96663671417268,0.135112265541102,1.98083003229049,1.8327801684951,2.08842893945013,0.00923352778417558,0.00117955458652279,0.00942624636811864,0.00804231942961991,0.0102609253423796,0.942624636811864,0.804231942961991,1.02609253423796,0.0300251484423609,0.0020627937025786,0.0302418414799238,0.0279815261378511,0.0318845816649421
25,1,3,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"medBMI","Cancer","leg_tot",2.68358504483511,0.20606569337028,2.66994694242103,2.49394065052303,2.88482182619916,0.00116422901772397,0.000122829201440108,0.00113625936521763,0.00106171984088659,0.00129051239919174,0.113625936521763,0.106171984088659,0.129051239919174,0.0409709829722008,0.00314605793115353,0.0407627665555622,0.0380756332365598,0.0440433166619847
25,1,3,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"direct","CMD","leg_tot",0.884082211610904,0.573782686382502,0.89661233831562,0.333760845053013,1.42375297046979,0.0101080654958544,0.00666487268166211,0.0100888403792492,0.0037846268789528,0.0164478454618706,1.00888403792492,0.37846268789528,1.64478454618706,0.0227938250878642,0.0147935361893739,0.0231168827319216,0.00860517972582436,0.0367078714524552
25,1,4,"direct","Cancer","dairy_tot",11.8692388953562,0.607909553662126,11.95231430367,11.2604764961132,12.4073871975325,0.00850128365618508,0.00107801285929114,0.00888688779232646,0.00736366635120393,0.00931113744544606,0.888688779232646,0.736366635120393,0.931113744544606,0.306018322452001,0.0156734111980013,0.308160211861536,0.290322922786477,0.31989311611942
25,1,4,"direct","Cancer","leg_tot",1.03931894832643,0.391735646885175,1.06532477160499,0.656733157442015,1.39979978942408,0.000733541186280459,0.000261186380453747,0.000691308387105004,0.000505807896105106,0.000997172355754947,0.0691308387105004,0.0505807896105106,0.0997172355754947,0.0267962119444634,0.0100999134452802,0.0274667063614896,0.0169322044076172,0.0360902992268373
25,1,4,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"medBMI","CMD","leg_tot",0.945614960799809,0.362868518530091,1.10910881006304,0.558730706371538,1.19352944335434,0.0107726301712479,0.00413384273744132,0.0128237599277022,0.00635480238056443,0.0134469976689451,1.28237599277022,0.635480238056443,1.34469976689451,0.0243802914863133,0.00935564750951866,0.0285955671180413,0.0144054589324287,0.0307721397532291
25,1,4,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"medBMI","Cancer","leg_tot",2.0824939359486,0.756757494367943,2.25733956098264,1.30380348444414,2.71256560617413,0.00146668294143721,0.00048867319694167,0.00146482820323439,0.00100323417593578,0.00193170823441104,0.146482820323439,0.100323417593578,0.193170823441104,0.0536918421150652,0.0195110790987671,0.0581997945905959,0.0336152771575583,0.0699366474683709
25,1,4,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"direct","CMD","leg_tot",36.2708268047789,12.9014515415186,34.0788851696143,25.0794194380476,49.3253845614001,0.00808564262970475,0.00276417668292527,0.00770051429275254,0.00564254054676959,0.0108561037990493,0.770051429275254,0.564254054676959,1.08561037990493,0.339021893237353,0.120589325152613,0.318533906927613,0.234416279092384,0.461042295745602
35,0,1,"direct","Cancer","dairy_tot",160.618917867718,4.27005287779651,162.953402911034,156.053702446164,163.199821002453,0.0257094118747648,0.000987716396763702,0.0252811671480047,0.0250217436665664,0.0267610881007094,2.52811671480047,2.50217436665664,2.67610881007094,1.50129827252998,0.0399120047261632,1.52311860608287,1.45862739591661,1.5254218656234
35,0,1,"direct","Cancer","leg_tot",11.3846930684479,5.03313682860579,9.93814531714725,7.36847276820614,16.6304789572951,0.00182409830577345,0.000825737729547454,0.0015251846606949,0.001206230723454,0.00269604248640969,0.15251846606949,0.1206230723454,0.269604248640968,0.10641224747275,0.0470445183326167,0.0928914264574548,0.0688728051773,0.1554443876312
35,0,1,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"medBMI","CMD","leg_tot",49.2743548632367,5.63671300789013,52.0939078913543,43.2496966232169,52.9023930293564,0.0110100770313686,0.00118455552881592,0.0114544913757907,0.00975692796430512,0.0118854739056734,1.14544913757907,0.975692796430512,1.18854739056734,0.460565323302271,0.0526861195046909,0.486919566915753,0.404253096022953,0.49447644351013
35,0,1,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"medBMI","Cancer","leg_tot",8.78614434286411,1.50346859842478,8.09625834608553,7.76866920326963,10.3900225797204,0.00140923339552083,0.000267224663630227,0.00133136198832981,0.00119668245098848,0.00168797503616555,0.133136198832981,0.119668245098848,0.168797503616555,0.0821237217835352,0.0140528577802842,0.0756753863760005,0.0726134244306827,0.0971151042327924
35,0,1,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2,"direct","CMD","leg_tot",21.9804271412546,8.04144495777967,19.3217976349688,15.7908055912318,30.4298837716204,0.00958454434770231,0.0036835255709576,0.00831541294746399,0.00678398408207914,0.013463866303528,0.831541294746399,0.678398408207914,1.3463866303528,0.925945479858534,0.338753180833877,0.813948294446995,0.665202043916759,1.28188652340012
35,0,2,"direct","Cancer","dairy_tot",42.7925879329273,8.30241865090634,44.1318232179345,34.4134542067963,50.0333716668021,0.0322650553790655,0.00585071203558211,0.0335562784748606,0.0262605729031082,0.0371719982235968,3.35562784748606,2.62605729031082,3.71719982235968,1.80267667745064,0.349746934957021,1.85909318158182,1.44969805019371,2.10770127619609
35,0,2,"direct","Cancer","leg_tot",3.01652901520014,1.11106481254281,2.81860304179979,2.05777253285322,4.14352257493735,0.00227080379611455,0.00080299732606746,0.00215137497670365,0.00156506794173429,0.00307805414699408,0.215137497670365,0.156506794173429,0.307805414699408,0.127074027658193,0.0468046155059915,0.11873621605704,0.0866855390538023,0.174549656123563
35,0,2,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2,"medBMI","CMD","leg_tot",39.173629294159,8.28162319278388,41.0291622236569,30.6670141065785,46.1030414916664,0.0170217148703167,0.00364655724315274,0.0181698404281261,0.0132007997932772,0.0198667232232183,1.81698404281261,1.32007997932772,1.98667232232183,1.65022475411777,0.348870907374557,1.72839076598623,1.29187585437994,1.9421325437674
35,0,2,"medBMI","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2,"medBMI","Cancer","leg_tot",4.21555873617925,1.04637896430394,4.81328065676831,3.0976246263526,4.82542921350519,0.00318080743802904,0.000776354173638385,0.0035721298592775,0.00235093834506613,0.00367805247293076,0.35721298592775,0.235093834506613,0.367805247293076,0.177584244917477,0.0440796653308797,0.202763824323513,0.130490254017236,0.203275593322588
35,0,2,"medSBP","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2,"medSBP","CMD","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2,"medSBP","Cancer","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,2,"medSBP","Cancer","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,3,"direct","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,3,"direct","CMD","leg_tot",2.56889675375039,2.72346501518112,1.71599023737602,0.441063514151726,5.42170053226728,0.00219962658630764,0.00233419720028026,0.00148455280700353,0.000365509728094537,0.00464155615692925,0.148455280700353,0.0365509728094537,0.464155615692925,0.0573788056587379,0.0608312379998567,0.0383283096912883,0.00985158225013309,0.121098950639675
35,0,3,"direct","Cancer","dairy_tot",49.3607571168841,7.11441094578625,47.1158243203831,43.8134203887347,56.8162867220593,0.0253463050518724,0.00374954071196177,0.0239272761710087,0.0225840820801075,0.0293147025723715,2.39272761710087,2.25840820801075,2.93147025723715,1.10252048302174,0.158907282839882,1.0523777272028,0.978615325843516,1.26904698264605
35,0,3,"direct","Cancer","leg_tot",0.272411317762897,0.333893948413148,0.137739866683179,0.0324274232201749,0.626865945723379,0.000138802174707514,0.000169250555535881,7.11160667322909e-05,1.67319431650847e-05,0.000318405598028882,0.00711160667322909,0.00167319431650847,0.0318405598028882,0.00608457153380665,0.00745784584322309,0.00307655378922345,0.000724298013241543,0.0140016601372675
35,0,3,"medBMI","CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
