"age","pathway","disease_type2","riskfactor","V1","V2","V3"
75,"medSBP","ISTK","dairy_tot",0,0,0
75,"medSBP","OSTK","dairy_tot",0,0,0
75,"medSBP","Other_CVD","dairy_tot",0,0,0
25,"direct","Cancer","leg_tot",0.000779011286498897,0.000529508797439097,0.000825637016934246
25,"direct","DIAB","leg_tot",0,0,0
25,"direct","HHD","leg_tot",0,0,0
25,"direct","HSTK","leg_tot",0.0301383712213213,0.0356342762442022,0.0425137020047546
25,"direct","IHD","leg_tot",0.0109779957184113,0.0121133065851941,0.0119282332352752
25,"direct","ISTK","leg_tot",0.040944162694951,0.0262458532525494,0.0499564828057177
25,"direct","OSTK","leg_tot",0.045795173562378,0.03256014621227,0.0310388330801356
25,"direct","Other_CVD","leg_tot",0,0,0
25,"medBMI","Cancer","leg_tot",0.00150040638958191,0.00155544019794573,0.00126032083099067
25,"medBMI","DIAB","leg_tot",0.0162475963446397,0.0241561616890834,0.021117736412421
25,"medBMI","HHD","leg_tot",0.01741302457058,0.0118706516238327,0.00964043280806657
25,"medBMI","HSTK","leg_tot",0.00967395011506076,0.00877859313243275,0.00870902278116619
25,"medBMI","IHD","leg_tot",0.0118993515268839,0.00766725548047958,0.00803166154021496
25,"medBMI","ISTK","leg_tot",0.0121523417490863,0.0114006322350586,0.0128766475268612
25,"medBMI","OSTK","leg_tot",0.00872383619467499,0.00864036175876578,0.00715645141272317
25,"medBMI","Other_CVD","leg_tot",0.0116464396828171,0.00942372209612502,0.00817177917118281
25,"medSBP","Cancer","leg_tot",0,0,0
25,"medSBP","DIAB","leg_tot",0,0,0
25,"medSBP","HHD","leg_tot",0,0,0
25,"medSBP","HSTK","leg_tot",0,0,0
25,"medSBP","IHD","leg_tot",0,0,0
25,"medSBP","ISTK","leg_tot",0,0,0
25,"medSBP","OSTK","leg_tot",0,0,0
25,"medSBP","Other_CVD","leg_tot",0,0,0
35,"direct","Cancer","leg_tot",0.00064141779234862,0.00107959299724346,0.00069581023666232
35,"direct","DIAB","leg_tot",0,0,0
35,"direct","HHD","leg_tot",0,0,0
35,"direct","HSTK","leg_tot",0.0284268758366153,0.0337302243678181,0.0269158565872187
35,"direct","IHD","leg_tot",0.0107720243468724,0.0137436957196053,0.0101623479423093
35,"direct","ISTK","leg_tot",0.048585887624414,0.033508563047474,0.0303355120729745
35,"direct","OSTK","leg_tot",0.0343967198476534,0.0385081700137091,0.0416632823076439
35,"direct","Other_CVD","leg_tot",0,0,0
35,"medBMI","Cancer","leg_tot",0.00162906935087502,0.00202637438938282,0.00212381335782196
35,"medBMI","DIAB","leg_tot",0.0251779471116822,0.025017417162658,0.018640796422685
35,"medBMI","HHD","leg_tot",0.0179621037271436,0.014408678791451,0.00451097555004241
35,"medBMI","HSTK","leg_tot",0.00809902769436572,0.00924230752309268,0.00773880589889379
35,"medBMI","IHD","leg_tot",0.00676496935024748,0.00857088913544198,0.00721392608540958
35,"medBMI","ISTK","leg_tot",0.0107547388494734,0.00933190610018498,0.00978892562222292
35,"medBMI","OSTK","leg_tot",0.0105154350214733,0.010074124398697,0.00788887414049478
35,"medBMI","Other_CVD","leg_tot",0.00826819604838163,0.00888991949399595,0.00744462875349558
35,"medSBP","Cancer","leg_tot",0,0,0
35,"medSBP","DIAB","leg_tot",0,0,0
35,"medSBP","HHD","leg_tot",0,0,0
35,"medSBP","HSTK","leg_tot",0,0,0
35,"medSBP","IHD","leg_tot",0,0,0
35,"medSBP","ISTK","leg_tot",0,0,0
35,"medSBP","OSTK","leg_tot",0,0,0
35,"medSBP","Other_CVD","leg_tot",0,0,0
45,"direct","Cancer","leg_tot",0.00104515657190634,0.00113838594806681,0.000804571518440886
45,"direct","DIAB","leg_tot",0,0,0
45,"direct","HHD","leg_tot",0,0,0
45,"direct","HSTK","leg_tot",0.0300239866386489,0.0268285770525789,0.0294658607916128
45,"direct","IHD","leg_tot",0.00943713789477611,0.0103996239135126,0.00843161829075943
45,"direct","ISTK","leg_tot",0.0356782216613215,0.0442008415125857,0.0324856632187489
45,"direct","OSTK","leg_tot",0.0286812717755497,0.0437638067917096,0.03028476667552
45,"direct","Other_CVD","leg_tot",0,0,0
45,"medBMI","Cancer","leg_tot",0.002323149473502,0.0024067406342627,0.0021075663826197
45,"medBMI","DIAB","leg_tot",0.020778623277391,0.0234055308261211,0.0194086076843803
45,"medBMI","HHD","leg_tot",0.0156261812906252,0.00718268335060111,0.00849963013804066
45,"medBMI","HSTK","leg_tot",0.00645434065731016,0.00617884449335833,0.00657965768821782
45,"medBMI","IHD","leg_tot",0.0071707306471898,0.00751390672769285,0.00657436344862466
45,"medBMI","ISTK","leg_tot",0.00985083915432503,0.00940652102508098,0.00991859065132907
45,"medBMI","OSTK","leg_tot",0.00987922987149805,0.00702930203857813,0.00672808659136328
45,"medBMI","Other_CVD","leg_tot",0.0079418500784635,0.00812825854826597,0.00579070424038094
45,"medSBP","Cancer","leg_tot",0,0,0
45,"medSBP","DIAB","leg_tot",0,0,0
45,"medSBP","HHD","leg_tot",0,0,0
45,"medSBP","HSTK","leg_tot",0,0,0
45,"medSBP","IHD","leg_tot",0,0,0
45,"medSBP","ISTK","leg_tot",0,0,0
45,"medSBP","OSTK","leg_tot",0,0,0
45,"medSBP","Other_CVD","leg_tot",0,0,0
55,"direct","Cancer","leg_tot",0.000632211633032998,0.000671529940206921,0.000674614620059896
55,"direct","DIAB","leg_tot",0,0,0
55,"direct","HHD","leg_tot",0,0,0
55,"direct","HSTK","leg_tot",0.0205283367398176,0.0136128856558962,0.0242733413374604
55,"direct","IHD","leg_tot",0.0059295783294404,0.00545740773990708,0.00863042946318729
55,"direct","ISTK","leg_tot",0.0248772839299173,0.0204914671645611,0.0201033687078167
55,"direct","OSTK","leg_tot",0.0241309705268456,0.027099044640075,0.0245951325709345
55,"direct","Other_CVD","leg_tot",0,0,0
55,"medBMI","Cancer","leg_tot",0.00181748660111823,0.00154279000580988,0.00195995403975172
55,"medBMI","DIAB","leg_tot",0.0115585534143088,0.0107268475396872,0.0130157325166999
55,"medBMI","HHD","leg_tot",0.00913069103192454,0.00706013146410233,0.0109248995845482
55,"medBMI","HSTK","leg_tot",0.00595225042934818,0.00445143864374754,0.00452455576016684
55,"medBMI","IHD","leg_tot",0.00724193502278116,0.00496808621484715,0.00498930479456628
55,"medBMI","ISTK","leg_tot",0.0081468612596837,0.00496098641345327,0.0063072253887704
55,"medBMI","OSTK","leg_tot",0.00576883381869024,0.00492757653794605,0.00559450579996875
55,"medBMI","Other_CVD","leg_tot",0.00658517644786935,0.00549004807529774,0.00466030560188727
55,"medSBP","Cancer","leg_tot",0,0,0
55,"medSBP","DIAB","leg_tot",0,0,0
55,"medSBP","HHD","leg_tot",0,0,0
55,"medSBP","HSTK","leg_tot",0,0,0
55,"medSBP","IHD","leg_tot",0,0,0
55,"medSBP","ISTK","leg_tot",0,0,0
55,"medSBP","OSTK","leg_tot",0,0,0
55,"medSBP","Other_CVD","leg_tot",0,0,0
65,"direct","Cancer","leg_tot",0.000923742979927485,0.000946638478681318,0.000980638308819085
65,"direct","DIAB","leg_tot",0,0,0
65,"direct","HHD","leg_tot",0,0,0
65,"direct","HSTK","leg_tot",0.0229346987071796,0.0245131704266127,0.014437462113866
65,"direct","IHD","leg_tot",0.0076024799959533,0.0102225005933073,0.00746558074087644
65,"direct","ISTK","leg_tot",0.0234332339151451,0.0229331685003798,0.0153957363161656
65,"direct","OSTK","leg_tot",0.0271943412320534,0.0236578636603328,0.0279641325698141
65,"direct","Other_CVD","leg_tot",0,0,0
65,"medBMI","Cancer","leg_tot",0.00215278252007443,0.00155044551585721,0.00185431252641073
65,"medBMI","DIAB","leg_tot",0.0135442406876878,0.0173251034612679,0.0112111102806815
65,"medBMI","HHD","leg_tot",0.0142338931383419,0.00943965242807798,0.0108558303544788
65,"medBMI","HSTK","leg_tot",0.00456893331128908,0.00612160355005297,0.00360013879060098
65,"medBMI","IHD","leg_tot",0.00632073699202361,0.0060713424881496,0.00654880729292535
65,"medBMI","ISTK","leg_tot",0.00595906621473938,0.00457207144100977,0.00559906291428526
65,"medBMI","OSTK","leg_tot",0.00584841546466632,0.00572821193551168,0.00574750585897216
65,"medBMI","Other_CVD","leg_tot",0.00591537057738937,0.00511848702303508,0.00473205219529876
65,"medSBP","Cancer","leg_tot",0,0,0
65,"medSBP","DIAB","leg_tot",0,0,0
65,"medSBP","HHD","leg_tot",0,0,0
65,"medSBP","HSTK","leg_tot",0,0,0
65,"medSBP","IHD","leg_tot",0,0,0
65,"medSBP","ISTK","leg_tot",0,0,0
65,"medSBP","OSTK","leg_tot",0,0,0
65,"medSBP","Other_CVD","leg_tot",0,0,0
75,"direct","Cancer","leg_tot",0.000713894900838729,0.000750197841068436,0.000629249693071355
75,"direct","DIAB","leg_tot",0,0,0
75,"direct","HHD","leg_tot",0,0,0
75,"direct","HSTK","leg_tot",0.0156149816115107,0.0153142609245904,0.0166561548456229
75,"direct","IHD","leg_tot",0.00419784852505459,0.00218760777754495,0.00306370461871532
75,"direct","ISTK","leg_tot",0.0100822374713686,0.0151093173493365,0.0132638623372356
75,"direct","OSTK","leg_tot",0.0133080411505815,0.0162391543277956,0.0120211718190903
75,"direct","Other_CVD","leg_tot",0,0,0
75,"medBMI","Cancer","leg_tot",0.00152903072367375,0.00179238982512314,0.00135598188373747
75,"medBMI","DIAB","leg_tot",0.00828577755058039,0.00808531665105528,0.00963469878759575
75,"medBMI","HHD","leg_tot",0.00981729843563839,0.00996963741986592,0.0066087694471649
75,"medBMI","HSTK","leg_tot",0.00369174566300702,0.00451266805673328,0.0042998625291564
75,"medBMI","IHD","leg_tot",0.00367006232344308,0.00413092334113701,0.00419027905122496
75,"medBMI","ISTK","leg_tot",0.00447351470746178,0.00292173959109495,0.00311576076675577
75,"medBMI","OSTK","leg_tot",0.00336748023014532,0.00364190922737811,0.00350683243354734
75,"medBMI","Other_CVD","leg_tot",0.00339371244779621,0.00455601409936732,0.00382413592418423
75,"medSBP","Cancer","leg_tot",0,0,0
75,"medSBP","DIAB","leg_tot",0,0,0
75,"medSBP","HHD","leg_tot",0,0,0
75,"medSBP","HSTK","leg_tot",0,0,0
75,"medSBP","IHD","leg_tot",0,0,0
75,"medSBP","ISTK","leg_tot",0,0,0
75,"medSBP","OSTK","leg_tot",0,0,0
75,"medSBP","Other_CVD","leg_tot",0,0,0
