"age","outcome","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"CC","medBMI","leg_tot",2.16415740532456,0.574544483489704,2.13445402044523,1.63151142927236,2.72205125852418,0.000803466805434618,0.000202700596226433,0.000843814061634332,0.00059663629711182,0.000976002145987659,0.0843814061634332,0.0596636297111819,0.0976002145987659,0.00321229817773902,0.000852806821168906,0.0031682089036013,0.00242168207280931,0.00404039016568579
25,"CC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"CC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"CM","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"CM","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"CM","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"CM","medBMI","leg_tot",6.58156880567428,1.30835826069766,6.26949308145501,5.49806818308466,7.93033379385029,0.0101374687186376,0.00226224264815073,0.00950640973263937,0.00832019369609015,0.0124911438792836,0.950640973263937,0.832019369609015,1.24911438792836,0.00976914222094712,0.00194201995027187,0.00930592255043714,0.00816088255048116,0.0117711386113466
25,"CM","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"CM","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","medBMI","leg_tot",16.5940351375846,2.84751115676846,16.1669645246445,14.0933202008297,19.4577600953388,0.0205071648153813,0.00398947987940377,0.021117736412421,0.0164911033480287,0.0240042404252502,2.1117736412421,1.64911033480287,2.40042404252502,0.0246308280084675,0.00422661257331561,0.0239969193342009,0.0209189713687338,0.0288815070213278
25,"DIAB","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ECA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ECA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ECA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ECA","medBMI","leg_tot",0.391123572297767,0.167440146144197,0.484263003159261,0.212144860964202,0.490933767399062,0.00599139040954221,0.00173025997290148,0.00625091226036022,0.00425127292508121,0.0075109143208079,0.625091226036022,0.425127292508121,0.75109143208079,0.000580551828379818,0.000248534452723274,0.000718800378737529,0.000314890473592795,0.000728701915362786
25,"ECA","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ECA","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ENDO","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ENDO","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ENDO","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ENDO","medBMI","leg_tot",1.71039027489131,0.0755304982279242,1.68772782167414,1.65073257858179,1.78931105643541,0.00948384368065341,0.000441679476648772,0.00929765905167577,0.00917233586407368,0.00995360843186414,0.929765905167577,0.917233586407368,0.995360843186414,0.00253876337725625,0.000112111291546696,0.00250512508597786,0.0024502123741399,0.00265590692795923
25,"ENDO","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ENDO","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"GC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"GC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"GC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"GC","medBMI","leg_tot",0.0585024973498168,0.014390600994541,0.0502786687149108,0.0501182219367364,0.0738770271025673,0.00387853673240983,0.000577099810538723,0.00368245572020953,0.00343789783039639,0.00448584449479353,0.368245572020953,0.343789783039639,0.448584449479353,8.68363203007478e-05,2.1360230654942e-05,7.46295419615425e-05,7.43913878920254e-05,0.000109657014297795
25,"GC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"GC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HHD","medBMI","leg_tot",7.49307349487929,2.092031291452,7.26203669051318,5.61294498094412,9.56958329252566,0.0129747030008264,0.00400218599754611,0.0118706516238327,0.00975194374885488,0.0171359059232426,1.18706516238327,0.975194374885488,1.71359059232426,0.0111221052008717,0.00310524007577741,0.0107791730722613,0.00833139626982548,0.0142043064412368
25,"HHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HSTK","direct","leg_tot",9.74698790015106,1.53270918748477,9.3078903140299,8.52305672411559,11.3441520243895,0.036095449823426,0.00620054141204446,0.0356342762442022,0.0304131664724654,0.042169730716727,3.56342762442022,3.04131664724654,4.2169730716727,0.0144676313252751,0.0022750281092529,0.0138158707960842,0.0126509280315204,0.016838331068842
25,"HSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HSTK","medBMI","leg_tot",2.45378681164094,0.234214260473452,2.34582814991719,2.29566237697503,2.70367610877206,0.00905385534288657,0.000538143246080593,0.00877859313243275,0.00871250129872952,0.00962918226592936,0.877859313243275,0.871250129872952,0.962918226592936,0.00364220037054659,0.000347648484471734,0.00348195536642945,0.00340749339771567,0.00401311559687708
25,"HSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"HSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"IHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"IHD","direct","leg_tot",11.7358951691279,0.542011943288672,11.4308326036605,11.4159452003434,12.3151483185596,0.0116731785129602,0.000609116060033031,0.0119282332352752,0.0110255075942545,0.0121040529176982,1.19282332352752,1.10255075942545,1.21040529176982,0.0174198025398582,0.000804518180357531,0.016966992628372,0.0169448949849986,0.0182795985194811
25,"IHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"IHD","medBMI","leg_tot",9.30028709234349,2.67683082710949,7.82447338594417,7.6931079771469,12.1619078579795,0.00919942284919282,0.00234529509711616,0.00803166154021496,0.00768547578346635,0.0117059670275505,0.803166154021496,0.768547578346635,1.17059670275505,0.0138045851959203,0.00397326865729986,0.0116140080835139,0.0114190200192173,0.0180521409181688
25,"IHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"IHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ISTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ISTK","direct","leg_tot",5.31349400346675,1.32862154348937,5.86628909879723,3.90115060364944,6.25596157225315,0.0390488329177394,0.0119684040153725,0.040944162694951,0.0269807687246694,0.0495058668001794,4.0944162694951,2.69807687246694,4.95058668001794,0.00788691574040277,0.00197209710927457,0.00870743954935689,0.0057905487578475,0.00928583748534704
25,"ISTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ISTK","medBMI","leg_tot",1.66952853978353,0.0640208433994756,1.64964859100041,1.61939817991007,1.73655685612265,0.0121432071703354,0.000738050042887033,0.0121523417490863,0.0114382177107599,0.0128404322379725,1.21523417490863,1.14382177107599,1.28404322379725,0.00247811156103298,9.50273016572054e-05,0.00244860339166764,0.00240370215658082,0.00257760290944568
25,"ISTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ISTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"KC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"KC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"KC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"KC","medBMI","leg_tot",4.15500500059832,0.58890148306031,3.92565806107525,3.72580123453068,4.77915366526056,0.00391996959059421,0.000337640414406758,0.00381525891721745,0.00365549837622946,0.00427344487732922,0.381525891721745,0.365549837622946,0.427344487732922,0.00616734945391684,0.000874117176619481,0.00582692562241209,0.00553027450168571,0.00709378466292702
25,"KC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"KC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LVC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LVC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LVC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LVC","medBMI","leg_tot",0.954596928865476,0.0836999722849299,0.946104050197924,0.878999024302845,1.03741378029553,0.00415570971985255,0.00017270948235487,0.00411153311743281,0.00401448693294172,0.00433448261882017,0.411153311743281,0.401448693294172,0.433448261882017,0.00141692557460254,0.000124237390397842,0.00140431944040896,0.00130471423060789,0.00153985213266172
25,"LVC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"LVC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MLPC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MLPC","direct","leg_tot",10.876904012989,2.1982764134558,11.8797896932617,8.53222218035904,12.3691330173873,0.0129722087576028,0.00212140887208194,0.0139569271539818,0.0107083732834957,0.0143990335947877,1.39569271539818,1.07083732834957,1.43990335947877,0.0161447863516781,0.00326294164173873,0.0176333877978087,0.0126645324848363,0.0183597289893088
25,"MLPC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MLPC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MLPC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MLPC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MMC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MMC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MMC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MMC","medBMI","leg_tot",0.164638532534946,0.0281379149417532,0.153380822636028,0.144347913471489,0.194498205012485,0.00135414685716108,0.00014675790328559,0.00133587796549695,0.00122330366876173,0.00150051860347494,0.133587796549695,0.122330366876173,0.150051860347494,0.000244375966714085,4.17656186515759e-05,0.000227665943263463,0.000214258231986298,0.000288697221374901
25,"MMC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"MMC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OC","medBMI","leg_tot",0.81785233100462,0.136687367710949,0.74275149914919,0.735559260842113,0.963981108244241,0.000956759932769874,0.000179449581574148,0.000856475337964743,0.000850199416771374,0.00114856235435274,0.0856475337964743,0.0850199416771374,0.114856235435274,0.00121395308219355,0.00020288754465712,0.00110247955225422,0.00109180398219132,0.00143085468264423
25,"OC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OSTK","direct","leg_tot",3.35973037566768,0.682766034854461,2.98202880760668,2.9509065642112,4.08960051997602,0.0364647176182612,0.00811613544153428,0.03256014621227,0.0311148987367423,0.0451334221948726,3.256014621227,3.11148987367423,4.51334221948726,0.00498690887127649,0.0010134420371591,0.00442627956777646,0.00438008425615058,0.00607026839437743
25,"OSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OSTK","medBMI","leg_tot",0.753828922617633,0.0639434461338201,0.790160686597616,0.685504685842104,0.791271160010176,0.00817354978872131,0.000881821311381245,0.00864036175876578,0.0072306469300253,0.00871966247287953,0.864036175876578,0.72306469300253,0.871966247287953,0.00111892197327876,9.49124194888306e-05,0.00117284987100921,0.00101750706660448,0.00117449816688215
25,"OSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OTH","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OTH","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OTH","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OTH","medBMI","leg_tot",5.61427489897816,0.926566317017595,5.71647179867075,4.69462804816515,6.44705438505247,0.00988196189585702,0.00220689394209608,0.00983343783709087,0.00780641550135789,0.0119987537403074,0.983343783709087,0.780641550135789,1.19987537403074,0.00833337029133924,0.0013753192278838,0.00848506300733365,0.00696832175292804,0.00956948002115519
25,"OTH","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"OTH","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PC","medBMI","leg_tot",0.43929031835788,0.0682603221090308,0.46105428269222,0.36771441417345,0.49236685285812,0.00136074458582546,0.000348487752739227,0.0015581351441677,0.000988357759610176,0.00156534943744986,0.15581351441677,0.0988357759610176,0.156534943744986,0.000652046605153374,0.000101320036972927,0.000684351253049858,0.000545805189433807,0.00073082907016093
25,"PC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PVD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PVD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PVD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PVD","medBMI","leg_tot",0.103844478429451,0.0496096833305049,0.0827517224126555,0.0689909036891817,0.156626895783996,0.00994995156057036,0.00361039129879665,0.00922777761846713,0.00687885743236915,0.0136348935395593,0.922777761846713,0.687885743236915,1.36348935395593,0.000154138247063946,7.3636554794355e-05,0.000122829885874717,0.000102404452493182,0.000232484148645554
25,"PVD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"PVD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"RHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"RHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"RHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"RHD","medBMI","leg_tot",0.941752423288515,0.142076607189636,1.00249119626278,0.790556930100867,1.04131995944803,0.00850399244865278,0.00112385965450295,0.00811782040137306,0.00764881652939977,0.00968741460809357,0.811782040137306,0.764881652939977,0.968741460809357,0.00139786024148152,0.000210886890783328,0.00148801590634366,0.00117343802244418,0.00154565014538605
25,"RHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"RHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCC","medBMI","leg_tot",0.302383171052498,0.135837151615972,0.231181934571429,0.217660256310592,0.447627136803314,0.00328471370923863,0.00105473892807899,0.00337578898679085,0.00224681029312966,0.00424520313942821,0.337578898679085,0.224681029312966,0.424520313942821,0.000448832837648986,0.00020162555345174,0.000343147548012392,0.000323077075166751,0.000664421096322326
25,"SCC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"SCNC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"TC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"TC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"TC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"TC","medBMI","leg_tot",6.46783173671506,1.82497587634571,6.68102382125359,4.65239321259922,8.10205698897316,0.00085090000048278,0.000213835532302085,0.000896995466688243,0.000631736967104996,0.00103088188758592,0.0896995466688243,0.0631736967104996,0.103088188758592,0.00960032022192793,0.00270884486848304,0.00991676510850898,0.0069056318187339,0.0120260304715281
25,"TC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"TC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UC","medBMI","leg_tot",6.1916593297221,0.362066885935103,6.37836173895254,5.80455026311627,6.42007134848205,0.00660256501778318,0.000778576309015686,0.00683620392012527,0.0057890348064264,0.00721750216214918,0.683620392012527,0.57890348064264,0.721750216214918,0.00919039249784343,0.000537422460606348,0.0094675182778236,0.00861579947323963,0.00952942860946409
25,"UC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"UC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AA","medBMI","leg_tot",3.00460423732519,0.359355873225618,2.85385357783705,2.75061144788662,3.38673508732867,0.00858829771102193,0.00110501395232195,0.00844679578300457,0.00760514797761896,0.00969172408323964,0.844679578300457,0.760514797761896,0.969172408323964,0.00735342950714027,0.000879482911231553,0.00698448429501218,0.00673181084293937,0.00828865160165003
35,"AA","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AA","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"AFF","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
