"age","pathway","disease_type3","riskfactor","V1","V2","V3"
25,"medSBP","Other_CVD","leg_tot",0,0,0
35,"direct","Other_CVD","leg_tot",0,0,0
35,"medBMI","Other_CVD","leg_tot",22.3880898718041,24.1654420099942,19.1490340124512
35,"medSBP","Other_CVD","leg_tot",0,0,0
45,"direct","Other_CVD","leg_tot",0,0,0
45,"medBMI","Other_CVD","leg_tot",39.446585058824,41.2133099543096,29.8836668328294
45,"medSBP","Other_CVD","leg_tot",0,0,0
55,"direct","Other_CVD","leg_tot",0,0,0
55,"medBMI","Other_CVD","leg_tot",73.2843674583587,60.1264178752894,51.690726979657
55,"medSBP","Other_CVD","leg_tot",0,0,0
65,"direct","Other_CVD","leg_tot",0,0,0
65,"medBMI","Other_CVD","leg_tot",103.868566989437,90.6071464148797,83.4896676295958
65,"medSBP","Other_CVD","leg_tot",0,0,0
75,"direct","Other_CVD","leg_tot",0,0,0
75,"medBMI","Other_CVD","leg_tot",244.942424017907,328.07834919832,275.690068825149
75,"medSBP","Other_CVD","leg_tot",0,0,0
25,"direct","Cancer","leg_tot",11.8797896932617,8.35603441652206,12.3948879291833
25,"medBMI","Cancer","leg_tot",22.8809423837333,24.5459790087271,18.9205851173564
25,"medSBP","Cancer","leg_tot",0,0,0
35,"direct","Cancer","leg_tot",19.2610703586915,31.3722178093415,20.5755114492199
35,"medBMI","Cancer","leg_tot",48.9191596502164,58.8850232164421,62.8023903032619
35,"medSBP","Cancer","leg_tot",0,0,0
45,"direct","Cancer","leg_tot",101.469913909585,111.190587333056,77.2725635956367
45,"medBMI","Cancer","leg_tot",225.544940740678,235.075727293056,202.414643820097
45,"medSBP","Cancer","leg_tot",0,0,0
55,"direct","Cancer","leg_tot",188.760044803939,199.285956477556,200.346830180762
55,"medBMI","Cancer","leg_tot",542.648749773526,457.844637362109,582.066512476964
55,"medSBP","Cancer","leg_tot",0,0,0
65,"direct","Cancer","leg_tot",282.826221033573,290.003183662131,302.831933819621
65,"medBMI","Cancer","leg_tot",659.126356670748,474.979779313022,572.632175623588
65,"medSBP","Cancer","leg_tot",0,0,0
75,"direct","Cancer","leg_tot",189.363772255566,199.352539754514,166.524815573052
75,"medBMI","Cancer","leg_tot",405.582145760315,476.297643511684,358.847426698983
75,"medSBP","Cancer","leg_tot",0,0,0
25,"direct","DIAB","leg_tot",0,0,0
25,"medBMI","DIAB","leg_tot",13.984181025892,19.6309598622174,16.1669645246445
25,"medSBP","DIAB","leg_tot",0,0,0
35,"direct","DIAB","leg_tot",0,0,0
35,"medBMI","DIAB","leg_tot",51.594374343593,51.1045891191108,38.0711118788064
35,"medSBP","DIAB","leg_tot",0,0,0
45,"direct","DIAB","leg_tot",0,0,0
45,"medBMI","DIAB","leg_tot",116.740252573069,132.861437665571,110.117749679286
45,"medSBP","DIAB","leg_tot",0,0,0
55,"direct","DIAB","leg_tot",0,0,0
55,"medBMI","DIAB","leg_tot",153.372488572819,140.724248119214,169.076255675067
55,"medSBP","DIAB","leg_tot",0,0,0
65,"direct","DIAB","leg_tot",0,0,0
65,"medBMI","DIAB","leg_tot",251.402562750085,324.055869439442,208.988412768682
65,"medSBP","DIAB","leg_tot",0,0,0
75,"direct","DIAB","leg_tot",0,0,0
75,"medBMI","DIAB","leg_tot",268.976607473584,260.171227061021,309.508130633681
75,"medSBP","DIAB","leg_tot",0,0,0
25,"direct","All_HD","leg_tot",11.4308326036605,12.3616912509227,11.4151616528004
25,"medBMI","All_HD","leg_tot",22.0812269965077,15.0865100764574,13.2123446887033
25,"medSBP","All_HD","leg_tot",0,0,0
35,"direct","All_HD","leg_tot",47.1496550057529,61.6238777094534,45.1054634957641
35,"medBMI","All_HD","leg_tot",60.1677520351064,63.3489244252447,39.9469038493777
35,"medSBP","All_HD","leg_tot",0,0,0
45,"direct","All_HD","leg_tot",172.028921010456,189.433728702266,153.781511583214
45,"medBMI","All_HD","leg_tot",198.836984318594,166.844722775275,157.004380698148
45,"medSBP","All_HD","leg_tot",0,0,0
55,"direct","All_HD","leg_tot",295.895871024096,271.668867669626,427.659111672834
55,"medBMI","All_HD","leg_tot",435.530258087808,305.21630211662,337.603137477985
55,"medSBP","All_HD","leg_tot",0,0,0
65,"direct","All_HD","leg_tot",560.573353294639,753.183265490939,550.035061314792
65,"medBMI","All_HD","leg_tot",587.291047419904,527.169819468784,573.406042354978
65,"medSBP","All_HD","leg_tot",0,0,0
75,"direct","All_HD","leg_tot",908.730144849778,475.471913378749,663.449203968955
75,"medBMI","All_HD","leg_tot",1065.25296397614,1178.28198854163,1089.79137448414
75,"medSBP","All_HD","leg_tot",0,0,0
25,"direct","All_STK","leg_tot",18.4959325598602,16.0876413834361,20.6770628945602
25,"medBMI","All_STK","leg_tot",5.2538018738069,4.73400027011563,4.64363067820379
25,"medSBP","All_STK","leg_tot",0,0,0
35,"direct","All_STK","leg_tot",56.4359910143224,59.6128920185239,52.8100015886918
35,"medBMI","All_STK","leg_tot",15.3589219160745,16.2126175495848,14.158923688446
35,"medSBP","All_STK","leg_tot",0,0,0
45,"direct","All_STK","leg_tot",157.199273148311,179.738490531316,154.881030248358
45,"medBMI","All_STK","leg_tot",41.3796123528705,36.2216395028738,36.9984827334673
45,"medSBP","All_STK","leg_tot",0,0,0
55,"direct","All_STK","leg_tot",289.883124687176,263.747537227986,304.505398921674
55,"medBMI","All_STK","leg_tot",80.6629961459159,61.2742541333443,68.8921111266168
55,"medSBP","All_STK","leg_tot",0,0,0
65,"direct","All_STK","leg_tot",584.307294329515,555.851859520825,491.55606948448
65,"medBMI","All_STK","leg_tot",128.554898204602,130.246903614675,119.208382738605
65,"medSBP","All_STK","leg_tot",0,0,0
75,"direct","All_STK","leg_tot",1313.0383935164,1631.88733486621,1387.26776188475
75,"medBMI","All_STK","leg_tot",390.343317233966,370.709719052656,369.449991750744
75,"medSBP","All_STK","leg_tot",0,0,0
