"female","race","disease_type2","riskfactor","V1","V2","V3"
1,2,"ISTK","dairy_tot",0,0,0
1,2,"OSTK","dairy_tot",0,0,0
1,2,"Other_CVD","dairy_tot",0,0,0
1,3,"Cancer","dairy_tot",0.00849388314467542,0.00892961979633933,0.0100469153736302
1,3,"DIAB","dairy_tot",0,0,0
1,3,"HHD","dairy_tot",0,0,0
1,3,"HSTK","dairy_tot",0,0,0
1,3,"IHD","dairy_tot",0,0,0
1,3,"ISTK","dairy_tot",0,0,0
1,3,"OSTK","dairy_tot",0,0,0
1,3,"Other_CVD","dairy_tot",0,0,0
1,4,"Cancer","dairy_tot",0.0105294647117555,0.00916922184754946,0.00923787044435506
1,4,"DIAB","dairy_tot",0,0,0
1,4,"HHD","dairy_tot",0,0,0
1,4,"HSTK","dairy_tot",0,0,0
1,4,"IHD","dairy_tot",0,0,0
1,4,"ISTK","dairy_tot",0,0,0
1,4,"OSTK","dairy_tot",0,0,0
1,4,"Other_CVD","dairy_tot",0,0,0
0,1,"Cancer","leg_tot",0.00297952524179214,0.00346384557017858,0.00281158505286027
0,1,"DIAB","leg_tot",0.0133964366506043,0.0171800154601215,0.011881818412974
0,1,"HHD","leg_tot",0.012872460468982,0.0110699106086856,0.0108872209340552
0,1,"HSTK","leg_tot",0.02295478613066,0.0220808419820756,0.0174968562213209
0,1,"IHD","leg_tot",0.0122514530857876,0.0122527693626161,0.0106102872643412
0,1,"ISTK","leg_tot",0.0248181369689809,0.0191648506771043,0.0206760723113832
0,1,"OSTK","leg_tot",0.0225572008973127,0.0295852919839955,0.0251074505190268
0,1,"Other_CVD","leg_tot",0.00518868444611141,0.00523191091313858,0.0047308636143703
0,2,"Cancer","leg_tot",0.00236759268572983,0.00236421508839822,0.00208601717009397
0,2,"DIAB","leg_tot",0.014817751046564,0.0113102225769898,0.0100786349763408
0,2,"HHD","leg_tot",0.012767367276484,0.00839985610988903,0.00728375176990128
0,2,"HSTK","leg_tot",0.0314795507423191,0.0230592264016306,0.0318525593627404
0,2,"IHD","leg_tot",0.0107065974694802,0.00824410249608404,0.0111047971562314
0,2,"ISTK","leg_tot",0.0230661954925823,0.0182237348195569,0.0201881719308608
0,2,"OSTK","leg_tot",0.0218784236748458,0.0213680482475336,0.0222966417851105
0,2,"Other_CVD","leg_tot",0.00618401180420094,0.00530941441889202,0.00468309110715615
0,3,"Cancer","leg_tot",0.000766041582287834,0.00028173473666207,0.000650091205809841
0,3,"DIAB","leg_tot",0.00352368657984402,0.000861941527633411,0.00283626057816247
0,3,"HHD","leg_tot",0.00175997077397758,0.0013469134866267,0.00168147620387405
0,3,"HSTK","leg_tot",0.00688635292633591,0.00209587424728388,0.00885591048210559
0,3,"IHD","leg_tot",0.00231509931925055,0.000765507096963733,0.0021542499744339
0,3,"ISTK","leg_tot",0.00428867728873037,0.000953714287644016,0.00423664725092346
0,3,"OSTK","leg_tot",0.00301686168181168,0.000967520781291206,0.00426058843690303
0,3,"Other_CVD","leg_tot",0.00145097275005297,0.000565685871755771,0.00102584116712507
0,4,"Cancer","leg_tot",0.000977133932838141,0.00126725434227673,0.00141596086055638
0,4,"DIAB","leg_tot",0.00563027786015066,0.00643941768248163,0.00455373799071416
0,4,"HHD","leg_tot",0.0028928927566539,0.00591800357601167,0.00424808678308677
0,4,"HSTK","leg_tot",0.0102644797568928,0.0119271665337769,0.0147184025057619
0,4,"IHD","leg_tot",0.00450513616819649,0.00710104912215364,0.00444932857375745
0,4,"ISTK","leg_tot",0.00823185386938672,0.0167077454306411,0.00818703292640167
0,4,"OSTK","leg_tot",0.00712941107074795,0.0110670486422869,0.00785037602038923
0,4,"Other_CVD","leg_tot",0.00213146559031873,0.00322382627809247,0.002248718759107
1,1,"Cancer","leg_tot",0.00311174316040667,0.00242077465531555,0.00281647573741354
1,1,"DIAB","leg_tot",0.0133532642410426,0.011372402807666,0.0149536789220304
1,1,"HHD","leg_tot",0.0130600650802348,0.00979056477497908,0.00596667567827556
1,1,"HSTK","leg_tot",0.0295048012881977,0.0284899172997637,0.0289790785044565
1,1,"IHD","leg_tot",0.0108410277141987,0.00823486337834843,0.0102103810456493
1,1,"ISTK","leg_tot",0.0192552117784956,0.024885419170623,0.0174345248674634
1,1,"OSTK","leg_tot",0.0242783266805415,0.0228908664996004,0.0173649843877957
1,1,"Other_CVD","leg_tot",0.00442701997154248,0.00545346440501903,0.00408700280127084
1,2,"Cancer","leg_tot",0.00186760018044323,0.00221952367880417,0.00245565843276145
1,2,"DIAB","leg_tot",0.00785685432371369,0.0106535041586155,0.0143496232433211
1,2,"HHD","leg_tot",0.00478350754561862,0.00635837212488302,0.0123008860580172
1,2,"HSTK","leg_tot",0.0220978241440364,0.0278655238642723,0.030295045993454
1,2,"IHD","leg_tot",0.00426743316712348,0.00771361866610004,0.0140881531385508
1,2,"ISTK","leg_tot",0.00904526958651086,0.0144798702806816,0.0301107425936362
1,2,"OSTK","leg_tot",0.00830610337475619,0.0149851437172215,0.0261759672620727
1,2,"Other_CVD","leg_tot",0.00368167493046746,0.00422823371256335,0.00547983540149158
1,3,"Cancer","leg_tot",0.00111727288698627,0.00150163949377108,0.00144492989268868
1,3,"DIAB","leg_tot",0.00544644207509144,0.0103636119497492,0.0055624051171913
1,3,"HHD","leg_tot",0.00604976566851336,0.0108431152016793,0.00491420387564278
1,3,"HSTK","leg_tot",0.00981223581738098,0.0172920298448165,0.0159562075620589
1,3,"IHD","leg_tot",0.00427448670023778,0.0073599443977041,0.00328814733290738
1,3,"ISTK","leg_tot",0.00786147338256446,0.0225066703772057,0.00718757197122042
1,3,"OSTK","leg_tot",0.00862063219217369,0.0153122668952329,0.00835682563716011
1,3,"Other_CVD","leg_tot",0.00214407693903738,0.00464565190793208,0.00216601267215456
1,4,"Cancer","leg_tot",0.00205378094753725,0.0018454350505993,0.00229439706047337
1,4,"DIAB","leg_tot",0.00736806881409155,0.0104434183944602,0.010222331724589
1,4,"HHD","leg_tot",0.00359293270062502,0.00506046774081668,0.00601438805591034
1,4,"HSTK","leg_tot",0.0145594643072432,0.023228734413387,0.0229093219035449
1,4,"IHD","leg_tot",0.00465067154119756,0.00628864979726802,0.0119866819561468
1,4,"ISTK","leg_tot",0.00967901899407589,0.0173376195738981,0.0270201344457082
1,4,"OSTK","leg_tot",0.00970652019107476,0.0145825874849312,0.0239285936787496
1,4,"Other_CVD","leg_tot",0.00260856326457214,0.00422022191571693,0.00522281472781363
