"age","female","outcome","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"DIAB","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","medBMI","leg_tot",9.70695950598685,1.07943202148834,9.13260598205648,9.04096073976574,10.8611587675488,0.020908968418177,0.00240378063244809,0.0210987587471686,0.0185500605461104,0.0231065545106007,2.10987587471686,1.85500605461104,2.31065545106007,0.0284215991761504,0.00316053489599103,0.0267399144392881,0.0264715807410603,0.0318010496375734
25,0,"DIAB","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"DIAB","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","medBMI","leg_tot",0.345294682962944,0.174195177559002,0.404384958531459,0.161997859118929,0.47836477257372,0.00630167584155427,0.00151910308010169,0.00671267405229671,0.00472402671616681,0.00752997648781065,0.671267405229671,0.472402671616681,0.752997648781065,0.00101100937639391,0.000510036691916433,0.00118402340064948,0.000474323418824708,0.00140063341334588
25,0,"ECA","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ECA","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","medBMI","leg_tot",0.806753868700058,0.212001351967981,0.687640698101978,0.681425238612204,1.03332869379628,0.00907672052942651,0.0018607091464482,0.00827923882085393,0.00777425046019907,0.0110570500509406,0.827923882085393,0.777425046019907,1.10570500509406,0.00236214389025316,0.000620731697368234,0.00201338516830206,0.00199518654511784,0.00302554614904692
25,0,"ENDO","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ENDO","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","medBMI","leg_tot",0.0137057100065965,0.0124928922115471,0.0121863872061921,0.00254918332945515,0.0261536610640816,0.00437514848869126,0.000931455317316006,0.00420733089898988,0.00357242607249629,0.00532051585613239,0.420733089898988,0.357242607249629,0.532051585613239,4.01297848200343e-05,3.65787015767865e-05,3.5681266864886e-05,7.46390945296654e-06,7.65769004489782e-05
25,0,"GC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"GC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","medBMI","leg_tot",5.30157787854817,2.39836776264282,5.08969635083985,3.11985639638006,7.66339865926837,0.0126269004934073,0.00620293607289561,0.0117354069688979,0.00715881921439031,0.0188527512682572,1.17354069688979,0.715881921439031,1.88527512682572,0.0155228134383696,0.00702232735026794,0.0149024325817643,0.0091348179551356,0.022438132649718
25,0,"HHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HSTK","direct","leg_tot",5.70738691163727,0.91152123035678,5.32094526285808,5.06615676481453,6.67709245992233,0.0364630364993476,0.00578887085128165,0.0361059136769614,0.0311232406716586,0.0421063867260649,3.61059136769614,3.11232406716586,4.21063867260649,0.016711006473831,0.00266889864264639,0.0155795203849275,0.0148335095911645,0.0195502665320654
25,0,"HSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HSTK","medBMI","leg_tot",1.39557602010468,0.132200078452802,1.44932033808915,1.2551857757129,1.49028359420966,0.00894727159272818,0.00126949248437617,0.00911071270001479,0.00767931101193056,0.0100763072323322,0.911071270001479,0.767931101193056,1.00763072323322,0.00408619220455169,0.00038707667818371,0.00424355347332056,0.00367513503965015,0.00436349229099968
25,0,"HSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"HSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"IHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"IHD","direct","leg_tot",8.87554198299141,0.638581552029114,8.61036997860938,8.42217299313099,9.55430717657655,0.0116875111303549,0.000958319362882941,0.0116214168941094,0.0108068231837391,0.0126243791777795,1.16214168941094,1.08068231837391,1.26243791777795,0.0259872410672049,0.00186974190032024,0.0252108277715036,0.0246597943316167,0.0279746391041392
25,0,"IHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"IHD","medBMI","leg_tot",6.76687938628974,2.42460711315213,5.57050626291313,5.1928568847547,9.35781904269491,0.00882379479785539,0.00273977388909459,0.00769556752704498,0.00687164610848799,0.0117349366674116,0.769556752704498,0.687164610848799,1.17349366674116,0.0198131591536838,0.00709915514607342,0.0163102252682836,0.0152044826051437,0.0273993295048142
25,0,"IHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"IHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ISTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ISTK","direct","leg_tot",2.33398341148105,0.662992568663457,2.45140497898281,1.66168909784537,2.90646939274023,0.0336042207839659,0.0119561782776455,0.0341701387350249,0.0220148829625495,0.044712528346982,3.41701387350249,2.20148829625495,4.4712528346982,0.00683381247897299,0.0019412164057857,0.00717761825297586,0.00486536092637576,0.00851002912366779
25,0,"ISTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ISTK","medBMI","leg_tot",0.914637861008846,0.048624604955615,0.912514678540508,0.869379877992408,0.961700549123372,0.0129924775042292,0.00138358584045962,0.0134412301239036,0.0115402679570467,0.0140632473246884,1.34412301239036,1.15402679570467,1.40632473246884,0.00267802401574788,0.000142370948523561,0.00267180742021601,0.00254551040507289,0.00281582173262496
25,0,"ISTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"ISTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","medBMI","leg_tot",2.135680751199,0.414977694255943,2.16966672631071,1.72800073660231,2.51447268695073,0.00354952084281343,0.000436407579299786,0.00377123879631568,0.00308298955829934,0.0038275918668506,0.377123879631569,0.308298955829934,0.38275918668506,0.00625319001705536,0.00121503851807677,0.00635269962782895,0.00505951882064748,0.0073622780443057
25,0,"KC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"KC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","medBMI","leg_tot",0.51317774862676,0.0207720673430169,0.50800362679666,0.496107899463867,0.534645601345239,0.00412746109410309,0.000745912273417529,0.00380228723482029,0.00360948459959978,0.0049218353689968,0.380228723482029,0.360948459959978,0.49218353689968,0.00150256445064939,6.08198037417493e-05,0.00148741482355422,0.00145258459747231,0.00156542148685738
25,0,"LVC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"LVC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","direct","leg_tot",5.79837895335889,1.95257683661942,6.92178335483064,3.71264402864879,6.929220136818,0.0129818293277447,0.0034584410669153,0.0147996146542601,0.00928386329549092,0.0151346778324603,1.47996146542601,0.928386329549092,1.51346778324603,0.016977427626246,0.00571706889029522,0.0202667119373283,0.0108704770428788,0.0202884865451934
25,0,"MLPC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MLPC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","medBMI","leg_tot",0.0769904593105296,0.0163370863023277,0.086372064184695,0.0595384051835281,0.0864681492944906,0.00136581428426378,0.000305802945141239,0.00148394722735937,0.00104183483078656,0.00158938073610975,0.148394722735937,0.104183483078656,0.158938073610975,0.000225425064724129,4.78343520753907e-05,0.000252894038216611,0.000174326130305767,0.000253175371673882
25,0,"MMC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"MMC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"OSTK","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OSTK","direct","leg_tot",1.60403532991153,0.351442134963867,1.45193793176164,1.35914380551669,1.97820964273378,0.0384001227286239,0.00632666056286294,0.035669622758845,0.0339858648227151,0.0451353056088446,3.5669622758845,3.39858648227151,4.51353056088446,0.0046965529404972,0.00102900887630087,0.00425121768559216,0.00397952009991577,0.00579212074774791
25,0,"OSTK","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OSTK","medBMI","leg_tot",0.348101789013916,0.0635948781534147,0.375442867027921,0.280410438870139,0.39255322284579,0.00835595641554734,0.00127383170575292,0.00895089451801337,0.00699637455903974,0.00920984088495882,0.895089451801337,0.699637455903974,0.920984088495882,0.00101922847352484,0.000186203325090385,0.00109928208453234,0.000821030838076549,0.00114938053961675
25,0,"OSTK","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OSTK","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","medBMI","leg_tot",2.84355364754634,0.456218095843838,2.84782282835134,2.40834628706737,3.27513220434107,0.00965609450025317,0.00214959374795801,0.00904759626594434,0.00793490745661913,0.0118945050430497,0.904759626594434,0.793490745661913,1.18945050430497,0.00832581427341869,0.00133578880688469,0.00833831426845578,0.00705154408094339,0.00958945947011246
25,0,"OTH","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"OTH","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","medBMI","leg_tot",0.131123246981185,0.0473208659235467,0.120491255908732,0.0915462351762813,0.179737451197674,0.00144209377015635,0.000939806076192974,0.00106604867212316,0.000764414777604622,0.00243941109603629,0.106604867212316,0.0764414777604622,0.243941109603629,0.000383923757596405,0.000138553651441308,0.000352793702039946,0.000268043809254703,0.000526264253161098
25,0,"PC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","medBMI","leg_tot",0.103844478429451,0.0496096833305049,0.0827517224126555,0.0689909036891817,0.156626895783996,0.00994995156057036,0.00361039129879665,0.00922777761846713,0.00687885743236915,0.0136348935395593,0.922777761846713,0.687885743236915,1.36348935395593,0.000304052586266372,0.000145255219619051,0.000242293818584283,0.000202002677588689,0.000458597447473832
25,0,"PVD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"PVD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","medBMI","leg_tot",0.282698994785111,0.107179500534051,0.270904167297552,0.186354734806629,0.389068858128017,0.00677177825843979,0.00152660288766802,0.00665561959965781,0.00537402507565561,0.00826826630118866,0.665561959965781,0.537402507565561,0.826826630118866,0.000827731640615945,0.000313817401030675,0.000793196845349057,0.00054563940170814,0.00113917845550061
25,0,"RHD","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"RHD","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","medBMI","leg_tot",0.237524683885156,0.0859234802965446,0.229070821027019,0.159787123950048,0.322448027249681,0.00317256202256557,0.0010722738990916,0.00347103532822419,0.00205709147043309,0.00403433026488821,0.347103532822419,0.205709147043309,0.403433026488821,0.000695463018637515,0.000251580602072366,0.000670710437616039,0.000467850472397373,0.000944115258745911
25,0,"SCC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medBMI","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"SCNC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","medBMI","leg_tot",1.0922153145845,0.305299190994073,0.962089264376767,0.877966527569239,1.41707124427633,0.000782298265748866,0.00018014686471887,0.000695658620760111,0.00066353148320148,0.000974708746536693,0.0695658620760111,0.066353148320148,0.0974708746536693,0.00319796388004173,0.000893904134439302,0.00281695987573958,0.00257065178043232,0.00414912938330797
25,0,"TC","medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"TC","medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"UC","direct","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","direct","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medBMI","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medBMI","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medSBP","dairy_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,0,"UC","medSBP","leg_tot",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
25,1,"AA","direct","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"AA","direct","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"AA","medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
